dataset,topic,form,row_index,entity,label,partition
cities,cities,affirmative,981,Puning,0,test
cities,cities,affirmative,982,Huzhou,1,train
cities,cities,affirmative,983,Huzhou,0,train
cities,cities,affirmative,984,Chizhou,1,train
cities,cities,affirmative,985,Chizhou,0,train
cities,cities,affirmative,986,Chengdu,1,train
cities,cities,affirmative,987,Chengdu,0,train
cities,cities,affirmative,988,Cangzhou,1,train
cities,cities,affirmative,989,Cangzhou,0,train
cities,cities,affirmative,990,Samarinda,1,train
cities,cities,affirmative,991,Samarinda,0,train
cities,cities,affirmative,992,Helsinki,1,train
cities,cities,affirmative,993,Helsinki,0,train
cities,cities,affirmative,994,Khabarovsk Vtoroy,1,train
cities,cities,affirmative,995,Khabarovsk Vtoroy,0,train
cities,cities,affirmative,996,Wroclaw,1,train
cities,cities,affirmative,997,Wroclaw,0,train
cities,cities,affirmative,998,Oslo,1,test
cities,cities,affirmative,999,Oslo,0,test
cities,cities,affirmative,1000,Caloocan City,1,train
cities,cities,affirmative,1001,Caloocan City,0,train
cities,cities,affirmative,1002,Ryazan',1,test
cities,cities,affirmative,1003,Ryazan',0,test
cities,cities,affirmative,1004,Ciudad Guayana,1,train
cities,cities,affirmative,1005,Ciudad Guayana,0,train
cities,cities,affirmative,1006,Ho Chi Minh City,1,test
cities,cities,affirmative,1007,Ho Chi Minh City,0,test
cities,cities,affirmative,1008,Al Hudaydah,1,train
cities,cities,affirmative,1009,Al Hudaydah,0,train
cities,cities,affirmative,1010,Soweto,1,train
cities,cities,affirmative,1011,Soweto,0,train
cities,cities,affirmative,1012,Benoni,1,train
cities,cities,affirmative,1013,Benoni,0,train
cities,cities,affirmative,1014,Wuzhou,1,train
cities,cities,affirmative,1015,Wuzhou,0,train
cities,cities,affirmative,1016,Wanxian,1,train
cities,cities,affirmative,1017,Wanxian,0,train
cities,cities,affirmative,1018,Qinzhou,1,train
cities,cities,affirmative,1019,Qinzhou,0,train
cities,cities,affirmative,1020,Wuwei,1,train
cities,cities,affirmative,1021,Wuwei,0,train
cities,cities,affirmative,1022,Hefei,1,test
cities,cities,affirmative,1023,Hefei,0,test
cities,cities,affirmative,1024,Handan,1,train
cities,cities,affirmative,1025,Handan,0,train
cities,cities,affirmative,1026,Jiangyin,1,train
cities,cities,affirmative,1027,Jiangyin,0,train
cities,cities,affirmative,1028,Brazzaville,1,train
cities,cities,affirmative,1029,Brazzaville,0,train
cities,cities,affirmative,1030,Sorocaba,1,train
cities,cities,affirmative,1031,Sorocaba,0,train
cities,cities,affirmative,1032,Aktobe,1,train
cities,cities,affirmative,1033,Aktobe,0,train
cities,cities,affirmative,1034,Chisinau,1,test
cities,cities,affirmative,1035,Chisinau,0,test
cities,cities,affirmative,1036,Tiruppur,1,test
cities,cities,affirmative,1037,Tiruppur,0,test
cities,cities,affirmative,1038,Kozhikode,1,train
cities,cities,affirmative,1039,Kozhikode,0,train
cities,cities,affirmative,1040,Asansol,1,train
cities,cities,affirmative,1041,Asansol,0,train
cities,cities,affirmative,1042,Suizhou,1,train
cities,cities,affirmative,1043,Suizhou,0,train
cities,cities,affirmative,1044,Jingmen,1,train
cities,cities,affirmative,1045,Jingmen,0,train
cities,cities,affirmative,1046,Huangshi,1,train
cities,cities,affirmative,1047,Huangshi,0,train
cities,cities,affirmative,1048,Huaibei,1,train
cities,cities,affirmative,1049,Huaibei,0,train
cities,cities,affirmative,1050,Hebi,1,train
cities,cities,affirmative,1051,Hebi,0,train
cities,cities,affirmative,1052,Benxi,1,train
cities,cities,affirmative,1053,Benxi,0,train
cities,cities,affirmative,1054,Fortaleza,1,train
cities,cities,affirmative,1055,Fortaleza,0,train
cities,cities,affirmative,1056,Antwerpen,1,train
cities,cities,affirmative,1057,Antwerpen,0,train
cities,cities,affirmative,1058,Pikine,1,train
cities,cities,affirmative,1059,Pikine,0,train
cities,cities,affirmative,1060,Dakar,1,train
cities,cities,affirmative,1061,Dakar,0,train
cities,cities,affirmative,1062,Faisalabad,1,train
cities,cities,affirmative,1063,Faisalabad,0,train
cities,cities,affirmative,1064,Kyoto,1,test
cities,cities,affirmative,1065,Kyoto,0,test
cities,cities,affirmative,1066,Port Harcourt,1,train
cities,cities,affirmative,1067,Port Harcourt,0,train
cities,cities,affirmative,1068,Makhachkala,1,train
cities,cities,affirmative,1069,Makhachkala,0,train
cities,cities,affirmative,1070,Thiruvananthapuram,1,train
cities,cities,affirmative,1071,Thiruvananthapuram,0,train
cities,cities,affirmative,1072,Madurai,1,train
cities,cities,affirmative,1073,Madurai,0,train
cities,cities,affirmative,1074,Abu Ghurayb,1,train
cities,cities,affirmative,1075,Abu Ghurayb,0,train
cities,cities,affirmative,1076,Karaj,1,train
cities,cities,affirmative,1077,Karaj,0,train
cities,cities,affirmative,1078,Kampala,1,train
cities,cities,affirmative,1079,Kampala,0,train
cities,cities,affirmative,1080,Chicago,1,train
cities,cities,affirmative,1081,Chicago,0,train
cities,cities,affirmative,1082,Milwaukee,1,train
cities,cities,affirmative,1083,Milwaukee,0,train
cities,cities,affirmative,1084,Bloemfontein,1,train
cities,cities,affirmative,1085,Bloemfontein,0,train
cities,cities,affirmative,1086,Uberlandia,1,train
cities,cities,affirmative,1087,Uberlandia,0,train
cities,cities,affirmative,1088,Curitiba,1,train
cities,cities,affirmative,1089,Curitiba,0,train
cities,cities,affirmative,1090,Rio de Janeiro,1,train
cities,cities,affirmative,1091,Rio de Janeiro,0,train
cities,cities,affirmative,1092,Ribeirao Preto,1,train
cities,cities,affirmative,1093,Ribeirao Preto,0,train
cities,cities,affirmative,1094,The Bronx,1,train
cities,cities,affirmative,1095,The Bronx,0,train
cities,cities,affirmative,1096,Samarkand,1,test
cities,cities,affirmative,1097,Samarkand,0,test
cities,cities,affirmative,1098,Da Nang,1,train
cities,cities,affirmative,1099,Da Nang,0,train
cities,cities,affirmative,1100,Tomsk,1,test
cities,cities,affirmative,1101,Tomsk,0,test
cities,cities,affirmative,1102,Najran,1,train
cities,cities,affirmative,1103,Najran,0,train
cities,cities,affirmative,1104,Bangkok,1,train
cities,cities,affirmative,1105,Bangkok,0,train
cities,cities,affirmative,1106,Oklahoma City,1,test
cities,cities,affirmative,1107,Oklahoma City,0,test
cities,cities,affirmative,1108,Izhevsk,1,train
cities,cities,affirmative,1109,Izhevsk,0,train
cities,cities,affirmative,1110,Madinat an Nasr,1,train
cities,cities,affirmative,1111,Madinat an Nasr,0,train
cities,cities,affirmative,1112,Yibin,1,train
cities,cities,affirmative,1113,Yibin,0,train
cities,cities,affirmative,1114,Sanmenxia,1,train
cities,cities,affirmative,1115,Sanmenxia,0,train
cities,cities,affirmative,1116,Rui'an,1,train
cities,cities,affirmative,1117,Rui'an,0,train
cities,cities,affirmative,1118,Ningbo,1,train
cities,cities,affirmative,1119,Ningbo,0,train
cities,cities,affirmative,1120,Jiujiang,1,train
cities,cities,affirmative,1121,Jiujiang,0,train
cities,cities,affirmative,1122,Jiaozuo,1,test
cities,cities,affirmative,1123,Jiaozuo,0,test
cities,cities,affirmative,1124,Jiangmen,1,train
cities,cities,affirmative,1125,Jiangmen,0,train
cities,cities,affirmative,1126,Huizhou,1,train
cities,cities,affirmative,1127,Huizhou,0,train
cities,cities,affirmative,1128,Harbin,1,train
cities,cities,affirmative,1129,Harbin,0,train
cities,cities,affirmative,1130,Herat,1,train
cities,cities,affirmative,1131,Herat,0,train
cities,cities,affirmative,1132,Kleinzschocher,1,train
cities,cities,affirmative,1133,Kleinzschocher,0,train
cities,cities,affirmative,1134,Davao,1,train
cities,cities,affirmative,1135,Davao,0,train
cities,cities,affirmative,1136,Sargodha,1,train
cities,cities,affirmative,1137,Sargodha,0,train
cities,cities,affirmative,1138,Islamabad,1,train
cities,cities,affirmative,1139,Islamabad,0,train
cities,cities,affirmative,1140,Zapopan,1,train
cities,cities,affirmative,1141,Zapopan,0,train
cities,cities,affirmative,1142,Visakhapatnam,1,train
cities,cities,affirmative,1143,Visakhapatnam,0,train
cities,cities,affirmative,1144,Rourkela,1,train
cities,cities,affirmative,1145,Rourkela,0,train
cities,cities,affirmative,1146,Dhanbad,1,train
cities,cities,affirmative,1147,Dhanbad,0,train
cities,cities,affirmative,1148,Bokaro,1,train
cities,cities,affirmative,1149,Bokaro,0,train
cities,cities,affirmative,1150,Tabriz,1,test
cities,cities,affirmative,1151,Tabriz,0,test
cities,cities,affirmative,1152,Tlaquepaque,1,train
cities,cities,affirmative,1153,Tlaquepaque,0,train
cities,cities,affirmative,1154,Victoria de Durango,1,train
cities,cities,affirmative,1155,Victoria de Durango,0,train
cities,cities,affirmative,1156,Kota Kinabalu,1,test
cities,cities,affirmative,1157,Kota Kinabalu,0,test
cities,cities,affirmative,1158,Nairobi,1,test
cities,cities,affirmative,1159,Nairobi,0,test
cities,cities,affirmative,1160,Taguig,1,train
cities,cities,affirmative,1161,Taguig,0,train
cities,cities,affirmative,1162,Rajkot,1,train
cities,cities,affirmative,1163,Rajkot,0,train
cities,cities,affirmative,1164,Pune,1,train
cities,cities,affirmative,1165,Pune,0,train
cities,cities,affirmative,1166,Ludhiana,1,train
cities,cities,affirmative,1167,Ludhiana,0,train
cities,cities,affirmative,1168,Jamshedpur,1,train
cities,cities,affirmative,1169,Jamshedpur,0,train
cities,cities,affirmative,1170,Bhiwandi,1,train
cities,cities,affirmative,1171,Bhiwandi,0,train
cities,cities,affirmative,1172,Erbil,1,train
cities,cities,affirmative,1173,Erbil,0,train
cities,cities,affirmative,1174,Chelyabinsk,1,train
cities,cities,affirmative,1175,Chelyabinsk,0,train
cities,cities,affirmative,1176,Uskudar,1,train
cities,cities,affirmative,1177,Uskudar,0,train
cities,cities,affirmative,1178,Bagcilar,1,train
cities,cities,affirmative,1179,Bagcilar,0,train
cities,cities,affirmative,1180,Quezon City,1,test
cities,cities,affirmative,1181,Quezon City,0,test
cities,cities,affirmative,1182,Mexico City,1,train
cities,cities,affirmative,1183,Mexico City,0,train
cities,cities,affirmative,1184,Leon de los Aldama,1,train
cities,cities,affirmative,1185,Leon de los Aldama,0,train
cities,cities,affirmative,1186,Fes,1,test
cities,cities,affirmative,1187,Fes,0,test
cities,cities,affirmative,1188,Surat,1,train
cities,cities,affirmative,1189,Surat,0,train
cities,cities,affirmative,1190,Barnaul,1,train
cities,cities,affirmative,1191,Barnaul,0,train
cities,cities,affirmative,1192,Buraydah,1,train
cities,cities,affirmative,1193,Buraydah,0,train
cities,cities,affirmative,1194,Bikaner,1,train
cities,cities,affirmative,1195,Bikaner,0,train
cities,cities,affirmative,1196,Mogadishu,1,train
cities,cities,affirmative,1197,Mogadishu,0,train
cities,cities,affirmative,1198,Homs,1,train
cities,cities,affirmative,1199,Homs,0,train
cities,cities,affirmative,1200,Port-au-Prince,1,train
cities,cities,affirmative,1201,Port-au-Prince,0,train
cities,cities,affirmative,1202,Thuan An,1,train
cities,cities,affirmative,1203,Thuan An,0,train
cities,cities,affirmative,1204,Sanaa,1,test
cities,cities,affirmative,1205,Sanaa,0,test
cities,cities,affirmative,1206,Pretoria,1,test
cities,cities,affirmative,1207,Pretoria,0,test
cities,cities,affirmative,1208,Pietermaritzburg,1,train
cities,cities,affirmative,1209,Pietermaritzburg,0,train
cities,cities,affirmative,1210,Abu Dhabi,1,train
cities,cities,affirmative,1211,Abu Dhabi,0,train
cities,cities,affirmative,1212,Sao Paulo,1,train
cities,cities,affirmative,1213,Sao Paulo,0,train
cities,cities,affirmative,1214,Lianyungang,1,train
cities,cities,affirmative,1215,Lianyungang,0,train
cities,cities,affirmative,1216,Xiaogan,1,train
cities,cities,affirmative,1217,Xiaogan,0,train
cities,cities,affirmative,1218,Taicang,1,train
cities,cities,affirmative,1219,Taicang,0,train
cities,cities,affirmative,1220,Guiyang,1,test
cities,cities,affirmative,1221,Guiyang,0,test
cities,cities,affirmative,1222,Ganzhou,1,test
cities,cities,affirmative,1223,Ganzhou,0,test
cities,cities,affirmative,1224,Shangyu,1,train
cities,cities,affirmative,1225,Shangyu,0,train
cities,cities,affirmative,1226,Jambi City,1,train
cities,cities,affirmative,1227,Jambi City,0,train
cities,cities,affirmative,1228,Indianapolis,1,train
cities,cities,affirmative,1229,Indianapolis,0,train
cities,cities,affirmative,1230,New York City,1,train
cities,cities,affirmative,1231,New York City,0,train
cities,cities,affirmative,1232,Bulawayo,1,train
cities,cities,affirmative,1233,Bulawayo,0,train
cities,cities,affirmative,1234,Santiago de Cuba,1,train
cities,cities,affirmative,1235,Santiago de Cuba,0,train
cities,cities,affirmative,1236,Quito,1,train
cities,cities,affirmative,1237,Quito,0,train
cities,cities,affirmative,1238,Shubra al Khaymah,1,train
cities,cities,affirmative,1239,Shubra al Khaymah,0,train
cities,cities,affirmative,1240,Al Mahallah al Kubra,1,train
cities,cities,affirmative,1241,Al Mahallah al Kubra,0,train
cities,cities,affirmative,1242,Suining,1,test
cities,cities,affirmative,1243,Suining,0,test
cities,cities,affirmative,1244,Guankou,1,train
cities,cities,affirmative,1245,Guankou,0,train
cities,cities,affirmative,1246,Langfang,1,train
cities,cities,affirmative,1247,Langfang,0,train
cities,cities,affirmative,1248,Jinan,1,test
cities,cities,affirmative,1249,Jinan,0,test
cities,cities,affirmative,1250,Guigang,1,train
cities,cities,affirmative,1251,Guigang,0,train
cities,cities,affirmative,1252,Dalian,1,train
cities,cities,affirmative,1253,Dalian,0,train
cities,cities,affirmative,1254,Chongqing,1,train
cities,cities,affirmative,1255,Chongqing,0,train
cities,cities,affirmative,1256,Homyel',1,train
cities,cities,affirmative,1257,Homyel',0,train
cities,cities,affirmative,1258,Winnipeg,1,train
cities,cities,affirmative,1259,Winnipeg,0,train
cities,cities,affirmative,1260,Klang,1,train
cities,cities,affirmative,1261,Klang,0,train
cities,cities,affirmative,1262,Irbid,1,train
cities,cities,affirmative,1263,Irbid,0,train
cities,cities,affirmative,1264,Bishkek,1,train
cities,cities,affirmative,1265,Bishkek,0,train
cities,cities,affirmative,1266,Muzaffarabad,1,train
cities,cities,affirmative,1267,Muzaffarabad,0,train
cities,cities,affirmative,1268,Kotli,1,train
cities,cities,affirmative,1269,Kotli,0,train
cities,cities,affirmative,1270,Nagpur,1,train
cities,cities,affirmative,1271,Nagpur,0,train
cities,cities,affirmative,1272,Kolhapur,1,train
cities,cities,affirmative,1273,Kolhapur,0,train
cities,cities,affirmative,1274,Cuttack,1,train
cities,cities,affirmative,1275,Cuttack,0,train
cities,cities,affirmative,1276,Makassar,1,train
cities,cities,affirmative,1277,Makassar,0,train
cities,cities,affirmative,1278,Yekaterinburg,1,train
cities,cities,affirmative,1279,Yekaterinburg,0,train
cities,cities,affirmative,1280,Dammam,1,train
cities,cities,affirmative,1281,Dammam,0,train
cities,cities,affirmative,1282,Dushanbe,1,train
cities,cities,affirmative,1283,Dushanbe,0,train
cities,cities,affirmative,1284,Gaziantep,1,train
cities,cities,affirmative,1285,Gaziantep,0,train
cities,cities,affirmative,1286,Asuncion,1,train
cities,cities,affirmative,1287,Asuncion,0,train
cities,cities,affirmative,1288,Tebessa,1,train
cities,cities,affirmative,1289,Tebessa,0,train
cities,cities,affirmative,1290,Zhuzhou,1,train
cities,cities,affirmative,1291,Zhuzhou,0,train
cities,cities,affirmative,1292,Xining,1,train
cities,cities,affirmative,1293,Xining,0,train
cities,cities,affirmative,1294,Tanggu,1,train
cities,cities,affirmative,1295,Tanggu,0,train
cities,cities,affirmative,1296,Shantou,1,train
cities,cities,affirmative,1297,Shantou,0,train
cities,cities,affirmative,1298,Shangluo,1,train
cities,cities,affirmative,1299,Shangluo,0,train
cities,cities,affirmative,1300,Putian,1,test
cities,cities,affirmative,1301,Putian,0,test
cities,cities,affirmative,1302,Luzhou,1,train
cities,cities,affirmative,1303,Luzhou,0,train
cities,cities,affirmative,1304,Lanzhou,1,train
cities,cities,affirmative,1305,Lanzhou,0,train
cities,cities,affirmative,1306,Chenzhou,1,train
cities,cities,affirmative,1307,Chenzhou,0,train
cities,cities,affirmative,1308,Baise,1,train
cities,cities,affirmative,1309,Baise,0,train
cities,cities,affirmative,1310,Shenyang,1,test
cities,cities,affirmative,1311,Shenyang,0,test
cities,cities,affirmative,1312,Daqing,1,train
cities,cities,affirmative,1313,Daqing,0,train
cities,cities,affirmative,1314,Brasilia,1,train
cities,cities,affirmative,1315,Brasilia,0,train
cities,cities,affirmative,1316,Kandahar,1,train
cities,cities,affirmative,1317,Kandahar,0,train
cities,cities,affirmative,1318,Gold Coast,1,train
cities,cities,affirmative,1319,Gold Coast,0,train
cities,cities,affirmative,1320,Ouagadougou,1,train
cities,cities,affirmative,1321,Ouagadougou,0,train
cities,cities,affirmative,1322,Duque de Caxias,1,test
cities,cities,affirmative,1323,Duque de Caxias,0,test
cities,cities,affirmative,1324,Hiroshima,1,train
cities,cities,affirmative,1325,Hiroshima,0,train
cities,cities,affirmative,1326,Saitama,1,train
cities,cities,affirmative,1327,Saitama,0,train
cities,cities,affirmative,1328,Mandalay,1,train
cities,cities,affirmative,1329,Mandalay,0,train
cities,cities,affirmative,1330,Nampula,1,test
cities,cities,affirmative,1331,Nampula,0,test
cities,cities,affirmative,1332,Mysore,1,train
cities,cities,affirmative,1333,Mysore,0,train
cities,cities,affirmative,1334,Coimbatore,1,train
cities,cities,affirmative,1335,Coimbatore,0,train
cities,cities,affirmative,1336,Chandigarh,1,train
cities,cities,affirmative,1337,Chandigarh,0,train
cities,cities,affirmative,1338,Amritsar,1,test
cities,cities,affirmative,1339,Amritsar,0,test
cities,cities,affirmative,1340,Arak,1,train
cities,cities,affirmative,1341,Arak,0,train
cities,cities,affirmative,1342,Ilorin,1,test
cities,cities,affirmative,1343,Ilorin,0,test
cities,cities,affirmative,1344,Omdurman,1,train
cities,cities,affirmative,1345,Omdurman,0,train
cities,cities,affirmative,1346,Khartoum,1,test
cities,cities,affirmative,1347,Khartoum,0,test
cities,cities,affirmative,1348,Gujranwala,1,test
cities,cities,affirmative,1349,Gujranwala,0,test
cities,cities,affirmative,1350,Nizhniy Novgorod,1,train
cities,cities,affirmative,1351,Nizhniy Novgorod,0,train
cities,cities,affirmative,1352,Zhaoqing,1,train
cities,cities,affirmative,1353,Zhaoqing,0,train
cities,cities,affirmative,1354,Xianning,1,train
cities,cities,affirmative,1355,Xianning,0,train
cities,cities,affirmative,1356,Suqian,1,train
cities,cities,affirmative,1357,Suqian,0,train
cities,cities,affirmative,1358,Tonghua,1,train
cities,cities,affirmative,1359,Tonghua,0,train
cities,cities,affirmative,1360,Hezhou,1,train
cities,cities,affirmative,1361,Hezhou,0,train
cities,cities,affirmative,1362,Grosszschocher,1,train
cities,cities,affirmative,1363,Grosszschocher,0,train
cities,cities,affirmative,1364,San Pedro Sula,1,train
cities,cities,affirmative,1365,San Pedro Sula,0,train
cities,cities,affirmative,1366,Queens,1,train
cities,cities,affirmative,1367,Queens,0,train
cities,cities,affirmative,1368,Caracas,1,train
cities,cities,affirmative,1369,Caracas,0,train
cities,cities,affirmative,1370,Bien Hoa,1,train
cities,cities,affirmative,1371,Bien Hoa,0,train
cities,cities,affirmative,1372,Durban,1,train
cities,cities,affirmative,1373,Durban,0,train
cities,cities,affirmative,1374,Kawaguchi,1,train
cities,cities,affirmative,1375,Kawaguchi,0,train
cities,cities,affirmative,1376,Bucheon-si,1,train
cities,cities,affirmative,1377,Bucheon-si,0,train
cities,cities,affirmative,1378,Tangier,1,train
cities,cities,affirmative,1379,Tangier,0,train
cities,cities,affirmative,1380,Nay Pyi Taw,1,train
cities,cities,affirmative,1381,Nay Pyi Taw,0,train
cities,cities,affirmative,1382,Ulhasnagar,1,test
cities,cities,affirmative,1383,Ulhasnagar,0,test
cities,cities,affirmative,1384,Faridabad,1,train
cities,cities,affirmative,1385,Faridabad,0,train
cities,cities,affirmative,1386,Kolkata,1,test
cities,cities,affirmative,1387,Kolkata,0,test
cities,cities,affirmative,1388,Karbala,1,train
cities,cities,affirmative,1389,Karbala,0,train
cities,cities,affirmative,1390,Jakarta,1,train
cities,cities,affirmative,1391,Jakarta,0,train
cities,cities,affirmative,1392,Denpasar,1,train
cities,cities,affirmative,1393,Denpasar,0,train
cities,cities,affirmative,1394,Batam,1,test
cities,cities,affirmative,1395,Batam,0,test
cities,cities,affirmative,1396,Liupanshui,1,train
cities,cities,affirmative,1397,Liupanshui,0,train
cities,cities,affirmative,1398,Shangrao,1,train
cities,cities,affirmative,1399,Shangrao,0,train
cities,cities,affirmative,1400,Xingtai,1,test
cities,cities,affirmative,1401,Xingtai,0,test
cities,cities,affirmative,1402,Qujing,1,test
cities,cities,affirmative,1403,Qujing,0,test
cities,cities,affirmative,1404,Nanning,1,train
cities,cities,affirmative,1405,Nanning,0,train
cities,cities,affirmative,1406,Huainan,1,train
cities,cities,affirmative,1407,Huainan,0,train
cities,cities,affirmative,1408,Binzhou,1,train
cities,cities,affirmative,1409,Binzhou,0,train
cities,cities,affirmative,1410,Fuxin,1,test
cities,cities,affirmative,1411,Fuxin,0,test
cities,cities,affirmative,1412,Quebec,1,train
cities,cities,affirmative,1413,Quebec,0,train
cities,cities,affirmative,1414,Mazar-e Sharif,1,train
cities,cities,affirmative,1415,Mazar-e Sharif,0,train
cities,cities,affirmative,1416,Mar del Plata,1,train
cities,cities,affirmative,1417,Mar del Plata,0,train
cities,cities,affirmative,1418,Salta,1,test
cities,cities,affirmative,1419,Salta,0,test
cities,cities,affirmative,1420,Bujumbura,1,train
cities,cities,affirmative,1421,Bujumbura,0,train
cities,cities,affirmative,1422,Ankara,1,train
cities,cities,affirmative,1423,Ankara,0,train
cities,cities,affirmative,1424,Esenler,1,train
cities,cities,affirmative,1425,Esenler,0,train
cities,cities,affirmative,1426,Cankaya,1,test
cities,cities,affirmative,1427,Cankaya,0,test
cities,cities,affirmative,1428,Ufa,1,train
cities,cities,affirmative,1429,Ufa,0,train
cities,cities,affirmative,1430,Rawalpindi,1,train
cities,cities,affirmative,1431,Rawalpindi,0,train
cities,cities,affirmative,1432,Karachi,1,train
cities,cities,affirmative,1433,Karachi,0,train
cities,cities,affirmative,1434,Tijuana,1,train
cities,cities,affirmative,1435,Tijuana,0,train
cities,cities,affirmative,1436,Jos,1,train
cities,cities,affirmative,1437,Jos,0,train
cities,cities,affirmative,1438,Ibadan,1,train
cities,cities,affirmative,1439,Ibadan,0,train
cities,cities,affirmative,1440,Managua,1,train
cities,cities,affirmative,1441,Managua,0,train
cities,cities,affirmative,1442,Ha'il,1,train
cities,cities,affirmative,1443,Ha'il,0,train
cities,cities,affirmative,1444,Haiphong,1,train
cities,cities,affirmative,1445,Haiphong,0,train
cities,cities,affirmative,1446,Cape Town,1,train
cities,cities,affirmative,1447,Cape Town,0,train
cities,cities,affirmative,1448,Ipoh,1,train
cities,cities,affirmative,1449,Ipoh,0,train
cities,cities,affirmative,1450,Kuantan,1,train
cities,cities,affirmative,1451,Kuantan,0,train
cities,cities,affirmative,1452,Maiduguri,1,train
cities,cities,affirmative,1453,Maiduguri,0,train
cities,cities,affirmative,1454,Yangon,1,train
cities,cities,affirmative,1455,Yangon,0,train
cities,cities,affirmative,1456,Kathmandu,1,train
cities,cities,affirmative,1457,Kathmandu,0,train
cities,cities,affirmative,1458,Las Pinas,1,train
cities,cities,affirmative,1459,Las Pinas,0,train
cities,cities,affirmative,1460,Reynosa,1,test
cities,cities,affirmative,1461,Reynosa,0,test
cities,cities,affirmative,1462,Rostov-na-Donu,1,train
cities,cities,affirmative,1463,Rostov-na-Donu,0,train
cities,cities,affirmative,1464,Ibague,1,test
cities,cities,affirmative,1465,Ibague,0,test
cities,cities,affirmative,1466,Copenhagen,1,train
cities,cities,affirmative,1467,Copenhagen,0,train
cities,cities,affirmative,1468,Xinyang,1,train
cities,cities,affirmative,1469,Xinyang,0,train
cities,cities,affirmative,1470,Weinan,1,train
cities,cities,affirmative,1471,Weinan,0,train
cities,cities,affirmative,1472,Wanning,1,train
cities,cities,affirmative,1473,Wanning,0,train
cities,cities,affirmative,1474,Shijiazhuang,1,train
cities,cities,affirmative,1475,Shijiazhuang,0,train
cities,cities,affirmative,1476,Laiwu,1,train
cities,cities,affirmative,1477,Laiwu,0,train
cities,cities,affirmative,1478,Hengyang,1,test
cities,cities,affirmative,1479,Hengyang,0,test
cities,cities,affirmative,1480,Changchun,1,train
cities,cities,affirmative,1481,Changchun,0,train
cities,cities,affirmative,1482,Varanasi,1,train
cities,cities,affirmative,1483,Varanasi,0,train
cities,cities,affirmative,1484,Puducherry,1,train
cities,cities,affirmative,1485,Puducherry,0,train
cities,cities,affirmative,1486,Bhopal,1,train
cities,cities,affirmative,1487,Bhopal,0,train
cities,cities,affirmative,1488,Kanayannur,1,train
cities,cities,affirmative,1489,Kanayannur,0,train
cities,cities,affirmative,1490,Kirkuk,1,train
cities,cities,affirmative,1491,Kirkuk,0,train
cities,cities,affirmative,1492,Al Mawsil al Jadidah,1,train
cities,cities,affirmative,1493,Al Mawsil al Jadidah,0,train
cities,cities,affirmative,1494,Tangerang,1,test
cities,cities,affirmative,1495,Tangerang,0,test
neg_cities,cities,negated,0,Krasnodar,0,train
neg_cities,cities,negated,1,Krasnodar,1,train
neg_cities,cities,negated,2,Lodz,0,train
neg_cities,cities,negated,3,Lodz,1,train
neg_cities,cities,negated,4,Maracay,0,train
neg_cities,cities,negated,5,Maracay,1,train
neg_cities,cities,negated,6,Baku,0,train
neg_cities,cities,negated,7,Baku,1,train
neg_cities,cities,negated,8,Baoji,0,test
neg_cities,cities,negated,9,Baoji,1,test
neg_cities,cities,negated,10,Addis Ababa,0,train
neg_cities,cities,negated,11,Addis Ababa,1,train
neg_cities,cities,negated,12,Abidjan,0,test
neg_cities,cities,negated,13,Abidjan,1,test
neg_cities,cities,negated,14,Yongzhou,0,train
neg_cities,cities,negated,15,Yongzhou,1,train
neg_cities,cities,negated,16,Nanchong,0,train
neg_cities,cities,negated,17,Nanchong,1,train
neg_cities,cities,negated,18,Lu'an,0,train
neg_cities,cities,negated,19,Lu'an,1,train
neg_cities,cities,negated,20,Jiaxing,0,train
neg_cities,cities,negated,21,Jiaxing,1,train
neg_cities,cities,negated,22,Huaihua,0,train
neg_cities,cities,negated,23,Huaihua,1,train
neg_cities,cities,negated,24,Anqing,0,train
neg_cities,cities,negated,25,Anqing,1,train
neg_cities,cities,negated,26,Yingkou,0,train
neg_cities,cities,negated,27,Yingkou,1,train
neg_cities,cities,negated,28,Panshan,0,test
neg_cities,cities,negated,29,Panshan,1,test
neg_cities,cities,negated,30,Guatemala City,0,train
neg_cities,cities,negated,31,Guatemala City,1,train
neg_cities,cities,negated,32,Bauchi,0,train
neg_cities,cities,negated,33,Bauchi,1,train
neg_cities,cities,negated,34,Tokyo,0,train
neg_cities,cities,negated,35,Tokyo,1,train
neg_cities,cities,negated,36,Mombasa,0,train
neg_cities,cities,negated,37,Mombasa,1,train
neg_cities,cities,negated,38,Ulsan,0,train
neg_cities,cities,negated,39,Ulsan,1,train
neg_cities,cities,negated,40,Warangal,0,train
neg_cities,cities,negated,41,Warangal,1,train
neg_cities,cities,negated,42,Tiruchirappalli,0,train
neg_cities,cities,negated,43,Tiruchirappalli,1,train
neg_cities,cities,negated,44,Nowrangapur,0,test
neg_cities,cities,negated,45,Nowrangapur,1,test
neg_cities,cities,negated,46,Sambhaji Nagar,0,test
neg_cities,cities,negated,47,Sambhaji Nagar,1,test
neg_cities,cities,negated,48,Ajmer,0,train
neg_cities,cities,negated,49,Ajmer,1,train
neg_cities,cities,negated,50,Rohini,0,train
neg_cities,cities,negated,51,Rohini,1,train
neg_cities,cities,negated,52,Serang,0,test
neg_cities,cities,negated,53,Serang,1,test
neg_cities,cities,negated,54,Niigata,0,train
neg_cities,cities,negated,55,Niigata,1,train
neg_cities,cities,negated,56,Marrakesh,0,train
