topic,split,entity,entity_id,candidate_object,proposition_key,classification,source_proposition_rows,generator_stratum_blocked
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Germany,"[""cities"",""Kirkuk"",""Germany""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Ghana,"[""cities"",""Kirkuk"",""Ghana""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Guinea,"[""cities"",""Kirkuk"",""Guinea""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Honduras,"[""cities"",""Kirkuk"",""Honduras""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Hungary,"[""cities"",""Kirkuk"",""Hungary""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,India,"[""cities"",""Kirkuk"",""India""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Indonesia,"[""cities"",""Kirkuk"",""Indonesia""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Iran,"[""cities"",""Kirkuk"",""Iran""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Italy,"[""cities"",""Kirkuk"",""Italy""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Jamaica,"[""cities"",""Kirkuk"",""Jamaica""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Japan,"[""cities"",""Kirkuk"",""Japan""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Jordan,"[""cities"",""Kirkuk"",""Jordan""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Kazakhstan,"[""cities"",""Kirkuk"",""Kazakhstan""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Kenya,"[""cities"",""Kirkuk"",""Kenya""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Kuwait,"[""cities"",""Kirkuk"",""Kuwait""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Kyrgyzstan,"[""cities"",""Kirkuk"",""Kyrgyzstan""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Malaysia,"[""cities"",""Kirkuk"",""Malaysia""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Mali,"[""cities"",""Kirkuk"",""Mali""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Mexico,"[""cities"",""Kirkuk"",""Mexico""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Moldova,"[""cities"",""Kirkuk"",""Moldova""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Mongolia,"[""cities"",""Kirkuk"",""Mongolia""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Morocco,"[""cities"",""Kirkuk"",""Morocco""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Mozambique,"[""cities"",""Kirkuk"",""Mozambique""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Myanmar,"[""cities"",""Kirkuk"",""Myanmar""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Nepal,"[""cities"",""Kirkuk"",""Nepal""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Nigeria,"[""cities"",""Kirkuk"",""Nigeria""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,North Korea,"[""cities"",""Kirkuk"",""North Korea""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Norway,"[""cities"",""Kirkuk"",""Norway""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Oman,"[""cities"",""Kirkuk"",""Oman""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Pakistan,"[""cities"",""Kirkuk"",""Pakistan""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Paraguay,"[""cities"",""Kirkuk"",""Paraguay""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Peru,"[""cities"",""Kirkuk"",""Peru""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Poland,"[""cities"",""Kirkuk"",""Poland""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Russia,"[""cities"",""Kirkuk"",""Russia""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Rwanda,"[""cities"",""Kirkuk"",""Rwanda""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Saudi Arabia,"[""cities"",""Kirkuk"",""Saudi Arabia""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Senegal,"[""cities"",""Kirkuk"",""Senegal""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,South Africa,"[""cities"",""Kirkuk"",""South Africa""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,South Korea,"[""cities"",""Kirkuk"",""South Korea""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Sudan,"[""cities"",""Kirkuk"",""Sudan""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Sweden,"[""cities"",""Kirkuk"",""Sweden""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Syria,"[""cities"",""Kirkuk"",""Syria""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Tajikistan,"[""cities"",""Kirkuk"",""Tajikistan""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Thailand,"[""cities"",""Kirkuk"",""Thailand""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Togo,"[""cities"",""Kirkuk"",""Togo""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Turkey,"[""cities"",""Kirkuk"",""Turkey""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Turkmenistan,"[""cities"",""Kirkuk"",""Turkmenistan""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Ukraine,"[""cities"",""Kirkuk"",""Ukraine""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Uzbekistan,"[""cities"",""Kirkuk"",""Uzbekistan""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Venezuela,"[""cities"",""Kirkuk"",""Venezuela""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Vietnam,"[""cities"",""Kirkuk"",""Vietnam""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Yemen,"[""cities"",""Kirkuk"",""Yemen""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Zambia,"[""cities"",""Kirkuk"",""Zambia""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,Zimbabwe,"[""cities"",""Kirkuk"",""Zimbabwe""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,the Democratic Republic of the Congo,"[""cities"",""Kirkuk"",""the Democratic Republic of the Congo""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,the Dominican Republic,"[""cities"",""Kirkuk"",""the Dominican Republic""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,the Philippines,"[""cities"",""Kirkuk"",""the Philippines""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,the United Arab Emirates,"[""cities"",""Kirkuk"",""the United Arab Emirates""]",unverified_negative,[],False
cities,train,Kirkuk,entity_ec91a9dd1be1c1ea335584a524445dcbe15258cb2c4bd90e21aedac5631b5839,the United States,"[""cities"",""Kirkuk"",""the United States""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Algeria,"[""cities"",""Kisangani"",""Algeria""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Australia,"[""cities"",""Kisangani"",""Australia""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Azerbaijan,"[""cities"",""Kisangani"",""Azerbaijan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Bangladesh,"[""cities"",""Kisangani"",""Bangladesh""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Belarus,"[""cities"",""Kisangani"",""Belarus""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Belgium,"[""cities"",""Kisangani"",""Belgium""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Benin,"[""cities"",""Kisangani"",""Benin""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Brazil,"[""cities"",""Kisangani"",""Brazil""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Bulgaria,"[""cities"",""Kisangani"",""Bulgaria""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Burkina Faso,"[""cities"",""Kisangani"",""Burkina Faso""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Burundi,"[""cities"",""Kisangani"",""Burundi""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Cameroon,"[""cities"",""Kisangani"",""Cameroon""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Canada,"[""cities"",""Kisangani"",""Canada""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Chad,"[""cities"",""Kisangani"",""Chad""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,China,"[""cities"",""Kisangani"",""China""]",supported_false,"[""cities.csv:498""]",False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Colombia,"[""cities"",""Kisangani"",""Colombia""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Cuba,"[""cities"",""Kisangani"",""Cuba""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Côte d'Ivoire,"[""cities"",""Kisangani"",""Côte d'Ivoire""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Egypt,"[""cities"",""Kisangani"",""Egypt""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Ethiopia,"[""cities"",""Kisangani"",""Ethiopia""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Finland,"[""cities"",""Kisangani"",""Finland""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,France,"[""cities"",""Kisangani"",""France""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Germany,"[""cities"",""Kisangani"",""Germany""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Ghana,"[""cities"",""Kisangani"",""Ghana""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Guinea,"[""cities"",""Kisangani"",""Guinea""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Honduras,"[""cities"",""Kisangani"",""Honduras""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Hungary,"[""cities"",""Kisangani"",""Hungary""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,India,"[""cities"",""Kisangani"",""India""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Indonesia,"[""cities"",""Kisangani"",""Indonesia""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Iran,"[""cities"",""Kisangani"",""Iran""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Iraq,"[""cities"",""Kisangani"",""Iraq""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Italy,"[""cities"",""Kisangani"",""Italy""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Jamaica,"[""cities"",""Kisangani"",""Jamaica""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Japan,"[""cities"",""Kisangani"",""Japan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Jordan,"[""cities"",""Kisangani"",""Jordan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Kazakhstan,"[""cities"",""Kisangani"",""Kazakhstan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Kenya,"[""cities"",""Kisangani"",""Kenya""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Kuwait,"[""cities"",""Kisangani"",""Kuwait""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Kyrgyzstan,"[""cities"",""Kisangani"",""Kyrgyzstan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Malaysia,"[""cities"",""Kisangani"",""Malaysia""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Mali,"[""cities"",""Kisangani"",""Mali""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Mexico,"[""cities"",""Kisangani"",""Mexico""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Moldova,"[""cities"",""Kisangani"",""Moldova""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Mongolia,"[""cities"",""Kisangani"",""Mongolia""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Morocco,"[""cities"",""Kisangani"",""Morocco""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Mozambique,"[""cities"",""Kisangani"",""Mozambique""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Myanmar,"[""cities"",""Kisangani"",""Myanmar""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Nepal,"[""cities"",""Kisangani"",""Nepal""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Nigeria,"[""cities"",""Kisangani"",""Nigeria""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,North Korea,"[""cities"",""Kisangani"",""North Korea""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Norway,"[""cities"",""Kisangani"",""Norway""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Oman,"[""cities"",""Kisangani"",""Oman""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Pakistan,"[""cities"",""Kisangani"",""Pakistan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Paraguay,"[""cities"",""Kisangani"",""Paraguay""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Peru,"[""cities"",""Kisangani"",""Peru""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Poland,"[""cities"",""Kisangani"",""Poland""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Russia,"[""cities"",""Kisangani"",""Russia""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Rwanda,"[""cities"",""Kisangani"",""Rwanda""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Saudi Arabia,"[""cities"",""Kisangani"",""Saudi Arabia""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Senegal,"[""cities"",""Kisangani"",""Senegal""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,South Africa,"[""cities"",""Kisangani"",""South Africa""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,South Korea,"[""cities"",""Kisangani"",""South Korea""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Sudan,"[""cities"",""Kisangani"",""Sudan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Sweden,"[""cities"",""Kisangani"",""Sweden""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Syria,"[""cities"",""Kisangani"",""Syria""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Tajikistan,"[""cities"",""Kisangani"",""Tajikistan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Thailand,"[""cities"",""Kisangani"",""Thailand""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Togo,"[""cities"",""Kisangani"",""Togo""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Turkey,"[""cities"",""Kisangani"",""Turkey""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Turkmenistan,"[""cities"",""Kisangani"",""Turkmenistan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Ukraine,"[""cities"",""Kisangani"",""Ukraine""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Uzbekistan,"[""cities"",""Kisangani"",""Uzbekistan""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Venezuela,"[""cities"",""Kisangani"",""Venezuela""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Vietnam,"[""cities"",""Kisangani"",""Vietnam""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Yemen,"[""cities"",""Kisangani"",""Yemen""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Zambia,"[""cities"",""Kisangani"",""Zambia""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,Zimbabwe,"[""cities"",""Kisangani"",""Zimbabwe""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,the Dominican Republic,"[""cities"",""Kisangani"",""the Dominican Republic""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,the Philippines,"[""cities"",""Kisangani"",""the Philippines""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,the United Arab Emirates,"[""cities"",""Kisangani"",""the United Arab Emirates""]",unverified_negative,[],False
cities,train,Kisangani,entity_1f5ed3c03a6224342c49e94fdfab16a425c14b729c96581501cc07d3c49936b9,the United States,"[""cities"",""Kisangani"",""the United States""]",unverified_negative,[],False
cities,train,Klang,entity_456953b1e897e90aecf51c0115dc5749706a8fc55845d38f7f7b1354c82773a2,Algeria,"[""cities"",""Klang"",""Algeria""]",unverified_negative,[],False
cities,train,Klang,entity_456953b1e897e90aecf51c0115dc5749706a8fc55845d38f7f7b1354c82773a2,Australia,"[""cities"",""Klang"",""Australia""]",unverified_negative,[],False
