topic,entity,entity_id,object_value,proposition_key,source_statement,source_label,source_dataset,source_file,source_row
cities,Kyiv,entity_ff706163f2bd4abc3d16c0f1dacbf73b8937229d68049991d498f969a9e49476,Russia,"[""cities"",""Kyiv"",""Russia""]",The city of Kyiv is in Russia.,0,cities,cities.csv,748
cities,Kitakyushu,entity_f83ae46a9d77b2e70bd29059f64663a6360c2d125146881be407c80d4713c535,Japan,"[""cities"",""Kitakyushu"",""Japan""]",The city of Kitakyushu is in Japan.,1,cities,cities.csv,749
cities,Kitakyushu,entity_f83ae46a9d77b2e70bd29059f64663a6360c2d125146881be407c80d4713c535,Yemen,"[""cities"",""Kitakyushu"",""Yemen""]",The city of Kitakyushu is in Yemen.,0,cities,cities.csv,750
cities,Onitsha,entity_75a392b7c10cebd527b4cf4fedf35ae5ce6f4ce95e829088f9b7004c9cc9b735,Nigeria,"[""cities"",""Onitsha"",""Nigeria""]",The city of Onitsha is in Nigeria.,1,cities,cities.csv,751
cities,Onitsha,entity_75a392b7c10cebd527b4cf4fedf35ae5ce6f4ce95e829088f9b7004c9cc9b735,China,"[""cities"",""Onitsha"",""China""]",The city of Onitsha is in China.,0,cities,cities.csv,752
cities,Anyang-si,entity_82188a7424be3aca85c2bd73127cbd29c2cbcf5b8b5528733c1f5420a9a4a5e0,South Korea,"[""cities"",""Anyang-si"",""South Korea""]",The city of Anyang-si is in South Korea.,1,cities,cities.csv,753
cities,Anyang-si,entity_82188a7424be3aca85c2bd73127cbd29c2cbcf5b8b5528733c1f5420a9a4a5e0,Iraq,"[""cities"",""Anyang-si"",""Iraq""]",The city of Anyang-si is in Iraq.,0,cities,cities.csv,754
cities,Kobe,entity_300c34d056677900a2fb2e98b507065badd884ddf10d8e4ef10656186ad4817d,Japan,"[""cities"",""Kobe"",""Japan""]",The city of Kobe is in Japan.,1,cities,cities.csv,755
cities,Kobe,entity_300c34d056677900a2fb2e98b507065badd884ddf10d8e4ef10656186ad4817d,China,"[""cities"",""Kobe"",""China""]",The city of Kobe is in China.,0,cities,cities.csv,756
cities,Chiclayo,entity_883b5038b71324551fdb0c26af79cae26853058f185b2f41813cd8bc7f5536e0,Peru,"[""cities"",""Chiclayo"",""Peru""]",The city of Chiclayo is in Peru.,1,cities,cities.csv,757
cities,Chiclayo,entity_883b5038b71324551fdb0c26af79cae26853058f185b2f41813cd8bc7f5536e0,Venezuela,"[""cities"",""Chiclayo"",""Venezuela""]",The city of Chiclayo is in Venezuela.,0,cities,cities.csv,758
cities,Phnom Penh,entity_f12a72241e256e527e89a3c7b5888ee378c5cde6e30e9a0123f09265f5c3ba06,Cambodia,"[""cities"",""Phnom Penh"",""Cambodia""]",The city of Phnom Penh is in Cambodia.,1,cities,cities.csv,759
cities,Phnom Penh,entity_f12a72241e256e527e89a3c7b5888ee378c5cde6e30e9a0123f09265f5c3ba06,Senegal,"[""cities"",""Phnom Penh"",""Senegal""]",The city of Phnom Penh is in Senegal.,0,cities,cities.csv,760
cities,Nouakchott,entity_927e5f8fb798dfd00d26ab9ac8a90963d8dc05c41b3b1e05bdeb441a9b4877c2,Mauritania,"[""cities"",""Nouakchott"",""Mauritania""]",The city of Nouakchott is in Mauritania.,1,cities,cities.csv,761
cities,Nouakchott,entity_927e5f8fb798dfd00d26ab9ac8a90963d8dc05c41b3b1e05bdeb441a9b4877c2,China,"[""cities"",""Nouakchott"",""China""]",The city of Nouakchott is in China.,0,cities,cities.csv,762
cities,Vijayawada,entity_f8a8dee3973d5bbfc130486e6ac7eb2ed7bfed2d478312cd51b63863643b2fce,India,"[""cities"",""Vijayawada"",""India""]",The city of Vijayawada is in India.,1,cities,cities.csv,763
cities,Vijayawada,entity_f8a8dee3973d5bbfc130486e6ac7eb2ed7bfed2d478312cd51b63863643b2fce,Nigeria,"[""cities"",""Vijayawada"",""Nigeria""]",The city of Vijayawada is in Nigeria.,0,cities,cities.csv,764
cities,Theni,entity_39dabc5b8fcc5a02f8af82c8b924fd7b0ace6c1731c909b171213d1b27481375,India,"[""cities"",""Theni"",""India""]",The city of Theni is in India.,1,cities,cities.csv,765
cities,Theni,entity_39dabc5b8fcc5a02f8af82c8b924fd7b0ace6c1731c909b171213d1b27481375,Nigeria,"[""cities"",""Theni"",""Nigeria""]",The city of Theni is in Nigeria.,0,cities,cities.csv,766
cities,Narela,entity_435e05cee7a049b55f42cf65df4d950569163a79516533c906433f6847fd7b80,India,"[""cities"",""Narela"",""India""]",The city of Narela is in India.,1,cities,cities.csv,767
cities,Narela,entity_435e05cee7a049b55f42cf65df4d950569163a79516533c906433f6847fd7b80,Turkey,"[""cities"",""Narela"",""Turkey""]",The city of Narela is in Turkey.,0,cities,cities.csv,768
cities,Quetta,entity_0d5abaf4788ec20fa27f55455b821c874b7cc21c6ff2c60afa4a507dde1c3a7c,Pakistan,"[""cities"",""Quetta"",""Pakistan""]",The city of Quetta is in Pakistan.,1,cities,cities.csv,769
cities,Quetta,entity_0d5abaf4788ec20fa27f55455b821c874b7cc21c6ff2c60afa4a507dde1c3a7c,Kenya,"[""cities"",""Quetta"",""Kenya""]",The city of Quetta is in Kenya.,0,cities,cities.csv,770
cities,Chennai,entity_a6e4f75cd04f461274cecbcfa160780ffacdcbcb39e751a2eb9b89f5d576d5ac,India,"[""cities"",""Chennai"",""India""]",The city of Chennai is in India.,1,cities,cities.csv,771
cities,Chennai,entity_a6e4f75cd04f461274cecbcfa160780ffacdcbcb39e751a2eb9b89f5d576d5ac,China,"[""cities"",""Chennai"",""China""]",The city of Chennai is in China.,0,cities,cities.csv,772
cities,Changshu,entity_18a9505992d4f50abd995e4f2ac941e0f94a5e956b63883bc63f0a3630dc4597,China,"[""cities"",""Changshu"",""China""]",The city of Changshu is in China.,1,cities,cities.csv,773
cities,Changshu,entity_18a9505992d4f50abd995e4f2ac941e0f94a5e956b63883bc63f0a3630dc4597,the Philippines,"[""cities"",""Changshu"",""the Philippines""]",The city of Changshu is in the Philippines.,0,cities,cities.csv,774
cities,Tehran,entity_da455a978f8a9338ebe2c3be46f6b7eb343f16978d60c7b4a13c740880023690,Iran,"[""cities"",""Tehran"",""Iran""]",The city of Tehran is in Iran.,1,cities,cities.csv,775
cities,Tehran,entity_da455a978f8a9338ebe2c3be46f6b7eb343f16978d60c7b4a13c740880023690,Niger,"[""cities"",""Tehran"",""Niger""]",The city of Tehran is in Niger.,0,cities,cities.csv,776
cities,Bayannur,entity_51d69b0568f9d78b4bd166af53b616d7e82d804e92f457df8fbe2787d95e0955,China,"[""cities"",""Bayannur"",""China""]",The city of Bayannur is in China.,1,cities,cities.csv,777
cities,Bayannur,entity_51d69b0568f9d78b4bd166af53b616d7e82d804e92f457df8fbe2787d95e0955,Russia,"[""cities"",""Bayannur"",""Russia""]",The city of Bayannur is in Russia.,0,cities,cities.csv,778
cities,Barranquilla,entity_86d66637a78a0b1e7054c781d47db77e942e526492b340a1d2ad334f4a532d42,Colombia,"[""cities"",""Barranquilla"",""Colombia""]",The city of Barranquilla is in Colombia.,1,cities,cities.csv,779
cities,Barranquilla,entity_86d66637a78a0b1e7054c781d47db77e942e526492b340a1d2ad334f4a532d42,Pakistan,"[""cities"",""Barranquilla"",""Pakistan""]",The city of Barranquilla is in Pakistan.,0,cities,cities.csv,780
cities,Budapest,entity_e2cf2a6126b941898c12cf92b1473b7660b8bc4886dbd63ea1f72b90d383ed41,Hungary,"[""cities"",""Budapest"",""Hungary""]",The city of Budapest is in Hungary.,1,cities,cities.csv,781
cities,Budapest,entity_e2cf2a6126b941898c12cf92b1473b7660b8bc4886dbd63ea1f72b90d383ed41,Iraq,"[""cities"",""Budapest"",""Iraq""]",The city of Budapest is in Iraq.,0,cities,cities.csv,782
cities,Pontianak,entity_bd4a0e52fac84b2d6788409957ba8c73e446bf3459b5eba40715aa43d96135b3,Indonesia,"[""cities"",""Pontianak"",""Indonesia""]",The city of Pontianak is in Indonesia.,1,cities,cities.csv,783
cities,Pontianak,entity_bd4a0e52fac84b2d6788409957ba8c73e446bf3459b5eba40715aa43d96135b3,India,"[""cities"",""Pontianak"",""India""]",The city of Pontianak is in India.,0,cities,cities.csv,784
cities,Recife,entity_c97cde0e3be323455a90a133d46526a7b0e099565d04b3df7563befdb4f65994,Brazil,"[""cities"",""Recife"",""Brazil""]",The city of Recife is in Brazil.,1,cities,cities.csv,785
cities,Recife,entity_c97cde0e3be323455a90a133d46526a7b0e099565d04b3df7563befdb4f65994,North Korea,"[""cities"",""Recife"",""North Korea""]",The city of Recife is in North Korea.,0,cities,cities.csv,786
cities,Contagem,entity_9cacc8e8f1728f30f639ddba0ac24231be2c2d174a610567b835c363a7a96558,Brazil,"[""cities"",""Contagem"",""Brazil""]",The city of Contagem is in Brazil.,1,cities,cities.csv,787
cities,Contagem,entity_9cacc8e8f1728f30f639ddba0ac24231be2c2d174a610567b835c363a7a96558,Indonesia,"[""cities"",""Contagem"",""Indonesia""]",The city of Contagem is in Indonesia.,0,cities,cities.csv,788
cities,Port Said,entity_74e22671d64544b2da2f066b377c888a57aae0e8267f1abe0d383c997de84e6c,Egypt,"[""cities"",""Port Said"",""Egypt""]",The city of Port Said is in Egypt.,1,cities,cities.csv,789
cities,Port Said,entity_74e22671d64544b2da2f066b377c888a57aae0e8267f1abe0d383c997de84e6c,China,"[""cities"",""Port Said"",""China""]",The city of Port Said is in China.,0,cities,cities.csv,790
cities,Asyut,entity_359a189eee4a5d6f36c098152a39237be3f2e17f2f230fe589da2b64ba8206e6,Egypt,"[""cities"",""Asyut"",""Egypt""]",The city of Asyut is in Egypt.,1,cities,cities.csv,791
cities,Asyut,entity_359a189eee4a5d6f36c098152a39237be3f2e17f2f230fe589da2b64ba8206e6,Japan,"[""cities"",""Asyut"",""Japan""]",The city of Asyut is in Japan.,0,cities,cities.csv,792
cities,Ziyang,entity_17e6fc8552f9ff56a8c7aff9a4d76b10102f441e5d82f6f25d28aeacfb96017c,China,"[""cities"",""Ziyang"",""China""]",The city of Ziyang is in China.,1,cities,cities.csv,793
cities,Ziyang,entity_17e6fc8552f9ff56a8c7aff9a4d76b10102f441e5d82f6f25d28aeacfb96017c,Belgium,"[""cities"",""Ziyang"",""Belgium""]",The city of Ziyang is in Belgium.,0,cities,cities.csv,794
cities,Yinchuan,entity_bf3d317f5339474a2a1660ed4f356533812eb6ee214d6ebd408b40d4734e2ba6,China,"[""cities"",""Yinchuan"",""China""]",The city of Yinchuan is in China.,1,cities,cities.csv,795
cities,Yinchuan,entity_bf3d317f5339474a2a1660ed4f356533812eb6ee214d6ebd408b40d4734e2ba6,Bangladesh,"[""cities"",""Yinchuan"",""Bangladesh""]",The city of Yinchuan is in Bangladesh.,0,cities,cities.csv,796
cities,Zhangjiagang,entity_ed60373081bad01fd201e5ccaac21680c25201a5f1182bd04bfb0ac6e20288f2,China,"[""cities"",""Zhangjiagang"",""China""]",The city of Zhangjiagang is in China.,1,cities,cities.csv,797
cities,Zhangjiagang,entity_ed60373081bad01fd201e5ccaac21680c25201a5f1182bd04bfb0ac6e20288f2,Brazil,"[""cities"",""Zhangjiagang"",""Brazil""]",The city of Zhangjiagang is in Brazil.,0,cities,cities.csv,798
cities,Shanghai,entity_0dfc40fbb6f15b1fe14426c7fda3890738cfa29d9d9b2d80964c2d860275a2ff,China,"[""cities"",""Shanghai"",""China""]",The city of Shanghai is in China.,1,cities,cities.csv,799
cities,Shanghai,entity_0dfc40fbb6f15b1fe14426c7fda3890738cfa29d9d9b2d80964c2d860275a2ff,Mexico,"[""cities"",""Shanghai"",""Mexico""]",The city of Shanghai is in Mexico.,0,cities,cities.csv,800
cities,Jieyang,entity_d9bd25072aeb501396220598466096fdcfe944a3be170d49d6564f4c8b29f2cc,China,"[""cities"",""Jieyang"",""China""]",The city of Jieyang is in China.,1,cities,cities.csv,801
cities,Jieyang,entity_d9bd25072aeb501396220598466096fdcfe944a3be170d49d6564f4c8b29f2cc,the Philippines,"[""cities"",""Jieyang"",""the Philippines""]",The city of Jieyang is in the Philippines.,0,cities,cities.csv,802
cities,Longyan,entity_045e833a626388bf1b60da331a2f66d43f40db2addc50ad282602086dc354a4a,China,"[""cities"",""Longyan"",""China""]",The city of Longyan is in China.,1,cities,cities.csv,803
cities,Longyan,entity_045e833a626388bf1b60da331a2f66d43f40db2addc50ad282602086dc354a4a,Benin,"[""cities"",""Longyan"",""Benin""]",The city of Longyan is in Benin.,0,cities,cities.csv,804
cities,Dandong,entity_a88e9d80f9065d08c39b6700cfd288962c48b37c45969d1b1001f5b721cd5714,China,"[""cities"",""Dandong"",""China""]",The city of Dandong is in China.,1,cities,cities.csv,805
cities,Dandong,entity_a88e9d80f9065d08c39b6700cfd288962c48b37c45969d1b1001f5b721cd5714,Niger,"[""cities"",""Dandong"",""Niger""]",The city of Dandong is in Niger.,0,cities,cities.csv,806
cities,Frankfurt am Main,entity_e49935f5d6f8641064c3cd2905a931862ef919bd852523488fe1439ae5675274,Germany,"[""cities"",""Frankfurt am Main"",""Germany""]",The city of Frankfurt am Main is in Germany.,1,cities,cities.csv,807
cities,Frankfurt am Main,entity_e49935f5d6f8641064c3cd2905a931862ef919bd852523488fe1439ae5675274,Vietnam,"[""cities"",""Frankfurt am Main"",""Vietnam""]",The city of Frankfurt am Main is in Vietnam.,0,cities,cities.csv,808
cities,Lusaka,entity_433f90ac7e4e55f9b6cf7c728daab6d645bbc42ba7a1a13d060f7cbdb0a89969,Zambia,"[""cities"",""Lusaka"",""Zambia""]",The city of Lusaka is in Zambia.,1,cities,cities.csv,809
cities,Lusaka,entity_433f90ac7e4e55f9b6cf7c728daab6d645bbc42ba7a1a13d060f7cbdb0a89969,Poland,"[""cities"",""Lusaka"",""Poland""]",The city of Lusaka is in Poland.,0,cities,cities.csv,810
cities,Aden,entity_12af7a8bc7eeb1dfbf272b6fe1a9b174e3f3d6d80edeed5956285ad0469be0e2,Yemen,"[""cities"",""Aden"",""Yemen""]",The city of Aden is in Yemen.,1,cities,cities.csv,811
cities,Aden,entity_12af7a8bc7eeb1dfbf272b6fe1a9b174e3f3d6d80edeed5956285ad0469be0e2,Japan,"[""cities"",""Aden"",""Japan""]",The city of Aden is in Japan.,0,cities,cities.csv,812
cities,Jaboatao,entity_3e9b92a97736c8b52bd54a64c265df4fd7087ee4a612c54c9ee1cba5decac816,Brazil,"[""cities"",""Jaboatao"",""Brazil""]",The city of Jaboatao is in Brazil.,1,cities,cities.csv,813
cities,Jaboatao,entity_3e9b92a97736c8b52bd54a64c265df4fd7087ee4a612c54c9ee1cba5decac816,Syria,"[""cities"",""Jaboatao"",""Syria""]",The city of Jaboatao is in Syria.,0,cities,cities.csv,814
cities,Aracaju,entity_da1cbb496ec58331e562744126ccfa63998278b338af0218aba5116366ecbaad,Brazil,"[""cities"",""Aracaju"",""Brazil""]",The city of Aracaju is in Brazil.,1,cities,cities.csv,815
cities,Aracaju,entity_da1cbb496ec58331e562744126ccfa63998278b338af0218aba5116366ecbaad,Russia,"[""cities"",""Aracaju"",""Russia""]",The city of Aracaju is in Russia.,0,cities,cities.csv,816
cities,Londrina,entity_e80f09978e6bdfb519c6cfba58da68370898d428c8f55a7b87d62cab0b354511,Brazil,"[""cities"",""Londrina"",""Brazil""]",The city of Londrina is in Brazil.,1,cities,cities.csv,817
cities,Londrina,entity_e80f09978e6bdfb519c6cfba58da68370898d428c8f55a7b87d62cab0b354511,India,"[""cities"",""Londrina"",""India""]",The city of Londrina is in India.,0,cities,cities.csv,818
cities,Zigong,entity_adf2598b0ae0eee0896c9a432a6c17873b5a9ac585d88ca2376451363181352c,China,"[""cities"",""Zigong"",""China""]",The city of Zigong is in China.,1,cities,cities.csv,819
cities,Zigong,entity_adf2598b0ae0eee0896c9a432a6c17873b5a9ac585d88ca2376451363181352c,Turkey,"[""cities"",""Zigong"",""Turkey""]",The city of Zigong is in Turkey.,0,cities,cities.csv,820
cities,Kunshan,entity_f34def8a13e8b471eec549f725e2ac8b3ddabbc72f2c256c51b81c2a18d1be45,China,"[""cities"",""Kunshan"",""China""]",The city of Kunshan is in China.,1,cities,cities.csv,821
cities,Kunshan,entity_f34def8a13e8b471eec549f725e2ac8b3ddabbc72f2c256c51b81c2a18d1be45,Russia,"[""cities"",""Kunshan"",""Russia""]",The city of Kunshan is in Russia.,0,cities,cities.csv,822
cities,Yichang,entity_929e38779cf9c72c01f8058c971c17a1234b6b93664259f31d8a6b4ec476e05c,China,"[""cities"",""Yichang"",""China""]",The city of Yichang is in China.,1,cities,cities.csv,823
cities,Yichang,entity_929e38779cf9c72c01f8058c971c17a1234b6b93664259f31d8a6b4ec476e05c,Japan,"[""cities"",""Yichang"",""Japan""]",The city of Yichang is in Japan.,0,cities,cities.csv,824
cities,Sanming,entity_2a4004aa3ca048023c2ad50b4cd0b7901966aa1f9cac155b911960b95d5d61f0,China,"[""cities"",""Sanming"",""China""]",The city of Sanming is in China.,1,cities,cities.csv,825
cities,Sanming,entity_2a4004aa3ca048023c2ad50b4cd0b7901966aa1f9cac155b911960b95d5d61f0,Bulgaria,"[""cities"",""Sanming"",""Bulgaria""]",The city of Sanming is in Bulgaria.,0,cities,cities.csv,826
cities,Guang'an,entity_8082e06cabbc96d0d266e6e442cfa43fa8560989838327453e2bd85222fa844b,China,"[""cities"",""Guang'an"",""China""]",The city of Guang'an is in China.,1,cities,cities.csv,827
cities,Guang'an,entity_8082e06cabbc96d0d266e6e442cfa43fa8560989838327453e2bd85222fa844b,Germany,"[""cities"",""Guang'an"",""Germany""]",The city of Guang'an is in Germany.,0,cities,cities.csv,828
cities,Ma'anshan,entity_edf26f7f38289f3b55f37fe64fb00da7e98ba04bb5c35c4e26f393ad23770117,China,"[""cities"",""Ma'anshan"",""China""]",The city of Ma'anshan is in China.,1,cities,cities.csv,829
cities,Ma'anshan,entity_edf26f7f38289f3b55f37fe64fb00da7e98ba04bb5c35c4e26f393ad23770117,India,"[""cities"",""Ma'anshan"",""India""]",The city of Ma'anshan is in India.,0,cities,cities.csv,830
cities,Dongying,entity_900f60139957c3f213b3f7454d05a84fe51317d92fea7cf7ba4086c180003bf1,China,"[""cities"",""Dongying"",""China""]",The city of Dongying is in China.,1,cities,cities.csv,831
cities,Dongying,entity_900f60139957c3f213b3f7454d05a84fe51317d92fea7cf7ba4086c180003bf1,India,"[""cities"",""Dongying"",""India""]",The city of Dongying is in India.,0,cities,cities.csv,832
cities,Fushun,entity_22a2afa2aaeeb499a173488d23ef39f88e57a3b15dff7f987b748b906885a4c1,China,"[""cities"",""Fushun"",""China""]",The city of Fushun is in China.,1,cities,cities.csv,833
cities,Fushun,entity_22a2afa2aaeeb499a173488d23ef39f88e57a3b15dff7f987b748b906885a4c1,Mexico,"[""cities"",""Fushun"",""Mexico""]",The city of Fushun is in Mexico.,0,cities,cities.csv,834
cities,Rajshahi,entity_b51b14c491fe6bf2af792db0dbf4ee38ce8a1318a5d5a10b5099fbdca31ccbf4,Bangladesh,"[""cities"",""Rajshahi"",""Bangladesh""]",The city of Rajshahi is in Bangladesh.,1,cities,cities.csv,835
cities,Rajshahi,entity_b51b14c491fe6bf2af792db0dbf4ee38ce8a1318a5d5a10b5099fbdca31ccbf4,Russia,"[""cities"",""Rajshahi"",""Russia""]",The city of Rajshahi is in Russia.,0,cities,cities.csv,836
cities,Rangpur,entity_07d88bcb5bdf6069ba580f2d7fa0db1a1300da4421dbba209308a7ece579cb60,Bangladesh,"[""cities"",""Rangpur"",""Bangladesh""]",The city of Rangpur is in Bangladesh.,1,cities,cities.csv,837
cities,Rangpur,entity_07d88bcb5bdf6069ba580f2d7fa0db1a1300da4421dbba209308a7ece579cb60,Russia,"[""cities"",""Rangpur"",""Russia""]",The city of Rangpur is in Russia.,0,cities,cities.csv,838
cities,Dortmund,entity_4656041c6dbc434490ec8b4ac3108531682c806aba68289852078d7218b28ec4,Germany,"[""cities"",""Dortmund"",""Germany""]",The city of Dortmund is in Germany.,1,cities,cities.csv,839
cities,Dortmund,entity_4656041c6dbc434490ec8b4ac3108531682c806aba68289852078d7218b28ec4,India,"[""cities"",""Dortmund"",""India""]",The city of Dortmund is in India.,0,cities,cities.csv,840
cities,Detroit,entity_dd1446de0c7e26f1a83843ff4ce4b9e46552c1a8f92dad09413a435e93bf38fc,the United States,"[""cities"",""Detroit"",""the United States""]",The city of Detroit is in the United States.,1,cities,cities.csv,841
cities,Detroit,entity_dd1446de0c7e26f1a83843ff4ce4b9e46552c1a8f92dad09413a435e93bf38fc,China,"[""cities"",""Detroit"",""China""]",The city of Detroit is in China.,0,cities,cities.csv,842
cities,Latakia,entity_b05759c2a8e4dc72440e1dc1ca425a5e331fed90cc0ccbb25e4243da2c504111,Syria,"[""cities"",""Latakia"",""Syria""]",The city of Latakia is in Syria.,1,cities,cities.csv,843
cities,Latakia,entity_b05759c2a8e4dc72440e1dc1ca425a5e331fed90cc0ccbb25e4243da2c504111,Somalia,"[""cities"",""Latakia"",""Somalia""]",The city of Latakia is in Somalia.,0,cities,cities.csv,844
cities,Ashgabat,entity_5ca299afe16e208c08355ec3180dc2b119b7844cd8594943fd71109bea96c435,Turkmenistan,"[""cities"",""Ashgabat"",""Turkmenistan""]",The city of Ashgabat is in Turkmenistan.,1,cities,cities.csv,845
cities,Ashgabat,entity_5ca299afe16e208c08355ec3180dc2b119b7844cd8594943fd71109bea96c435,Bangladesh,"[""cities"",""Ashgabat"",""Bangladesh""]",The city of Ashgabat is in Bangladesh.,0,cities,cities.csv,846
cities,Maracaibo,entity_c80301a88f1dd9e0458d848341d3bc19ead23a067480e43c139ee8791c759679,Venezuela,"[""cities"",""Maracaibo"",""Venezuela""]",The city of Maracaibo is in Venezuela.,1,cities,cities.csv,847
cities,Maracaibo,entity_c80301a88f1dd9e0458d848341d3bc19ead23a067480e43c139ee8791c759679,Russia,"[""cities"",""Maracaibo"",""Russia""]",The city of Maracaibo is in Russia.,0,cities,cities.csv,848
cities,Erode,entity_85be2e79c17b77973b963fd10cc43e52caf3a626e96f16f0854f7c3ab14d90a6,India,"[""cities"",""Erode"",""India""]",The city of Erode is in India.,1,cities,cities.csv,849
cities,Erode,entity_85be2e79c17b77973b963fd10cc43e52caf3a626e96f16f0854f7c3ab14d90a6,China,"[""cities"",""Erode"",""China""]",The city of Erode is in China.,0,cities,cities.csv,850
cities,Mumbai,entity_f5c64d6c3dacc71632a71f77843041af7c5ac8630b3f387df5de0f202dbd87c6,India,"[""cities"",""Mumbai"",""India""]",The city of Mumbai is in India.,1,cities,cities.csv,851
cities,Mumbai,entity_f5c64d6c3dacc71632a71f77843041af7c5ac8630b3f387df5de0f202dbd87c6,China,"[""cities"",""Mumbai"",""China""]",The city of Mumbai is in China.,0,cities,cities.csv,852
cities,Nasiriyah,entity_50755e86ec22e6195d03ddec9895d47ba8330bf30ebed425d9eda9a98d6d0c4e,Iraq,"[""cities"",""Nasiriyah"",""Iraq""]",The city of Nasiriyah is in Iraq.,1,cities,cities.csv,853
cities,Nasiriyah,entity_50755e86ec22e6195d03ddec9895d47ba8330bf30ebed425d9eda9a98d6d0c4e,Rwanda,"[""cities"",""Nasiriyah"",""Rwanda""]",The city of Nasiriyah is in Rwanda.,0,cities,cities.csv,854
cities,Kahriz,entity_88d2a71892a11a07c4cb4ea0c17702da1a11e109ecc42f8c62ccd838257b067f,Iran,"[""cities"",""Kahriz"",""Iran""]",The city of Kahriz is in Iran.,1,cities,cities.csv,855
cities,Kahriz,entity_88d2a71892a11a07c4cb4ea0c17702da1a11e109ecc42f8c62ccd838257b067f,Uzbekistan,"[""cities"",""Kahriz"",""Uzbekistan""]",The city of Kahriz is in Uzbekistan.,0,cities,cities.csv,856
cities,Surakarta,entity_3165b5fb6edf2cf5a5c16f1f6276bea842e8e9930b553680ecb42352d76c669c,Indonesia,"[""cities"",""Surakarta"",""Indonesia""]",The city of Surakarta is in Indonesia.,1,cities,cities.csv,857
cities,Surakarta,entity_3165b5fb6edf2cf5a5c16f1f6276bea842e8e9930b553680ecb42352d76c669c,India,"[""cities"",""Surakarta"",""India""]",The city of Surakarta is in India.,0,cities,cities.csv,858
cities,Banjarmasin,entity_dd984f7d4e06466c9b422d79cbf13d86a0b2e8583187f90bf641c55318fe5f29,Indonesia,"[""cities"",""Banjarmasin"",""Indonesia""]",The city of Banjarmasin is in Indonesia.,1,cities,cities.csv,859
cities,Banjarmasin,entity_dd984f7d4e06466c9b422d79cbf13d86a0b2e8583187f90bf641c55318fe5f29,South Korea,"[""cities"",""Banjarmasin"",""South Korea""]",The city of Banjarmasin is in South Korea.,0,cities,cities.csv,860
cities,Vladivostok,entity_da2b3731ecea45909a5835a37a698743b7c0e6a83dd6ee4b7cdf3a5f2c3206a9,Russia,"[""cities"",""Vladivostok"",""Russia""]",The city of Vladivostok is in Russia.,1,cities,cities.csv,861
cities,Vladivostok,entity_da2b3731ecea45909a5835a37a698743b7c0e6a83dd6ee4b7cdf3a5f2c3206a9,Romania,"[""cities"",""Vladivostok"",""Romania""]",The city of Vladivostok is in Romania.,0,cities,cities.csv,862
cities,Adana,entity_58c121c48f3691fa0f01a0c41ebb3528f2d6ce12b99b4cf9f1a9a134c1d19ccf,Turkey,"[""cities"",""Adana"",""Turkey""]",The city of Adana is in Turkey.,1,cities,cities.csv,863
cities,Adana,entity_58c121c48f3691fa0f01a0c41ebb3528f2d6ce12b99b4cf9f1a9a134c1d19ccf,Togo,"[""cities"",""Adana"",""Togo""]",The city of Adana is in Togo.,0,cities,cities.csv,864
cities,Voronezh,entity_d36bf3ff61bc7df816d126851138d832874479e3ec1f3537edc9e082d3b8ce94,Russia,"[""cities"",""Voronezh"",""Russia""]",The city of Voronezh is in Russia.,1,cities,cities.csv,865
cities,Voronezh,entity_d36bf3ff61bc7df816d126851138d832874479e3ec1f3537edc9e082d3b8ce94,Romania,"[""cities"",""Voronezh"",""Romania""]",The city of Voronezh is in Romania.,0,cities,cities.csv,866
cities,Namangan,entity_94e58db2415e654a3e6553d61d321e1220cd5c3ab4d7291a8d3097bd2a043a8b,Uzbekistan,"[""cities"",""Namangan"",""Uzbekistan""]",The city of Namangan is in Uzbekistan.,1,cities,cities.csv,867
cities,Namangan,entity_94e58db2415e654a3e6553d61d321e1220cd5c3ab4d7291a8d3097bd2a043a8b,India,"[""cities"",""Namangan"",""India""]",The city of Namangan is in India.,0,cities,cities.csv,868
cities,Ordos,entity_51a00cb823279525c56151118ad4496d374574667a8232df52b48ac6144a942e,China,"[""cities"",""Ordos"",""China""]",The city of Ordos is in China.,1,cities,cities.csv,869
cities,Ordos,entity_51a00cb823279525c56151118ad4496d374574667a8232df52b48ac6144a942e,Brazil,"[""cities"",""Ordos"",""Brazil""]",The city of Ordos is in Brazil.,0,cities,cities.csv,870
cities,Moradabad,entity_fb6865e821e3c21d557232a73107c666a0d7326dd095f81acd544464315ac394,India,"[""cities"",""Moradabad"",""India""]",The city of Moradabad is in India.,1,cities,cities.csv,871
cities,Moradabad,entity_fb6865e821e3c21d557232a73107c666a0d7326dd095f81acd544464315ac394,China,"[""cities"",""Moradabad"",""China""]",The city of Moradabad is in China.,0,cities,cities.csv,872
cities,Bengaluru,entity_175f2ce8474b4d17b8750706dd515e17e570a3f6448797e2e1b20151b61937c1,India,"[""cities"",""Bengaluru"",""India""]",The city of Bengaluru is in India.,1,cities,cities.csv,873
cities,Bengaluru,entity_175f2ce8474b4d17b8750706dd515e17e570a3f6448797e2e1b20151b61937c1,China,"[""cities"",""Bengaluru"",""China""]",The city of Bengaluru is in China.,0,cities,cities.csv,874
cities,Shivaji Nagar,entity_05fefa97f334b4460098432becb6b4372ccbfef4a52150d056713129035b0d50,India,"[""cities"",""Shivaji Nagar"",""India""]",The city of Shivaji Nagar is in India.,1,cities,cities.csv,875
