topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,atomic_union_score_and,atomic_union_score_or,atomic_union_delta_OR_AND,compound_trained_score_and,compound_trained_score_or,compound_trained_delta_OR_AND,and_partition,or_partition
inventors,"inventors::[""Joseph Glidden"",""Narinder Singh Kapany""]",Narinder Singh Kapany lived in Canada/the U.S.,Joseph Glidden lived in China.,BA,FF,0,0,5190,1265,Joseph Glidden lived in China and Narinder Singh Kapany lived in Canada/the U.S.,Joseph Glidden lived in China or Narinder Singh Kapany lived in Canada/the U.S.,4.687200573284484,-3.115835443762633,-7.803036017047116,-6.6643728324592875,-3.9550592181262827,2.7093136143330048,test,test
cities,"cities::[""Ciudad Nezahualcoyotl"",""Kisangani""]",The city of Ciudad Nezahualcoyotl is in Mongolia.,The city of Kisangani is in Senegal.,AB,FF,0,0,5427,1267,The city of Ciudad Nezahualcoyotl is in Mongolia and the city of Kisangani is in Senegal.,The city of Ciudad Nezahualcoyotl is in Mongolia or the city of Kisangani is in Senegal.,4.515520910586731,1.0766099566659797,-3.438910953920751,-29.6163644563613,-7.079902644778875,22.536461811582424,train,train
animal_class,"animal_class::[""parrot"",""tiger""]",The tiger is a amphibian.,The parrot is a arachnid.,BA,FF,0,0,1268,1638,The parrot is a arachnid and the tiger is a amphibian.,The parrot is a arachnid or the tiger is a amphibian.,3.2092521017681115,5.385354248542721,2.1761021467746096,-26.2167650936496,-11.243287777991663,14.973477315657936,test,test
element_symb,"element_symb::[""Molybdenum"",""Nickel""]",Nickel has the symbol Ni.,Molybdenum has the symbol V.,BA,TF,1,0,1269,2783,Molybdenum has the symbol V and Nickel has the symbol Ni.,Molybdenum has the symbol V or Nickel has the symbol Ni.,-3.1477691544724227,-2.869267937740963,0.2785012167314598,-12.950620200446911,6.041806303631468,18.99242650407838,train,train
cities,"cities::[""Nanchang"",""Santiago de los Caballeros""]",The city of Santiago de los Caballeros is in the Dominican Republic.,The city of Nanchang is in China.,AB,TT,1,1,3848,1270,The city of Santiago de los Caballeros is in the Dominican Republic and the city of Nanchang is in China.,The city of Santiago de los Caballeros is in the Dominican Republic or the city of Nanchang is in China.,14.941188747048807,5.612605872358142,-9.328582874690666,7.772845284983771,31.686934725627804,23.914089440644034,train,train
animal_class,"animal_class::[""gazelle"",""sparrow""]",The sparrow is a crustacean.,The gazelle is a mammal.,BA,FT,0,1,4996,1271,The gazelle is a mammal and the sparrow is a crustacean.,The gazelle is a mammal or the sparrow is a crustacean.,-0.6622849811418927,7.519411877478264,8.181696858620157,-12.293058452715664,10.304775172986608,22.597833625702272,test,test
sp_en_trans,"sp_en_trans::[""bosque"",""clase""]",The Spanish word 'clase' means 'twenty'.,The Spanish word 'bosque' means 'forest'.,AB,FT,0,1,2993,1272,The Spanish word 'clase' means 'twenty' and the Spanish word 'bosque' means 'forest'.,The Spanish word 'clase' means 'twenty' or the Spanish word 'bosque' means 'forest'.,2.8288044268367383,-1.391564057867594,-4.220368484704332,-17.106023447644432,11.026400947472725,28.132424395117155,train,train
element_symb,"element_symb::[""Indium"",""Radium""]",Radium has the symbol Ra.,Indium has the symbol In.,BA,TT,1,1,5304,1273,Indium has the symbol In and Radium has the symbol Ra.,Indium has the symbol In or Radium has the symbol Ra.,7.350869010358014,8.134308177146817,0.7834391667888028,6.818172982277081,15.466682838498896,8.648509856221814,train,train
animal_class,"animal_class::[""goat"",""llama""]",The llama is a mammal.,The goat is a reptile.,BA,TF,1,0,6123,1276,The goat is a reptile and the llama is a mammal.,The goat is a reptile or the llama is a mammal.,6.023521801313161,2.2511912172894837,-3.7723305840236776,-9.798718306775827,5.244243445168501,15.042961751944329,test,test
sp_en_trans,"sp_en_trans::[""vender"",""viejo""]",The Spanish word 'viejo' means 'to save'.,The Spanish word 'vender' means 'son'.,AB,FF,0,0,5866,1277,The Spanish word 'viejo' means 'to save' and the Spanish word 'vender' means 'son'.,The Spanish word 'viejo' means 'to save' or the Spanish word 'vender' means 'son'.,-5.10628913750311,-8.606562615432773,-3.500273477929664,-32.1395029042156,-10.81260422740087,21.32689867681473,train,train
cities,"cities::[""Asmara"",""Onitsha""]",The city of Asmara is in Nepal.,The city of Onitsha is in Vietnam.,BA,FF,0,0,5124,1279,The city of Onitsha is in Vietnam and the city of Asmara is in Nepal.,The city of Onitsha is in Vietnam or the city of Asmara is in Nepal.,0.09723474475323,0.3917949941912368,0.2945602494380068,-32.00403772449001,-12.573390807136734,19.43064691735328,train,train
animal_class,"animal_class::[""panda"",""seagull""]",The seagull is a bird.,The panda is a mammal.,BA,TT,1,1,6836,1280,The panda is a mammal and the seagull is a bird.,The panda is a mammal or the seagull is a bird.,10.8375646090781,4.228988022759335,-6.608576586318765,9.316534761378795,27.657525193592196,18.340990432213403,train,train
element_symb,"element_symb::[""Thallium"",""Zirconium""]",Thallium has the symbol Fe.,Zirconium has the symbol Ru.,AB,FF,0,0,1281,7655,Thallium has the symbol Fe and Zirconium has the symbol Ru.,Thallium has the symbol Fe or Zirconium has the symbol Ru.,-3.444217604854492,-6.157948759595216,-2.7137311547407243,-26.61597330233707,-10.494597244775685,16.121376057561385,train,train
animal_class,"animal_class::[""chicken"",""vulture""]",The vulture is a mollusk.,The chicken is a bird.,AB,FT,0,1,1284,6675,The vulture is a mollusk and the chicken is a bird.,The vulture is a mollusk or the chicken is a bird.,3.355754865265472,4.035480855801952,0.6797259905364799,-16.590746643676056,13.796213492272658,30.386960135948712,train,train
inventors,"inventors::[""George Washington Carver"",""Shinya Yamanaka""]",Shinya Yamanaka lived in Sweden.,George Washington Carver lived in Sweden.,BA,FF,0,0,5495,1285,George Washington Carver lived in Sweden and Shinya Yamanaka lived in Sweden.,George Washington Carver lived in Sweden or Shinya Yamanaka lived in Sweden.,7.291496771829308,-1.296081349220538,-8.587578121049846,-12.744189322493357,-1.951245308210742,10.792944014282615,train,train
animal_class,"animal_class::[""pigeon"",""walrus""]",The walrus is a mammal.,The pigeon is a bird.,BA,TT,1,1,4499,1286,The pigeon is a bird and the walrus is a mammal.,The pigeon is a bird or the walrus is a mammal.,12.608801063641591,4.058674084294067,-8.550126979347525,7.81785845729351,26.282275979241245,18.464417521947734,train,train
animal_class,"animal_class::[""dolphin"",""hedgehog""]",The dolphin is a mammal.,The hedgehog is a mammal.,BA,TT,1,1,1287,1670,The hedgehog is a mammal and the dolphin is a mammal.,The hedgehog is a mammal or the dolphin is a mammal.,9.765136629705385,3.3021315353284715,-6.463005094376913,6.214488393834888,13.875048888142432,7.6605604943075445,train,train
element_symb,"element_symb::[""Copper"",""Promethium""]",Promethium has the symbol Bi.,Copper has the symbol La.,AB,FF,0,0,1288,5732,Promethium has the symbol Bi and Copper has the symbol La.,Promethium has the symbol Bi or Copper has the symbol La.,-3.925048669662445,-1.954867247732592,1.970181421929853,-22.176375980665664,-5.1281578181453495,17.048218162520314,train,train
element_symb,"element_symb::[""Carbon"",""Erbium""]",Carbon has the symbol Lu.,Erbium has the symbol Rh.,AB,FF,0,0,4540,1289,Carbon has the symbol Lu and Erbium has the symbol Rh.,Carbon has the symbol Lu or Erbium has the symbol Rh.,-10.528074293526403,-7.535245629869008,2.992828663657395,-25.677594090474322,-7.883835987963175,17.79375810251115,train,train
sp_en_trans,"sp_en_trans::[""parecer"",""uno""]",The Spanish word 'uno' means 'one'.,The Spanish word 'parecer' means 'wave'.,BA,TF,1,0,4657,1290,The Spanish word 'parecer' means 'wave' and the Spanish word 'uno' means 'one'.,The Spanish word 'parecer' means 'wave' or the Spanish word 'uno' means 'one'.,3.972534560559597,-1.0175602654623308,-4.990094826021927,-6.509081754190401,12.867998832751,19.377080586941403,train,train
cities,"cities::[""Algiers"",""Budapest""]",The city of Algiers is in Lithuania.,The city of Budapest is in Hungary.,BA,FT,0,1,2391,1292,The city of Budapest is in Hungary and the city of Algiers is in Lithuania.,The city of Budapest is in Hungary or the city of Algiers is in Lithuania.,3.3969100312748353,3.095934366898967,-0.3009756643758683,-21.23520756903171,12.720081676278214,33.95528924530993,train,train
sp_en_trans,"sp_en_trans::[""hombro"",""ocupado""]",The Spanish word 'hombro' means 'map'.,The Spanish word 'ocupado' means 'busy'.,BA,FT,0,1,1293,6751,The Spanish word 'ocupado' means 'busy' and the Spanish word 'hombro' means 'map'.,The Spanish word 'ocupado' means 'busy' or the Spanish word 'hombro' means 'map'.,-2.5114518345985335,-5.449610946443707,-2.9381591118451738,-10.91813041989474,4.3720350503680585,15.2901654702628,train,train
inventors,"inventors::[""Hans Oersted"",""Ralph H. Baer""]",Ralph H. Baer lived in the U.S.,Hans Oersted lived in Denmark.,BA,TT,1,1,7223,1295,Hans Oersted lived in Denmark and Ralph H. Baer lived in the U.S.,Hans Oersted lived in Denmark or Ralph H. Baer lived in the U.S.,14.75401631471967,7.361949137255285,-7.392067177464385,3.8688592869479206,17.90215180084469,14.033292513896768,train,train
cities,"cities::[""Changshu"",""Culiacan""]",The city of Changshu is in Germany.,The city of Culiacan is in Nigeria.,AB,FF,0,0,4017,1296,The city of Changshu is in Germany and the city of Culiacan is in Nigeria.,The city of Changshu is in Germany or the city of Culiacan is in Nigeria.,-3.451642302036303,-0.6387372471417603,2.812905054894543,-31.664374325983747,-4.580586053599641,27.083788272384105,train,train
element_symb,"element_symb::[""Chlorine"",""Platinum""]",Chlorine has the symbol Cl.,Platinum has the symbol Pt.,AB,TT,1,1,1297,3997,Chlorine has the symbol Cl and Platinum has the symbol Pt.,Chlorine has the symbol Cl or Platinum has the symbol Pt.,7.960298610837002,6.723525996781138,-1.236772614055864,12.208604405063658,16.616741064237484,4.408136659173826,train,train
element_symb,"element_symb::[""Thulium"",""Zinc""]",Zinc has the symbol Ac.,Thulium has the symbol Mg.,BA,FF,0,0,1856,1298,Thulium has the symbol Mg and Zinc has the symbol Ac.,Thulium has the symbol Mg or Zinc has the symbol Ac.,-6.215294517428756,-11.180396234648772,-4.965101717220016,-27.40410737042013,-12.25248990793612,15.151617462484012,train,train
sp_en_trans,"sp_en_trans::[""aceite"",""libre""]",The Spanish word 'libre' means 'soldier'.,The Spanish word 'aceite' means 'oil'.,AB,FT,0,1,1299,4888,The Spanish word 'libre' means 'soldier' and the Spanish word 'aceite' means 'oil'.,The Spanish word 'libre' means 'soldier' or the Spanish word 'aceite' means 'oil'.,6.214497885811166,1.8239607832491984,-4.390537102561968,-8.358449559245996,14.29715959159363,22.655609150839624,train,train
animal_class,"animal_class::[""lobster"",""shark""]",The shark is a cnidarian.,The lobster is a crustacean.,BA,FT,0,1,4935,1300,The lobster is a crustacean and the shark is a cnidarian.,The lobster is a crustacean or the shark is a cnidarian.,5.886204593664963,2.7106622212855314,-3.1755423723794314,-6.05550650734568,17.097696517959147,23.153203025304826,test,test
inventors,"inventors::[""Robert Noyce"",""Sir Humphry Davy""]",Sir Humphry Davy lived in Austria.,Robert Noyce lived in the U.S.,AB,FT,0,1,1680,1301,Sir Humphry Davy lived in Austria and Robert Noyce lived in the U.S.,Sir Humphry Davy lived in Austria or Robert Noyce lived in the U.S.,8.803082662111944,6.185285382705396,-2.617797279406548,-9.708789132175523,12.165147940891874,21.873937073067395,train,train
element_symb,"element_symb::[""Argon"",""Rubidium""]",Argon has the symbol Ar.,Rubidium has the symbol K.,BA,TF,1,0,1302,2672,Rubidium has the symbol K and Argon has the symbol Ar.,Rubidium has the symbol K or Argon has the symbol Ar.,-4.599217410715367,-6.607065622334412,-2.007848211619045,-6.516206410789613,3.6322670933098298,10.148473504099442,train,train
element_symb,"element_symb::[""Bromine"",""Potassium""]",Potassium has the symbol K.,Bromine has the symbol Br.,AB,TT,1,1,1684,1303,Potassium has the symbol K and Bromine has the symbol Br.,Potassium has the symbol K or Bromine has the symbol Br.,7.1267956270128465,5.893087091595896,-1.2337085354169508,8.35308011621343,19.38316733584384,11.03008721963041,train,train
sp_en_trans,"sp_en_trans::[""desarrollar"",""vender""]",The Spanish word 'desarrollar' means 'sand'.,The Spanish word 'vender' means 'son'.,AB,FF,0,0,2575,1304,The Spanish word 'desarrollar' means 'sand' and the Spanish word 'vender' means 'son'.,The Spanish word 'desarrollar' means 'sand' or the Spanish word 'vender' means 'son'.,-2.2012433289447415,-8.147682552642957,-5.946439223698215,-33.249365090223165,-9.124431283650873,24.124933806572294,train,train
element_symb,"element_symb::[""Mercury"",""Tantalum""]",Tantalum has the symbol Ta.,Mercury has the symbol Hg.,BA,TT,1,1,6041,1305,Mercury has the symbol Hg and Tantalum has the symbol Ta.,Mercury has the symbol Hg or Tantalum has the symbol Ta.,7.964675626401396,1.9023320753769637,-6.062343551024433,4.333672640739065,18.16810206063278,13.834429419893715,train,train
animal_class,"animal_class::[""mongoose"",""seagull""]",The seagull is a bird.,The mongoose is a reptile.,BA,TF,1,0,4559,1306,The mongoose is a reptile and the seagull is a bird.,The mongoose is a reptile or the seagull is a bird.,1.9992617144159173,0.2421103116781093,-1.757151402737808,-13.32459331218695,6.117543844487641,19.44213715667459,train,train
animal_class,"animal_class::[""llama"",""otter""]",The llama is a mollusk.,The otter is a mammal.,AB,FT,0,1,1371,1307,The llama is a mollusk and the otter is a mammal.,The llama is a mollusk or the otter is a mammal.,5.10054161953755,-2.1046577361002488,-7.205199355637799,-22.069491620193315,1.7428323292326218,23.812323949425938,test,test
animal_class,"animal_class::[""axolotl"",""whale""]",The whale is a mammal.,The axolotl is a amphibian.,AB,TT,1,1,1308,2535,The whale is a mammal and the axolotl is a amphibian.,The whale is a mammal or the axolotl is a amphibian.,12.109404705743303,2.9453539082411897,-9.164050797502114,7.3533338853113674,23.4472680398289,16.09393415451753,train,train
inventors,"inventors::[""Emile Berliner"",""Thomas Tompion""]",Emile Berliner lived in Germany/the U.S.,Thomas Tompion lived in the U.K.,BA,TT,1,1,1309,5004,Thomas Tompion lived in the U.K and Emile Berliner lived in Germany/the U.S.,Thomas Tompion lived in the U.K or Emile Berliner lived in Germany/the U.S.,7.025399594063961,0.5462556498982014,-6.4791439441657595,0.4833609431921808,14.284157750800748,13.800796807608567,test,test
cities,"cities::[""Hanoi"",""Lubumbashi""]",The city of Hanoi is in Norway.,The city of Lubumbashi is in Chile.,BA,FF,0,0,4079,1310,The city of Lubumbashi is in Chile and the city of Hanoi is in Norway.,The city of Lubumbashi is in Chile or the city of Hanoi is in Norway.,0.3538057146442455,1.61954100819443,1.2657352935501844,-30.127840860348886,-6.12330355469557,24.004537305653315,test,test
animal_class,"animal_class::[""dolphin"",""kangaroo""]",The dolphin is a crustacean.,The kangaroo is a mammal.,BA,FT,0,1,1311,7225,The kangaroo is a mammal and the dolphin is a crustacean.,The kangaroo is a mammal or the dolphin is a crustacean.,-0.9262437623732254,4.103595494681287,5.029839257054513,-12.196193577359072,12.21882560076682,24.415019178125892,train,train
cities,"cities::[""Agadir"",""Comilla""]",The city of Agadir is in Morocco.,The city of Comilla is in Bangladesh.,AB,TT,1,1,1312,5660,The city of Agadir is in Morocco and the city of Comilla is in Bangladesh.,The city of Agadir is in Morocco or the city of Comilla is in Bangladesh.,12.760155207862043,4.021323714910854,-8.738831492951189,5.1650091715447894,30.416742260118628,25.25173308857384,test,test
cities,"cities::[""Port Harcourt"",""Santiago de los Caballeros""]",The city of Santiago de los Caballeros is in China.,The city of Port Harcourt is in Nigeria.,AB,FT,0,1,1314,2762,The city of Santiago de los Caballeros is in China and the city of Port Harcourt is in Nigeria.,The city of Santiago de los Caballeros is in China or the city of Port Harcourt is in Nigeria.,0.4911329448355932,1.256336076370529,0.7652031315349357,-23.654547578607865,6.269811214566715,29.92435879317458,train,train
element_symb,"element_symb::[""Boron"",""Manganese""]",Boron has the symbol B.,Manganese has the symbol S.,AB,TF,1,0,1315,2904,Boron has the symbol B and Manganese has the symbol S.,Boron has the symbol B or Manganese has the symbol S.,-1.2330279138379083,-1.844745709034928,-0.6117177951970196,-20.69816900762405,4.0252726810740285,24.723441688698077,train,train
sp_en_trans,"sp_en_trans::[""familia"",""guardar""]",The Spanish word 'familia' means 'dog'.,The Spanish word 'guardar' means 'to pass'.,AB,FF,0,0,1317,4001,The Spanish word 'familia' means 'dog' and the Spanish word 'guardar' means 'to pass'.,The Spanish word 'familia' means 'dog' or the Spanish word 'guardar' means 'to pass'.,-0.29590455605463,-7.655044868340893,-7.359140312286263,-28.005373401755353,-4.785935351936338,23.219438049819015,train,train
sp_en_trans,"sp_en_trans::[""grupo"",""semilla""]",The Spanish word 'semilla' means 'bear'.,The Spanish word 'grupo' means 'wave'.,AB,FF,0,0,1318,2979,The Spanish word 'semilla' means 'bear' and the Spanish word 'grupo' means 'wave'.,The Spanish word 'semilla' means 'bear' or the Spanish word 'grupo' means 'wave'.,1.1274547209049004,-6.250459724920914,-7.377914445825814,-26.154760556406114,-9.104594604644271,17.05016595176184,train,train
animal_class,"animal_class::[""jellyfish"",""platypus""]",The jellyfish is a mammal.,The platypus is a mammal.,BA,FT,0,1,2343,1319,The platypus is a mammal and the jellyfish is a mammal.,The platypus is a mammal or the jellyfish is a mammal.,-2.977143127773191,1.9862854613535887,4.96342858912678,-8.104296199511785,10.35448791118317,18.458784110694957,train,train
animal_class,"animal_class::[""crocodile"",""hummingbird""]",The crocodile is a bird.,The hummingbird is a crustacean.,BA,FF,0,0,1789,1320,The hummingbird is a crustacean and the crocodile is a bird.,The hummingbird is a crustacean or the crocodile is a bird.,2.3377271557925976,1.5810485439625177,-0.7566786118300799,-21.430845454624734,-7.333259306491269,14.097586148133466,train,train
sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'vender' means 'to sell'.,The Spanish word 'familia' means 'dog'.,BA,TF,1,0,1321,6634,The Spanish word 'familia' means 'dog' and the Spanish word 'vender' means 'to sell'.,The Spanish word 'familia' means 'dog' or the Spanish word 'vender' means 'to sell'.,0.0792501985372187,-5.404632974336179,-5.483883172873398,-16.16305595914934,9.495906909778649,25.658962868927986,test,test
sp_en_trans,"sp_en_trans::[""familia"",""guardar""]",The Spanish word 'familia' means 'family'.,The Spanish word 'guardar' means 'to pass'.,BA,TF,1,0,4042,1322,The Spanish word 'guardar' means 'to pass' and the Spanish word 'familia' means 'family'.,The Spanish word 'guardar' means 'to pass' or the Spanish word 'familia' means 'family'.,5.024962917243686,1.4771663709857172,-3.5477965462579686,-7.868896299464988,14.510759389200013,22.379655688665,train,train
sp_en_trans,"sp_en_trans::[""ejemplo"",""gato""]",The Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'to see'.,AB,TF,1,0,1323,5782,The Spanish word 'gato' means 'cat' and the Spanish word 'ejemplo' means 'to see'.,The Spanish word 'gato' means 'cat' or the Spanish word 'ejemplo' means 'to see'.,-2.315816104294056,-6.046565028047107,-3.730748923753051,-11.048554045243435,7.137695773737704,18.18624981898114,test,test
cities,"cities::[""Madurai"",""Tangier""]",The city of Tangier is in Morocco.,The city of Madurai is in Yemen.,BA,TF,1,0,7524,1324,The city of Madurai is in Yemen and the city of Tangier is in Morocco.,The city of Madurai is in Yemen or the city of Tangier is in Morocco.,1.561365712999617,3.331304393979332,1.769938680979715,-20.49911221156726,6.323879947522715,26.822992159089978,train,train
cities,"cities::[""Najran"",""Santiago de Queretaro""]",The city of Najran is in Saudi Arabia.,The city of Santiago de Queretaro is in Somalia.,BA,TF,1,0,3233,1325,The city of Santiago de Queretaro is in Somalia and the city of Najran is in Saudi Arabia.,The city of Santiago de Queretaro is in Somalia or the city of Najran is in Saudi Arabia.,1.9985311734420368,-2.312790131345407,-4.311321304787444,-26.74537894926844,4.577118034463174,31.32249698373161,train,train
sp_en_trans,"sp_en_trans::[""higo"",""oscuro""]",The Spanish word 'oscuro' means 'dark'.,The Spanish word 'higo' means 'fig'.,BA,TT,1,1,7278,1326,The Spanish word 'higo' means 'fig' and the Spanish word 'oscuro' means 'dark'.,The Spanish word 'higo' means 'fig' or the Spanish word 'oscuro' means 'dark'.,8.128830933527585,0.9711956407291016,-7.157635292798483,5.208635860512078,16.457918831474185,11.249282970962106,train,train
cities,"cities::[""Kleinzschocher"",""Santo Domingo Este""]",The city of Santo Domingo Este is in Colombia.,The city of Kleinzschocher is in Germany.,AB,FT,0,1,5708,1327,The city of Santo Domingo Este is in Colombia and the city of Kleinzschocher is in Germany.,The city of Santo Domingo Este is in Colombia or the city of Kleinzschocher is in Germany.,5.6628588151597,3.5760350096168665,-2.086823805542833,-13.632684559635676,10.027608457746995,23.66029301738267,train,train
animal_class,"animal_class::[""bee"",""porcupine""]",The bee is a insect.,The porcupine is a mammal.,BA,TT,1,1,6016,1328,The porcupine is a mammal and the bee is a insect.,The porcupine is a mammal or the bee is a insect.,13.472094100251708,2.981267526314337,-10.49082657393737,6.151685640507994,31.005542521893005,24.853856881385013,train,train
inventors,"inventors::[""Arthur Fry"",""Leon Theremin""]",Leon Theremin lived in Russia.,Arthur Fry lived in the U.S.,AB,TT,1,1,1329,3299,Leon Theremin lived in Russia and Arthur Fry lived in the U.S.,Leon Theremin lived in Russia or Arthur Fry lived in the U.S.,13.97670096893916,3.725228550869276,-10.251472418069884,5.080701969840727,20.162057569585084,15.081355599744356,train,train
animal_class,"animal_class::[""gorilla"",""panda""]",The gorilla is a mammal.,The panda is a mammal.,AB,TT,1,1,1330,5693,The gorilla is a mammal and the panda is a mammal.,The gorilla is a mammal or the panda is a mammal.,11.113728683156124,3.636426100165102,-7.477302582991022,8.961632025252806,11.026045924445937,2.0644138991931307,train,train
element_symb,"element_symb::[""Molybdenum"",""Nickel""]",Nickel has the symbol Ni.,Molybdenum has the symbol V.,AB,TF,1,0,1331,1997,Nickel has the symbol Ni and Molybdenum has the symbol V.,Nickel has the symbol Ni or Molybdenum has the symbol V.,-5.434247135973669,-3.2442218669337777,2.190025269039891,-20.914938069949134,8.696230111191072,29.611168181140208,train,train
animal_class,"animal_class::[""sparrow"",""tarantula""]",The tarantula is a bird.,The sparrow is a crustacean.,BA,FF,0,0,3498,1332,The sparrow is a crustacean and the tarantula is a bird.,The sparrow is a crustacean or the tarantula is a bird.,-3.263526098253424,4.329409776946368,7.592935875199792,-27.2548579597547,-8.326879479449685,18.927978480305015,train,train
sp_en_trans,"sp_en_trans::[""parte"",""piedra""]",The Spanish word 'piedra' means 'mouth'.,The Spanish word 'parte' means 'black'.,AB,FF,0,0,6418,1333,The Spanish word 'piedra' means 'mouth' and the Spanish word 'parte' means 'black'.,The Spanish word 'piedra' means 'mouth' or the Spanish word 'parte' means 'black'.,-1.4898213146980996,-8.13724030844797,-6.64741899374987,-25.867647117967852,-8.19373042094372,17.673916697024133,train,train
sp_en_trans,"sp_en_trans::[""ballena"",""vender""]",The Spanish word 'ballena' means 'whale'.,The Spanish word 'vender' means 'to sell'.,BA,TT,1,1,1334,7903,The Spanish word 'vender' means 'to sell' and the Spanish word 'ballena' means 'whale'.,The Spanish word 'vender' means 'to sell' or the Spanish word 'ballena' means 'whale'.,11.345332823195085,6.4661565271870725,-4.879176296008012,17.800292982812373,30.389034440516056,12.588741457703684,train,train
cities,"cities::[""Denpasar"",""Salta""]",The city of Denpasar is in Nepal.,The city of Salta is in Argentina.,BA,FT,0,1,1335,6894,The city of Salta is in Argentina and the city of Denpasar is in Nepal.,The city of Salta is in Argentina or the city of Denpasar is in Nepal.,4.28408400419948,0.2166467740004325,-4.067437230199047,-8.857787168105437,11.902162164948953,20.75994933305439,train,train
sp_en_trans,"sp_en_trans::[""ballena"",""vender""]",The Spanish word 'ballena' means 'whale'.,The Spanish word 'vender' means 'son'.,BA,TF,1,0,2682,1337,The Spanish word 'vender' means 'son' and the Spanish word 'ballena' means 'whale'.,The Spanish word 'vender' means 'son' or the Spanish word 'ballena' means 'whale'.,1.041067798386715,-1.764113748181286,-2.805181546568001,-15.26161637759379,6.20502744331945,21.46664382091324,train,train
sp_en_trans,"sp_en_trans::[""higo"",""roca""]",The Spanish word 'higo' means 'fig'.,The Spanish word 'roca' means 'rock'.,AB,TT,1,1,6140,1338,The Spanish word 'higo' means 'fig' and the Spanish word 'roca' means 'rock'.,The Spanish word 'higo' means 'fig' or the Spanish word 'roca' means 'rock'.,7.742313009961848,2.067855937636784,-5.674457072325064,5.31130114476337,15.865233690141435,10.553932545378066,train,train
inventors,"inventors::[""Charles Francis Richter"",""John Walker""]",John Walker lived in India.,Charles Francis Richter lived in India.,AB,FF,0,0,5040,1340,John Walker lived in India and Charles Francis Richter lived in India.,John Walker lived in India or Charles Francis Richter lived in India.,3.605529387393754,1.0475655987070969,-2.5579637886866573,-7.0467490085630295,-5.024234757054601,2.0225142515084285,train,train
inventors,"inventors::[""John Atanasoff"",""Nils Bohlin""]",John Atanasoff lived in the U.S.,Nils Bohlin lived in the U.S.,BA,TF,1,0,1341,5193,Nils Bohlin lived in the U.S and John Atanasoff lived in the U.S.,Nils Bohlin lived in the U.S or John Atanasoff lived in the U.S.,13.088081536619374,8.550315908194014,-4.53776562842536,-3.9454370766709457,3.948519198720683,7.893956275391629,train,train
sp_en_trans,"sp_en_trans::[""reloj"",""suficiente""]",The Spanish word 'reloj' means 'clock'.,The Spanish word 'suficiente' means 'tool'.,AB,TF,1,0,3595,1342,The Spanish word 'reloj' means 'clock' and the Spanish word 'suficiente' means 'tool'.,The Spanish word 'reloj' means 'clock' or the Spanish word 'suficiente' means 'tool'.,1.3453796868211372,-2.110006363078538,-3.4553860498996753,-8.427740866901619,12.795653169468698,21.223394036370316,train,train
cities,"cities::[""Quzhou"",""Shah Alam""]",The city of Quzhou is in Thailand.,The city of Shah Alam is in Malaysia.,BA,FT,0,1,7642,1343,The city of Shah Alam is in Malaysia and the city of Quzhou is in Thailand.,The city of Shah Alam is in Malaysia or the city of Quzhou is in Thailand.,4.758829779169376,0.0807665791594143,-4.678063200009961,-14.047241350968882,8.659337235287758,22.70657858625664,train,train
cities,"cities::[""Dortmund"",""Ryazan'""]",The city of Dortmund is in Germany.,The city of Ryazan' is in Russia.,AB,TT,1,1,1344,3880,The city of Dortmund is in Germany and the city of Ryazan' is in Russia.,The city of Dortmund is in Germany or the city of Ryazan' is in Russia.,13.00043398756943,6.089855024222647,-6.910578963346783,12.64102058191346,31.16807728995988,18.527056708046416,test,test
inventors,"inventors::[""Charles Goodyear"",""Igor Sikorsky""]",Charles Goodyear lived in Poland/France.,Igor Sikorsky lived in Turkey/the U.S.,BA,FF,0,0,1345,3049,Igor Sikorsky lived in Turkey/the U.S and Charles Goodyear lived in Poland/France.,Igor Sikorsky lived in Turkey/the U.S or Charles Goodyear lived in Poland/France.,0.8446065489637515,0.9164732135313232,0.0718666645675716,-32.083718649262565,-1.2202629504946176,30.863455698767947,test,test
element_symb,"element_symb::[""Radium"",""Tellurium""]",Tellurium has the symbol Zn.,Radium has the symbol Pr.,BA,FF,0,0,1346,2915,Radium has the symbol Pr and Tellurium has the symbol Zn.,Radium has the symbol Pr or Tellurium has the symbol Zn.,-5.509630459889998,-5.5902031362882045,-0.0805726763982068,-25.56499977638745,-4.472444830986657,21.092554945400792,test,test
element_symb,"element_symb::[""Radium"",""Tellurium""]",Tellurium has the symbol Zn.,Radium has the symbol Pr.,AB,FF,0,0,5514,1347,Tellurium has the symbol Zn and Radium has the symbol Pr.,Tellurium has the symbol Zn or Radium has the symbol Pr.,-3.72551875132676,-8.083929384833036,-4.358410633506276,-23.287944283141126,-7.2433065140084745,16.044637769132652,test,test
animal_class,"animal_class::[""camel"",""elephant""]",The camel is a crustacean.,The elephant is a crustacean.,AB,FF,0,0,2244,1348,The camel is a crustacean and the elephant is a crustacean.,The camel is a crustacean or the elephant is a crustacean.,-0.635265040316142,-0.2471986539236983,0.3880663863924436,-18.412002909328468,-2.694397527001031,15.717605382327436,test,test
