statement,topic,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering
"Either Sir Sandford Fleming lived in Canada or Narinder Singh Kapany lived in India, but not both.",inventors,Sir Sandford Fleming lived in Canada.,Narinder Singh Kapany lived in India.,1,1,TT,xor,AB
"Either Elisha Gray lived in the U.S or Georges Claude lived in Sweden/the U.S, but not both.",inventors,Elisha Gray lived in the U.S.,Georges Claude lived in Sweden/the U.S.,1,0,TF,xor,AB
"Either the Spanish word 'veinte' means 'shell' or the Spanish word 'presente' means 'problem', but not both.",sp_en_trans,The Spanish word 'veinte' means 'shell'.,The Spanish word 'presente' means 'problem'.,0,0,FF,xor,AB
"Either the city of Lodz is in Niger or the city of Indore is in India, but not both.",cities,The city of Lodz is in Niger.,The city of Indore is in India.,0,1,FT,xor,AB
"Either the city of Irkutsk is in Russia or the city of Vijayawada is in China, but not both.",cities,The city of Irkutsk is in Russia.,The city of Vijayawada is in China.,1,0,TF,xor,AB
"Either the goat is a reptile or the rat is a mammal, but not both.",animal_class,The rat is a mammal.,The goat is a reptile.,1,0,TF,xor,BA
"Either the Spanish word 'amigo' means 'friend' or the Spanish word 'escribir' means 'to write', but not both.",sp_en_trans,The Spanish word 'amigo' means 'friend'.,The Spanish word 'escribir' means 'to write'.,1,1,TT,xor,AB
"Either the city of Chisinau is in Moldova or the city of Krakow is in Poland, but not both.",cities,The city of Chisinau is in Moldova.,The city of Krakow is in Poland.,1,1,TT,xor,AB
"Either the Spanish word 'suficiente' means 'enough' or the Spanish word 'elegir' means 'to connect', but not both.",sp_en_trans,The Spanish word 'elegir' means 'to connect'.,The Spanish word 'suficiente' means 'enough'.,0,1,FT,xor,BA
"Either the llama is a mammal or the gorilla is a reptile, but not both.",animal_class,The llama is a mammal.,The gorilla is a reptile.,1,0,TF,xor,AB
"Either the Spanish word 'primero' means 'first' or the Spanish word 'oscuro' means 'to see', but not both.",sp_en_trans,The Spanish word 'oscuro' means 'to see'.,The Spanish word 'primero' means 'first'.,0,1,FT,xor,BA
"Either the Spanish word 'coche' means 'month' or the Spanish word 'hueso' means 'to eat', but not both.",sp_en_trans,The Spanish word 'coche' means 'month'.,The Spanish word 'hueso' means 'to eat'.,0,0,FF,xor,AB
"Either Osmium has the symbol P or Thallium has the symbol Tl, but not both.",element_symb,Osmium has the symbol P.,Thallium has the symbol Tl.,0,1,FT,xor,AB
"Either the Spanish word 'historia' means 'history' or the Spanish word 'siete' means 'seven', but not both.",sp_en_trans,The Spanish word 'siete' means 'seven'.,The Spanish word 'historia' means 'history'.,1,1,TT,xor,BA
"Either Narinder Singh Kapany lived in Canada/the U.S or John Wesley Hyatt lived in England, but not both.",inventors,John Wesley Hyatt lived in England.,Narinder Singh Kapany lived in Canada/the U.S.,0,0,FF,xor,BA
"Either the hippopotamus is a mammal or the shark is a fish, but not both.",animal_class,The hippopotamus is a mammal.,The shark is a fish.,1,1,TT,xor,AB
"Either the peacock is a insect or the skunk is a mammal, but not both.",animal_class,The peacock is a insect.,The skunk is a mammal.,0,1,FT,xor,AB
"Either Michael Faraday lived in the U.K or Sir Frank Whittle lived in the Netherlands, but not both.",inventors,Sir Frank Whittle lived in the Netherlands.,Michael Faraday lived in the U.K.,0,1,FT,xor,BA
"Either Radon has the symbol Rn or Chromium has the symbol Rb, but not both.",element_symb,Chromium has the symbol Rb.,Radon has the symbol Rn.,0,1,FT,xor,BA
"Either the deer is a reptile or the iguana is a crustacean, but not both.",animal_class,The iguana is a crustacean.,The deer is a reptile.,0,0,FF,xor,BA
"Either Edouard Benedictus lived in France or Evangelista Torricelli lived in Italy, but not both.",inventors,Edouard Benedictus lived in France.,Evangelista Torricelli lived in Italy.,1,1,TT,xor,AB
"Either the pigeon is a bird or the walrus is a mammal, but not both.",animal_class,The walrus is a mammal.,The pigeon is a bird.,1,1,TT,xor,BA
"Either Frederick G. Creed lived in Canada or Ralph Benjamin lived in Poland/France, but not both.",inventors,Frederick G. Creed lived in Canada.,Ralph Benjamin lived in Poland/France.,1,0,TF,xor,AB
"Either Lutetium has the symbol Lu or Samarium has the symbol Sm, but not both.",element_symb,Lutetium has the symbol Lu.,Samarium has the symbol Sm.,1,1,TT,xor,AB
"Either Argon has the symbol Pr or Rubidium has the symbol Rb, but not both.",element_symb,Argon has the symbol Pr.,Rubidium has the symbol Rb.,0,1,FT,xor,AB
"Either James Starley lived in the U.K or Arthur Pitney lived in the U.S, but not both.",inventors,Arthur Pitney lived in the U.S.,James Starley lived in the U.K.,1,1,TT,xor,BA
"Either Argon has the symbol Ar or Rubidium has the symbol Rb, but not both.",element_symb,Argon has the symbol Ar.,Rubidium has the symbol Rb.,1,1,TT,xor,AB
"Either Cerium has the symbol I or Cadmium has the symbol Cd, but not both.",element_symb,Cadmium has the symbol Cd.,Cerium has the symbol I.,1,0,TF,xor,BA
"Either the zebra is a arachnid or the walrus is a cnidarian, but not both.",animal_class,The walrus is a cnidarian.,The zebra is a arachnid.,0,0,FF,xor,BA
"Either Gallium has the symbol Ga or Scandium has the symbol Kr, but not both.",element_symb,Gallium has the symbol Ga.,Scandium has the symbol Kr.,1,0,TF,xor,AB
"Either Daniel Fahrenheit lived in Poland/Germany or Jean-Bernard-Léon Foucault lived in France, but not both.",inventors,Daniel Fahrenheit lived in Poland/Germany.,Jean-Bernard-Léon Foucault lived in France.,1,1,TT,xor,AB
"Either Germanium has the symbol Ge or Potassium has the symbol C, but not both.",element_symb,Germanium has the symbol Ge.,Potassium has the symbol C.,1,0,TF,xor,AB
"Either Ami Argand lived in China or Leonardo da Vinci lived in Sweden/the U.S, but not both.",inventors,Ami Argand lived in China.,Leonardo da Vinci lived in Sweden/the U.S.,0,0,FF,xor,AB
"Either Georges Claude lived in Sweden/the U.S or Henry Bessemer lived in the U.K, but not both.",inventors,Henry Bessemer lived in the U.K.,Georges Claude lived in Sweden/the U.S.,1,0,TF,xor,BA
"Either the Spanish word 'madre' means 'neighbor' or the Spanish word 'fuerza' means 'force', but not both.",sp_en_trans,The Spanish word 'fuerza' means 'force'.,The Spanish word 'madre' means 'neighbor'.,1,0,TF,xor,BA
"Either the Spanish word 'caliente' means 'corner' or the Spanish word 'pierna' means 'leg', but not both.",sp_en_trans,The Spanish word 'caliente' means 'corner'.,The Spanish word 'pierna' means 'leg'.,0,1,FT,xor,AB
"Either Rhenium has the symbol Re or Platinum has the symbol Pt, but not both.",element_symb,Platinum has the symbol Pt.,Rhenium has the symbol Re.,1,1,TT,xor,BA
"Either the panda is a mammal or the seagull is a bird, but not both.",animal_class,The seagull is a bird.,The panda is a mammal.,1,1,TT,xor,BA
"Either the Spanish word 'plata' means 'silver' or the Spanish word 'fuego' means 'fire', but not both.",sp_en_trans,The Spanish word 'fuego' means 'fire'.,The Spanish word 'plata' means 'silver'.,1,1,TT,xor,BA
"Either the hamster is a mammal or the peacock is a bird, but not both.",animal_class,The hamster is a mammal.,The peacock is a bird.,1,1,TT,xor,AB
"Either Fluorine has the symbol Pt or Cobalt has the symbol H, but not both.",element_symb,Fluorine has the symbol Pt.,Cobalt has the symbol H.,0,0,FF,xor,AB
"Either Holmium has the symbol Pd or Praseodymium has the symbol I, but not both.",element_symb,Holmium has the symbol Pd.,Praseodymium has the symbol I.,0,0,FF,xor,AB
"Either Willis Carrier lived in Switzerland or Igor Tamm lived in Russia, but not both.",inventors,Willis Carrier lived in Switzerland.,Igor Tamm lived in Russia.,0,1,FT,xor,AB
"Either John Atanasoff lived in the U.S or Candace Pert lived in Germany, but not both.",inventors,Candace Pert lived in Germany.,John Atanasoff lived in the U.S.,0,1,FT,xor,BA
"Either the moose is a reptile or the chimpanzee is a mammal, but not both.",animal_class,The moose is a reptile.,The chimpanzee is a mammal.,0,1,FT,xor,AB
"Either James Murray Spangler lived in the U.S or Percy Spencer lived in the U.S, but not both.",inventors,James Murray Spangler lived in the U.S.,Percy Spencer lived in the U.S.,1,1,TT,xor,AB
"Either Ignazio Porro lived in Italy or Chester Carlson lived in the U.S, but not both.",inventors,Ignazio Porro lived in Italy.,Chester Carlson lived in the U.S.,1,1,TT,xor,AB
"Either Praseodymium has the symbol I or Holmium has the symbol Pd, but not both.",element_symb,Holmium has the symbol Pd.,Praseodymium has the symbol I.,0,0,FF,xor,BA
"Either Georges Claude lived in Sweden/the U.S or Henry Bessemer lived in Italy, but not both.",inventors,Henry Bessemer lived in Italy.,Georges Claude lived in Sweden/the U.S.,0,0,FF,xor,BA
"Either the gorilla is a mammal or the panda is a bird, but not both.",animal_class,The gorilla is a mammal.,The panda is a bird.,1,0,TF,xor,AB
"Either Willis Carrier lived in the U.S or Igor Tamm lived in Russia, but not both.",inventors,Willis Carrier lived in the U.S.,Igor Tamm lived in Russia.,1,1,TT,xor,AB
"Either the city of Ahmedabad is in Mali or the city of Warangal is in Ethiopia, but not both.",cities,The city of Warangal is in Ethiopia.,The city of Ahmedabad is in Mali.,0,0,FF,xor,BA
"Either Igor Tamm lived in Denmark or Whitcomb Judson lived in the U.S, but not both.",inventors,Whitcomb Judson lived in the U.S.,Igor Tamm lived in Denmark.,1,0,TF,xor,BA
"Either John von Neumann lived in Hungary/the U.S or Percy Spencer lived in the U.S, but not both.",inventors,John von Neumann lived in Hungary/the U.S.,Percy Spencer lived in the U.S.,1,1,TT,xor,AB
"Either Clarence Birdseye lived in Croatia or Candace Pert lived in the U.S, but not both.",inventors,Clarence Birdseye lived in Croatia.,Candace Pert lived in the U.S.,0,1,FT,xor,AB
"Either the Spanish word 'desarrollar' means 'to develop' or the Spanish word 'vender' means 'son', but not both.",sp_en_trans,The Spanish word 'desarrollar' means 'to develop'.,The Spanish word 'vender' means 'son'.,1,0,TF,xor,AB
"Either Ralph Benjamin lived in Poland/France or Frederick G. Creed lived in the U.S, but not both.",inventors,Frederick G. Creed lived in the U.S.,Ralph Benjamin lived in Poland/France.,0,0,FF,xor,BA
"Either the city of Diyarbakir is in Kazakhstan or the city of Seoul is in Zimbabwe, but not both.",cities,The city of Seoul is in Zimbabwe.,The city of Diyarbakir is in Kazakhstan.,0,0,FF,xor,BA
"Either the Spanish word 'cabeza' means 'head' or the Spanish word 'lento' means 'slow', but not both.",sp_en_trans,The Spanish word 'lento' means 'slow'.,The Spanish word 'cabeza' means 'head'.,1,1,TT,xor,BA
"Either Uranium has the symbol Hg or Dysprosium has the symbol I, but not both.",element_symb,Dysprosium has the symbol I.,Uranium has the symbol Hg.,0,0,FF,xor,BA
"Either the city of Krakow is in Chile or the city of Chisinau is in Poland, but not both.",cities,The city of Chisinau is in Poland.,The city of Krakow is in Chile.,0,0,FF,xor,BA
"Either Holmium has the symbol Pd or Praseodymium has the symbol Pr, but not both.",element_symb,Holmium has the symbol Pd.,Praseodymium has the symbol Pr.,0,1,FT,xor,AB
"Either the leopard is a cnidarian or the tuna is a fish, but not both.",animal_class,The tuna is a fish.,The leopard is a cnidarian.,1,0,TF,xor,BA
"Either the Spanish word 'vender' means 'son' or the Spanish word 'familia' means 'family', but not both.",sp_en_trans,The Spanish word 'vender' means 'son'.,The Spanish word 'familia' means 'family'.,0,1,FT,xor,AB
"Either the tuna is a insect or the leopard is a mammal, but not both.",animal_class,The tuna is a insect.,The leopard is a mammal.,0,1,FT,xor,AB
"Either the Spanish word 'oscuro' means 'dark' or the Spanish word 'primero' means 'to multiply', but not both.",sp_en_trans,The Spanish word 'oscuro' means 'dark'.,The Spanish word 'primero' means 'to multiply'.,1,0,TF,xor,AB
"Either the sparrow is a bird or the chicken is a bird, but not both.",animal_class,The chicken is a bird.,The sparrow is a bird.,1,1,TT,xor,BA
"Either the hamster is a bird or the crocodile is a bird, but not both.",animal_class,The crocodile is a bird.,The hamster is a bird.,0,0,FF,xor,BA
"Either Phosphorus has the symbol P or Praseodymium has the symbol Pr, but not both.",element_symb,Phosphorus has the symbol P.,Praseodymium has the symbol Pr.,1,1,TT,xor,AB
"Either the cow is a bird or the goldfish is a fish, but not both.",animal_class,The goldfish is a fish.,The cow is a bird.,1,0,TF,xor,BA
"Either the parrot is a bird or the camel is a mammal, but not both.",animal_class,The parrot is a bird.,The camel is a mammal.,1,1,TT,xor,AB
"Either the camel is a crustacean or the parrot is a bird, but not both.",animal_class,The parrot is a bird.,The camel is a crustacean.,1,0,TF,xor,BA
"Either Tellurium has the symbol Zn or Radium has the symbol Pr, but not both.",element_symb,Tellurium has the symbol Zn.,Radium has the symbol Pr.,0,0,FF,xor,AB
"Either Thulium has the symbol Tm or Iron has the symbol Fe, but not both.",element_symb,Thulium has the symbol Tm.,Iron has the symbol Fe.,1,1,TT,xor,AB
"Either the Spanish word 'hueso' means 'bone' or the Spanish word 'coche' means 'month', but not both.",sp_en_trans,The Spanish word 'coche' means 'month'.,The Spanish word 'hueso' means 'bone'.,0,1,FT,xor,BA
"Either Promethium has the symbol Pm or Tantalum has the symbol La, but not both.",element_symb,Promethium has the symbol Pm.,Tantalum has the symbol La.,1,0,TF,xor,AB
"Either the Spanish word 'mar' means 'to save' or the Spanish word 'invierno' means 'family', but not both.",sp_en_trans,The Spanish word 'invierno' means 'family'.,The Spanish word 'mar' means 'to save'.,0,0,FF,xor,BA
"Either Marie Curie lived in Poland/France or Nicolas Appert lived in France, but not both.",inventors,Marie Curie lived in Poland/France.,Nicolas Appert lived in France.,1,1,TT,xor,AB
"Either David Schwarz lived in Croatia or James West lived in the U.S, but not both.",inventors,James West lived in the U.S.,David Schwarz lived in Croatia.,1,1,TT,xor,BA
"Either Niobium has the symbol Fr or Aluminum has the symbol Al, but not both.",element_symb,Aluminum has the symbol Al.,Niobium has the symbol Fr.,1,0,TF,xor,BA
"Either Rhenium has the symbol Re or Argon has the symbol Ar, but not both.",element_symb,Argon has the symbol Ar.,Rhenium has the symbol Re.,1,1,TT,xor,BA
"Either the chicken is a mammal or the sparrow is a crustacean, but not both.",animal_class,The chicken is a mammal.,The sparrow is a crustacean.,0,0,FF,xor,AB
"Either the Spanish word 'leer' means 'skin' or the Spanish word 'prueba' means 'test', but not both.",sp_en_trans,The Spanish word 'prueba' means 'test'.,The Spanish word 'leer' means 'skin'.,1,0,TF,xor,BA
"Either the city of Denpasar is in Nepal or the city of Salta is in Argentina, but not both.",cities,The city of Denpasar is in Nepal.,The city of Salta is in Argentina.,0,1,FT,xor,AB
"Either the city of Jamshedpur is in Kenya or the city of Pimpri is in Sweden, but not both.",cities,The city of Jamshedpur is in Kenya.,The city of Pimpri is in Sweden.,0,0,FF,xor,AB
"Either the cassowary is a bird or the skunk is a mammal, but not both.",animal_class,The skunk is a mammal.,The cassowary is a bird.,1,1,TT,xor,BA
"Either the hippopotamus is a mammal or the shark is a cnidarian, but not both.",animal_class,The hippopotamus is a mammal.,The shark is a cnidarian.,1,0,TF,xor,AB
"Either the salmon is a crustacean or the goat is a mammal, but not both.",animal_class,The salmon is a crustacean.,The goat is a mammal.,0,1,FT,xor,AB
"Either Platinum has the symbol Pt or Europium has the symbol Pm, but not both.",element_symb,Platinum has the symbol Pt.,Europium has the symbol Pm.,1,0,TF,xor,AB
"Either Willis Carrier lived in Switzerland or Igor Tamm lived in Denmark, but not both.",inventors,Willis Carrier lived in Switzerland.,Igor Tamm lived in Denmark.,0,0,FF,xor,AB
"Either the city of Tolyatti is in Russia or the city of Weinan is in China, but not both.",cities,The city of Weinan is in China.,The city of Tolyatti is in Russia.,1,1,TT,xor,BA
"Either the gorilla is a reptile or the llama is a mammal, but not both.",animal_class,The llama is a mammal.,The gorilla is a reptile.,1,0,TF,xor,BA
"Either the goldfish is a fish or the cow is a bird, but not both.",animal_class,The goldfish is a fish.,The cow is a bird.,1,0,TF,xor,AB
"Either Hans von Ohain lived in Germany or Daisuke Inoue lived in Japan, but not both.",inventors,Daisuke Inoue lived in Japan.,Hans von Ohain lived in Germany.,1,1,TT,xor,BA
"Either Hans Oersted lived in Denmark or Ralph H. Baer lived in Finland, but not both.",inventors,Ralph H. Baer lived in Finland.,Hans Oersted lived in Denmark.,0,1,FT,xor,BA
"Either Zinc has the symbol Zn or Antimony has the symbol Sb, but not both.",element_symb,Zinc has the symbol Zn.,Antimony has the symbol Sb.,1,1,TT,xor,AB
"Either Narinder Singh Kapany lived in India or Joseph Glidden lived in China, but not both.",inventors,Narinder Singh Kapany lived in India.,Joseph Glidden lived in China.,1,0,TF,xor,AB
"Either the Spanish word 'imaginar' means 'star' or the Spanish word 'oveja' means 'busy', but not both.",sp_en_trans,The Spanish word 'oveja' means 'busy'.,The Spanish word 'imaginar' means 'star'.,0,0,FF,xor,BA
"Either the city of Abu Ghurayb is in Iraq or the city of Porto Velho is in Brazil, but not both.",cities,The city of Porto Velho is in Brazil.,The city of Abu Ghurayb is in Iraq.,1,1,TT,xor,BA
"Either the Spanish word 'hueso' means 'to eat' or the Spanish word 'coche' means 'car', but not both.",sp_en_trans,The Spanish word 'coche' means 'car'.,The Spanish word 'hueso' means 'to eat'.,1,0,TF,xor,BA
"Either Cadmium has the symbol Pr or Cerium has the symbol I, but not both.",element_symb,Cadmium has the symbol Pr.,Cerium has the symbol I.,0,0,FF,xor,AB
"Either Zinc has the symbol Ac or Ytterbium has the symbol Yb, but not both.",element_symb,Ytterbium has the symbol Yb.,Zinc has the symbol Ac.,1,0,TF,xor,BA
"Either the city of Peshawar is in Pakistan or the city of Khulna is in Bangladesh, but not both.",cities,The city of Peshawar is in Pakistan.,The city of Khulna is in Bangladesh.,1,1,TT,xor,AB
"Either the flamingo is a bird or the seagull is a bird, but not both.",animal_class,The flamingo is a bird.,The seagull is a bird.,1,1,TT,xor,AB
"Either the city of Khulna is in Nigeria or the city of Osaka is in Tajikistan, but not both.",cities,The city of Osaka is in Tajikistan.,The city of Khulna is in Nigeria.,0,0,FF,xor,BA
"Either the narwhal is a fish or the goat is a reptile, but not both.",animal_class,The goat is a reptile.,The narwhal is a fish.,0,0,FF,xor,BA
"Either the Spanish word 'conectar' means 'to connect' or the Spanish word 'caliente' means 'hot', but not both.",sp_en_trans,The Spanish word 'conectar' means 'to connect'.,The Spanish word 'caliente' means 'hot'.,1,1,TT,xor,AB
"Either Igor Sikorsky lived in Ukraine/the U.S or Charles Goodyear lived in the U.S, but not both.",inventors,Charles Goodyear lived in the U.S.,Igor Sikorsky lived in Ukraine/the U.S.,1,1,TT,xor,BA
"Either John Ambrose Fleming lived in the U.K or Hans Goldschmidt lived in Germany, but not both.",inventors,Hans Goldschmidt lived in Germany.,John Ambrose Fleming lived in the U.K.,1,1,TT,xor,BA
"Either the city of Irkutsk is in Kuwait or the city of Vijayawada is in China, but not both.",cities,The city of Irkutsk is in Kuwait.,The city of Vijayawada is in China.,0,0,FF,xor,AB
"Either Platinum has the symbol Pt or Chlorine has the symbol Cl, but not both.",element_symb,Chlorine has the symbol Cl.,Platinum has the symbol Pt.,1,1,TT,xor,BA
"Either the Spanish word 'escribir' means 'to die' or the Spanish word 'amigo' means 'enough', but not both.",sp_en_trans,The Spanish word 'amigo' means 'enough'.,The Spanish word 'escribir' means 'to die'.,0,0,FF,xor,BA
"Either the Spanish word 'potencia' means 'power' or the Spanish word 'mapa' means 'map', but not both.",sp_en_trans,The Spanish word 'potencia' means 'power'.,The Spanish word 'mapa' means 'map'.,1,1,TT,xor,AB
"Either the city of Nagoya is in the Dominican Republic or the city of Siping is in the United States, but not both.",cities,The city of Siping is in the United States.,The city of Nagoya is in the Dominican Republic.,0,0,FF,xor,BA
"Either Niobium has the symbol Nb or Aluminum has the symbol C, but not both.",element_symb,Aluminum has the symbol C.,Niobium has the symbol Nb.,0,1,FT,xor,BA
"Either the Spanish word 'abrigo' means 'to eat' or the Spanish word 'pagar' means 'to pay', but not both.",sp_en_trans,The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'pagar' means 'to pay'.,0,1,FT,xor,AB
"Either the skunk is a insect or the peacock is a insect, but not both.",animal_class,The peacock is a insect.,The skunk is a insect.,0,0,FF,xor,BA
"Either Europium has the symbol Eu or Platinum has the symbol S, but not both.",element_symb,Platinum has the symbol S.,Europium has the symbol Eu.,0,1,FT,xor,BA
"Either Candace Pert lived in the U.S or Clarence Birdseye lived in the U.S, but not both.",inventors,Clarence Birdseye lived in the U.S.,Candace Pert lived in the U.S.,1,1,TT,xor,BA
"Either the city of Winnipeg is in Morocco or the city of Kolhapur is in the Republic of the Congo, but not both.",cities,The city of Kolhapur is in the Republic of the Congo.,The city of Winnipeg is in Morocco.,0,0,FF,xor,BA
"Either Sodium has the symbol Na or Thulium has the symbol Mg, but not both.",element_symb,Sodium has the symbol Na.,Thulium has the symbol Mg.,1,0,TF,xor,AB
"Either Charles Townes lived in Croatia or Galileo Galilei lived in Austria, but not both.",inventors,Galileo Galilei lived in Austria.,Charles Townes lived in Croatia.,0,0,FF,xor,BA
"Either the Spanish word 'abrigo' means 'coat' or the Spanish word 'rana' means 'frog', but not both.",sp_en_trans,The Spanish word 'rana' means 'frog'.,The Spanish word 'abrigo' means 'coat'.,1,1,TT,xor,BA
"Either the city of Santo Domingo Oeste is in Cameroon or the city of Uberlandia is in Turkey, but not both.",cities,The city of Uberlandia is in Turkey.,The city of Santo Domingo Oeste is in Cameroon.,0,0,FF,xor,BA
"Either the Spanish word 'semilla' means 'seed' or the Spanish word 'grupo' means 'group', but not both.",sp_en_trans,The Spanish word 'semilla' means 'seed'.,The Spanish word 'grupo' means 'group'.,1,1,TT,xor,AB
"Either the peacock is a bird or the salmon is a fish, but not both.",animal_class,The peacock is a bird.,The salmon is a fish.,1,1,TT,xor,AB
"Either the Spanish word 'coche' means 'car' or the Spanish word 'hueso' means 'bone', but not both.",sp_en_trans,The Spanish word 'coche' means 'car'.,The Spanish word 'hueso' means 'bone'.,1,1,TT,xor,AB
"Either the Spanish word 'perro' means 'dog' or the Spanish word 'lento' means 'cook', but not both.",sp_en_trans,The Spanish word 'perro' means 'dog'.,The Spanish word 'lento' means 'cook'.,1,0,TF,xor,AB
"Either the Spanish word 'pasar' means 'to pass' or the Spanish word 'mar' means 'sea', but not both.",sp_en_trans,The Spanish word 'mar' means 'sea'.,The Spanish word 'pasar' means 'to pass'.,1,1,TT,xor,BA
"Either Michael Faraday lived in Croatia or Sir Frank Whittle lived in the U.K, but not both.",inventors,Sir Frank Whittle lived in the U.K.,Michael Faraday lived in Croatia.,1,0,TF,xor,BA
"Either Igor Tamm lived in Denmark or Whitcomb Judson lived in Sweden/the U.S, but not both.",inventors,Whitcomb Judson lived in Sweden/the U.S.,Igor Tamm lived in Denmark.,0,0,FF,xor,BA
"Either the Spanish word 'roca' means 'present' or the Spanish word 'higo' means 'nothing', but not both.",sp_en_trans,The Spanish word 'higo' means 'nothing'.,The Spanish word 'roca' means 'present'.,0,0,FF,xor,BA
"Either the Spanish word 'desarrollar' means 'to develop' or the Spanish word 'vender' means 'to sell', but not both.",sp_en_trans,The Spanish word 'desarrollar' means 'to develop'.,The Spanish word 'vender' means 'to sell'.,1,1,TT,xor,AB
"Either Platinum has the symbol S or Chlorine has the symbol Pt, but not both.",element_symb,Chlorine has the symbol Pt.,Platinum has the symbol S.,0,0,FF,xor,BA
"Either the city of Salta is in Argentina or the city of Denpasar is in Nepal, but not both.",cities,The city of Denpasar is in Nepal.,The city of Salta is in Argentina.,0,1,FT,xor,BA
"Either Linus Torvalds lived in Finland or Paul Gottlieb Nipkow lived in Norway, but not both.",inventors,Linus Torvalds lived in Finland.,Paul Gottlieb Nipkow lived in Norway.,1,0,TF,xor,AB
"Either Copper has the symbol Cu or Astatine has the symbol At, but not both.",element_symb,Copper has the symbol Cu.,Astatine has the symbol At.,1,1,TT,xor,AB
"Either the city of Ufa is in Russia or the city of Qujing is in China, but not both.",cities,The city of Ufa is in Russia.,The city of Qujing is in China.,1,1,TT,xor,AB
"Either the Spanish word 'desarrollar' means 'sand' or the Spanish word 'vender' means 'to sell', but not both.",sp_en_trans,The Spanish word 'desarrollar' means 'sand'.,The Spanish word 'vender' means 'to sell'.,0,1,FT,xor,AB
"Either the city of Seoul is in South Korea or the city of Diyarbakir is in Turkey, but not both.",cities,The city of Seoul is in South Korea.,The city of Diyarbakir is in Turkey.,1,1,TT,xor,AB
"Either Igor Tamm lived in Denmark or Willis Carrier lived in Switzerland, but not both.",inventors,Willis Carrier lived in Switzerland.,Igor Tamm lived in Denmark.,0,0,FF,xor,BA
"Either the Spanish word 'abrigo' means 'coat' or the Spanish word 'ejemplo' means 'to see', but not both.",sp_en_trans,The Spanish word 'ejemplo' means 'to see'.,The Spanish word 'abrigo' means 'coat'.,0,1,FT,xor,BA
"Either Rhenium has the symbol Pb or Argon has the symbol Pr, but not both.",element_symb,Argon has the symbol Pr.,Rhenium has the symbol Pb.,0,0,FF,xor,BA
"Either John Logie Baird lived in Scotland or John Gorrie lived in the U.S, but not both.",inventors,John Logie Baird lived in Scotland.,John Gorrie lived in the U.S.,1,1,TT,xor,AB
"Either the otter is a mammal or the rabbit is a mammal, but not both.",animal_class,The rabbit is a mammal.,The otter is a mammal.,1,1,TT,xor,BA
"Either the city of Gaziantep is in Turkey or the city of Madurai is in India, but not both.",cities,The city of Gaziantep is in Turkey.,The city of Madurai is in India.,1,1,TT,xor,AB
"Either Dysprosium has the symbol Dy or Uranium has the symbol Hg, but not both.",element_symb,Dysprosium has the symbol Dy.,Uranium has the symbol Hg.,1,0,TF,xor,AB
"Either the hummingbird is a bird or the moose is a reptile, but not both.",animal_class,The moose is a reptile.,The hummingbird is a bird.,0,1,FT,xor,BA
"Either the Spanish word 'lanzar' means 'to throw' or the Spanish word 'rosa' means 'rose', but not both.",sp_en_trans,The Spanish word 'lanzar' means 'to throw'.,The Spanish word 'rosa' means 'rose'.,1,1,TT,xor,AB
"Either the Spanish word 'conectar' means 'to sell' or the Spanish word 'caliente' means 'corner', but not both.",sp_en_trans,The Spanish word 'conectar' means 'to sell'.,The Spanish word 'caliente' means 'corner'.,0,0,FF,xor,AB
"Either the city of Kisangani is in the Democratic Republic of the Congo or the city of Bhopal is in Iraq, but not both.",cities,The city of Bhopal is in Iraq.,The city of Kisangani is in the Democratic Republic of the Congo.,0,1,FT,xor,BA
"Either the Spanish word 'cabeza' means 'head' or the Spanish word 'lista' means 'list', but not both.",sp_en_trans,The Spanish word 'cabeza' means 'head'.,The Spanish word 'lista' means 'list'.,1,1,TT,xor,AB
"Either the Spanish word 'oscuro' means 'to see' or the Spanish word 'primero' means 'first', but not both.",sp_en_trans,The Spanish word 'oscuro' means 'to see'.,The Spanish word 'primero' means 'first'.,0,1,FT,xor,AB
"Either Archimedes lived in Ancient Greece or Ignazio Porro lived in Austria/the U.S, but not both.",inventors,Ignazio Porro lived in Austria/the U.S.,Archimedes lived in Ancient Greece.,0,1,FT,xor,BA
"Either the panda is a mammal or the rat is a mammal, but not both.",animal_class,The panda is a mammal.,The rat is a mammal.,1,1,TT,xor,AB
"Either the Spanish word 'semilla' means 'bear' or the Spanish word 'oferta' means 'offer', but not both.",sp_en_trans,The Spanish word 'semilla' means 'bear'.,The Spanish word 'oferta' means 'offer'.,0,1,FT,xor,AB
"Either the moose is a reptile or the camel is a mammal, but not both.",animal_class,The moose is a reptile.,The camel is a mammal.,0,1,FT,xor,AB
"Either the Spanish word 'hombro' means 'shoulder' or the Spanish word 'ocupado' means 'busy', but not both.",sp_en_trans,The Spanish word 'hombro' means 'shoulder'.,The Spanish word 'ocupado' means 'busy'.,1,1,TT,xor,AB
"Either Guglielmo Marconi lived in Italy or George Devol lived in the U.S, but not both.",inventors,George Devol lived in the U.S.,Guglielmo Marconi lived in Italy.,1,1,TT,xor,BA
"Either Astatine has the symbol At or Palladium has the symbol Ir, but not both.",element_symb,Astatine has the symbol At.,Palladium has the symbol Ir.,1,0,TF,xor,AB
