statement,topic,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering
The llama is a mollusk blah the gorilla is a mammal.,animal_class,The llama is a mollusk.,The gorilla is a mammal.,0,1,FT,blah,AB
The flamingo is a bird blah the seagull is a bird.,animal_class,The flamingo is a bird.,The seagull is a bird.,1,1,TT,blah,AB
Lutetium has the symbol V blah Lead has the symbol Pb.,element_symb,Lutetium has the symbol V.,Lead has the symbol Pb.,0,1,FT,blah,AB
The city of Kampala is in Afghanistan blah the city of Wenzhou is in China.,cities,The city of Kampala is in Afghanistan.,The city of Wenzhou is in China.,0,1,FT,blah,AB
The Spanish word 'amigo' means 'enough' blah the Spanish word 'escribir' means 'to write'.,sp_en_trans,The Spanish word 'amigo' means 'enough'.,The Spanish word 'escribir' means 'to write'.,0,1,FT,blah,AB
The Spanish word 'elegir' means 'to connect' blah the Spanish word 'suficiente' means 'enough'.,sp_en_trans,The Spanish word 'elegir' means 'to connect'.,The Spanish word 'suficiente' means 'enough'.,0,1,FT,blah,AB
The city of Ningbo is in the Republic of the Congo blah the city of Zhangjiagang is in Malaysia.,cities,The city of Zhangjiagang is in Malaysia.,The city of Ningbo is in the Republic of the Congo.,0,0,FF,blah,BA
The city of Durban is in South Africa blah the city of Aguascalientes is in Mexico.,cities,The city of Durban is in South Africa.,The city of Aguascalientes is in Mexico.,1,1,TT,blah,AB
Ernesto Blanco lived in India blah Sir Humphry Davy lived in Austria.,inventors,Sir Humphry Davy lived in Austria.,Ernesto Blanco lived in India.,0,0,FF,blah,BA
The gorilla is a mammal blah the panda is a bird.,animal_class,The gorilla is a mammal.,The panda is a bird.,1,0,TF,blah,AB
The Spanish word 'presente' means 'problem' blah the Spanish word 'veinte' means 'twenty'.,sp_en_trans,The Spanish word 'veinte' means 'twenty'.,The Spanish word 'presente' means 'problem'.,1,0,TF,blah,BA
The raccoon is a mammal blah the seagull is a bird.,animal_class,The raccoon is a mammal.,The seagull is a bird.,1,1,TT,blah,AB
The lion is a cnidarian blah the tuna is a fish.,animal_class,The lion is a cnidarian.,The tuna is a fish.,0,1,FT,blah,AB
The Spanish word 'higo' means 'nothing' blah the Spanish word 'ola' means 'class'.,sp_en_trans,The Spanish word 'ola' means 'class'.,The Spanish word 'higo' means 'nothing'.,0,0,FF,blah,BA
The seagull is a reptile blah the flamingo is a amphibian.,animal_class,The flamingo is a amphibian.,The seagull is a reptile.,0,0,FF,blah,BA
The city of Yaounde is in Cameroon blah the city of Weifang is in China.,cities,The city of Weifang is in China.,The city of Yaounde is in Cameroon.,1,1,TT,blah,BA
Fluorine has the symbol F blah Lithium has the symbol Rh.,element_symb,Fluorine has the symbol F.,Lithium has the symbol Rh.,1,0,TF,blah,AB
The city of Bhopal is in India blah the city of Kisangani is in Senegal.,cities,The city of Bhopal is in India.,The city of Kisangani is in Senegal.,1,0,TF,blah,AB
The raccoon is a mammal blah the porcupine is a mammal.,animal_class,The porcupine is a mammal.,The raccoon is a mammal.,1,1,TT,blah,BA
The Spanish word 'tener' means 'skin' blah the Spanish word 'sencilla' means 'to draw'.,sp_en_trans,The Spanish word 'sencilla' means 'to draw'.,The Spanish word 'tener' means 'skin'.,0,0,FF,blah,BA
The city of Seoul is in South Korea blah the city of Diyarbakir is in Turkey.,cities,The city of Seoul is in South Korea.,The city of Diyarbakir is in Turkey.,1,1,TT,blah,AB
The camel is a mammal blah the moose is a reptile.,animal_class,The moose is a reptile.,The camel is a mammal.,0,1,FT,blah,BA
Carl Sontheimer lived in the U.S blah Elihu Thomson lived in Austria/the U.S.,inventors,Carl Sontheimer lived in the U.S.,Elihu Thomson lived in Austria/the U.S.,1,0,TF,blah,AB
The city of Nagoya is in Japan blah the city of Siping is in China.,cities,The city of Siping is in China.,The city of Nagoya is in Japan.,1,1,TT,blah,BA
The Spanish word 'caliente' means 'corner' blah the Spanish word 'pierna' means 'to draw'.,sp_en_trans,The Spanish word 'caliente' means 'corner'.,The Spanish word 'pierna' means 'to draw'.,0,0,FF,blah,AB
The city of Ganzhou is in Tanzania blah the city of Yaounde is in Finland.,cities,The city of Ganzhou is in Tanzania.,The city of Yaounde is in Finland.,0,0,FF,blah,AB
Alec Jeffreys lived in the U.K blah Yvonne Brill lived in Canada.,inventors,Yvonne Brill lived in Canada.,Alec Jeffreys lived in the U.K.,1,1,TT,blah,BA
The city of Beijing is in China blah the city of Kemerovo is in Tajikistan.,cities,The city of Beijing is in China.,The city of Kemerovo is in Tajikistan.,1,0,TF,blah,AB
The Spanish word 'conectar' means 'to sell' blah the Spanish word 'clase' means 'class'.,sp_en_trans,The Spanish word 'conectar' means 'to sell'.,The Spanish word 'clase' means 'class'.,0,1,FT,blah,AB
The Spanish word 'mezclar' means 'to mix' blah the Spanish word 'viento' means 'industry'.,sp_en_trans,The Spanish word 'viento' means 'industry'.,The Spanish word 'mezclar' means 'to mix'.,0,1,FT,blah,BA
"The city of Zibo is in Turkmenistan blah the city of Mianzhu, Deyang, Sichuan is in China.",cities,"The city of Mianzhu, Deyang, Sichuan is in China.",The city of Zibo is in Turkmenistan.,1,0,TF,blah,BA
The Spanish word 'lanzar' means 'sea' blah the Spanish word 'rosa' means 'to play'.,sp_en_trans,The Spanish word 'lanzar' means 'sea'.,The Spanish word 'rosa' means 'to play'.,0,0,FF,blah,AB
Wallace Carothers lived in the U.S blah David Edward Hughes lived in the U.S.,inventors,David Edward Hughes lived in the U.S.,Wallace Carothers lived in the U.S.,1,1,TT,blah,BA
The city of Uberlandia is in Brazil blah the city of Santo Domingo Oeste is in Cameroon.,cities,The city of Uberlandia is in Brazil.,The city of Santo Domingo Oeste is in Cameroon.,1,0,TF,blah,AB
The pigeon is a bird blah the walrus is a cnidarian.,animal_class,The walrus is a cnidarian.,The pigeon is a bird.,0,1,FT,blah,BA
Terbium has the symbol Br blah Manganese has the symbol Mn.,element_symb,Terbium has the symbol Br.,Manganese has the symbol Mn.,0,1,FT,blah,AB
Ralph H. Baer lived in Finland blah Hans Oersted lived in Denmark.,inventors,Ralph H. Baer lived in Finland.,Hans Oersted lived in Denmark.,0,1,FT,blah,AB
The Spanish word 'nombre' means 'name' blah the Spanish word 'negro' means 'all'.,sp_en_trans,The Spanish word 'negro' means 'all'.,The Spanish word 'nombre' means 'name'.,0,1,FT,blah,BA
The city of Seoul is in Zimbabwe blah the city of Laibin is in China.,cities,The city of Seoul is in Zimbabwe.,The city of Laibin is in China.,0,1,FT,blah,AB
Holmium has the symbol Pd blah Bromine has the symbol Br.,element_symb,Bromine has the symbol Br.,Holmium has the symbol Pd.,1,0,TF,blah,BA
The Spanish word 'miedo' means 'son' blah the Spanish word 'invierno' means 'winter'.,sp_en_trans,The Spanish word 'miedo' means 'son'.,The Spanish word 'invierno' means 'winter'.,0,1,FT,blah,AB
Thallium has the symbol Tl blah Osmium has the symbol Os.,element_symb,Osmium has the symbol Os.,Thallium has the symbol Tl.,1,1,TT,blah,BA
The Spanish word 'mezclar' means 'ice' blah the Spanish word 'viento' means 'wind'.,sp_en_trans,The Spanish word 'viento' means 'wind'.,The Spanish word 'mezclar' means 'ice'.,1,0,TF,blah,BA
The city of Da Nang is in Syria blah the city of Wanzhou is in China.,cities,The city of Da Nang is in Syria.,The city of Wanzhou is in China.,0,1,FT,blah,AB
The city of Madurai is in Yemen blah the city of Nova Iguacu is in Sudan.,cities,The city of Madurai is in Yemen.,The city of Nova Iguacu is in Sudan.,0,0,FF,blah,AB
Percy Spencer lived in the U.S blah John von Neumann lived in Hungary/the U.S.,inventors,John von Neumann lived in Hungary/the U.S.,Percy Spencer lived in the U.S.,1,1,TT,blah,BA
The crocodile is a bird blah the hummingbird is a bird.,animal_class,The crocodile is a bird.,The hummingbird is a bird.,0,1,FT,blah,AB
The city of Oklahoma City is in Thailand blah the city of Shizuoka is in the Democratic Republic of the Congo.,cities,The city of Oklahoma City is in Thailand.,The city of Shizuoka is in the Democratic Republic of the Congo.,0,0,FF,blah,AB
The dolphin is a mammal blah the kangaroo is a mammal.,animal_class,The dolphin is a mammal.,The kangaroo is a mammal.,1,1,TT,blah,AB
The city of General Santos is in Belgium blah the city of Arak is in Iran.,cities,The city of General Santos is in Belgium.,The city of Arak is in Iran.,0,1,FT,blah,AB
James Starley lived in the U.K blah Hans Geiger lived in Finland.,inventors,James Starley lived in the U.K.,Hans Geiger lived in Finland.,1,0,TF,blah,AB
The Spanish word 'ballena' means 'whale' blah the Spanish word 'vender' means 'son'.,sp_en_trans,The Spanish word 'ballena' means 'whale'.,The Spanish word 'vender' means 'son'.,1,0,TF,blah,AB
The Spanish word 'conectar' means 'to sell' blah the Spanish word 'clase' means 'twenty'.,sp_en_trans,The Spanish word 'conectar' means 'to sell'.,The Spanish word 'clase' means 'twenty'.,0,0,FF,blah,AB
The penguin is a reptile blah the narwhal is a fish.,animal_class,The penguin is a reptile.,The narwhal is a fish.,0,0,FF,blah,AB
Radium has the symbol Ra blah Tellurium has the symbol Te.,element_symb,Tellurium has the symbol Te.,Radium has the symbol Ra.,1,1,TT,blah,BA
Fluorine has the symbol Pt blah Lithium has the symbol Li.,element_symb,Fluorine has the symbol Pt.,Lithium has the symbol Li.,0,1,FT,blah,AB
Clarence Birdseye lived in Croatia blah Candace Pert lived in Germany.,inventors,Clarence Birdseye lived in Croatia.,Candace Pert lived in Germany.,0,0,FF,blah,AB
Thomas Tompion lived in the U.K blah Emile Berliner lived in Germany/the U.S.,inventors,Emile Berliner lived in Germany/the U.S.,Thomas Tompion lived in the U.K.,1,1,TT,blah,BA
The city of Ilorin is in Nigeria blah the city of Yiwu is in China.,cities,The city of Yiwu is in China.,The city of Ilorin is in Nigeria.,1,1,TT,blah,BA
The lion is a cnidarian blah the walrus is a cnidarian.,animal_class,The walrus is a cnidarian.,The lion is a cnidarian.,0,0,FF,blah,BA
The Spanish word 'mezclar' means 'to mix' blah the Spanish word 'viento' means 'wind'.,sp_en_trans,The Spanish word 'viento' means 'wind'.,The Spanish word 'mezclar' means 'to mix'.,1,1,TT,blah,BA
Platinum has the symbol Pt blah Rhenium has the symbol Pb.,element_symb,Platinum has the symbol Pt.,Rhenium has the symbol Pb.,1,0,TF,blah,AB
Fluorine has the symbol Pt blah Gallium has the symbol Pb.,element_symb,Gallium has the symbol Pb.,Fluorine has the symbol Pt.,0,0,FF,blah,BA
Europium has the symbol Eu blah Platinum has the symbol Pt.,element_symb,Platinum has the symbol Pt.,Europium has the symbol Eu.,1,1,TT,blah,BA
The Spanish word 'caliente' means 'corner' blah the Spanish word 'vecino' means 'neighbor'.,sp_en_trans,The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'caliente' means 'corner'.,1,0,TF,blah,BA
The cheetah is a mammal blah the frog is a bird.,animal_class,The frog is a bird.,The cheetah is a mammal.,0,1,FT,blah,BA
John Atanasoff lived in the U.S blah Candace Pert lived in Germany.,inventors,Candace Pert lived in Germany.,John Atanasoff lived in the U.S.,0,1,FT,blah,BA
The Spanish word 'huevo' means 'egg' blah the Spanish word 'hermana' means 'sister'.,sp_en_trans,The Spanish word 'huevo' means 'egg'.,The Spanish word 'hermana' means 'sister'.,1,1,TT,blah,AB
Alexander Graham Bell lived in Turkey/the U.S blah Maria Telkes lived in Hungary/the U.S.,inventors,Alexander Graham Bell lived in Turkey/the U.S.,Maria Telkes lived in Hungary/the U.S.,0,1,FT,blah,AB
John von Neumann lived in France blah Nikolay Slavyanov lived in Japan.,inventors,Nikolay Slavyanov lived in Japan.,John von Neumann lived in France.,0,0,FF,blah,BA
Mercury has the symbol Sb blah Tantalum has the symbol La.,element_symb,Tantalum has the symbol La.,Mercury has the symbol Sb.,0,0,FF,blah,BA
The city of Culiacan is in Nigeria blah the city of Changshu is in Germany.,cities,The city of Changshu is in Germany.,The city of Culiacan is in Nigeria.,0,0,FF,blah,BA
John Wesley Hyatt lived in the U.S blah Narinder Singh Kapany lived in India.,inventors,John Wesley Hyatt lived in the U.S.,Narinder Singh Kapany lived in India.,1,1,TT,blah,AB
The goldfish is a mollusk blah the cow is a mammal.,animal_class,The goldfish is a mollusk.,The cow is a mammal.,0,1,FT,blah,AB
The parrot is a arachnid blah the tiger is a mammal.,animal_class,The tiger is a mammal.,The parrot is a arachnid.,1,0,TF,blah,BA
The city of San Pedro Sula is in Burundi blah the city of Nanded is in India.,cities,The city of San Pedro Sula is in Burundi.,The city of Nanded is in India.,0,1,FT,blah,AB
The jellyfish is a mammal blah the gorilla is a reptile.,animal_class,The jellyfish is a mammal.,The gorilla is a reptile.,0,0,FF,blah,AB
The city of Seoul is in Zimbabwe blah the city of Diyarbakir is in Turkey.,cities,The city of Seoul is in Zimbabwe.,The city of Diyarbakir is in Turkey.,0,1,FT,blah,AB
The Spanish word 'oveja' means 'busy' blah the Spanish word 'grupo' means 'wave'.,sp_en_trans,The Spanish word 'grupo' means 'wave'.,The Spanish word 'oveja' means 'busy'.,0,0,FF,blah,BA
Nils Bohlin lived in the U.S blah John Atanasoff lived in Croatia.,inventors,John Atanasoff lived in Croatia.,Nils Bohlin lived in the U.S.,0,0,FF,blah,BA
The Spanish word 'aceite' means 'oil' blah the Spanish word 'libre' means 'free'.,sp_en_trans,The Spanish word 'libre' means 'free'.,The Spanish word 'aceite' means 'oil'.,1,1,TT,blah,BA
The dog is a mammal blah the iguana is a crustacean.,animal_class,The dog is a mammal.,The iguana is a crustacean.,1,0,TF,blah,AB
The Spanish word 'conectar' means 'to sell' blah the Spanish word 'caliente' means 'corner'.,sp_en_trans,The Spanish word 'conectar' means 'to sell'.,The Spanish word 'caliente' means 'corner'.,0,0,FF,blah,AB
Charles Cros lived in France blah James Clerk Maxwell lived in the U.K.,inventors,Charles Cros lived in France.,James Clerk Maxwell lived in the U.K.,1,1,TT,blah,AB
The slug is a mammal blah the llama is a mollusk.,animal_class,The slug is a mammal.,The llama is a mollusk.,0,0,FF,blah,AB
Grace Hopper lived in the U.S blah Gideon Sundback lived in Poland/Germany.,inventors,Grace Hopper lived in the U.S.,Gideon Sundback lived in Poland/Germany.,1,0,TF,blah,AB
Promethium has the symbol Pm blah Copper has the symbol La.,element_symb,Promethium has the symbol Pm.,Copper has the symbol La.,1,0,TF,blah,AB
The Spanish word 'roca' means 'rock' blah the Spanish word 'abrigo' means 'coat'.,sp_en_trans,The Spanish word 'abrigo' means 'coat'.,The Spanish word 'roca' means 'rock'.,1,1,TT,blah,BA
Copper has the symbol Cu blah Astatine has the symbol At.,element_symb,Copper has the symbol Cu.,Astatine has the symbol At.,1,1,TT,blah,AB
The city of Dammam is in Saudi Arabia blah the city of Ashgabat is in Turkmenistan.,cities,The city of Ashgabat is in Turkmenistan.,The city of Dammam is in Saudi Arabia.,1,1,TT,blah,BA
Leonardo da Vinci lived in Italy blah Ami Argand lived in China.,inventors,Ami Argand lived in China.,Leonardo da Vinci lived in Italy.,0,1,FT,blah,BA
The axolotl is a amphibian blah the chimpanzee is a insect.,animal_class,The axolotl is a amphibian.,The chimpanzee is a insect.,1,0,TF,blah,AB
Joseph Glidden lived in the U.S blah Narinder Singh Kapany lived in Canada/the U.S.,inventors,Narinder Singh Kapany lived in Canada/the U.S.,Joseph Glidden lived in the U.S.,0,1,FT,blah,BA
Boron has the symbol B blah Manganese has the symbol S.,element_symb,Boron has the symbol B.,Manganese has the symbol S.,1,0,TF,blah,AB
Francium has the symbol Se blah Vanadium has the symbol Ta.,element_symb,Vanadium has the symbol Ta.,Francium has the symbol Se.,0,0,FF,blah,BA
The city of Weifang is in China blah the city of Yaounde is in Cameroon.,cities,The city of Weifang is in China.,The city of Yaounde is in Cameroon.,1,1,TT,blah,AB
The elephant is a crustacean blah the panda is a bird.,animal_class,The panda is a bird.,The elephant is a crustacean.,0,0,FF,blah,BA
Charles Cros lived in the Netherlands blah James Clerk Maxwell lived in Sweden.,inventors,Charles Cros lived in the Netherlands.,James Clerk Maxwell lived in Sweden.,0,0,FF,blah,AB
The Spanish word 'elegir' means 'to connect' blah the Spanish word 'suficiente' means 'tool'.,sp_en_trans,The Spanish word 'elegir' means 'to connect'.,The Spanish word 'suficiente' means 'tool'.,0,0,FF,blah,AB
The city of Shah Alam is in Peru blah the city of Quzhou is in Thailand.,cities,The city of Quzhou is in Thailand.,The city of Shah Alam is in Peru.,0,0,FF,blah,BA
The Spanish word 'lanzar' means 'sea' blah the Spanish word 'rosa' means 'rose'.,sp_en_trans,The Spanish word 'lanzar' means 'sea'.,The Spanish word 'rosa' means 'rose'.,0,1,FT,blah,AB
The iguana is a crustacean blah the dog is a reptile.,animal_class,The dog is a reptile.,The iguana is a crustacean.,0,0,FF,blah,BA
The Spanish word 'invierno' means 'winter' blah the Spanish word 'potencia' means 'power'.,sp_en_trans,The Spanish word 'invierno' means 'winter'.,The Spanish word 'potencia' means 'power'.,1,1,TT,blah,AB
The city of Quzhou is in China blah the city of Shah Alam is in Peru.,cities,The city of Quzhou is in China.,The city of Shah Alam is in Peru.,1,0,TF,blah,AB
The Spanish word 'perro' means 'dog' blah the Spanish word 'lento' means 'slow'.,sp_en_trans,The Spanish word 'perro' means 'dog'.,The Spanish word 'lento' means 'slow'.,1,1,TT,blah,AB
Zinc has the symbol Ac blah Manganese has the symbol S.,element_symb,Manganese has the symbol S.,Zinc has the symbol Ac.,0,0,FF,blah,BA
The llama is a mammal blah the gorilla is a mammal.,animal_class,The llama is a mammal.,The gorilla is a mammal.,1,1,TT,blah,AB
The city of Pietermaritzburg is in South Africa blah the city of Brazzaville is in the Republic of the Congo.,cities,The city of Brazzaville is in the Republic of the Congo.,The city of Pietermaritzburg is in South Africa.,1,1,TT,blah,BA
Astatine has the symbol Ca blah Platinum has the symbol S.,element_symb,Platinum has the symbol S.,Astatine has the symbol Ca.,0,0,FF,blah,BA
Candace Pert lived in Germany blah Clarence Birdseye lived in the U.S.,inventors,Clarence Birdseye lived in the U.S.,Candace Pert lived in Germany.,1,0,TF,blah,BA
Bartolomeo Cristofori lived in Italy blah Joseph Glidden lived in China.,inventors,Bartolomeo Cristofori lived in Italy.,Joseph Glidden lived in China.,1,0,TF,blah,AB
The Spanish word 'historia' means 'stone' blah the Spanish word 'siete' means 'seven'.,sp_en_trans,The Spanish word 'siete' means 'seven'.,The Spanish word 'historia' means 'stone'.,1,0,TF,blah,BA
The Spanish word 'construir' means 'to swim' blah the Spanish word 'jugar' means 'to play'.,sp_en_trans,The Spanish word 'jugar' means 'to play'.,The Spanish word 'construir' means 'to swim'.,1,0,TF,blah,BA
The Spanish word 'bosque' means 'force' blah the Spanish word 'clase' means 'class'.,sp_en_trans,The Spanish word 'clase' means 'class'.,The Spanish word 'bosque' means 'force'.,1,0,TF,blah,BA
The Spanish word 'leer' means 'skin' blah the Spanish word 'prueba' means 'whale'.,sp_en_trans,The Spanish word 'prueba' means 'whale'.,The Spanish word 'leer' means 'skin'.,0,0,FF,blah,BA
The dog is a reptile blah the iguana is a reptile.,animal_class,The dog is a reptile.,The iguana is a reptile.,0,1,FT,blah,AB
The jellyfish is a mammal blah the gorilla is a mammal.,animal_class,The jellyfish is a mammal.,The gorilla is a mammal.,0,1,FT,blah,AB
The Spanish word 'ballena' means 'whale' blah the Spanish word 'vender' means 'to sell'.,sp_en_trans,The Spanish word 'ballena' means 'whale'.,The Spanish word 'vender' means 'to sell'.,1,1,TT,blah,AB
The Spanish word 'piedra' means 'stone' blah the Spanish word 'parte' means 'black'.,sp_en_trans,The Spanish word 'piedra' means 'stone'.,The Spanish word 'parte' means 'black'.,1,0,TF,blah,AB
The city of Paranaque City is in the Philippines blah the city of Klang is in South Africa.,cities,The city of Paranaque City is in the Philippines.,The city of Klang is in South Africa.,1,0,TF,blah,AB
The city of Brazzaville is in the Republic of the Congo blah the city of Pietermaritzburg is in Latvia.,cities,The city of Brazzaville is in the Republic of the Congo.,The city of Pietermaritzburg is in Latvia.,1,0,TF,blah,AB
Ernesto Blanco lived in the U.S blah Sir Humphry Davy lived in Austria.,inventors,Sir Humphry Davy lived in Austria.,Ernesto Blanco lived in the U.S.,0,1,FT,blah,BA
Francium has the symbol Fr blah Rubidium has the symbol K.,element_symb,Francium has the symbol Fr.,Rubidium has the symbol K.,1,0,TF,blah,AB
The Spanish word 'oferta' means 'open' blah the Spanish word 'semilla' means 'seed'.,sp_en_trans,The Spanish word 'semilla' means 'seed'.,The Spanish word 'oferta' means 'open'.,1,0,TF,blah,BA
The salmon is a crustacean blah the goat is a mammal.,animal_class,The salmon is a crustacean.,The goat is a mammal.,0,1,FT,blah,AB
The city of Quito is in Ecuador blah the city of Gaziantep is in Ghana.,cities,The city of Gaziantep is in Ghana.,The city of Quito is in Ecuador.,0,1,FT,blah,BA
The Spanish word 'abrigo' means 'to eat' blah the Spanish word 'pagar' means 'enough'.,sp_en_trans,The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'pagar' means 'enough'.,0,0,FF,blah,AB
Lanthanum has the symbol Pr blah Cerium has the symbol Ce.,element_symb,Lanthanum has the symbol Pr.,Cerium has the symbol Ce.,0,1,FT,blah,AB
The Spanish word 'grupo' means 'wave' blah the Spanish word 'oveja' means 'busy'.,sp_en_trans,The Spanish word 'grupo' means 'wave'.,The Spanish word 'oveja' means 'busy'.,0,0,FF,blah,AB
Godfrey Hounsfield lived in Germany blah Joseph-Armand Bombardier lived in Switzerland.,inventors,Joseph-Armand Bombardier lived in Switzerland.,Godfrey Hounsfield lived in Germany.,0,0,FF,blah,BA
Igor Tamm lived in Denmark blah Whitcomb Judson lived in the U.S.,inventors,Whitcomb Judson lived in the U.S.,Igor Tamm lived in Denmark.,1,0,TF,blah,BA
The city of Comilla is in Ethiopia blah the city of Agadir is in Morocco.,cities,The city of Agadir is in Morocco.,The city of Comilla is in Ethiopia.,1,0,TF,blah,BA
Fluorine has the symbol F blah Lithium has the symbol Li.,element_symb,Fluorine has the symbol F.,Lithium has the symbol Li.,1,1,TT,blah,AB
Cesium has the symbol Cs blah Neodymium has the symbol Nd.,element_symb,Cesium has the symbol Cs.,Neodymium has the symbol Nd.,1,1,TT,blah,AB
The Spanish word 'negro' means 'all' blah the Spanish word 'agua' means 'stone'.,sp_en_trans,The Spanish word 'negro' means 'all'.,The Spanish word 'agua' means 'stone'.,0,0,FF,blah,AB
The Spanish word 'rana' means 'moment' blah the Spanish word 'abrigo' means 'coat'.,sp_en_trans,The Spanish word 'rana' means 'moment'.,The Spanish word 'abrigo' means 'coat'.,0,1,FT,blah,AB
John Callcott Horsley lived in India blah William Kelly lived in the U.S.,inventors,William Kelly lived in the U.S.,John Callcott Horsley lived in India.,1,0,TF,blah,BA
The city of Santo Domingo Oeste is in the Dominican Republic blah the city of Uberlandia is in Brazil.,cities,The city of Uberlandia is in Brazil.,The city of Santo Domingo Oeste is in the Dominican Republic.,1,1,TT,blah,BA
Erbium has the symbol Rh blah Carbon has the symbol Lu.,element_symb,Carbon has the symbol Lu.,Erbium has the symbol Rh.,0,0,FF,blah,BA
The whale is a mammal blah the goat is a mammal.,animal_class,The goat is a mammal.,The whale is a mammal.,1,1,TT,blah,BA
Alexander Graham Bell lived in Scotland/Canada/the U.S blah Albert Ghiorso lived in Austria.,inventors,Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in Austria.,1,0,TF,blah,AB
The seagull is a reptile blah the panda is a bird.,animal_class,The seagull is a reptile.,The panda is a bird.,0,0,FF,blah,AB
Hippolyte Mège-Mouriès lived in Germany blah Christian Huygens lived in Poland/Germany.,inventors,Hippolyte Mège-Mouriès lived in Germany.,Christian Huygens lived in Poland/Germany.,0,0,FF,blah,AB
The city of Saint Petersburg is in Kuwait blah the city of Luzhou is in Guinea.,cities,The city of Saint Petersburg is in Kuwait.,The city of Luzhou is in Guinea.,0,0,FF,blah,AB
The Spanish word 'enemigo' means 'thin' blah the Spanish word 'esposa' means 'list'.,sp_en_trans,The Spanish word 'esposa' means 'list'.,The Spanish word 'enemigo' means 'thin'.,0,0,FF,blah,BA
Marie Curie lived in Poland/France blah Nicolas Appert lived in Poland/France.,inventors,Marie Curie lived in Poland/France.,Nicolas Appert lived in Poland/France.,1,0,TF,blah,AB
The rabbit is a bird blah the whale is a amphibian.,animal_class,The whale is a amphibian.,The rabbit is a bird.,0,0,FF,blah,BA
The Spanish word 'persona' means 'now' blah the Spanish word 'pagar' means 'to pay'.,sp_en_trans,The Spanish word 'persona' means 'now'.,The Spanish word 'pagar' means 'to pay'.,0,1,FT,blah,AB
The hummingbird is a crustacean blah the hippopotamus is a mollusk.,animal_class,The hummingbird is a crustacean.,The hippopotamus is a mollusk.,0,0,FF,blah,AB
The hummingbird is a crustacean blah the moose is a reptile.,animal_class,The moose is a reptile.,The hummingbird is a crustacean.,0,0,FF,blah,BA
Georges Claude lived in Sweden/the U.S blah Elisha Gray lived in the U.K.,inventors,Elisha Gray lived in the U.K.,Georges Claude lived in Sweden/the U.S.,0,0,FF,blah,BA
The bison is a cnidarian blah the gazelle is a mammal.,animal_class,The gazelle is a mammal.,The bison is a cnidarian.,1,0,TF,blah,BA
The city of Indianapolis is in the United States blah the city of San Miguel de Tucuman is in Finland.,cities,The city of San Miguel de Tucuman is in Finland.,The city of Indianapolis is in the United States.,0,1,FT,blah,BA
The axolotl is a amphibian blah the whale is a amphibian.,animal_class,The whale is a amphibian.,The axolotl is a amphibian.,0,1,FT,blah,BA
The platypus is a arachnid blah the jellyfish is a cnidarian.,animal_class,The jellyfish is a cnidarian.,The platypus is a arachnid.,1,0,TF,blah,BA
The Spanish word 'amigo' means 'friend' blah the Spanish word 'escribir' means 'to die'.,sp_en_trans,The Spanish word 'amigo' means 'friend'.,The Spanish word 'escribir' means 'to die'.,1,0,TF,blah,AB
The city of Santiago de Queretaro is in Somalia blah the city of Najran is in the United Arab Emirates.,cities,The city of Najran is in the United Arab Emirates.,The city of Santiago de Queretaro is in Somalia.,0,0,FF,blah,BA
Platinum has the symbol S blah Rhenium has the symbol Re.,element_symb,Platinum has the symbol S.,Rhenium has the symbol Re.,0,1,FT,blah,AB
The Spanish word 'escribir' means 'to write' blah the Spanish word 'amigo' means 'friend'.,sp_en_trans,The Spanish word 'amigo' means 'friend'.,The Spanish word 'escribir' means 'to write'.,1,1,TT,blah,BA
The panda is a mammal blah the gorilla is a reptile.,animal_class,The gorilla is a reptile.,The panda is a mammal.,0,1,FT,blah,BA
The Spanish word 'fuerza' means 'voice' blah the Spanish word 'madre' means 'mother'.,sp_en_trans,The Spanish word 'fuerza' means 'voice'.,The Spanish word 'madre' means 'mother'.,0,1,FT,blah,AB
The Spanish word 'desarrollar' means 'sand' blah the Spanish word 'vender' means 'son'.,sp_en_trans,The Spanish word 'desarrollar' means 'sand'.,The Spanish word 'vender' means 'son'.,0,0,FF,blah,AB
Robert Moog lived in Scotland/Canada/the U.S blah George Devol lived in Hungary.,inventors,Robert Moog lived in Scotland/Canada/the U.S.,George Devol lived in Hungary.,0,0,FF,blah,AB
"The city of Mianzhu, Deyang, Sichuan is in Azerbaijan blah the city of Zibo is in Turkmenistan.",cities,"The city of Mianzhu, Deyang, Sichuan is in Azerbaijan.",The city of Zibo is in Turkmenistan.,0,0,FF,blah,AB
Promethium has the symbol Pm blah Copper has the symbol Cu.,element_symb,Promethium has the symbol Pm.,Copper has the symbol Cu.,1,1,TT,blah,AB
The Spanish word 'nuevo' means 'to think' blah the Spanish word 'caminar' means 'cat'.,sp_en_trans,The Spanish word 'caminar' means 'cat'.,The Spanish word 'nuevo' means 'to think'.,0,0,FF,blah,BA
The Spanish word 'guardar' means 'to pass' blah the Spanish word 'abierto' means 'open'.,sp_en_trans,The Spanish word 'abierto' means 'open'.,The Spanish word 'guardar' means 'to pass'.,1,0,TF,blah,BA
