statement,topic,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering
The Spanish word 'gato' means 'cat' or the Spanish word 'ejemplo' means 'example'.,sp_en_trans,The Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'example'.,1,1,TT,or,AB
The gorilla is a mammal and the hamster is a mammal.,animal_class,The gorilla is a mammal.,The hamster is a mammal.,1,1,TT,and,AB
"The city of Mianzhu, Deyang, Sichuan is in Azerbaijan and the city of Zibo is in Turkmenistan.",cities,"The city of Mianzhu, Deyang, Sichuan is in Azerbaijan.",The city of Zibo is in Turkmenistan.,0,0,FF,and,AB
Zirconium has the symbol Ru or Thallium has the symbol Tl.,element_symb,Thallium has the symbol Tl.,Zirconium has the symbol Ru.,1,0,TF,or,BA
Platinum has the symbol Pt or Chlorine has the symbol Cl.,element_symb,Chlorine has the symbol Cl.,Platinum has the symbol Pt.,1,1,TT,or,BA
Boron has the symbol B or Osmium has the symbol P.,element_symb,Osmium has the symbol P.,Boron has the symbol B.,0,1,FT,or,BA
The Spanish word 'pagar' means 'to pay' or the Spanish word 'persona' means 'person'.,sp_en_trans,The Spanish word 'persona' means 'person'.,The Spanish word 'pagar' means 'to pay'.,1,1,TT,or,BA
The moose is a reptile or the raccoon is a mammal.,animal_class,The moose is a reptile.,The raccoon is a mammal.,0,1,FT,or,AB
The Spanish word 'aceite' means 'son' and the Spanish word 'olor' means 'fear'.,sp_en_trans,The Spanish word 'olor' means 'fear'.,The Spanish word 'aceite' means 'son'.,0,0,FF,and,BA
The city of Indianapolis is in the United States or the city of San Miguel de Tucuman is in Argentina.,cities,The city of San Miguel de Tucuman is in Argentina.,The city of Indianapolis is in the United States.,1,1,TT,or,BA
The raccoon is a bird and the seagull is a reptile.,animal_class,The raccoon is a bird.,The seagull is a reptile.,0,0,FF,and,AB
The goldfish is a fish or the hamster is a mammal.,animal_class,The goldfish is a fish.,The hamster is a mammal.,1,1,TT,or,AB
The Spanish word 'ejemplo' means 'to see' and the Spanish word 'gato' means 'cat'.,sp_en_trans,The Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'to see'.,1,0,TF,and,BA
Antimony has the symbol Ca or Praseodymium has the symbol I.,element_symb,Antimony has the symbol Ca.,Praseodymium has the symbol I.,0,0,FF,or,AB
The city of Bucharest is in Turkmenistan or the city of Hegang is in China.,cities,The city of Hegang is in China.,The city of Bucharest is in Turkmenistan.,1,0,TF,or,BA
The city of Ufa is in Italy or the city of Qujing is in China.,cities,The city of Ufa is in Italy.,The city of Qujing is in China.,0,1,FT,or,AB
The seagull is a reptile or the camel is a crustacean.,animal_class,The seagull is a reptile.,The camel is a crustacean.,0,0,FF,or,AB
The Spanish word 'invierno' means 'family' and the Spanish word 'mar' means 'sea'.,sp_en_trans,The Spanish word 'invierno' means 'family'.,The Spanish word 'mar' means 'sea'.,0,1,FT,and,AB
Maria Telkes lived in Hungary/the U.S or Alexander Graham Bell lived in Turkey/the U.S.,inventors,Alexander Graham Bell lived in Turkey/the U.S.,Maria Telkes lived in Hungary/the U.S.,0,1,FT,or,BA
The city of Irbid is in Jordan and the city of Reynosa is in Mexico.,cities,The city of Reynosa is in Mexico.,The city of Irbid is in Jordan.,1,1,TT,and,BA
Hans Goldschmidt lived in Germany or Samuel Morse lived in the U.S.,inventors,Samuel Morse lived in the U.S.,Hans Goldschmidt lived in Germany.,1,1,TT,or,BA
Godfrey Hounsfield lived in the U.K or James Hargreaves lived in Japan.,inventors,Godfrey Hounsfield lived in the U.K.,James Hargreaves lived in Japan.,1,0,TF,or,AB
John Callcott Horsley lived in India and William Kelly lived in the U.S.,inventors,William Kelly lived in the U.S.,John Callcott Horsley lived in India.,1,0,TF,and,BA
Thallium has the symbol Fe and Zirconium has the symbol Zr.,element_symb,Thallium has the symbol Fe.,Zirconium has the symbol Zr.,0,1,FT,and,AB
Narinder Singh Kapany lived in India and Joseph Glidden lived in China.,inventors,Narinder Singh Kapany lived in India.,Joseph Glidden lived in China.,1,0,TF,and,AB
Samuel Morse lived in China or Hans Goldschmidt lived in Russia.,inventors,Samuel Morse lived in China.,Hans Goldschmidt lived in Russia.,0,0,FF,or,AB
The Spanish word 'familia' means 'family' and the Spanish word 'vender' means 'son'.,sp_en_trans,The Spanish word 'vender' means 'son'.,The Spanish word 'familia' means 'family'.,0,1,FT,and,BA
The city of Algiers is in Lithuania and the city of Budapest is in Hungary.,cities,The city of Algiers is in Lithuania.,The city of Budapest is in Hungary.,0,1,FT,and,AB
The lion is a mammal and the tortoise is a fish.,animal_class,The tortoise is a fish.,The lion is a mammal.,0,1,FT,and,BA
The city of Kampala is in Afghanistan or the city of Wenzhou is in China.,cities,The city of Kampala is in Afghanistan.,The city of Wenzhou is in China.,0,1,FT,or,AB
Scandium has the symbol Kr and Krypton has the symbol Zr.,element_symb,Krypton has the symbol Zr.,Scandium has the symbol Kr.,0,0,FF,and,BA
Cobalt has the symbol H and Phosphorus has the symbol P.,element_symb,Phosphorus has the symbol P.,Cobalt has the symbol H.,1,0,TF,and,BA
The tarantula is a bird or the sparrow is a bird.,animal_class,The tarantula is a bird.,The sparrow is a bird.,0,1,FT,or,AB
The platypus is a mammal and the jellyfish is a mammal.,animal_class,The jellyfish is a mammal.,The platypus is a mammal.,0,1,FT,and,BA
Ralph H. Baer lived in Finland and Igor Tamm lived in Denmark.,inventors,Igor Tamm lived in Denmark.,Ralph H. Baer lived in Finland.,0,0,FF,and,BA
Oxygen has the symbol Zn or Bismuth has the symbol Tl.,element_symb,Bismuth has the symbol Tl.,Oxygen has the symbol Zn.,0,0,FF,or,BA
The city of Siping is in the United States or the city of Nagoya is in the Dominican Republic.,cities,The city of Siping is in the United States.,The city of Nagoya is in the Dominican Republic.,0,0,FF,or,AB
The city of Kanpur is in India and the city of Nouakchott is in Saudi Arabia.,cities,The city of Kanpur is in India.,The city of Nouakchott is in Saudi Arabia.,1,0,TF,and,AB
The jellyfish is a mammal and the gorilla is a reptile.,animal_class,The jellyfish is a mammal.,The gorilla is a reptile.,0,0,FF,and,AB
The Spanish word 'huevo' means 'sister' and the Spanish word 'bosque' means 'forest'.,sp_en_trans,The Spanish word 'bosque' means 'forest'.,The Spanish word 'huevo' means 'sister'.,1,0,TF,and,BA
The chicken is a mammal and the vulture is a mollusk.,animal_class,The vulture is a mollusk.,The chicken is a mammal.,0,0,FF,and,BA
John Atanasoff lived in the U.S or Nils Bohlin lived in the U.S.,inventors,John Atanasoff lived in the U.S.,Nils Bohlin lived in the U.S.,1,0,TF,or,AB
The Spanish word 'cabeza' means 'head' and the Spanish word 'lista' means 'voice'.,sp_en_trans,The Spanish word 'cabeza' means 'head'.,The Spanish word 'lista' means 'voice'.,1,0,TF,and,AB
The Spanish word 'familia' means 'dog' and the Spanish word 'lento' means 'cook'.,sp_en_trans,The Spanish word 'familia' means 'dog'.,The Spanish word 'lento' means 'cook'.,0,0,FF,and,AB
Hans von Ohain lived in England and Reginald Fessenden lived in Canada/the U.S.,inventors,Reginald Fessenden lived in Canada/the U.S.,Hans von Ohain lived in England.,1,0,TF,and,BA
Zirconium has the symbol Ru and Aluminum has the symbol C.,element_symb,Zirconium has the symbol Ru.,Aluminum has the symbol C.,0,0,FF,and,AB
The llama is a mammal or the gorilla is a mammal.,animal_class,The llama is a mammal.,The gorilla is a mammal.,1,1,TT,or,AB
The city of Nagoya is in Japan and the city of Changshu is in China.,cities,The city of Changshu is in China.,The city of Nagoya is in Japan.,1,1,TT,and,BA
Alan Turing lived in Japan or James Watt lived in Finland.,inventors,James Watt lived in Finland.,Alan Turing lived in Japan.,0,0,FF,or,BA
The Spanish word 'rey' means 'king' and the Spanish word 'caer' means 'sun'.,sp_en_trans,The Spanish word 'caer' means 'sun'.,The Spanish word 'rey' means 'king'.,0,1,FT,and,BA
James Clerk Maxwell lived in Sweden or Sir Humphry Davy lived in Austria.,inventors,James Clerk Maxwell lived in Sweden.,Sir Humphry Davy lived in Austria.,0,0,FF,or,AB
The walrus is a mammal and the horse is a fish.,animal_class,The horse is a fish.,The walrus is a mammal.,0,1,FT,and,BA
The city of Kleinzschocher is in China and the city of Xiangtan is in China.,cities,The city of Xiangtan is in China.,The city of Kleinzschocher is in China.,1,0,TF,and,BA
The city of Paranaque City is in Italy and the city of Klang is in South Africa.,cities,The city of Paranaque City is in Italy.,The city of Klang is in South Africa.,0,0,FF,and,AB
John Ericsson lived in Norway and Henry Ford lived in the U.S.,inventors,Henry Ford lived in the U.S.,John Ericsson lived in Norway.,1,0,TF,and,BA
The city of Algiers is in Algeria or the city of Cochin is in India.,cities,The city of Cochin is in India.,The city of Algiers is in Algeria.,1,1,TT,or,BA
Aluminum has the symbol Al or Titanium has the symbol Ti.,element_symb,Aluminum has the symbol Al.,Titanium has the symbol Ti.,1,1,TT,or,AB
The city of Gaziantep is in Ghana and the city of Madurai is in India.,cities,The city of Gaziantep is in Ghana.,The city of Madurai is in India.,0,1,FT,and,AB
The city of Osaka is in Japan and the city of Khulna is in Nigeria.,cities,The city of Osaka is in Japan.,The city of Khulna is in Nigeria.,1,0,TF,and,AB
Sulfur has the symbol S or Lanthanum has the symbol La.,element_symb,Lanthanum has the symbol La.,Sulfur has the symbol S.,1,1,TT,or,BA
Reginald Fessenden lived in Sweden and Hans von Ohain lived in Germany.,inventors,Reginald Fessenden lived in Sweden.,Hans von Ohain lived in Germany.,0,1,FT,and,AB
Zinc has the symbol Ac or Ytterbium has the symbol Yb.,element_symb,Ytterbium has the symbol Yb.,Zinc has the symbol Ac.,1,0,TF,or,BA
The Spanish word 'suficiente' means 'enough' or the Spanish word 'elegir' means 'to connect'.,sp_en_trans,The Spanish word 'elegir' means 'to connect'.,The Spanish word 'suficiente' means 'enough'.,0,1,FT,or,BA
Lead has the symbol Er and Lutetium has the symbol Lu.,element_symb,Lutetium has the symbol Lu.,Lead has the symbol Er.,1,0,TF,and,BA
The city of Tolyatti is in Russia or the city of Jingmen is in China.,cities,The city of Jingmen is in China.,The city of Tolyatti is in Russia.,1,1,TT,or,BA
James Watt lived in Finland and Alan Turing lived in Japan.,inventors,James Watt lived in Finland.,Alan Turing lived in Japan.,0,0,FF,and,AB
The city of Irbid is in Burkina Faso and the city of Reynosa is in Mexico.,cities,The city of Reynosa is in Mexico.,The city of Irbid is in Burkina Faso.,1,0,TF,and,BA
Arthur Pitney lived in Ukraine/the U.S or James Starley lived in Austria/the U.S.,inventors,Arthur Pitney lived in Ukraine/the U.S.,James Starley lived in Austria/the U.S.,0,0,FF,or,AB
The Spanish word 'construir' means 'to swim' and the Spanish word 'jugar' means 'leg'.,sp_en_trans,The Spanish word 'jugar' means 'leg'.,The Spanish word 'construir' means 'to swim'.,0,0,FF,and,BA
The city of Okayama is in Japan or the city of Changchun is in Senegal.,cities,The city of Changchun is in Senegal.,The city of Okayama is in Japan.,0,1,FT,or,BA
Bismuth has the symbol Tl and Oxygen has the symbol Zn.,element_symb,Bismuth has the symbol Tl.,Oxygen has the symbol Zn.,0,0,FF,and,AB
Sulfur has the symbol O or Potassium has the symbol K.,element_symb,Potassium has the symbol K.,Sulfur has the symbol O.,1,0,TF,or,BA
The gorilla is a reptile or the jellyfish is a cnidarian.,animal_class,The jellyfish is a cnidarian.,The gorilla is a reptile.,1,0,TF,or,BA
James Starley lived in the U.K and Hans Geiger lived in Finland.,inventors,James Starley lived in the U.K.,Hans Geiger lived in Finland.,1,0,TF,and,AB
The city of General Santos is in the Philippines or the city of Arak is in Niger.,cities,The city of General Santos is in the Philippines.,The city of Arak is in Niger.,1,0,TF,or,AB
Joseph-Armand Bombardier lived in Canada and Godfrey Hounsfield lived in the U.K.,inventors,Joseph-Armand Bombardier lived in Canada.,Godfrey Hounsfield lived in the U.K.,1,1,TT,and,AB
John Kay lived in the U.K or Hans von Ohain lived in Germany.,inventors,John Kay lived in the U.K.,Hans von Ohain lived in Germany.,1,1,TT,or,AB
The Spanish word 'uno' means 'mouth' or the Spanish word 'parecer' means 'to seem'.,sp_en_trans,The Spanish word 'uno' means 'mouth'.,The Spanish word 'parecer' means 'to seem'.,0,1,FT,or,AB
Boron has the symbol H or Selenium has the symbol Se.,element_symb,Selenium has the symbol Se.,Boron has the symbol H.,1,0,TF,or,BA
The city of Sapporo is in Tanzania and the city of Harbin is in China.,cities,The city of Sapporo is in Tanzania.,The city of Harbin is in China.,0,1,FT,and,AB
Lanthanum has the symbol Pr and Technetium has the symbol Tc.,element_symb,Lanthanum has the symbol Pr.,Technetium has the symbol Tc.,0,1,FT,and,AB
The city of Budapest is in Hungary and the city of Algiers is in Lithuania.,cities,The city of Algiers is in Lithuania.,The city of Budapest is in Hungary.,0,1,FT,and,BA
Terbium has the symbol Br and Cerium has the symbol I.,element_symb,Terbium has the symbol Br.,Cerium has the symbol I.,0,0,FF,and,AB
The seagull is a bird or the mongoose is a reptile.,animal_class,The seagull is a bird.,The mongoose is a reptile.,1,0,TF,or,AB
Lutetium has the symbol V or Samarium has the symbol K.,element_symb,Lutetium has the symbol V.,Samarium has the symbol K.,0,0,FF,or,AB
The Spanish word 'abrigo' means 'to eat' and the Spanish word 'roca' means 'present'.,sp_en_trans,The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'roca' means 'present'.,0,0,FF,and,AB
The pigeon is a bird or the bison is a mammal.,animal_class,The bison is a mammal.,The pigeon is a bird.,1,1,TT,or,BA
Willis Carrier lived in the U.S or Rudolf Diesel lived in Poland/Germany.,inventors,Willis Carrier lived in the U.S.,Rudolf Diesel lived in Poland/Germany.,1,0,TF,or,AB
Krypton has the symbol Kr and Scandium has the symbol Kr.,element_symb,Krypton has the symbol Kr.,Scandium has the symbol Kr.,1,0,TF,and,AB
The Spanish word 'hermana' means 'sister' and the Spanish word 'veinte' means 'shell'.,sp_en_trans,The Spanish word 'hermana' means 'sister'.,The Spanish word 'veinte' means 'shell'.,1,0,TF,and,AB
The city of Curitiba is in Croatia or the city of Huainan is in Cameroon.,cities,The city of Huainan is in Cameroon.,The city of Curitiba is in Croatia.,0,0,FF,or,BA
Antimony has the symbol Ca or Zinc has the symbol Ac.,element_symb,Zinc has the symbol Ac.,Antimony has the symbol Ca.,0,0,FF,or,BA
The deer is a mammal or the iguana is a reptile.,animal_class,The iguana is a reptile.,The deer is a mammal.,1,1,TT,or,BA
The Spanish word 'invierno' means 'winter' and the Spanish word 'mar' means 'to save'.,sp_en_trans,The Spanish word 'invierno' means 'winter'.,The Spanish word 'mar' means 'to save'.,1,0,TF,and,AB
Zinc has the symbol Zn or Antimony has the symbol Sb.,element_symb,Zinc has the symbol Zn.,Antimony has the symbol Sb.,1,1,TT,or,AB
The Spanish word 'huevo' means 'egg' and the Spanish word 'bosque' means 'forest'.,sp_en_trans,The Spanish word 'bosque' means 'forest'.,The Spanish word 'huevo' means 'egg'.,1,1,TT,and,BA
The raccoon is a mammal or the porcupine is a bird.,animal_class,The porcupine is a bird.,The raccoon is a mammal.,0,1,FT,or,BA
Joseph Swan lived in Hungary/the U.S or George Cayley lived in Denmark.,inventors,George Cayley lived in Denmark.,Joseph Swan lived in Hungary/the U.S.,0,0,FF,or,BA
The city of Wanzhou is in Jordan and the city of Da Nang is in Syria.,cities,The city of Da Nang is in Syria.,The city of Wanzhou is in Jordan.,0,0,FF,and,BA
The Spanish word 'mezclar' means 'to mix' or the Spanish word 'viento' means 'industry'.,sp_en_trans,The Spanish word 'viento' means 'industry'.,The Spanish word 'mezclar' means 'to mix'.,0,1,FT,or,BA
George Devol lived in Hungary and Guglielmo Marconi lived in Italy.,inventors,George Devol lived in Hungary.,Guglielmo Marconi lived in Italy.,0,1,FT,and,AB
"The city of Zibo is in China and the city of Mianzhu, Deyang, Sichuan is in Azerbaijan.",cities,"The city of Mianzhu, Deyang, Sichuan is in Azerbaijan.",The city of Zibo is in China.,0,1,FT,and,BA
Hans Oersted lived in Denmark and Ralph H. Baer lived in Finland.,inventors,Ralph H. Baer lived in Finland.,Hans Oersted lived in Denmark.,0,1,FT,and,BA
The otter is a arachnid and the rabbit is a bird.,animal_class,The rabbit is a bird.,The otter is a arachnid.,0,0,FF,and,BA
Joseph Marie Jacquard lived in the U.K or Rudolf Kálmán lived in Hungary.,inventors,Joseph Marie Jacquard lived in the U.K.,Rudolf Kálmán lived in Hungary.,0,1,FT,or,AB
The hummingbird is a bird or the moose is a mammal.,animal_class,The moose is a mammal.,The hummingbird is a bird.,1,1,TT,or,BA
The hamster is a mammal and the crocodile is a reptile.,animal_class,The crocodile is a reptile.,The hamster is a mammal.,1,1,TT,and,BA
The city of Hannover is in Germany or the city of Ho Chi Minh City is in Vietnam.,cities,The city of Ho Chi Minh City is in Vietnam.,The city of Hannover is in Germany.,1,1,TT,or,BA
The Spanish word 'higo' means 'fig' and the Spanish word 'roca' means 'present'.,sp_en_trans,The Spanish word 'higo' means 'fig'.,The Spanish word 'roca' means 'present'.,1,0,TF,and,AB
The sparrow is a bird or the tarantula is a bird.,animal_class,The tarantula is a bird.,The sparrow is a bird.,0,1,FT,or,BA
The axolotl is a fish or the whale is a amphibian.,animal_class,The whale is a amphibian.,The axolotl is a fish.,0,0,FF,or,BA
The city of N'Djamena is in Chad or the city of Kunming is in Italy.,cities,The city of N'Djamena is in Chad.,The city of Kunming is in Italy.,1,0,TF,or,AB
The goat is a mammal and the narwhal is a fish.,animal_class,The goat is a mammal.,The narwhal is a fish.,1,0,TF,and,AB
The city of Kyiv is in Ukraine and the city of Agadir is in Somalia.,cities,The city of Kyiv is in Ukraine.,The city of Agadir is in Somalia.,1,0,TF,and,AB
Willis Carrier lived in the U.S or Benjamin Holt lived in Poland/Germany.,inventors,Benjamin Holt lived in Poland/Germany.,Willis Carrier lived in the U.S.,0,1,FT,or,BA
Henry Ford lived in Hungary and John Ericsson lived in Sweden.,inventors,Henry Ford lived in Hungary.,John Ericsson lived in Sweden.,0,1,FT,and,AB
John Kay lived in the U.K or Nikolai Basov lived in Norway.,inventors,Nikolai Basov lived in Norway.,John Kay lived in the U.K.,0,1,FT,or,BA
The city of Kyiv is in Ukraine or the city of Agadir is in Morocco.,cities,The city of Kyiv is in Ukraine.,The city of Agadir is in Morocco.,1,1,TT,or,AB
The Spanish word 'mujer' means 'woman' and the Spanish word 'morir' means 'problem'.,sp_en_trans,The Spanish word 'mujer' means 'woman'.,The Spanish word 'morir' means 'problem'.,1,0,TF,and,AB
The platypus is a arachnid and the gazelle is a mammal.,animal_class,The platypus is a arachnid.,The gazelle is a mammal.,0,1,FT,and,AB
Whitcomb Judson lived in the U.S and Igor Tamm lived in Russia.,inventors,Whitcomb Judson lived in the U.S.,Igor Tamm lived in Russia.,1,1,TT,and,AB
The llama is a mammal or the goat is a reptile.,animal_class,The llama is a mammal.,The goat is a reptile.,1,0,TF,or,AB
The Spanish word 'vecino' means 'wind' or the Spanish word 'guardar' means 'to pass'.,sp_en_trans,The Spanish word 'vecino' means 'wind'.,The Spanish word 'guardar' means 'to pass'.,0,0,FF,or,AB
The city of Gaziantep is in Ghana or the city of Quito is in Ecuador.,cities,The city of Gaziantep is in Ghana.,The city of Quito is in Ecuador.,0,1,FT,or,AB
Tellurium has the symbol Te and Lead has the symbol Er.,element_symb,Tellurium has the symbol Te.,Lead has the symbol Er.,1,0,TF,and,AB
The goat is a reptile and the rat is a mammal.,animal_class,The rat is a mammal.,The goat is a reptile.,1,0,TF,and,BA
The lobster is a arachnid and the shark is a cnidarian.,animal_class,The shark is a cnidarian.,The lobster is a arachnid.,0,0,FF,and,BA
James Murray Spangler lived in the U.S and Percy Spencer lived in the U.S.,inventors,James Murray Spangler lived in the U.S.,Percy Spencer lived in the U.S.,1,1,TT,and,AB
Technetium has the symbol Tc and Lanthanum has the symbol Pr.,element_symb,Lanthanum has the symbol Pr.,Technetium has the symbol Tc.,0,1,FT,and,BA
The Spanish word 'hijo' means 'cook' and the Spanish word 'delgado' means 'history'.,sp_en_trans,The Spanish word 'delgado' means 'history'.,The Spanish word 'hijo' means 'cook'.,0,0,FF,and,BA
The city of San Pedro Sula is in Honduras or the city of Meizhou is in Lebanon.,cities,The city of San Pedro Sula is in Honduras.,The city of Meizhou is in Lebanon.,1,0,TF,or,AB
The raccoon is a bird and the deer is a mammal.,animal_class,The raccoon is a bird.,The deer is a mammal.,0,1,FT,and,AB
The Spanish word 'guardar' means 'to save' or the Spanish word 'familia' means 'dog'.,sp_en_trans,The Spanish word 'familia' means 'dog'.,The Spanish word 'guardar' means 'to save'.,0,1,FT,or,BA
The city of Nouakchott is in Saudi Arabia and the city of Kanpur is in India.,cities,The city of Kanpur is in India.,The city of Nouakchott is in Saudi Arabia.,1,0,TF,and,BA
Godfrey Hounsfield lived in Germany or James Hargreaves lived in the U.K.,inventors,Godfrey Hounsfield lived in Germany.,James Hargreaves lived in the U.K.,0,1,FT,or,AB
Nicolas Appert lived in France or Marie Curie lived in Poland/France.,inventors,Marie Curie lived in Poland/France.,Nicolas Appert lived in France.,1,1,TT,or,BA
Elihu Thomson lived in Austria/the U.S or Carl Sontheimer lived in the U.S.,inventors,Carl Sontheimer lived in the U.S.,Elihu Thomson lived in Austria/the U.S.,1,0,TF,or,BA
Lead has the symbol Er and Strontium has the symbol I.,element_symb,Lead has the symbol Er.,Strontium has the symbol I.,0,0,FF,and,AB
The Spanish word 'abierto' means 'open' or the Spanish word 'guardar' means 'to save'.,sp_en_trans,The Spanish word 'abierto' means 'open'.,The Spanish word 'guardar' means 'to save'.,1,1,TT,or,AB
The Spanish word 'rosa' means 'to play' or the Spanish word 'lanzar' means 'to throw'.,sp_en_trans,The Spanish word 'lanzar' means 'to throw'.,The Spanish word 'rosa' means 'to play'.,1,0,TF,or,BA
The llama is a mammal and the gorilla is a mammal.,animal_class,The llama is a mammal.,The gorilla is a mammal.,1,1,TT,and,AB
The raccoon is a mammal or the tuna is a insect.,animal_class,The raccoon is a mammal.,The tuna is a insect.,1,0,TF,or,AB
The Spanish word 'hueso' means 'bone' or the Spanish word 'mujer' means 'woman'.,sp_en_trans,The Spanish word 'mujer' means 'woman'.,The Spanish word 'hueso' means 'bone'.,1,1,TT,or,BA
Joseph Marie Jacquard lived in the U.K and Rudolf Kálmán lived in the U.S.,inventors,Joseph Marie Jacquard lived in the U.K.,Rudolf Kálmán lived in the U.S.,0,0,FF,and,AB
The city of Klang is in Malaysia and the city of Paranaque City is in the Philippines.,cities,The city of Paranaque City is in the Philippines.,The city of Klang is in Malaysia.,1,1,TT,and,BA
The city of Nanning is in Belarus or the city of Leon de los Aldama is in Mexico.,cities,The city of Leon de los Aldama is in Mexico.,The city of Nanning is in Belarus.,1,0,TF,or,BA
The city of Agadir is in Morocco and the city of Kyiv is in Iran.,cities,The city of Kyiv is in Iran.,The city of Agadir is in Morocco.,0,1,FT,and,BA
The Spanish word 'libre' means 'free' and the Spanish word 'aceite' means 'oil'.,sp_en_trans,The Spanish word 'libre' means 'free'.,The Spanish word 'aceite' means 'oil'.,1,1,TT,and,AB
The Spanish word 'imaginar' means 'star' or the Spanish word 'tercero' means 'sea'.,sp_en_trans,The Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'sea'.,0,0,FF,or,AB
The Spanish word 'nuevo' means 'new' or the Spanish word 'caminar' means 'to walk'.,sp_en_trans,The Spanish word 'caminar' means 'to walk'.,The Spanish word 'nuevo' means 'new'.,1,1,TT,or,BA
The hummingbird is a bird or the crocodile is a bird.,animal_class,The crocodile is a bird.,The hummingbird is a bird.,0,1,FT,or,BA
The camel is a mammal and the bison is a cnidarian.,animal_class,The bison is a cnidarian.,The camel is a mammal.,0,1,FT,and,BA
The city of Ilorin is in Nigeria and the city of Yiwu is in Sweden.,cities,The city of Yiwu is in Sweden.,The city of Ilorin is in Nigeria.,0,1,FT,and,BA
James Starley lived in Austria/the U.S or Hans Geiger lived in Germany.,inventors,James Starley lived in Austria/the U.S.,Hans Geiger lived in Germany.,0,1,FT,or,AB
The Spanish word 'uno' means 'one' or the Spanish word 'boca' means 'mouth'.,sp_en_trans,The Spanish word 'boca' means 'mouth'.,The Spanish word 'uno' means 'one'.,1,1,TT,or,BA
Ernesto Blanco lived in India or Sir Humphry Davy lived in the U.K.,inventors,Sir Humphry Davy lived in the U.K.,Ernesto Blanco lived in India.,1,0,TF,or,BA
The seagull is a reptile and the flamingo is a amphibian.,animal_class,The flamingo is a amphibian.,The seagull is a reptile.,0,0,FF,and,BA
Iron has the symbol Os and Thulium has the symbol Tm.,element_symb,Thulium has the symbol Tm.,Iron has the symbol Os.,1,0,TF,and,BA
The vulture is a bird or the chicken is a mammal.,animal_class,The vulture is a bird.,The chicken is a mammal.,1,0,TF,or,AB
The Spanish word 'rey' means 'to pass' or the Spanish word 'caer' means 'to fall'.,sp_en_trans,The Spanish word 'caer' means 'to fall'.,The Spanish word 'rey' means 'to pass'.,1,0,TF,or,BA
Percy Spencer lived in Russia and James Murray Spangler lived in Poland/Germany.,inventors,James Murray Spangler lived in Poland/Germany.,Percy Spencer lived in Russia.,0,0,FF,and,BA
Daisuke Inoue lived in Sweden or Hans von Ohain lived in England.,inventors,Daisuke Inoue lived in Sweden.,Hans von Ohain lived in England.,0,0,FF,or,AB
Joseph Henry lived in Scotland or Karl Benz lived in Croatia.,inventors,Karl Benz lived in Croatia.,Joseph Henry lived in Scotland.,0,0,FF,or,BA
The Spanish word 'invierno' means 'family' or the Spanish word 'miedo' means 'son'.,sp_en_trans,The Spanish word 'miedo' means 'son'.,The Spanish word 'invierno' means 'family'.,0,0,FF,or,BA
The Spanish word 'veinte' means 'shell' and the Spanish word 'presente' means 'problem'.,sp_en_trans,The Spanish word 'veinte' means 'shell'.,The Spanish word 'presente' means 'problem'.,0,0,FF,and,AB
The Spanish word 'esposa' means 'list' and the Spanish word 'enemigo' means 'enemy'.,sp_en_trans,The Spanish word 'esposa' means 'list'.,The Spanish word 'enemigo' means 'enemy'.,0,1,FT,and,AB
Sir Sandford Fleming lived in Austria/the U.S or Narinder Singh Kapany lived in Canada/the U.S.,inventors,Sir Sandford Fleming lived in Austria/the U.S.,Narinder Singh Kapany lived in Canada/the U.S.,0,0,FF,or,AB
The bison is a cnidarian and the pigeon is a amphibian.,animal_class,The bison is a cnidarian.,The pigeon is a amphibian.,0,0,FF,and,AB
The city of Bhopal is in India and the city of Kisangani is in the Democratic Republic of the Congo.,cities,The city of Bhopal is in India.,The city of Kisangani is in the Democratic Republic of the Congo.,1,1,TT,and,AB
The Spanish word 'brazo' means 'arm' and the Spanish word 'jirafa' means 'giraffe'.,sp_en_trans,The Spanish word 'jirafa' means 'giraffe'.,The Spanish word 'brazo' means 'arm'.,1,1,TT,and,BA
The city of Kisangani is in Senegal or the city of Ciudad Nezahualcoyotl is in Mongolia.,cities,The city of Ciudad Nezahualcoyotl is in Mongolia.,The city of Kisangani is in Senegal.,0,0,FF,or,BA
The raccoon is a bird or the deer is a reptile.,animal_class,The raccoon is a bird.,The deer is a reptile.,0,0,FF,or,AB
Evangelista Torricelli lived in Italy or R. Buckminster Fuller lived in Japan.,inventors,R. Buckminster Fuller lived in Japan.,Evangelista Torricelli lived in Italy.,0,1,FT,or,BA
The city of Weinan is in Colombia or the city of Tolyatti is in Myanmar.,cities,The city of Weinan is in Colombia.,The city of Tolyatti is in Myanmar.,0,0,FF,or,AB
The bison is a mammal or the camel is a mammal.,animal_class,The bison is a mammal.,The camel is a mammal.,1,1,TT,or,AB
The city of Karbala is in Bulgaria and the city of Riga is in Latvia.,cities,The city of Karbala is in Bulgaria.,The city of Riga is in Latvia.,0,1,FT,and,AB
The city of Xiangtan is in China or the city of Kleinzschocher is in Germany.,cities,The city of Xiangtan is in China.,The city of Kleinzschocher is in Germany.,1,1,TT,or,AB
