idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
257,It is the case both that the hamster is a fish and that the parrot is a mammal.,hamster / fish,parrot / mammal,0,0,0,2
258,It is the case both that the koala is a mammal and that the seagull is a bird.,koala / mammal,seagull / bird,1,1,1,2
259,It is the case both that the chimpanzee is a mammal and that the horse is a mammal.,chimpanzee / mammal,horse / mammal,1,1,1,2
260,It is the case both that the bee is a bird and that the porcupine is a mammal.,bee / bird,porcupine / mammal,0,1,0,2
261,It is the case both that the lion is a mammal and that the skunk is a reptile.,lion / mammal,skunk / reptile,1,0,0,2
262,It is the case both that the giant anteater is a fish and that the frog is a amphibian.,giant anteater / fish,frog / amphibian,0,1,0,2
263,It is the case both that the frog is a amphibian and that the penguin is a mammal.,frog / amphibian,penguin / mammal,1,0,0,2
264,It is the case both that the goldfish is a mammal and that the panda is a mammal.,goldfish / mammal,panda / mammal,0,1,0,2
265,It is the case both that the mongoose is a bird and that the swan is a reptile.,mongoose / bird,swan / reptile,0,0,0,2
266,It is the case both that the porcupine is a mammal and that the crocodile is a reptile.,porcupine / mammal,crocodile / reptile,1,1,1,2
267,It is the case both that the aardvark is a mammal and that the bat is a mammal.,aardvark / mammal,bat / mammal,1,1,1,2
268,It is the case both that the gazelle is a mammal and that the skunk is a mammal.,gazelle / mammal,skunk / mammal,1,1,1,2
269,It is the case both that the lobster is a mammal and that the salmon is a reptile.,lobster / mammal,salmon / reptile,0,0,0,2
270,It is the case both that the koala is a mammal and that the peacock is a bird.,koala / mammal,peacock / bird,1,1,1,2
271,It is the case both that the tortoise is a reptile and that the tortoise is a reptile.,tortoise / reptile,tortoise / reptile,1,1,1,2
272,It is the case both that the gecko is a crustacean and that the giant anteater is a fish.,gecko / crustacean,giant anteater / fish,0,0,0,2
273,It is the case both that the octopus is a fish and that the snake is a reptile.,octopus / fish,snake / reptile,0,1,0,2
274,It is the case both that the cow is a mammal and that the peacock is a mammal.,cow / mammal,peacock / mammal,1,0,0,2
275,It is the case both that the sea turtle is a fish and that the horse is a mammal.,sea turtle / fish,horse / mammal,0,1,0,2
276,It is the case both that the chicken is a bird and that the llama is a bird.,chicken / bird,llama / bird,1,0,0,2
277,It is the case both that the cassowary is a bird and that the alpaca is a bird.,cassowary / bird,alpaca / bird,1,0,0,2
278,It is the case both that the rat is a mammal and that the parrot is a bird.,rat / mammal,parrot / bird,1,1,1,2
279,It is the case both that the peacock is a bird and that the penguin is a bird.,peacock / bird,penguin / bird,1,1,1,2
280,It is the case both that the porcupine is a mammal and that the hippopotamus is a mammal.,porcupine / mammal,hippopotamus / mammal,1,1,1,2
281,It is the case both that the rabbit is a mammal and that the deer is a mammal.,rabbit / mammal,deer / mammal,1,1,1,2
282,It is the case both that the giraffe is a mammal and that the goat is a bird.,giraffe / mammal,goat / bird,1,0,0,2
283,It is the case both that the sparrow is a mammal and that the alpaca is a bird.,sparrow / mammal,alpaca / bird,0,0,0,2
284,It is the case both that the bee is a bird and that the salmon is a fish.,bee / bird,salmon / fish,0,1,0,2
285,It is the case both that the chicken is a bird and that the goat is a mammal.,chicken / bird,goat / mammal,1,1,1,2
286,It is the case both that the bee is a bird and that the tarantula is a arachnid.,bee / bird,tarantula / arachnid,0,1,0,2
287,It is the case both that the tuna is a fish and that the otter is a mammal.,tuna / fish,otter / mammal,1,1,1,2
288,It is the case both that the platypus is a mammal and that the seagull is a bird.,platypus / mammal,seagull / bird,1,1,1,2
289,It is the case both that the frog is a amphibian and that the hamster is a mammal.,frog / amphibian,hamster / mammal,1,1,1,2
290,It is the case both that the skunk is a mammal and that the salmon is a fish.,skunk / mammal,salmon / fish,1,1,1,2
291,It is the case both that the penguin is a bird and that the shark is a fish.,penguin / bird,shark / fish,1,1,1,2
292,It is the case both that the narwhal is a mammal and that the armadillo is a reptile.,narwhal / mammal,armadillo / reptile,1,0,0,2
293,It is the case both that the tarantula is a arachnid and that the hummingbird is a bird.,tarantula / arachnid,hummingbird / bird,1,1,1,2
294,It is the case both that the sparrow is a bird and that the giraffe is a crustacean.,sparrow / bird,giraffe / crustacean,1,0,0,2
295,It is the case both that the crocodile is a reptile and that the cassowary is a bird.,crocodile / reptile,cassowary / bird,1,1,1,2
296,It is the case both that the frog is a bird and that the pigeon is a bird.,frog / bird,pigeon / bird,0,1,0,2
297,It is the case both that the bee is a insect and that the alpaca is a mammal.,bee / insect,alpaca / mammal,1,1,1,2
298,It is the case both that the koala is a mammal and that the narwhal is a bird.,koala / mammal,narwhal / bird,1,0,0,2
299,It is the case both that the bison is a mammal and that the hyena is a mammal.,bison / mammal,hyena / mammal,1,1,1,2
300,It is the case both that the zebra is a mammal and that the crocodile is a reptile.,zebra / mammal,crocodile / reptile,1,1,1,2
301,It is the case both that the shark is a fish and that the alpaca is a mammal.,shark / fish,alpaca / mammal,1,1,1,2
302,It is the case both that the rat is a mammal and that the dolphin is a crustacean.,rat / mammal,dolphin / crustacean,1,0,0,2
303,It is the case both that the lobster is a crustacean and that the koala is a fish.,lobster / crustacean,koala / fish,1,0,0,2
304,It is the case both that the giant anteater is a fish and that the vulture is a bird.,giant anteater / fish,vulture / bird,0,1,0,2
305,It is the case both that the raccoon is a mammal and that the armadillo is a reptile.,raccoon / mammal,armadillo / reptile,1,0,0,2
306,It is the case both that the salmon is a fish and that the bee is a insect.,salmon / fish,bee / insect,1,1,1,2
307,It is the case both that the flamingo is a mammal and that the horse is a mollusk.,flamingo / mammal,horse / mollusk,0,0,0,2
308,It is the case both that the crocodile is a reptile and that the dog is a mammal.,crocodile / reptile,dog / mammal,1,1,1,2
309,It is the case both that the hummingbird is a mammal and that the aardvark is a mammal.,hummingbird / mammal,aardvark / mammal,0,1,0,2
310,It is the case both that the gorilla is a amphibian and that the pigeon is a bird.,gorilla / amphibian,pigeon / bird,0,1,0,2
311,It is the case both that the cassowary is a bird and that the flamingo is a mammal.,cassowary / bird,flamingo / mammal,1,0,0,2
312,It is the case both that the cow is a mammal and that the porcupine is a mammal.,cow / mammal,porcupine / mammal,1,1,1,2
313,It is the case both that the eagle is a bird and that the dog is a mammal.,eagle / bird,dog / mammal,1,1,1,2
314,It is the case both that the cassowary is a bird and that the iguana is a reptile.,cassowary / bird,iguana / reptile,1,1,1,2
315,It is the case both that the tuna is a mammal and that the ostrich is a bird.,tuna / mammal,ostrich / bird,0,1,0,2
316,It is the case both that the walrus is a mollusk and that the swan is a reptile.,walrus / mollusk,swan / reptile,0,0,0,2
317,It is the case both that the gecko is a reptile and that the tapir is a bird.,gecko / reptile,tapir / bird,1,0,0,2
318,It is the case both that the horse is a mammal and that the platypus is a mammal.,horse / mammal,platypus / mammal,1,1,1,2
319,It is the case both that the horse is a mollusk and that the tortoise is a cnidarian.,horse / mollusk,tortoise / cnidarian,0,0,0,2
320,It is the case both that the hyena is a bird and that the deer is a bird.,hyena / bird,deer / bird,0,0,0,2
321,It is the case both that the penguin is a bird and that the hummingbird is a bird.,penguin / bird,hummingbird / bird,1,1,1,2
322,It is the case both that the hummingbird is a bird and that the tortoise is a reptile.,hummingbird / bird,tortoise / reptile,1,1,1,2
323,It is the case both that the cassowary is a bird and that the flamingo is a bird.,cassowary / bird,flamingo / bird,1,1,1,2
324,It is the case both that the cassowary is a bird and that the shark is a fish.,cassowary / bird,shark / fish,1,1,1,2
325,It is the case both that the seagull is a bird and that the porcupine is a mammal.,seagull / bird,porcupine / mammal,1,1,1,2
326,It is the case both that the hippopotamus is a mammal and that the frog is a bird.,hippopotamus / mammal,frog / bird,1,0,0,2
327,It is the case both that the axolotl is a reptile and that the hippopotamus is a reptile.,axolotl / reptile,hippopotamus / reptile,0,0,0,2
328,It is the case both that the hedgehog is a bird and that the goat is a bird.,hedgehog / bird,goat / bird,0,0,0,2
329,It is the case both that the moose is a mammal and that the armadillo is a mammal.,moose / mammal,armadillo / mammal,1,1,1,2
330,It is the case both that the lion is a mammal and that the rhinoceros is a mammal.,lion / mammal,rhinoceros / mammal,1,1,1,2
331,It is the case both that the platypus is a bird and that the shark is a fish.,platypus / bird,shark / fish,0,1,0,2
332,It is the case both that the seahorse is a mammal and that the swan is a bird.,seahorse / mammal,swan / bird,0,1,0,2
333,It is the case both that the hippopotamus is a mammal and that the lion is a bird.,hippopotamus / mammal,lion / bird,1,0,0,2
334,It is the case both that the iguana is a reptile and that the mongoose is a bird.,iguana / reptile,mongoose / bird,1,0,0,2
335,It is the case both that the pigeon is a bird and that the chicken is a bird.,pigeon / bird,chicken / bird,1,1,1,2
336,It is the case both that the gazelle is a mammal and that the shark is a fish.,gazelle / mammal,shark / fish,1,1,1,2
337,It is the case both that the hedgehog is a mammal and that the giraffe is a mammal.,hedgehog / mammal,giraffe / mammal,1,1,1,2
338,It is the case both that the mongoose is a mammal and that the tarantula is a arachnid.,mongoose / mammal,tarantula / arachnid,1,1,1,2
339,It is the case both that the rhinoceros is a mammal and that the goat is a mammal.,rhinoceros / mammal,goat / mammal,1,1,1,2
340,It is the case both that the hummingbird is a mammal and that the porcupine is a mammal.,hummingbird / mammal,porcupine / mammal,0,1,0,2
341,It is the case both that the eagle is a bird and that the tarantula is a arachnid.,eagle / bird,tarantula / arachnid,1,1,1,2
342,It is the case both that the koala is a mammal and that the hyena is a bird.,koala / mammal,hyena / bird,1,0,0,2
343,It is the case both that the penguin is a bird and that the iguana is a reptile.,penguin / bird,iguana / reptile,1,1,1,2
344,It is the case both that the leopard is a bird and that the zebra is a mammal.,leopard / bird,zebra / mammal,0,1,0,2
345,It is the case both that the rhinoceros is a reptile and that the bison is a mammal.,rhinoceros / reptile,bison / mammal,0,1,0,2
346,It is the case both that the pigeon is a mammal and that the camel is a mammal.,pigeon / mammal,camel / mammal,0,1,0,2
347,It is the case both that the cheetah is a mammal and that the kangaroo is a crustacean.,cheetah / mammal,kangaroo / crustacean,1,0,0,2
348,It is the case both that the tapir is a mammal and that the camel is a mammal.,tapir / mammal,camel / mammal,1,1,1,2
349,It is the case both that the mongoose is a mammal and that the whale is a mammal.,mongoose / mammal,whale / mammal,1,1,1,2
350,It is the case both that the beaver is a mammal and that the bat is a mammal.,beaver / mammal,bat / mammal,1,1,1,2
351,It is the case both that the squirrel is a mammal and that the bat is a mammal.,squirrel / mammal,bat / mammal,1,1,1,2
352,It is the case both that the zebra is a mammal and that the hedgehog is a bird.,zebra / mammal,hedgehog / bird,1,0,0,2
353,It is the case both that the bee is a insect and that the walrus is a mammal.,bee / insect,walrus / mammal,1,1,1,2
354,It is the case both that the tarantula is a arachnid and that the panda is a mammal.,tarantula / arachnid,panda / mammal,1,1,1,2
355,It is the case both that the rhinoceros is a reptile and that the raccoon is a mammal.,rhinoceros / reptile,raccoon / mammal,0,1,0,2
356,It is the case both that the wolverine is a mammal and that the skunk is a mammal.,wolverine / mammal,skunk / mammal,1,1,1,2
357,It is the case both that the hummingbird is a bird and that the camel is a mammal.,hummingbird / bird,camel / mammal,1,1,1,2
358,It is the case both that the tiger is a mammal and that the octopus is a fish.,tiger / mammal,octopus / fish,1,0,0,2
359,It is the case both that the giraffe is a mammal and that the cow is a mammal.,giraffe / mammal,cow / mammal,1,1,1,2
360,It is the case both that the whale is a fish and that the leopard is a bird.,whale / fish,leopard / bird,0,0,0,2
361,It is the case both that the deer is a mammal and that the seagull is a bird.,deer / mammal,seagull / bird,1,1,1,2
362,It is the case both that the jellyfish is a cnidarian and that the rat is a bird.,jellyfish / cnidarian,rat / bird,1,0,0,2
363,It is the case both that the gorilla is a amphibian and that the tuna is a fish.,gorilla / amphibian,tuna / fish,0,1,0,2
364,It is the case both that the dog is a mammal and that the salmon is a fish.,dog / mammal,salmon / fish,1,1,1,2
365,It is the case both that the beaver is a mammal and that the bee is a insect.,beaver / mammal,bee / insect,1,1,1,2
366,It is the case both that the seahorse is a fish and that the kangaroo is a mammal.,seahorse / fish,kangaroo / mammal,1,1,1,2
367,It is the case both that the tortoise is a reptile and that the seagull is a mammal.,tortoise / reptile,seagull / mammal,1,0,0,2
368,It is the case both that the salmon is a reptile and that the beaver is a bird.,salmon / reptile,beaver / bird,0,0,0,2
369,It is the case both that the koala is a mammal and that the gazelle is a mammal.,koala / mammal,gazelle / mammal,1,1,1,2
370,It is the case both that the cat is a bird and that the tapir is a mammal.,cat / bird,tapir / mammal,0,1,0,2
371,It is the case both that the shark is a mammal and that the iguana is a bird.,shark / mammal,iguana / bird,0,0,0,2
372,It is the case both that the wolverine is a mammal and that the dog is a mammal.,wolverine / mammal,dog / mammal,1,1,1,2
373,It is the case both that the porcupine is a mammal and that the tiger is a amphibian.,porcupine / mammal,tiger / amphibian,1,0,0,2
374,It is the case both that the tuna is a fish and that the moose is a bird.,tuna / fish,moose / bird,1,0,0,2
375,It is the case both that the seagull is a bird and that the gazelle is a mammal.,seagull / bird,gazelle / mammal,1,1,1,2
376,It is the case both that the cassowary is a bird and that the goldfish is a fish.,cassowary / bird,goldfish / fish,1,1,1,2
377,It is the case both that the octopus is a fish and that the crocodile is a reptile.,octopus / fish,crocodile / reptile,0,1,0,2
378,It is the case both that the horse is a mammal and that the otter is a fish.,horse / mammal,otter / fish,1,0,0,2
379,It is the case both that the octopus is a fish and that the penguin is a bird.,octopus / fish,penguin / bird,0,1,0,2
380,It is the case both that the gorilla is a mammal and that the hippopotamus is a reptile.,gorilla / mammal,hippopotamus / reptile,1,0,0,2
381,It is the case both that the peacock is a mammal and that the vulture is a bird.,peacock / mammal,vulture / bird,0,1,0,2
382,It is the case both that the tortoise is a reptile and that the cassowary is a bird.,tortoise / reptile,cassowary / bird,1,1,1,2
383,It is the case both that the zebra is a fish and that the iguana is a reptile.,zebra / fish,iguana / reptile,0,1,0,2
384,It is the case both that the octopus is a mollusk and that the skunk is a mammal.,octopus / mollusk,skunk / mammal,1,1,1,2
385,It is the case both that the rat is a mammal and that the shark is a mammal.,rat / mammal,shark / mammal,1,0,0,2
386,It is the case both that the slug is a mammal and that the beaver is a bird.,slug / mammal,beaver / bird,0,0,0,2
387,It is the case both that the ostrich is a bird and that the ostrich is a bird.,ostrich / bird,ostrich / bird,1,1,1,2
388,It is the case both that the raccoon is a mammal and that the axolotl is a amphibian.,raccoon / mammal,axolotl / amphibian,1,1,1,2
389,It is the case both that the vulture is a bird and that the hippopotamus is a mammal.,vulture / bird,hippopotamus / mammal,1,1,1,2
390,It is the case both that the rat is a mammal and that the chicken is a bird.,rat / mammal,chicken / bird,1,1,1,2
391,It is the case both that the squirrel is a mammal and that the jellyfish is a cnidarian.,squirrel / mammal,jellyfish / cnidarian,1,1,1,2
392,It is the case both that the tortoise is a cnidarian and that the vulture is a bird.,tortoise / cnidarian,vulture / bird,0,1,0,2
393,It is the case both that the rat is a mammal and that the shark is a fish.,rat / mammal,shark / fish,1,1,1,2
394,It is the case both that the tiger is a amphibian and that the salmon is a fish.,tiger / amphibian,salmon / fish,0,1,0,2
395,It is the case both that the leopard is a mammal and that the bison is a mammal.,leopard / mammal,bison / mammal,1,1,1,2
396,It is the case both that the hippopotamus is a mammal and that the tortoise is a reptile.,hippopotamus / mammal,tortoise / reptile,1,1,1,2
397,It is the case both that the hippopotamus is a mammal and that the koala is a fish.,hippopotamus / mammal,koala / fish,1,0,0,2
398,It is the case both that the rhinoceros is a reptile and that the lobster is a crustacean.,rhinoceros / reptile,lobster / crustacean,0,1,0,2
399,It is the case both that the sea turtle is a fish and that the aardvark is a fish.,sea turtle / fish,aardvark / fish,0,0,0,2
400,It is the case both that the deer is a bird and that the peacock is a bird.,deer / bird,peacock / bird,0,1,0,2
401,It is the case both that the gorilla is a amphibian and that the moose is a mammal.,gorilla / amphibian,moose / mammal,0,1,0,2
402,It is the case both that the tiger is a mammal and that the iguana is a reptile.,tiger / mammal,iguana / reptile,1,1,1,2
403,It is the case both that the otter is a mammal and that the bison is a mammal.,otter / mammal,bison / mammal,1,1,1,2
404,It is the case both that the flamingo is a bird and that the deer is a bird.,flamingo / bird,deer / bird,1,0,0,2
405,It is the case both that the peacock is a mammal and that the sparrow is a bird.,peacock / mammal,sparrow / bird,0,1,0,2
406,It is the case both that the penguin is a mammal and that the raccoon is a mammal.,penguin / mammal,raccoon / mammal,0,1,0,2
407,It is the case both that the salmon is a fish and that the frog is a bird.,salmon / fish,frog / bird,1,0,0,2
408,It is the case both that the rabbit is a mammal and that the platypus is a mammal.,rabbit / mammal,platypus / mammal,1,1,1,2
409,It is the case both that the alpaca is a mammal and that the walrus is a mammal.,alpaca / mammal,walrus / mammal,1,1,1,2
410,It is the case both that the dog is a mammal and that the elephant is a bird.,dog / mammal,elephant / bird,1,0,0,2
411,It is the case both that the seagull is a mammal and that the wolverine is a mammal.,seagull / mammal,wolverine / mammal,0,1,0,2
412,It is the case both that the penguin is a mammal and that the tapir is a mammal.,penguin / mammal,tapir / mammal,0,1,0,2
413,It is the case both that the moose is a mammal and that the leopard is a mammal.,moose / mammal,leopard / mammal,1,1,1,2
414,It is the case both that the giraffe is a crustacean and that the vulture is a fish.,giraffe / crustacean,vulture / fish,0,0,0,2
415,It is the case both that the seahorse is a fish and that the alpaca is a mammal.,seahorse / fish,alpaca / mammal,1,1,1,2
416,It is the case both that the parrot is a mammal and that the bee is a insect.,parrot / mammal,bee / insect,0,1,0,2
417,It is the case both that the goldfish is a fish and that the giant anteater is a fish.,goldfish / fish,giant anteater / fish,1,0,0,2
418,It is the case both that the leopard is a mammal and that the slug is a mammal.,leopard / mammal,slug / mammal,1,0,0,2
419,It is the case both that the panda is a mammal and that the salmon is a fish.,panda / mammal,salmon / fish,1,1,1,2
420,It is the case both that the parrot is a bird and that the flamingo is a bird.,parrot / bird,flamingo / bird,1,1,1,2
421,It is the case both that the gecko is a crustacean and that the hamster is a mammal.,gecko / crustacean,hamster / mammal,0,1,0,2
422,It is the case both that the crocodile is a mammal and that the iguana is a bird.,crocodile / mammal,iguana / bird,0,0,0,2
423,It is the case both that the whale is a mammal and that the hedgehog is a mammal.,whale / mammal,hedgehog / mammal,1,1,1,2
424,It is the case both that the platypus is a mammal and that the parrot is a bird.,platypus / mammal,parrot / bird,1,1,1,2
425,It is the case both that the raccoon is a mammal and that the cheetah is a mammal.,raccoon / mammal,cheetah / mammal,1,1,1,2
426,It is the case both that the eagle is a mammal and that the hyena is a bird.,eagle / mammal,hyena / bird,0,0,0,2
427,It is the case both that the hyena is a mammal and that the tuna is a fish.,hyena / mammal,tuna / fish,1,1,1,2
428,It is the case both that the peacock is a mammal and that the elephant is a mammal.,peacock / mammal,elephant / mammal,0,1,0,2
429,It is the case both that the eagle is a bird and that the squirrel is a bird.,eagle / bird,squirrel / bird,1,0,0,2
430,It is the case both that the eagle is a mammal and that the hedgehog is a bird.,eagle / mammal,hedgehog / bird,0,0,0,2
431,It is the case both that the iguana is a reptile and that the tarantula is a arachnid.,iguana / reptile,tarantula / arachnid,1,1,1,2
432,It is the case both that the panda is a mammal and that the chicken is a bird.,panda / mammal,chicken / bird,1,1,1,2
433,It is the case both that the panda is a bird and that the gorilla is a mammal.,panda / bird,gorilla / mammal,0,1,0,2
434,It is the case both that the seagull is a bird and that the whale is a mammal.,seagull / bird,whale / mammal,1,1,1,2
435,It is the case both that the rhinoceros is a mammal and that the jellyfish is a cnidarian.,rhinoceros / mammal,jellyfish / cnidarian,1,1,1,2
436,It is the case both that the tortoise is a reptile and that the mongoose is a mammal.,tortoise / reptile,mongoose / mammal,1,1,1,2
437,It is the case both that the rhinoceros is a mammal and that the kangaroo is a mammal.,rhinoceros / mammal,kangaroo / mammal,1,1,1,2
438,It is the case both that the hedgehog is a mammal and that the salmon is a fish.,hedgehog / mammal,salmon / fish,1,1,1,2
439,It is the case both that the tapir is a mammal and that the seagull is a bird.,tapir / mammal,seagull / bird,1,1,1,2
440,It is the case both that the chicken is a bird and that the otter is a mammal.,chicken / bird,otter / mammal,1,1,1,2
441,It is the case both that the chicken is a bird and that the bee is a bird.,chicken / bird,bee / bird,1,0,0,2
442,It is the case both that the dog is a mammal and that the alpaca is a mammal.,dog / mammal,alpaca / mammal,1,1,1,2
443,It is the case both that the elephant is a mammal and that the armadillo is a reptile.,elephant / mammal,armadillo / reptile,1,0,0,2
444,It is the case both that the rhinoceros is a reptile and that the tarantula is a insect.,rhinoceros / reptile,tarantula / insect,0,0,0,2
445,It is the case both that the bison is a amphibian and that the cheetah is a insect.,bison / amphibian,cheetah / insect,0,0,0,2
446,It is the case both that the crocodile is a reptile and that the giraffe is a crustacean.,crocodile / reptile,giraffe / crustacean,1,0,0,2
447,It is the case both that the hedgehog is a mammal and that the koala is a mammal.,hedgehog / mammal,koala / mammal,1,1,1,2
448,It is the case both that the rat is a bird and that the goat is a mammal.,rat / bird,goat / mammal,0,1,0,2
449,It is the case both that the rhinoceros is a mammal and that the lobster is a crustacean.,rhinoceros / mammal,lobster / crustacean,1,1,1,2
450,It is the case both that the hippopotamus is a mammal and that the squirrel is a mammal.,hippopotamus / mammal,squirrel / mammal,1,1,1,2
451,It is the case both that the panda is a bird and that the eagle is a mammal.,panda / bird,eagle / mammal,0,0,0,2
452,It is the case both that the peacock is a bird and that the penguin is a bird.,peacock / bird,penguin / bird,1,1,1,2
453,It is the case both that the chimpanzee is a mammal and that the frog is a bird.,chimpanzee / mammal,frog / bird,1,0,0,2
454,It is the case both that the bat is a bird and that the bison is a mammal.,bat / bird,bison / mammal,0,1,0,2
455,It is the case both that the kangaroo is a mammal and that the hedgehog is a mammal.,kangaroo / mammal,hedgehog / mammal,1,1,1,2
456,It is the case both that the armadillo is a reptile and that the snake is a reptile.,armadillo / reptile,snake / reptile,0,1,0,2
457,It is the case both that the peacock is a bird and that the tortoise is a reptile.,peacock / bird,tortoise / reptile,1,1,1,2
458,It is the case both that the swan is a reptile and that the peacock is a bird.,swan / reptile,peacock / bird,0,1,0,2
459,It is the case both that the snake is a reptile and that the polar bear is a fish.,snake / reptile,polar bear / fish,1,0,0,2
460,It is the case both that the hyena is a mammal and that the gorilla is a mammal.,hyena / mammal,gorilla / mammal,1,1,1,2
461,It is the case both that the hummingbird is a mammal and that the bat is a mammal.,hummingbird / mammal,bat / mammal,0,1,0,2
462,It is the case both that the otter is a mammal and that the gazelle is a mammal.,otter / mammal,gazelle / mammal,1,1,1,2
463,It is the case both that the lion is a mammal and that the giraffe is a crustacean.,lion / mammal,giraffe / crustacean,1,0,0,2
464,It is the case both that the swan is a reptile and that the tapir is a bird.,swan / reptile,tapir / bird,0,0,0,2
465,It is the case both that the hippopotamus is a mammal and that the beaver is a mammal.,hippopotamus / mammal,beaver / mammal,1,1,1,2
466,It is the case both that the tapir is a mammal and that the llama is a mammal.,tapir / mammal,llama / mammal,1,1,1,2
467,It is the case both that the crocodile is a mammal and that the sparrow is a bird.,crocodile / mammal,sparrow / bird,0,1,0,2
468,It is the case both that the beaver is a mammal and that the seagull is a bird.,beaver / mammal,seagull / bird,1,1,1,2
469,It is the case both that the tapir is a bird and that the goldfish is a fish.,tapir / bird,goldfish / fish,0,1,0,2
470,It is the case both that the pigeon is a bird and that the llama is a mammal.,pigeon / bird,llama / mammal,1,1,1,2
471,It is the case both that the giraffe is a mammal and that the seahorse is a fish.,giraffe / mammal,seahorse / fish,1,1,1,2
472,It is the case both that the armadillo is a reptile and that the wolverine is a mammal.,armadillo / reptile,wolverine / mammal,0,1,0,2
473,It is the case both that the gecko is a crustacean and that the camel is a amphibian.,gecko / crustacean,camel / amphibian,0,0,0,2
474,It is the case both that the jellyfish is a mammal and that the peacock is a bird.,jellyfish / mammal,peacock / bird,0,1,0,2
475,It is the case both that the horse is a mammal and that the platypus is a mammal.,horse / mammal,platypus / mammal,1,1,1,2
476,It is the case both that the gorilla is a amphibian and that the squirrel is a mammal.,gorilla / amphibian,squirrel / mammal,0,1,0,2
477,It is the case both that the flamingo is a mammal and that the hippopotamus is a mammal.,flamingo / mammal,hippopotamus / mammal,0,1,0,2
478,It is the case both that the walrus is a mammal and that the hummingbird is a bird.,walrus / mammal,hummingbird / bird,1,1,1,2
479,It is the case both that the dolphin is a mammal and that the iguana is a reptile.,dolphin / mammal,iguana / reptile,1,1,1,2
480,It is the case both that the bee is a insect and that the snake is a reptile.,bee / insect,snake / reptile,1,1,1,2
481,It is the case both that the gorilla is a mammal and that the ostrich is a bird.,gorilla / mammal,ostrich / bird,1,1,1,2
482,It is the case both that the axolotl is a amphibian and that the vulture is a fish.,axolotl / amphibian,vulture / fish,1,0,0,2
483,It is the case both that the narwhal is a mammal and that the bee is a insect.,narwhal / mammal,bee / insect,1,1,1,2
484,It is the case both that the octopus is a mollusk and that the gorilla is a amphibian.,octopus / mollusk,gorilla / amphibian,1,0,0,2
485,It is the case both that the porcupine is a bird and that the hedgehog is a mammal.,porcupine / bird,hedgehog / mammal,0,1,0,2
486,It is the case both that the skunk is a mammal and that the shark is a fish.,skunk / mammal,shark / fish,1,1,1,2
487,It is the case both that the swan is a bird and that the chimpanzee is a mammal.,swan / bird,chimpanzee / mammal,1,1,1,2
488,It is the case both that the dolphin is a mammal and that the jellyfish is a mammal.,dolphin / mammal,jellyfish / mammal,1,0,0,2
489,It is the case both that the deer is a mammal and that the whale is a mammal.,deer / mammal,whale / mammal,1,1,1,2
490,It is the case both that the flamingo is a bird and that the walrus is a mollusk.,flamingo / bird,walrus / mollusk,1,0,0,2
491,It is the case both that the koala is a mammal and that the dog is a bird.,koala / mammal,dog / bird,1,0,0,2
492,It is the case both that the squirrel is a mammal and that the chimpanzee is a mammal.,squirrel / mammal,chimpanzee / mammal,1,1,1,2
493,It is the case both that the tiger is a mammal and that the hippopotamus is a mammal.,tiger / mammal,hippopotamus / mammal,1,1,1,2
494,It is the case both that the jellyfish is a mammal and that the peacock is a mammal.,jellyfish / mammal,peacock / mammal,0,0,0,2
495,It is the case both that the giraffe is a mammal and that the iguana is a reptile.,giraffe / mammal,iguana / reptile,1,1,1,2
496,It is the case both that the giraffe is a mammal and that the tiger is a mammal.,giraffe / mammal,tiger / mammal,1,1,1,2
497,It is the case both that the walrus is a mammal and that the hamster is a fish.,walrus / mammal,hamster / fish,1,0,0,2
498,It is the case both that the peacock is a bird and that the porcupine is a mammal.,peacock / bird,porcupine / mammal,1,1,1,2
499,It is the case both that the penguin is a bird and that the gazelle is a mammal.,penguin / bird,gazelle / mammal,1,1,1,2
