idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
175,It is the case both that Mary Phelps Jacob lived in the U.S and that Benjamin Franklin lived in the U.S.,Mary Phelps Jacob / the U.S,Benjamin Franklin / the U.S,1,1,1,2
176,It is the case both that George Eastman lived in the U.S and that Joseph Henry lived in the U.S.,George Eastman / the U.S,Joseph Henry / the U.S,1,1,1,2
177,It is the case both that Carlos Glidden lived in the U.S and that George de Mestral lived in Canada.,Carlos Glidden / the U.S,George de Mestral / Canada,1,0,0,2
178,It is the case both that Narinder Singh Kapany lived in the U.K and that Florence Parpart lived in the U.S.,Narinder Singh Kapany / the U.K,Florence Parpart / the U.S,0,1,0,2
179,It is the case both that Konrad Zuse lived in Germany and that John Boyd Dunlop lived in Scotland.,Konrad Zuse / Germany,John Boyd Dunlop / Scotland,1,1,1,2
180,It is the case both that Lester Wire lived in the U.S and that R. Buckminster Fuller lived in the U.S.,Lester Wire / the U.S,R. Buckminster Fuller / the U.S,1,1,1,2
181,It is the case both that Alexander Graham Bell lived in Scotland/Canada/the U.S and that Ralph Benjamin lived in the U.K.,Alexander Graham Bell / Scotland/Canada/the U.S,Ralph Benjamin / the U.K,1,1,1,2
182,It is the case both that Hans Geiger lived in Germany and that Jack Kilby lived in the U.S.,Hans Geiger / Germany,Jack Kilby / the U.S,1,1,1,2
183,It is the case both that Mary Phelps Jacob lived in the U.S and that James Murray Spangler lived in the U.S.,Mary Phelps Jacob / the U.S,James Murray Spangler / the U.S,1,1,1,2
184,It is the case both that Mary Walton lived in the U.S and that Thomas Wedgwood lived in Finland.,Mary Walton / the U.S,Thomas Wedgwood / Finland,1,0,0,2
185,It is the case both that John Atanasoff lived in the U.S and that Robert Moog lived in Austria/the U.S.,John Atanasoff / the U.S,Robert Moog / Austria/the U.S,1,0,0,2
186,It is the case both that Jean-Bernard-Léon Foucault lived in the U.S and that Cai Lun lived in China.,Jean-Bernard-Léon Foucault / the U.S,Cai Lun / China,0,1,0,2
187,It is the case both that Gustaf Dalén lived in Sweden and that James Clerk Maxwell lived in the U.K.,Gustaf Dalén / Sweden,James Clerk Maxwell / the U.K,1,1,1,2
188,It is the case both that William Sturgeon lived in the U.K and that Guglielmo Marconi lived in Italy.,William Sturgeon / the U.K,Guglielmo Marconi / Italy,1,1,1,2
189,It is the case both that Vint Cerf lived in the U.S and that Rudolf Kálmán lived in Hungary.,Vint Cerf / the U.S,Rudolf Kálmán / Hungary,1,1,1,2
190,It is the case both that Alva J. Fisher lived in the U.S and that Hans von Ohain lived in Germany.,Alva J. Fisher / the U.S,Hans von Ohain / Germany,1,1,1,2
191,It is the case both that Jacob Perkins lived in the U.S and that Marvin Camras lived in France.,Jacob Perkins / the U.S,Marvin Camras / France,1,0,0,2
192,It is the case both that David Edward Hughes lived in the U.S and that Mary Walton lived in the U.S.,David Edward Hughes / the U.S,Mary Walton / the U.S,1,1,1,2
193,It is the case both that Frank Julian Sprague lived in the U.S and that Hans Oersted lived in Denmark.,Frank Julian Sprague / the U.S,Hans Oersted / Denmark,1,1,1,2
194,It is the case both that Hans Berger lived in the U.S and that John T. Parsons lived in the U.S.,Hans Berger / the U.S,John T. Parsons / the U.S,0,1,0,2
195,It is the case both that Dr. Robert Gallo lived in the U.S and that Benjamin Franklin lived in the U.S.,Dr. Robert Gallo / the U.S,Benjamin Franklin / the U.S,1,1,1,2
196,It is the case both that Heinrich Göbel lived in Germany and that James West lived in the U.S.,Heinrich Göbel / Germany,James West / the U.S,1,1,1,2
197,It is the case both that Paul Gottlieb Nipkow lived in Denmark and that Joseph-Armand Bombardier lived in Canada.,Paul Gottlieb Nipkow / Denmark,Joseph-Armand Bombardier / Canada,0,1,0,2
198,It is the case both that André-Jacques Garnerin lived in France and that Lester Wire lived in the U.K.,André-Jacques Garnerin / France,Lester Wire / the U.K,1,0,0,2
199,It is the case both that Ernest Swinton lived in the U.K and that Mary Anderson lived in the U.S.,Ernest Swinton / the U.K,Mary Anderson / the U.S,1,1,1,2
200,It is the case both that Gideon Sundback lived in the U.S and that Charles Tellier lived in the U.K.,Gideon Sundback / the U.S,Charles Tellier / the U.K,0,0,0,2
201,It is the case both that Alexander Fleming lived in the U.K and that Hans Oersted lived in Denmark.,Alexander Fleming / the U.K,Hans Oersted / Denmark,1,1,1,2
202,It is the case both that Edwin Herbert Hall lived in the U.S and that Reginald Fessenden lived in Canada/the U.S.,Edwin Herbert Hall / the U.S,Reginald Fessenden / Canada/the U.S,1,1,1,2
203,It is the case both that John Wesley Hyatt lived in the U.S and that Karl Landsteiner lived in the U.K.,John Wesley Hyatt / the U.S,Karl Landsteiner / the U.K,1,0,0,2
204,It is the case both that Ferdinand Carré lived in France and that Levi Strauss lived in the U.S.,Ferdinand Carré / France,Levi Strauss / the U.S,1,1,1,2
205,It is the case both that Alexander Graham Bell lived in Germany and that Luther George Simjian lived in Turkey/the U.S.,Alexander Graham Bell / Germany,Luther George Simjian / Turkey/the U.S,0,1,0,2
206,It is the case both that Marvin Camras lived in the U.S and that Arthur Pitney lived in the U.S.,Marvin Camras / the U.S,Arthur Pitney / the U.S,1,1,1,2
207,It is the case both that Shinya Yamanaka lived in Germany and that Hans von Ohain lived in Germany.,Shinya Yamanaka / Germany,Hans von Ohain / Germany,0,1,0,2
208,It is the case both that Garrett Morgan lived in the U.S and that John Logie Baird lived in Scotland.,Garrett Morgan / the U.S,John Logie Baird / Scotland,1,1,1,2
209,It is the case both that Karl Landsteiner lived in Austria and that Ralph Benjamin lived in the U.K.,Karl Landsteiner / Austria,Ralph Benjamin / the U.K,1,1,1,2
210,It is the case both that Nils Bohlin lived in Germany and that Charles Francis Richter lived in the U.S.,Nils Bohlin / Germany,Charles Francis Richter / the U.S,0,1,0,2
211,It is the case both that Alfred Nobel lived in Sweden and that Frederick G. Creed lived in Canada.,Alfred Nobel / Sweden,Frederick G. Creed / Canada,1,1,1,2
212,It is the case both that Carl Elsener lived in the U.S and that Joseph-Armand Bombardier lived in Canada.,Carl Elsener / the U.S,Joseph-Armand Bombardier / Canada,0,1,0,2
213,It is the case both that Leonardo da Vinci lived in Italy and that Louis Pasteur lived in France.,Leonardo da Vinci / Italy,Louis Pasteur / France,1,1,1,2
214,It is the case both that André-Jacques Garnerin lived in France and that Sir Isaac Newton lived in the U.S.,André-Jacques Garnerin / France,Sir Isaac Newton / the U.S,1,0,0,2
215,It is the case both that Georges Claude lived in France and that Sir Humphry Davy lived in the U.K.,Georges Claude / France,Sir Humphry Davy / the U.K,1,1,1,2
216,It is the case both that Hans Geiger lived in Austria/the U.S and that Benjamin Holt lived in the U.S.,Hans Geiger / Austria/the U.S,Benjamin Holt / the U.S,0,1,0,2
217,It is the case both that Willem Einthoven lived in the Netherlands and that Charles Townes lived in the U.S.,Willem Einthoven / the Netherlands,Charles Townes / the U.S,1,1,1,2
218,It is the case both that Thomas Wedgwood lived in the U.K and that James Dyson lived in Canada.,Thomas Wedgwood / the U.K,James Dyson / Canada,1,0,0,2
219,It is the case both that Linus Torvalds lived in Finland and that Alan Turing lived in the U.K.,Linus Torvalds / Finland,Alan Turing / the U.K,1,1,1,2
220,It is the case both that Nikolai Basov lived in the Soviet Union and that John Ericsson lived in the U.S.,Nikolai Basov / the Soviet Union,John Ericsson / the U.S,1,0,0,2
221,It is the case both that Ruth Handler lived in the Netherlands and that Marvin Camras lived in the U.S.,Ruth Handler / the Netherlands,Marvin Camras / the U.S,0,1,0,2
222,It is the case both that Joseph Aspdin lived in Switzerland and that André-Jacques Garnerin lived in France.,Joseph Aspdin / Switzerland,André-Jacques Garnerin / France,0,1,0,2
223,It is the case both that Sir Sandford Fleming lived in the U.S and that Arthur Pitney lived in the U.S.,Sir Sandford Fleming / the U.S,Arthur Pitney / the U.S,0,1,0,2
224,It is the case both that Yvonne Brill lived in Canada and that John Boyd Dunlop lived in Scotland.,Yvonne Brill / Canada,John Boyd Dunlop / Scotland,1,1,1,2
225,It is the case both that John Callcott Horsley lived in Germany and that John Ericsson lived in Sweden.,John Callcott Horsley / Germany,John Ericsson / Sweden,0,1,0,2
226,It is the case both that George Washington Carver lived in the U.S and that Eugene Polley lived in the U.S.,George Washington Carver / the U.S,Eugene Polley / the U.S,1,1,1,2
227,It is the case both that Carl Elsener lived in Switzerland and that Charles Fritts lived in the U.S.,Carl Elsener / Switzerland,Charles Fritts / the U.S,1,1,1,2
228,It is the case both that Henri Giffard lived in France and that Frank Bunker Gilbreth lived in the U.S.,Henri Giffard / France,Frank Bunker Gilbreth / the U.S,1,1,1,2
229,It is the case both that Tim Berners-Lee lived in the U.K and that Joseph Glidden lived in the U.S.,Tim Berners-Lee / the U.K,Joseph Glidden / the U.S,1,1,1,2
230,It is the case both that Carlos Glidden lived in Scotland and that Ernest Swinton lived in the U.S.,Carlos Glidden / Scotland,Ernest Swinton / the U.S,0,0,0,2
231,It is the case both that Chester Carlson lived in the U.K and that Frederick McKinley Jones lived in the U.S.,Chester Carlson / the U.K,Frederick McKinley Jones / the U.S,0,1,0,2
232,It is the case both that Hans Goldschmidt lived in the Netherlands and that Paul Gottlieb Nipkow lived in Denmark.,Hans Goldschmidt / the Netherlands,Paul Gottlieb Nipkow / Denmark,0,0,0,2
233,It is the case both that Whitcomb Judson lived in the U.S and that Alva J. Fisher lived in the U.S.,Whitcomb Judson / the U.S,Alva J. Fisher / the U.S,1,1,1,2
234,It is the case both that Benjamin Rubin lived in the U.S and that Bartolomeo Cristofori lived in Italy.,Benjamin Rubin / the U.S,Bartolomeo Cristofori / Italy,1,1,1,2
235,It is the case both that Igor Tamm lived in Russia and that Carl Elsener lived in Switzerland.,Igor Tamm / Russia,Carl Elsener / Switzerland,1,1,1,2
236,It is the case both that Elisha Otis lived in the U.K and that Nikolai Basov lived in the U.S.,Elisha Otis / the U.K,Nikolai Basov / the U.S,0,0,0,2
237,It is the case both that Archimedes lived in Ancient Greece and that Frederick Walton lived in the U.K.,Archimedes / Ancient Greece,Frederick Walton / the U.K,1,1,1,2
238,It is the case both that Jean-Bernard-Léon Foucault lived in the U.S and that Robert Moog lived in the U.S.,Jean-Bernard-Léon Foucault / the U.S,Robert Moog / the U.S,0,1,0,2
239,It is the case both that Elisha Otis lived in the U.S and that Joseph-Armand Bombardier lived in Canada.,Elisha Otis / the U.S,Joseph-Armand Bombardier / Canada,1,1,1,2
240,It is the case both that Edmund Cartwright lived in the U.K and that Frederick Walton lived in the U.K.,Edmund Cartwright / the U.K,Frederick Walton / the U.K,1,1,1,2
241,It is the case both that Carl Elsener lived in the U.S and that John Atanasoff lived in the U.S.,Carl Elsener / the U.S,John Atanasoff / the U.S,0,1,0,2
242,It is the case both that Emile Berliner lived in Germany/the U.S and that Reginald Fessenden lived in Canada/the U.S.,Emile Berliner / Germany/the U.S,Reginald Fessenden / Canada/the U.S,1,1,1,2
243,It is the case both that Charles Babbage lived in the U.K and that Ada Lovelace lived in the U.K.,Charles Babbage / the U.K,Ada Lovelace / the U.K,1,1,1,2
244,It is the case both that Ernest Swinton lived in the U.K and that Willis Carrier lived in the U.S.,Ernest Swinton / the U.K,Willis Carrier / the U.S,1,1,1,2
245,It is the case both that Blaise Pascal lived in France and that Konrad Zuse lived in Germany.,Blaise Pascal / France,Konrad Zuse / Germany,1,1,1,2
246,It is the case both that Robert Chesebrough lived in the U.S and that James West lived in the U.S.,Robert Chesebrough / the U.S,James West / the U.S,1,1,1,2
247,It is the case both that Bartolomeo Cristofori lived in Italy and that William Sturgeon lived in the U.K.,Bartolomeo Cristofori / Italy,William Sturgeon / the U.K,1,1,1,2
248,It is the case both that Hans Goldschmidt lived in Germany and that Charles Cros lived in France.,Hans Goldschmidt / Germany,Charles Cros / France,1,1,1,2
249,It is the case both that Levi Strauss lived in the U.S and that Alec Jeffreys lived in the U.K.,Levi Strauss / the U.S,Alec Jeffreys / the U.K,1,1,1,2
250,It is the case both that Florence Parpart lived in the U.S and that Rudolf Kálmán lived in Hungary.,Florence Parpart / the U.S,Rudolf Kálmán / Hungary,1,1,1,2
251,It is the case both that Alessandro Volta lived in Italy and that Clarence Birdseye lived in the U.S.,Alessandro Volta / Italy,Clarence Birdseye / the U.S,1,1,1,2
252,It is the case both that Thomas Wedgwood lived in the U.K and that Charles Wheatstone lived in the U.K.,Thomas Wedgwood / the U.K,Charles Wheatstone / the U.K,1,1,1,2
253,It is the case both that Rudolf Diesel lived in the U.S and that George Pullman lived in the U.S.,Rudolf Diesel / the U.S,George Pullman / the U.S,0,1,0,2
254,It is the case both that Gottlieb Daimler lived in Germany and that Charles Wheatstone lived in France.,Gottlieb Daimler / Germany,Charles Wheatstone / France,1,0,0,2
255,It is the case both that Evangelista Torricelli lived in the U.S and that Charles Francis Jenkins lived in the U.S.,Evangelista Torricelli / the U.S,Charles Francis Jenkins / the U.S,0,1,0,2
256,It is the case both that Tim Berners-Lee lived in the U.K and that Gideon Sundback lived in the U.S.,Tim Berners-Lee / the U.K,Gideon Sundback / the U.S,1,0,0,2
257,It is the case both that Charles Goodyear lived in the U.S and that John Callcott Horsley lived in the U.K.,Charles Goodyear / the U.S,John Callcott Horsley / the U.K,1,1,1,2
258,It is the case both that Benjamin Rubin lived in the U.S and that Lloyd Groff Copeman lived in the U.S.,Benjamin Rubin / the U.S,Lloyd Groff Copeman / the U.S,1,1,1,2
259,It is the case both that Biruté Galdikas lived in France and that Richard Leach Maddox lived in Austria.,Biruté Galdikas / France,Richard Leach Maddox / Austria,0,0,0,2
260,It is the case both that James Dyson lived in the U.K and that Percy Spencer lived in the U.S.,James Dyson / the U.K,Percy Spencer / the U.S,1,1,1,2
261,It is the case both that Fridtjof Nansen lived in Norway and that Rudolf Diesel lived in Germany.,Fridtjof Nansen / Norway,Rudolf Diesel / Germany,1,1,1,2
262,It is the case both that Ferdinand Carré lived in France and that Semyon Kirlian lived in the U.K.,Ferdinand Carré / France,Semyon Kirlian / the U.K,1,0,0,2
263,It is the case both that Giovanni Caselli lived in Italy and that Emile Berliner lived in Germany/the U.S.,Giovanni Caselli / Italy,Emile Berliner / Germany/the U.S,1,1,1,2
264,It is the case both that Charles Francis Richter lived in the U.S and that Leon Theremin lived in Russia.,Charles Francis Richter / the U.S,Leon Theremin / Russia,1,1,1,2
265,It is the case both that Charles Macintosh lived in the U.K and that Benjamin Holt lived in the U.S.,Charles Macintosh / the U.K,Benjamin Holt / the U.S,1,1,1,2
266,It is the case both that Herbert Akroyd Stuart lived in Russia and that Hans von Ohain lived in Germany.,Herbert Akroyd Stuart / Russia,Hans von Ohain / Germany,0,1,0,2
267,It is the case both that Heinrich Göbel lived in Germany and that Paul Gottlieb Nipkow lived in Denmark.,Heinrich Göbel / Germany,Paul Gottlieb Nipkow / Denmark,1,0,0,2
268,It is the case both that James Clerk Maxwell lived in the U.K and that Lloyd Groff Copeman lived in the U.S.,James Clerk Maxwell / the U.K,Lloyd Groff Copeman / the U.S,1,1,1,2
269,It is the case both that Charles Wheatstone lived in France and that Ralph Benjamin lived in Italy.,Charles Wheatstone / France,Ralph Benjamin / Italy,0,0,0,2
270,It is the case both that Evangelista Torricelli lived in Italy and that Karl Benz lived in Germany.,Evangelista Torricelli / Italy,Karl Benz / Germany,1,1,1,2
271,It is the case both that John Ambrose Fleming lived in the U.K and that Karl Landsteiner lived in Austria.,John Ambrose Fleming / the U.K,Karl Landsteiner / Austria,1,1,1,2
272,It is the case both that Wilhelm Conrad Röntgen lived in Germany and that Florence Parpart lived in the U.K.,Wilhelm Conrad Röntgen / Germany,Florence Parpart / the U.K,1,0,0,2
273,It is the case both that James Clerk Maxwell lived in the U.S and that Elisha Gray lived in Austria/the U.S.,James Clerk Maxwell / the U.S,Elisha Gray / Austria/the U.S,0,0,0,2
274,It is the case both that Elisha Gray lived in Austria/the U.S and that Carlos Glidden lived in the U.S.,Elisha Gray / Austria/the U.S,Carlos Glidden / the U.S,0,1,0,2
275,It is the case both that George Cayley lived in the U.K and that Luther Simjian lived in Turkey/the U.S.,George Cayley / the U.K,Luther Simjian / Turkey/the U.S,1,1,1,2
276,It is the case both that John Atanasoff lived in the U.S and that George Antheil lived in the U.S.,John Atanasoff / the U.S,George Antheil / the U.S,1,1,1,2
277,It is the case both that Wilhelm Conrad Röntgen lived in Germany and that Sir Frank Whittle lived in the U.K.,Wilhelm Conrad Röntgen / Germany,Sir Frank Whittle / the U.K,1,1,1,2
278,It is the case both that Zhores Alferov lived in Russia and that Rudolf Diesel lived in Germany.,Zhores Alferov / Russia,Rudolf Diesel / Germany,1,1,1,2
279,It is the case both that James Clerk Maxwell lived in the U.S and that Michael Faraday lived in the U.K.,James Clerk Maxwell / the U.S,Michael Faraday / the U.K,0,1,0,2
280,It is the case both that Sir Sandford Fleming lived in Canada and that Jean-Bernard-Léon Foucault lived in the U.S.,Sir Sandford Fleming / Canada,Jean-Bernard-Léon Foucault / the U.S,1,0,0,2
281,It is the case both that Semyon Kirlian lived in Russia and that Thomas Edison lived in the U.S.,Semyon Kirlian / Russia,Thomas Edison / the U.S,1,1,1,2
282,It is the case both that John T. Parsons lived in the U.S and that John Kay lived in the U.K.,John T. Parsons / the U.S,John Kay / the U.K,1,1,1,2
283,It is the case both that Wallace Carothers lived in Denmark and that Giovanni Caselli lived in Italy.,Wallace Carothers / Denmark,Giovanni Caselli / Italy,0,1,0,2
284,It is the case both that Rudolf Diesel lived in the U.S and that Ralph H. Baer lived in the U.S.,Rudolf Diesel / the U.S,Ralph H. Baer / the U.S,0,1,0,2
285,It is the case both that Ruth Handler lived in the Netherlands and that Blaise Pascal lived in France.,Ruth Handler / the Netherlands,Blaise Pascal / France,0,1,0,2
286,It is the case both that Benjamin Franklin lived in the U.S and that Candace Pert lived in the U.S.,Benjamin Franklin / the U.S,Candace Pert / the U.S,1,1,1,2
287,It is the case both that Daisuke Inoue lived in the U.S and that Sir Sandford Fleming lived in Canada.,Daisuke Inoue / the U.S,Sir Sandford Fleming / Canada,0,1,0,2
288,It is the case both that Sir Isaac Newton lived in the U.K and that James Starley lived in the U.K.,Sir Isaac Newton / the U.K,James Starley / the U.K,1,1,1,2
289,It is the case both that Charles Cros lived in France and that Clarence Birdseye lived in the U.S.,Charles Cros / France,Clarence Birdseye / the U.S,1,1,1,2
290,It is the case both that Charles Strite lived in Italy and that Hans Geiger lived in Germany.,Charles Strite / Italy,Hans Geiger / Germany,0,1,0,2
291,It is the case both that Carl Wilhelm Siemens lived in Germany and that Hans Oersted lived in the U.S.,Carl Wilhelm Siemens / Germany,Hans Oersted / the U.S,1,0,0,2
292,It is the case both that Jack Kilby lived in the U.S and that László Bíró lived in the U.S.,Jack Kilby / the U.S,László Bíró / the U.S,1,0,0,2
293,It is the case both that Robert Adler lived in Austria/the U.S and that Philo Farnsworth lived in the U.S.,Robert Adler / Austria/the U.S,Philo Farnsworth / the U.S,1,1,1,2
294,It is the case both that Samuel Colt lived in the U.S and that Charles Townes lived in Russia.,Samuel Colt / the U.S,Charles Townes / Russia,1,0,0,2
295,It is the case both that Ami Argand lived in Switzerland and that Vint Cerf lived in the U.S.,Ami Argand / Switzerland,Vint Cerf / the U.S,1,1,1,2
296,It is the case both that Charles Cros lived in France and that Wilhelm Conrad Röntgen lived in Germany.,Charles Cros / France,Wilhelm Conrad Röntgen / Germany,1,1,1,2
297,It is the case both that Charles Cros lived in France and that John Callcott Horsley lived in Germany.,Charles Cros / France,John Callcott Horsley / Germany,1,0,0,2
298,It is the case both that Sir Isaac Newton lived in the U.S and that Edouard Benedictus lived in France.,Sir Isaac Newton / the U.S,Edouard Benedictus / France,0,1,0,2
299,It is the case both that Samuel Morse lived in Germany and that Philo Taylor Farnsworth lived in the U.S.,Samuel Morse / Germany,Philo Taylor Farnsworth / the U.S,0,1,0,2
300,It is the case both that David Edward Hughes lived in the U.S and that Daisuke Inoue lived in the U.S.,David Edward Hughes / the U.S,Daisuke Inoue / the U.S,1,0,0,2
301,It is the case both that André-Jacques Garnerin lived in France and that Godfrey Hounsfield lived in the U.K.,André-Jacques Garnerin / France,Godfrey Hounsfield / the U.K,1,1,1,2
302,It is the case both that Joseph-Armand Bombardier lived in Canada and that Carlos Glidden lived in the U.S.,Joseph-Armand Bombardier / Canada,Carlos Glidden / the U.S,1,1,1,2
303,It is the case both that Nikolay Slavyanov lived in Russia and that Edwin Link lived in the U.K.,Nikolay Slavyanov / Russia,Edwin Link / the U.K,1,0,0,2
304,It is the case both that Spencer Silver lived in the U.S and that Charles Tellier lived in France.,Spencer Silver / the U.S,Charles Tellier / France,1,1,1,2
305,It is the case both that William Kelly lived in France and that Heinrich Hertz lived in Germany.,William Kelly / France,Heinrich Hertz / Germany,0,1,0,2
306,It is the case both that Yvonne Brill lived in Canada and that Linus Torvalds lived in Finland.,Yvonne Brill / Canada,Linus Torvalds / Finland,1,1,1,2
307,It is the case both that George Antheil lived in the U.S and that John Boyd Dunlop lived in Scotland.,George Antheil / the U.S,John Boyd Dunlop / Scotland,1,1,1,2
308,It is the case both that Edwin Link lived in the U.K and that Maria Telkes lived in Hungary.,Edwin Link / the U.K,Maria Telkes / Hungary,0,0,0,2
309,It is the case both that Louis Pasteur lived in France and that Willis Carrier lived in Italy.,Louis Pasteur / France,Willis Carrier / Italy,1,0,0,2
310,It is the case both that Vint Cerf lived in the U.S and that Charles Strite lived in the U.S.,Vint Cerf / the U.S,Charles Strite / the U.S,1,1,1,2
311,It is the case both that Alessandro Volta lived in the U.S and that Frank Julian Sprague lived in the U.S.,Alessandro Volta / the U.S,Frank Julian Sprague / the U.S,0,1,0,2
312,It is the case both that Valdemar Poulsen lived in Scotland and that Frederick Walton lived in the U.K.,Valdemar Poulsen / Scotland,Frederick Walton / the U.K,0,1,0,2
313,It is the case both that Christopher Cockerell lived in the U.K and that Herbert Akroyd Stuart lived in England.,Christopher Cockerell / the U.K,Herbert Akroyd Stuart / England,1,1,1,2
314,It is the case both that George Eastman lived in the U.S and that Hans von Ohain lived in Germany.,George Eastman / the U.S,Hans von Ohain / Germany,1,1,1,2
315,It is the case both that Ernesto Blanco lived in the U.S and that Richard Gatling lived in the U.S.,Ernesto Blanco / the U.S,Richard Gatling / the U.S,1,1,1,2
316,It is the case both that Albert Ghiorso lived in the U.S and that George Eastman lived in the U.S.,Albert Ghiorso / the U.S,George Eastman / the U.S,1,1,1,2
317,It is the case both that Gideon Sundback lived in Sweden/the U.S and that Carl Sontheimer lived in the U.S.,Gideon Sundback / Sweden/the U.S,Carl Sontheimer / the U.S,1,1,1,2
318,It is the case both that Wallace Carothers lived in the U.S and that Elihu Thomson lived in the U.S.,Wallace Carothers / the U.S,Elihu Thomson / the U.S,1,1,1,2
319,It is the case both that Samuel Fox lived in the U.K and that Semyon Kirlian lived in Russia.,Samuel Fox / the U.K,Semyon Kirlian / Russia,1,1,1,2
320,It is the case both that Joseph Henry lived in the U.S and that Blaise Pascal lived in France.,Joseph Henry / the U.S,Blaise Pascal / France,1,1,1,2
321,It is the case both that Karl Landsteiner lived in Austria and that Alessandro Volta lived in the U.S.,Karl Landsteiner / Austria,Alessandro Volta / the U.S,1,0,0,2
322,It is the case both that Sir Isaac Newton lived in the U.K and that Joseph Aspdin lived in the U.K.,Sir Isaac Newton / the U.K,Joseph Aspdin / the U.K,1,1,1,2
323,It is the case both that John Logie Baird lived in Scotland and that Galileo Galilei lived in the U.S.,John Logie Baird / Scotland,Galileo Galilei / the U.S,1,0,0,2
324,It is the case both that Luther Simjian lived in Turkey/the U.S and that Elisha Gray lived in the U.S.,Luther Simjian / Turkey/the U.S,Elisha Gray / the U.S,1,1,1,2
325,It is the case both that Thomas Edison lived in the U.S and that Hans von Ohain lived in Germany.,Thomas Edison / the U.S,Hans von Ohain / Germany,1,1,1,2
326,It is the case both that George Cayley lived in the U.K and that Ignazio Porro lived in Italy.,George Cayley / the U.K,Ignazio Porro / Italy,1,1,1,2
327,It is the case both that Alexander Graham Bell lived in Germany and that Carl Elsener lived in the U.S.,Alexander Graham Bell / Germany,Carl Elsener / the U.S,0,0,0,2
328,It is the case both that Karl Landsteiner lived in Austria and that Ruth Benerito lived in the U.S.,Karl Landsteiner / Austria,Ruth Benerito / the U.S,1,1,1,2
329,It is the case both that Ada Lovelace lived in the U.K and that Bette Nesmith Graham lived in the U.S.,Ada Lovelace / the U.K,Bette Nesmith Graham / the U.S,1,1,1,2
330,It is the case both that Levi Strauss lived in the U.S and that Hans Berger lived in Germany.,Levi Strauss / the U.S,Hans Berger / Germany,1,1,1,2
331,It is the case both that Elihu Thomson lived in the U.S and that Gottlieb Daimler lived in France.,Elihu Thomson / the U.S,Gottlieb Daimler / France,1,0,0,2
332,It is the case both that David Schwarz lived in France and that Thomas Tompion lived in the U.K.,David Schwarz / France,Thomas Tompion / the U.K,0,1,0,2
333,It is the case both that Heinrich Hertz lived in Germany and that Frederick Walton lived in the U.K.,Heinrich Hertz / Germany,Frederick Walton / the U.K,1,1,1,2
334,It is the case both that John Harrison lived in the U.K and that John Logie Baird lived in Scotland.,John Harrison / the U.K,John Logie Baird / Scotland,1,1,1,2
335,It is the case both that Willis Carrier lived in the U.S and that Samuel Fox lived in France.,Willis Carrier / the U.S,Samuel Fox / France,1,0,0,2
336,It is the case both that Maria Telkes lived in Hungary and that George Cayley lived in the U.K.,Maria Telkes / Hungary,George Cayley / the U.K,0,1,0,2
337,It is the case both that Nikolay Slavyanov lived in Russia and that Frank Julian Sprague lived in the U.S.,Nikolay Slavyanov / Russia,Frank Julian Sprague / the U.S,1,1,1,2
338,It is the case both that John Shepherd-Barron lived in the U.S and that Édouard-Léon Scott de Martinville lived in France.,John Shepherd-Barron / the U.S,Édouard-Léon Scott de Martinville / France,0,1,0,2
339,It is the case both that Frank Bunker Gilbreth lived in the U.S and that Charles Strite lived in the U.S.,Frank Bunker Gilbreth / the U.S,Charles Strite / the U.S,1,1,1,2
340,It is the case both that William Kelly lived in the U.S and that Gottlieb Daimler lived in France.,William Kelly / the U.S,Gottlieb Daimler / France,1,0,0,2
341,It is the case both that Joseph-Armand Bombardier lived in Canada and that Guglielmo Marconi lived in Italy.,Joseph-Armand Bombardier / Canada,Guglielmo Marconi / Italy,1,1,1,2
342,It is the case both that Leonardo da Vinci lived in Poland/France and that Godfrey Hounsfield lived in Denmark.,Leonardo da Vinci / Poland/France,Godfrey Hounsfield / Denmark,0,0,0,2
343,It is the case both that Grace Hopper lived in the U.S and that Charles Macintosh lived in the U.S.,Grace Hopper / the U.S,Charles Macintosh / the U.S,1,0,0,2
344,It is the case both that Frederick McKinley Jones lived in the U.S and that Rudolf Kálmán lived in Hungary.,Frederick McKinley Jones / the U.S,Rudolf Kálmán / Hungary,1,1,1,2
345,It is the case both that Charles Francis Richter lived in the U.S and that Whitcomb Judson lived in the U.S.,Charles Francis Richter / the U.S,Whitcomb Judson / the U.S,1,1,1,2
346,It is the case both that Edouard Benedictus lived in France and that John Atanasoff lived in the U.S.,Edouard Benedictus / France,John Atanasoff / the U.S,1,1,1,2
347,It is the case both that John Logie Baird lived in Japan and that Godfrey Hounsfield lived in Denmark.,John Logie Baird / Japan,Godfrey Hounsfield / Denmark,0,0,0,2
348,It is the case both that Edouard Benedictus lived in the U.S and that Georges Claude lived in France.,Edouard Benedictus / the U.S,Georges Claude / France,0,1,0,2
349,It is the case both that Blaise Pascal lived in France and that Elihu Thomson lived in the U.S.,Blaise Pascal / France,Elihu Thomson / the U.S,1,1,1,2
350,It is the case both that Igor Sikorsky lived in Ukraine/the U.S and that Valdemar Poulsen lived in Denmark.,Igor Sikorsky / Ukraine/the U.S,Valdemar Poulsen / Denmark,1,1,1,2
351,It is the case both that Herbert Akroyd Stuart lived in England and that Florence Parpart lived in the U.S.,Herbert Akroyd Stuart / England,Florence Parpart / the U.S,1,1,1,2
