idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
227,It is the case both that Nitrogen has the symbol N and that Dysprosium has the symbol Dy.,Nitrogen / N,Dysprosium / Dy,1,1,1,2
228,It is the case both that Ytterbium has the symbol Mo and that Actinium has the symbol Ac.,Ytterbium / Mo,Actinium / Ac,0,1,0,2
229,It is the case both that Manganese has the symbol Mn and that Tantalum has the symbol Cs.,Manganese / Mn,Tantalum / Cs,1,0,0,2
230,It is the case both that Uranium has the symbol U and that Niobium has the symbol Rh.,Uranium / U,Niobium / Rh,1,0,0,2
231,It is the case both that Palladium has the symbol Pd and that Beryllium has the symbol Be.,Palladium / Pd,Beryllium / Be,1,1,1,2
232,It is the case both that Germanium has the symbol Br and that Selenium has the symbol Se.,Germanium / Br,Selenium / Se,0,1,0,2
233,It is the case both that Indium has the symbol In and that Cesium has the symbol Cs.,Indium / In,Cesium / Cs,1,1,1,2
234,It is the case both that Helium has the symbol He and that Hydrogen has the symbol H.,Helium / He,Hydrogen / H,1,1,1,2
235,It is the case both that Lanthanum has the symbol Po and that Germanium has the symbol Ge.,Lanthanum / Po,Germanium / Ge,0,1,0,2
236,It is the case both that Chlorine has the symbol Cl and that Barium has the symbol Ba.,Chlorine / Cl,Barium / Ba,1,1,1,2
237,It is the case both that Iodine has the symbol I and that Dysprosium has the symbol Dy.,Iodine / I,Dysprosium / Dy,1,1,1,2
238,It is the case both that Oxygen has the symbol O and that Sodium has the symbol Na.,Oxygen / O,Sodium / Na,1,1,1,2
239,It is the case both that Tellurium has the symbol Te and that Neon has the symbol Ne.,Tellurium / Te,Neon / Ne,1,1,1,2
240,It is the case both that Scandium has the symbol Rn and that Potassium has the symbol K.,Scandium / Rn,Potassium / K,0,1,0,2
241,It is the case both that Zinc has the symbol Zn and that Lithium has the symbol Li.,Zinc / Zn,Lithium / Li,1,1,1,2
242,It is the case both that Antimony has the symbol Sb and that Krypton has the symbol Kr.,Antimony / Sb,Krypton / Kr,1,1,1,2
243,It is the case both that Arsenic has the symbol Re and that Oxygen has the symbol O.,Arsenic / Re,Oxygen / O,0,1,0,2
244,It is the case both that Dysprosium has the symbol Dy and that Boron has the symbol Pm.,Dysprosium / Dy,Boron / Pm,1,0,0,2
245,It is the case both that Gold has the symbol Au and that Cobalt has the symbol Co.,Gold / Au,Cobalt / Co,1,1,1,2
246,It is the case both that Sulfur has the symbol Cs and that Praseodymium has the symbol Sc.,Sulfur / Cs,Praseodymium / Sc,0,0,0,2
247,It is the case both that Gadolinium has the symbol Gd and that Sodium has the symbol Na.,Gadolinium / Gd,Sodium / Na,1,1,1,2
248,It is the case both that Hydrogen has the symbol H and that Lanthanum has the symbol Po.,Hydrogen / H,Lanthanum / Po,1,0,0,2
249,It is the case both that Gadolinium has the symbol Hg and that Lanthanum has the symbol La.,Gadolinium / Hg,Lanthanum / La,0,1,0,2
250,It is the case both that Neodymium has the symbol Nd and that Gallium has the symbol Ga.,Neodymium / Nd,Gallium / Ga,1,1,1,2
251,It is the case both that Thulium has the symbol Tm and that Holmium has the symbol Ho.,Thulium / Tm,Holmium / Ho,1,1,1,2
252,It is the case both that Gadolinium has the symbol Hg and that Lead has the symbol Na.,Gadolinium / Hg,Lead / Na,0,0,0,2
253,It is the case both that Cadmium has the symbol Cd and that Francium has the symbol Tl.,Cadmium / Cd,Francium / Tl,1,0,0,2
254,It is the case both that Erbium has the symbol Pr and that Oxygen has the symbol Ne.,Erbium / Pr,Oxygen / Ne,0,0,0,2
255,It is the case both that Strontium has the symbol Sr and that Boron has the symbol B.,Strontium / Sr,Boron / B,1,1,1,2
256,It is the case both that Polonium has the symbol Po and that Thallium has the symbol Tl.,Polonium / Po,Thallium / Tl,1,1,1,2
257,It is the case both that Iron has the symbol Fe and that Osmium has the symbol Os.,Iron / Fe,Osmium / Os,1,1,1,2
258,It is the case both that Lutetium has the symbol Be and that Manganese has the symbol Mn.,Lutetium / Be,Manganese / Mn,0,1,0,2
259,It is the case both that Strontium has the symbol Sn and that Terbium has the symbol Tb.,Strontium / Sn,Terbium / Tb,0,1,0,2
260,It is the case both that Osmium has the symbol Os and that Gallium has the symbol Cs.,Osmium / Os,Gallium / Cs,1,0,0,2
261,It is the case both that Silver has the symbol Sb and that Terbium has the symbol Ta.,Silver / Sb,Terbium / Ta,0,0,0,2
262,It is the case both that Xenon has the symbol Xe and that Rubidium has the symbol Rb.,Xenon / Xe,Rubidium / Rb,1,1,1,2
263,It is the case both that Scandium has the symbol Sc and that Xenon has the symbol Xe.,Scandium / Sc,Xenon / Xe,1,1,1,2
264,It is the case both that Krypton has the symbol Kr and that Gallium has the symbol Ga.,Krypton / Kr,Gallium / Ga,1,1,1,2
265,It is the case both that Praseodymium has the symbol Pr and that Mercury has the symbol Cl.,Praseodymium / Pr,Mercury / Cl,1,0,0,2
266,It is the case both that Gadolinium has the symbol Gd and that Strontium has the symbol Sr.,Gadolinium / Gd,Strontium / Sr,1,1,1,2
267,It is the case both that Magnesium has the symbol Mg and that Vanadium has the symbol V.,Magnesium / Mg,Vanadium / V,1,1,1,2
268,It is the case both that Gallium has the symbol Ga and that Oxygen has the symbol O.,Gallium / Ga,Oxygen / O,1,1,1,2
269,It is the case both that Indium has the symbol In and that Magnesium has the symbol Mg.,Indium / In,Magnesium / Mg,1,1,1,2
270,It is the case both that Palladium has the symbol Pd and that Lanthanum has the symbol La.,Palladium / Pd,Lanthanum / La,1,1,1,2
271,It is the case both that Tungsten has the symbol W and that Iridium has the symbol Ir.,Tungsten / W,Iridium / Ir,1,1,1,2
272,It is the case both that Fluorine has the symbol N and that Vanadium has the symbol Ba.,Fluorine / N,Vanadium / Ba,0,0,0,2
273,It is the case both that Potassium has the symbol Al and that Copper has the symbol Ta.,Potassium / Al,Copper / Ta,0,0,0,2
274,It is the case both that Radon has the symbol H and that Gold has the symbol Au.,Radon / H,Gold / Au,0,1,0,2
275,It is the case both that Bismuth has the symbol Bi and that Neodymium has the symbol Ac.,Bismuth / Bi,Neodymium / Ac,1,0,0,2
276,It is the case both that Cadmium has the symbol Ir and that Arsenic has the symbol As.,Cadmium / Ir,Arsenic / As,0,1,0,2
277,It is the case both that Iridium has the symbol Ir and that Chlorine has the symbol Cl.,Iridium / Ir,Chlorine / Cl,1,1,1,2
278,It is the case both that Dysprosium has the symbol Dy and that Tungsten has the symbol W.,Dysprosium / Dy,Tungsten / W,1,1,1,2
279,It is the case both that Praseodymium has the symbol Sc and that Indium has the symbol As.,Praseodymium / Sc,Indium / As,0,0,0,2
280,It is the case both that Lead has the symbol Pb and that Mercury has the symbol Hg.,Lead / Pb,Mercury / Hg,1,1,1,2
281,It is the case both that Fluorine has the symbol F and that Actinium has the symbol Ac.,Fluorine / F,Actinium / Ac,1,1,1,2
282,It is the case both that Technetium has the symbol Tc and that Oxygen has the symbol Ne.,Technetium / Tc,Oxygen / Ne,1,0,0,2
283,It is the case both that Gallium has the symbol Ga and that Samarium has the symbol Pr.,Gallium / Ga,Samarium / Pr,1,0,0,2
284,It is the case both that Hafnium has the symbol Nd and that Bismuth has the symbol Bi.,Hafnium / Nd,Bismuth / Bi,0,1,0,2
285,It is the case both that Molybdenum has the symbol Mo and that Boron has the symbol B.,Molybdenum / Mo,Boron / B,1,1,1,2
286,It is the case both that Cadmium has the symbol Cd and that Uranium has the symbol U.,Cadmium / Cd,Uranium / U,1,1,1,2
287,It is the case both that Indium has the symbol In and that Palladium has the symbol Pd.,Indium / In,Palladium / Pd,1,1,1,2
288,It is the case both that Silver has the symbol Ag and that Magnesium has the symbol Br.,Silver / Ag,Magnesium / Br,1,0,0,2
289,It is the case both that Gadolinium has the symbol Gd and that Magnesium has the symbol Mg.,Gadolinium / Gd,Magnesium / Mg,1,1,1,2
290,It is the case both that Cobalt has the symbol Co and that Praseodymium has the symbol Pr.,Cobalt / Co,Praseodymium / Pr,1,1,1,2
291,It is the case both that Praseodymium has the symbol Sc and that Yttrium has the symbol Y.,Praseodymium / Sc,Yttrium / Y,0,1,0,2
292,It is the case both that Neptunium has the symbol Np and that Chlorine has the symbol Cl.,Neptunium / Np,Chlorine / Cl,1,1,1,2
293,It is the case both that Tungsten has the symbol Zr and that Xenon has the symbol F.,Tungsten / Zr,Xenon / F,0,0,0,2
294,It is the case both that Selenium has the symbol Se and that Arsenic has the symbol As.,Selenium / Se,Arsenic / As,1,1,1,2
295,It is the case both that Radium has the symbol Ra and that Mercury has the symbol Cl.,Radium / Ra,Mercury / Cl,1,0,0,2
296,It is the case both that Lithium has the symbol Li and that Lead has the symbol Pb.,Lithium / Li,Lead / Pb,1,1,1,2
297,It is the case both that Nitrogen has the symbol N and that Rhodium has the symbol Sn.,Nitrogen / N,Rhodium / Sn,1,0,0,2
298,It is the case both that Aluminum has the symbol Sc and that Uranium has the symbol Re.,Aluminum / Sc,Uranium / Re,0,0,0,2
299,It is the case both that Vanadium has the symbol Ba and that Erbium has the symbol Er.,Vanadium / Ba,Erbium / Er,0,1,0,2
300,It is the case both that Mercury has the symbol Hg and that Barium has the symbol Ba.,Mercury / Hg,Barium / Ba,1,1,1,2
301,It is the case both that Sodium has the symbol Na and that Tungsten has the symbol Zr.,Sodium / Na,Tungsten / Zr,1,0,0,2
302,It is the case both that Sulfur has the symbol S and that Nitrogen has the symbol N.,Sulfur / S,Nitrogen / N,1,1,1,2
303,It is the case both that Technetium has the symbol Tc and that Chromium has the symbol Cr.,Technetium / Tc,Chromium / Cr,1,1,1,2
304,It is the case both that Vanadium has the symbol V and that Thulium has the symbol Ne.,Vanadium / V,Thulium / Ne,1,0,0,2
305,It is the case both that Carbon has the symbol C and that Astatine has the symbol At.,Carbon / C,Astatine / At,1,1,1,2
306,It is the case both that Europium has the symbol Eu and that Silicon has the symbol Si.,Europium / Eu,Silicon / Si,1,1,1,2
307,It is the case both that Hydrogen has the symbol H and that Iridium has the symbol Ir.,Hydrogen / H,Iridium / Ir,1,1,1,2
308,It is the case both that Fluorine has the symbol N and that Beryllium has the symbol As.,Fluorine / N,Beryllium / As,0,0,0,2
309,It is the case both that Palladium has the symbol Pd and that Ytterbium has the symbol Yb.,Palladium / Pd,Ytterbium / Yb,1,1,1,2
310,It is the case both that Holmium has the symbol Ho and that Yttrium has the symbol U.,Holmium / Ho,Yttrium / U,1,0,0,2
311,It is the case both that Barium has the symbol Ba and that Ruthenium has the symbol Au.,Barium / Ba,Ruthenium / Au,1,0,0,2
312,It is the case both that Lead has the symbol Pb and that Manganese has the symbol Mn.,Lead / Pb,Manganese / Mn,1,1,1,2
313,It is the case both that Aluminum has the symbol Al and that Tin has the symbol Sn.,Aluminum / Al,Tin / Sn,1,1,1,2
314,It is the case both that Gadolinium has the symbol Gd and that Selenium has the symbol Se.,Gadolinium / Gd,Selenium / Se,1,1,1,2
315,It is the case both that Yttrium has the symbol Y and that Technetium has the symbol Ag.,Yttrium / Y,Technetium / Ag,1,0,0,2
316,It is the case both that Cobalt has the symbol Co and that Erbium has the symbol Er.,Cobalt / Co,Erbium / Er,1,1,1,2
317,It is the case both that Magnesium has the symbol Mg and that Radium has the symbol Ra.,Magnesium / Mg,Radium / Ra,1,1,1,2
318,It is the case both that Oxygen has the symbol O and that Manganese has the symbol Mn.,Oxygen / O,Manganese / Mn,1,1,1,2
319,It is the case both that Mercury has the symbol Hg and that Phosphorus has the symbol P.,Mercury / Hg,Phosphorus / P,1,1,1,2
320,It is the case both that Scandium has the symbol Rn and that Cadmium has the symbol Ir.,Scandium / Rn,Cadmium / Ir,0,0,0,2
321,It is the case both that Germanium has the symbol Ge and that Radon has the symbol Rn.,Germanium / Ge,Radon / Rn,1,1,1,2
322,It is the case both that Cadmium has the symbol Cd and that Silver has the symbol Ag.,Cadmium / Cd,Silver / Ag,1,1,1,2
323,It is the case both that Dysprosium has the symbol U and that Argon has the symbol Ar.,Dysprosium / U,Argon / Ar,0,1,0,2
324,It is the case both that Sodium has the symbol Na and that Radium has the symbol Ra.,Sodium / Na,Radium / Ra,1,1,1,2
325,It is the case both that Thulium has the symbol Tm and that Carbon has the symbol C.,Thulium / Tm,Carbon / C,1,1,1,2
326,It is the case both that Astatine has the symbol At and that Copper has the symbol Cu.,Astatine / At,Copper / Cu,1,1,1,2
327,It is the case both that Europium has the symbol Ga and that Strontium has the symbol Sr.,Europium / Ga,Strontium / Sr,0,1,0,2
328,It is the case both that Ytterbium has the symbol Mo and that Europium has the symbol Eu.,Ytterbium / Mo,Europium / Eu,0,1,0,2
329,It is the case both that Rhodium has the symbol Rh and that Silver has the symbol Sb.,Rhodium / Rh,Silver / Sb,1,0,0,2
330,It is the case both that Calcium has the symbol Ca and that Vanadium has the symbol V.,Calcium / Ca,Vanadium / V,1,1,1,2
331,It is the case both that Protactinium has the symbol Pa and that Selenium has the symbol Se.,Protactinium / Pa,Selenium / Se,1,1,1,2
332,It is the case both that Rhenium has the symbol Re and that Potassium has the symbol K.,Rhenium / Re,Potassium / K,1,1,1,2
333,It is the case both that Calcium has the symbol Ca and that Tantalum has the symbol Ta.,Calcium / Ca,Tantalum / Ta,1,1,1,2
334,It is the case both that Potassium has the symbol K and that Vanadium has the symbol V.,Potassium / K,Vanadium / V,1,1,1,2
335,It is the case both that Bromine has the symbol Br and that Tin has the symbol Sn.,Bromine / Br,Tin / Sn,1,1,1,2
336,It is the case both that Zinc has the symbol Zn and that Samarium has the symbol Sm.,Zinc / Zn,Samarium / Sm,1,1,1,2
337,It is the case both that Protactinium has the symbol Pa and that Chromium has the symbol Cr.,Protactinium / Pa,Chromium / Cr,1,1,1,2
338,It is the case both that Barium has the symbol Ba and that Actinium has the symbol Ar.,Barium / Ba,Actinium / Ar,1,0,0,2
339,It is the case both that Ytterbium has the symbol Yb and that Astatine has the symbol At.,Ytterbium / Yb,Astatine / At,1,1,1,2
340,It is the case both that Arsenic has the symbol Re and that Sodium has the symbol Na.,Arsenic / Re,Sodium / Na,0,1,0,2
341,It is the case both that Thorium has the symbol Se and that Platinum has the symbol Pt.,Thorium / Se,Platinum / Pt,0,1,0,2
342,It is the case both that Rubidium has the symbol Rb and that Gold has the symbol Au.,Rubidium / Rb,Gold / Au,1,1,1,2
343,It is the case both that Astatine has the symbol At and that Rubidium has the symbol Rb.,Astatine / At,Rubidium / Rb,1,1,1,2
344,It is the case both that Lanthanum has the symbol La and that Osmium has the symbol Os.,Lanthanum / La,Osmium / Os,1,1,1,2
345,It is the case both that Selenium has the symbol Se and that Bromine has the symbol Br.,Selenium / Se,Bromine / Br,1,1,1,2
346,It is the case both that Strontium has the symbol Sn and that Samarium has the symbol Sm.,Strontium / Sn,Samarium / Sm,0,1,0,2
347,It is the case both that Thorium has the symbol Th and that Holmium has the symbol Tb.,Thorium / Th,Holmium / Tb,1,0,0,2
348,It is the case both that Scandium has the symbol Sc and that Boron has the symbol B.,Scandium / Sc,Boron / B,1,1,1,2
349,It is the case both that Molybdenum has the symbol Mo and that Radon has the symbol Rn.,Molybdenum / Mo,Radon / Rn,1,1,1,2
350,It is the case both that Tin has the symbol Sn and that Phosphorus has the symbol Zn.,Tin / Sn,Phosphorus / Zn,1,0,0,2
351,It is the case both that Hafnium has the symbol Nd and that Astatine has the symbol Mg.,Hafnium / Nd,Astatine / Mg,0,0,0,2
352,It is the case both that Cadmium has the symbol Cd and that Polonium has the symbol Po.,Cadmium / Cd,Polonium / Po,1,1,1,2
353,It is the case both that Arsenic has the symbol As and that Niobium has the symbol Nb.,Arsenic / As,Niobium / Nb,1,1,1,2
354,It is the case both that Krypton has the symbol Kr and that Rhodium has the symbol Rh.,Krypton / Kr,Rhodium / Rh,1,1,1,2
355,It is the case both that Nickel has the symbol Ni and that Lithium has the symbol Sb.,Nickel / Ni,Lithium / Sb,1,0,0,2
356,It is the case both that Praseodymium has the symbol Pr and that Zirconium has the symbol Zr.,Praseodymium / Pr,Zirconium / Zr,1,1,1,2
357,It is the case both that Technetium has the symbol Tc and that Yttrium has the symbol Y.,Technetium / Tc,Yttrium / Y,1,1,1,2
358,It is the case both that Phosphorus has the symbol P and that Nitrogen has the symbol La.,Phosphorus / P,Nitrogen / La,1,0,0,2
359,It is the case both that Gold has the symbol Cr and that Neodymium has the symbol Nd.,Gold / Cr,Neodymium / Nd,0,1,0,2
360,It is the case both that Europium has the symbol Ga and that Lithium has the symbol Li.,Europium / Ga,Lithium / Li,0,1,0,2
361,It is the case both that Hafnium has the symbol Hf and that Protactinium has the symbol Pa.,Hafnium / Hf,Protactinium / Pa,1,1,1,2
362,It is the case both that Titanium has the symbol B and that Platinum has the symbol Pt.,Titanium / B,Platinum / Pt,0,1,0,2
363,It is the case both that Selenium has the symbol Na and that Polonium has the symbol Tb.,Selenium / Na,Polonium / Tb,0,0,0,2
364,It is the case both that Selenium has the symbol Se and that Dysprosium has the symbol U.,Selenium / Se,Dysprosium / U,1,0,0,2
365,It is the case both that Neodymium has the symbol Nd and that Iron has the symbol Fe.,Neodymium / Nd,Iron / Fe,1,1,1,2
366,It is the case both that Hydrogen has the symbol Pt and that Strontium has the symbol Sn.,Hydrogen / Pt,Strontium / Sn,0,0,0,2
367,It is the case both that Krypton has the symbol Kr and that Niobium has the symbol Nb.,Krypton / Kr,Niobium / Nb,1,1,1,2
368,It is the case both that Krypton has the symbol Kr and that Lutetium has the symbol Lu.,Krypton / Kr,Lutetium / Lu,1,1,1,2
369,It is the case both that Carbon has the symbol C and that Praseodymium has the symbol Pr.,Carbon / C,Praseodymium / Pr,1,1,1,2
370,It is the case both that Hydrogen has the symbol H and that Titanium has the symbol Ti.,Hydrogen / H,Titanium / Ti,1,1,1,2
371,It is the case both that Mercury has the symbol Cl and that Iron has the symbol Tl.,Mercury / Cl,Iron / Tl,0,0,0,2
372,It is the case both that Bromine has the symbol Br and that Helium has the symbol He.,Bromine / Br,Helium / He,1,1,1,2
373,It is the case both that Polonium has the symbol Tb and that Mercury has the symbol Hg.,Polonium / Tb,Mercury / Hg,0,1,0,2
374,It is the case both that Lanthanum has the symbol La and that Tantalum has the symbol Ta.,Lanthanum / La,Tantalum / Ta,1,1,1,2
375,It is the case both that Iodine has the symbol I and that Molybdenum has the symbol Mo.,Iodine / I,Molybdenum / Mo,1,1,1,2
376,It is the case both that Chlorine has the symbol Cr and that Technetium has the symbol Tc.,Chlorine / Cr,Technetium / Tc,0,1,0,2
377,It is the case both that Francium has the symbol Fr and that Lutetium has the symbol Be.,Francium / Fr,Lutetium / Be,1,0,0,2
378,It is the case both that Potassium has the symbol K and that Sodium has the symbol Na.,Potassium / K,Sodium / Na,1,1,1,2
379,It is the case both that Rhenium has the symbol Re and that Rhodium has the symbol Sn.,Rhenium / Re,Rhodium / Sn,1,0,0,2
380,It is the case both that Tungsten has the symbol Zr and that Iron has the symbol Fe.,Tungsten / Zr,Iron / Fe,0,1,0,2
381,It is the case both that Palladium has the symbol Nd and that Yttrium has the symbol Y.,Palladium / Nd,Yttrium / Y,0,1,0,2
382,It is the case both that Phosphorus has the symbol Zn and that Platinum has the symbol Pt.,Phosphorus / Zn,Platinum / Pt,0,1,0,2
383,It is the case both that Potassium has the symbol K and that Terbium has the symbol Tb.,Potassium / K,Terbium / Tb,1,1,1,2
384,It is the case both that Iron has the symbol Fe and that Scandium has the symbol Sc.,Iron / Fe,Scandium / Sc,1,1,1,2
385,It is the case both that Mercury has the symbol Cl and that Samarium has the symbol Pr.,Mercury / Cl,Samarium / Pr,0,0,0,2
386,It is the case both that Fluorine has the symbol F and that Chlorine has the symbol Cl.,Fluorine / F,Chlorine / Cl,1,1,1,2
387,It is the case both that Thulium has the symbol Tm and that Nickel has the symbol Rb.,Thulium / Tm,Nickel / Rb,1,0,0,2
388,It is the case both that Boron has the symbol B and that Neptunium has the symbol Na.,Boron / B,Neptunium / Na,1,0,0,2
389,It is the case both that Tellurium has the symbol Te and that Tungsten has the symbol W.,Tellurium / Te,Tungsten / W,1,1,1,2
390,It is the case both that Holmium has the symbol Tb and that Mercury has the symbol Hg.,Holmium / Tb,Mercury / Hg,0,1,0,2
391,It is the case both that Iron has the symbol Fe and that Uranium has the symbol U.,Iron / Fe,Uranium / U,1,1,1,2
392,It is the case both that Sodium has the symbol Na and that Promethium has the symbol Dy.,Sodium / Na,Promethium / Dy,1,0,0,2
393,It is the case both that Neodymium has the symbol Nd and that Scandium has the symbol Sc.,Neodymium / Nd,Scandium / Sc,1,1,1,2
394,It is the case both that Indium has the symbol In and that Hydrogen has the symbol H.,Indium / In,Hydrogen / H,1,1,1,2
395,It is the case both that Silver has the symbol Sb and that Gadolinium has the symbol Gd.,Silver / Sb,Gadolinium / Gd,0,1,0,2
396,It is the case both that Fluorine has the symbol F and that Terbium has the symbol Tb.,Fluorine / F,Terbium / Tb,1,1,1,2
397,It is the case both that Scandium has the symbol Rn and that Astatine has the symbol At.,Scandium / Rn,Astatine / At,0,1,0,2
398,It is the case both that Magnesium has the symbol Mg and that Thulium has the symbol Tm.,Magnesium / Mg,Thulium / Tm,1,1,1,2
399,It is the case both that Cobalt has the symbol Co and that Radon has the symbol H.,Cobalt / Co,Radon / H,1,0,0,2
400,It is the case both that Platinum has the symbol La and that Barium has the symbol Ba.,Platinum / La,Barium / Ba,0,1,0,2
401,It is the case both that Astatine has the symbol At and that Indium has the symbol In.,Astatine / At,Indium / In,1,1,1,2
402,It is the case both that Silver has the symbol Ag and that Erbium has the symbol Er.,Silver / Ag,Erbium / Er,1,1,1,2
403,It is the case both that Calcium has the symbol Ca and that Lithium has the symbol Li.,Calcium / Ca,Lithium / Li,1,1,1,2
404,It is the case both that Lithium has the symbol Li and that Tellurium has the symbol Te.,Lithium / Li,Tellurium / Te,1,1,1,2
405,It is the case both that Phosphorus has the symbol P and that Tin has the symbol Sn.,Phosphorus / P,Tin / Sn,1,1,1,2
406,It is the case both that Technetium has the symbol Ag and that Chromium has the symbol Cr.,Technetium / Ag,Chromium / Cr,0,1,0,2
407,It is the case both that Promethium has the symbol Dy and that Indium has the symbol In.,Promethium / Dy,Indium / In,0,1,0,2
408,It is the case both that Ruthenium has the symbol Au and that Magnesium has the symbol Br.,Ruthenium / Au,Magnesium / Br,0,0,0,2
409,It is the case both that Cesium has the symbol Cs and that Rubidium has the symbol Rb.,Cesium / Cs,Rubidium / Rb,1,1,1,2
410,It is the case both that Silver has the symbol Sb and that Chromium has the symbol Cr.,Silver / Sb,Chromium / Cr,0,1,0,2
411,It is the case both that Nitrogen has the symbol N and that Beryllium has the symbol Be.,Nitrogen / N,Beryllium / Be,1,1,1,2
412,It is the case both that Radon has the symbol H and that Lutetium has the symbol Lu.,Radon / H,Lutetium / Lu,0,1,0,2
413,It is the case both that Copper has the symbol Cu and that Nickel has the symbol Ni.,Copper / Cu,Nickel / Ni,1,1,1,2
414,It is the case both that Xenon has the symbol Xe and that Vanadium has the symbol V.,Xenon / Xe,Vanadium / V,1,1,1,2
415,It is the case both that Bromine has the symbol Br and that Bromine has the symbol Br.,Bromine / Br,Bromine / Br,1,1,1,2
416,It is the case both that Helium has the symbol He and that Ytterbium has the symbol Yb.,Helium / He,Ytterbium / Yb,1,1,1,2
417,It is the case both that Radium has the symbol Sm and that Neptunium has the symbol Np.,Radium / Sm,Neptunium / Np,0,1,0,2
418,It is the case both that Carbon has the symbol C and that Silver has the symbol Sb.,Carbon / C,Silver / Sb,1,0,0,2
419,It is the case both that Hydrogen has the symbol Pt and that Hafnium has the symbol Hf.,Hydrogen / Pt,Hafnium / Hf,0,1,0,2
420,It is the case both that Silicon has the symbol Si and that Technetium has the symbol Ag.,Silicon / Si,Technetium / Ag,1,0,0,2
421,It is the case both that Phosphorus has the symbol P and that Iodine has the symbol I.,Phosphorus / P,Iodine / I,1,1,1,2
422,It is the case both that Neptunium has the symbol Na and that Ytterbium has the symbol Yb.,Neptunium / Na,Ytterbium / Yb,0,1,0,2
423,It is the case both that Astatine has the symbol At and that Thulium has the symbol Ne.,Astatine / At,Thulium / Ne,1,0,0,2
424,It is the case both that Polonium has the symbol Po and that Antimony has the symbol Al.,Polonium / Po,Antimony / Al,1,0,0,2
425,It is the case both that Lithium has the symbol Li and that Selenium has the symbol Se.,Lithium / Li,Selenium / Se,1,1,1,2
426,It is the case both that Protactinium has the symbol Pa and that Chlorine has the symbol Cl.,Protactinium / Pa,Chlorine / Cl,1,1,1,2
427,It is the case both that Rubidium has the symbol Kr and that Iridium has the symbol Ir.,Rubidium / Kr,Iridium / Ir,0,1,0,2
428,It is the case both that Rhenium has the symbol Tm and that Mercury has the symbol Hg.,Rhenium / Tm,Mercury / Hg,0,1,0,2
429,It is the case both that Erbium has the symbol Er and that Rhenium has the symbol Re.,Erbium / Er,Rhenium / Re,1,1,1,2
430,It is the case both that Neodymium has the symbol Ac and that Holmium has the symbol Tb.,Neodymium / Ac,Holmium / Tb,0,0,0,2
431,It is the case both that Tungsten has the symbol Zr and that Cobalt has the symbol Lu.,Tungsten / Zr,Cobalt / Lu,0,0,0,2
432,It is the case both that Beryllium has the symbol Be and that Vanadium has the symbol V.,Beryllium / Be,Vanadium / V,1,1,1,2
433,It is the case both that Cerium has the symbol Ce and that Thulium has the symbol Ne.,Cerium / Ce,Thulium / Ne,1,0,0,2
434,It is the case both that Europium has the symbol Eu and that Titanium has the symbol B.,Europium / Eu,Titanium / B,1,0,0,2
435,It is the case both that Samarium has the symbol Sm and that Thulium has the symbol Tm.,Samarium / Sm,Thulium / Tm,1,1,1,2
436,It is the case both that Francium has the symbol Fr and that Radium has the symbol Ra.,Francium / Fr,Radium / Ra,1,1,1,2
437,It is the case both that Niobium has the symbol Rh and that Titanium has the symbol Ti.,Niobium / Rh,Titanium / Ti,0,1,0,2
438,It is the case both that Indium has the symbol As and that Gallium has the symbol Ga.,Indium / As,Gallium / Ga,0,1,0,2
439,It is the case both that Germanium has the symbol Ge and that Europium has the symbol Eu.,Germanium / Ge,Europium / Eu,1,1,1,2
440,It is the case both that Krypton has the symbol Kr and that Lead has the symbol Pb.,Krypton / Kr,Lead / Pb,1,1,1,2
441,It is the case both that Calcium has the symbol Ca and that Potassium has the symbol K.,Calcium / Ca,Potassium / K,1,1,1,2
442,It is the case both that Nickel has the symbol Ni and that Rhodium has the symbol Rh.,Nickel / Ni,Rhodium / Rh,1,1,1,2
443,It is the case both that Tellurium has the symbol Te and that Gallium has the symbol Cs.,Tellurium / Te,Gallium / Cs,1,0,0,2
444,It is the case both that Nickel has the symbol Rb and that Radon has the symbol Rn.,Nickel / Rb,Radon / Rn,0,1,0,2
445,It is the case both that Uranium has the symbol Re and that Lead has the symbol Pb.,Uranium / Re,Lead / Pb,0,1,0,2
446,It is the case both that Erbium has the symbol Er and that Ytterbium has the symbol Yb.,Erbium / Er,Ytterbium / Yb,1,1,1,2
447,It is the case both that Boron has the symbol Pm and that Manganese has the symbol Mn.,Boron / Pm,Manganese / Mn,0,1,0,2
448,It is the case both that Platinum has the symbol Pt and that Titanium has the symbol B.,Platinum / Pt,Titanium / B,1,0,0,2
449,It is the case both that Ytterbium has the symbol Mo and that Iodine has the symbol I.,Ytterbium / Mo,Iodine / I,0,1,0,2
450,It is the case both that Gallium has the symbol Cs and that Molybdenum has the symbol Mo.,Gallium / Cs,Molybdenum / Mo,0,1,0,2
451,It is the case both that Nitrogen has the symbol La and that Scandium has the symbol Sc.,Nitrogen / La,Scandium / Sc,0,1,0,2
452,It is the case both that Technetium has the symbol Tc and that Carbon has the symbol C.,Technetium / Tc,Carbon / C,1,1,1,2
453,It is the case both that Yttrium has the symbol Y and that Lead has the symbol Pb.,Yttrium / Y,Lead / Pb,1,1,1,2
454,It is the case both that Bromine has the symbol Br and that Gallium has the symbol Ga.,Bromine / Br,Gallium / Ga,1,1,1,2
455,It is the case both that Arsenic has the symbol As and that Tin has the symbol Be.,Arsenic / As,Tin / Be,1,0,0,2
