idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
332,It is the case both that the city of Thiruvananthapuram is in India and that the city of Ciudad Guayana is in Venezuela.,Thiruvananthapuram / India,Ciudad Guayana / Venezuela,1,1,1,2
333,It is the case both that the city of Dandong is in China and that the city of Yunfu is in China.,Dandong / China,Yunfu / China,1,1,1,2
334,It is the case both that the city of Bengaluru is in India and that the city of Hangzhou is in China.,Bengaluru / India,Hangzhou / China,1,1,1,2
335,It is the case both that the city of Mandalay is in Myanmar and that the city of Shubra al Khaymah is in Egypt.,Mandalay / Myanmar,Shubra al Khaymah / Egypt,1,1,1,2
336,It is the case both that the city of Ansan-si is in South Korea and that the city of Panzhihua is in China.,Ansan-si / South Korea,Panzhihua / China,1,1,1,2
337,It is the case both that the city of Warangal is in India and that the city of Fort Worth is in the United States.,Warangal / India,Fort Worth / the United States,1,1,1,2
338,It is the case both that the city of Macapa is in Brazil and that the city of Kumamoto is in Japan.,Macapa / Brazil,Kumamoto / Japan,1,1,1,2
339,It is the case both that the city of Sao Bernardo do Campo is in Brazil and that the city of Nay Pyi Taw is in Myanmar.,Sao Bernardo do Campo / Brazil,Nay Pyi Taw / Myanmar,1,1,1,2
340,It is the case both that the city of Jeddah is in Saudi Arabia and that the city of Khabarovsk Vtoroy is in Russia.,Jeddah / Saudi Arabia,Khabarovsk Vtoroy / Russia,1,1,1,2
341,It is the case both that the city of Mersin is in Turkey and that the city of Suining is in China.,Mersin / Turkey,Suining / China,1,1,1,2
342,It is the case both that the city of Kisangani is in the Democratic Republic of the Congo and that the city of Rawalpindi is in Pakistan.,Kisangani / the Democratic Republic of the Congo,Rawalpindi / Pakistan,1,1,1,2
343,It is the case both that the city of Hamadan is in Iran and that the city of Himeji is in Japan.,Hamadan / Iran,Himeji / Japan,1,1,1,2
344,It is the case both that the city of Naberezhnyye Chelny is in Russia and that the city of Yangon is in Myanmar.,Naberezhnyye Chelny / Russia,Yangon / Myanmar,1,1,1,2
345,It is the case both that the city of Yiwu is in China and that the city of Barnaul is in Russia.,Yiwu / China,Barnaul / Russia,1,1,1,2
346,It is the case both that the city of Naucalpan de Juarez is in Mexico and that the city of Kakamega is in Kenya.,Naucalpan de Juarez / Mexico,Kakamega / Kenya,1,1,1,2
347,It is the case both that the city of Tangshan is in China and that the city of Bujumbura is in Burundi.,Tangshan / China,Bujumbura / Burundi,1,1,1,2
348,It is the case both that the city of N'Djamena is in Chad and that the city of Kunming is in China.,N'Djamena / Chad,Kunming / China,1,1,1,2
349,It is the case both that the city of Abu Ghurayb is in Iraq and that the city of San Luis Potosi is in Mexico.,Abu Ghurayb / Iraq,San Luis Potosi / Mexico,1,1,1,2
350,It is the case both that the city of Queens is in the United States and that the city of Beijing is in China.,Queens / the United States,Beijing / China,1,1,1,2
351,It is the case both that the city of Omdurman is in Sudan and that the city of Tijuana is in Mexico.,Omdurman / Sudan,Tijuana / Mexico,1,1,1,2
352,It is the case both that the city of San Luis Potosi is in Mexico and that the city of Shah Alam is in Malaysia.,San Luis Potosi / Mexico,Shah Alam / Malaysia,1,1,1,2
353,It is the case both that the city of Bareilly is in India and that the city of Coyoacan is in Mexico.,Bareilly / India,Coyoacan / Mexico,1,1,1,2
354,It is the case both that the city of Wanzhou is in China and that the city of Zapopan is in Mexico.,Wanzhou / China,Zapopan / Mexico,1,1,1,2
355,It is the case both that the city of Bauchi is in Nigeria and that the city of Torreon is in Mexico.,Bauchi / Nigeria,Torreon / Mexico,1,1,1,2
356,It is the case both that the city of Shenzhen is in China and that the city of Al Mawsil al Jadidah is in Iraq.,Shenzhen / China,Al Mawsil al Jadidah / Iraq,1,1,1,2
357,It is the case both that the city of Namangan is in Uzbekistan and that the city of Tonghua is in China.,Namangan / Uzbekistan,Tonghua / China,1,1,1,2
358,It is the case both that the city of Homyel' is in Belarus and that the city of Seoul is in South Korea.,Homyel' / Belarus,Seoul / South Korea,1,1,1,2
359,It is the case both that the city of Bucheon-si is in South Korea and that the city of Poznan is in Poland.,Bucheon-si / South Korea,Poznan / Poland,1,1,1,2
360,It is the case both that the city of Antananarivo is in Madagascar and that the city of Pune is in India.,Antananarivo / Madagascar,Pune / India,1,1,1,2
361,It is the case both that the city of Tokyo is in Japan and that the city of Cimahi is in Indonesia.,Tokyo / Japan,Cimahi / Indonesia,1,1,1,2
362,It is the case both that the city of Sao Bernardo do Campo is in Brazil and that the city of Hachioji is in Japan.,Sao Bernardo do Campo / Brazil,Hachioji / Japan,1,1,1,2
363,It is the case both that the city of Dongying is in China and that the city of Jeddah is in Saudi Arabia.,Dongying / China,Jeddah / Saudi Arabia,1,1,1,2
364,It is the case both that the city of Sevastopol is in Ukraine and that the city of Hamadan is in Iran.,Sevastopol / Ukraine,Hamadan / Iran,1,1,1,2
365,It is the case both that the city of Fes is in Morocco and that the city of Binzhou is in China.,Fes / Morocco,Binzhou / China,1,1,1,2
366,It is the case both that the city of Foshan is in China and that the city of Zhangye is in China.,Foshan / China,Zhangye / China,1,1,1,2
367,It is the case both that the city of Ibadan is in Nigeria and that the city of Homs is in Syria.,Ibadan / Nigeria,Homs / Syria,1,1,1,2
368,It is the case both that the city of Langfang is in China and that the city of Xinyang is in China.,Langfang / China,Xinyang / China,1,1,1,2
369,It is the case both that the city of Kunshan is in China and that the city of Albuquerque is in the United States.,Kunshan / China,Albuquerque / the United States,1,1,1,2
370,It is the case both that the city of Abidjan is in Côte d'Ivoire and that the city of Guang'an is in China.,Abidjan / Côte d'Ivoire,Guang'an / China,1,1,1,2
371,It is the case both that the city of San Miguel de Tucuman is in Argentina and that the city of Mysore is in India.,San Miguel de Tucuman / Argentina,Mysore / India,1,1,1,2
372,It is the case both that the city of Kampung Baru Subang is in Malaysia and that the city of Baotou is in China.,Kampung Baru Subang / Malaysia,Baotou / China,1,1,1,2
373,It is the case both that the city of Denpasar is in Indonesia and that the city of Al Fayyum is in Egypt.,Denpasar / Indonesia,Al Fayyum / Egypt,1,1,1,2
374,It is the case both that the city of Bucheon-si is in South Korea and that the city of Al Ain City is in the United Arab Emirates.,Bucheon-si / South Korea,Al Ain City / the United Arab Emirates,1,1,1,2
375,It is the case both that the city of Daqing is in China and that the city of Jiaozhou is in China.,Daqing / China,Jiaozhou / China,1,1,1,2
376,It is the case both that the city of Frankfurt am Main is in Germany and that the city of Ashgabat is in Turkmenistan.,Frankfurt am Main / Germany,Ashgabat / Turkmenistan,1,1,1,2
377,It is the case both that the city of Brazzaville is in the Republic of the Congo and that the city of South Tangerang is in Indonesia.,Brazzaville / the Republic of the Congo,South Tangerang / Indonesia,1,1,1,2
378,It is the case both that the city of Matsuyama is in Japan and that the city of Kano is in Nigeria.,Matsuyama / Japan,Kano / Nigeria,1,1,1,2
379,It is the case both that the city of Shangrao is in China and that the city of Goeteborg is in Sweden.,Shangrao / China,Goeteborg / Sweden,1,1,1,2
380,It is the case both that the city of Chongqing is in China and that the city of Ahvaz is in Iran.,Chongqing / China,Ahvaz / Iran,1,1,1,2
381,It is the case both that the city of Solapur is in India and that the city of Kigali is in Rwanda.,Solapur / India,Kigali / Rwanda,1,1,1,2
382,It is the case both that the city of Khulna is in Bangladesh and that the city of Ciudad Juarez is in Mexico.,Khulna / Bangladesh,Ciudad Juarez / Mexico,1,1,1,2
383,It is the case both that the city of Puning is in China and that the city of Sulaymaniyah is in Iraq.,Puning / China,Sulaymaniyah / Iraq,1,1,1,2
384,It is the case both that the city of Seongnam-si is in South Korea and that the city of Yiwu is in China.,Seongnam-si / South Korea,Yiwu / China,1,1,1,2
385,It is the case both that the city of Huangshi is in China and that the city of Huainan is in China.,Huangshi / China,Huainan / China,1,1,1,2
386,It is the case both that the city of Naucalpan de Juarez is in Mexico and that the city of Bhopal is in India.,Naucalpan de Juarez / Mexico,Bhopal / India,1,1,1,2
387,It is the case both that the city of Yongzhou is in China and that the city of Nampula is in Mozambique.,Yongzhou / China,Nampula / Mozambique,1,1,1,2
388,It is the case both that the city of Deyang is in China and that the city of Ar Raqqah is in Syria.,Deyang / China,Ar Raqqah / Syria,1,1,1,2
389,It is the case both that the city of Aktobe is in Kazakhstan and that the city of Asmara is in Eritrea.,Aktobe / Kazakhstan,Asmara / Eritrea,1,1,1,2
390,It is the case both that the city of Milwaukee is in the United States and that the city of Kharkiv is in Ukraine.,Milwaukee / the United States,Kharkiv / Ukraine,1,1,1,2
391,It is the case both that the city of Amritsar is in India and that the city of Johor Bahru is in Malaysia.,Amritsar / India,Johor Bahru / Malaysia,1,1,1,2
392,It is the case both that the city of Nashik is in India and that the city of Nagoya is in Japan.,Nashik / India,Nagoya / Japan,1,1,1,2
393,It is the case both that the city of Hamhung is in North Korea and that the city of Multan is in Pakistan.,Hamhung / North Korea,Multan / Pakistan,1,1,1,2
394,It is the case both that the city of Homyel' is in Belarus and that the city of San Luis Potosi is in Mexico.,Homyel' / Belarus,San Luis Potosi / Mexico,1,1,1,2
395,It is the case both that the city of Qiqihar is in China and that the city of Cochin is in India.,Qiqihar / China,Cochin / India,1,1,1,2
396,It is the case both that the city of Borivli is in India and that the city of Dnipro is in Ukraine.,Borivli / India,Dnipro / Ukraine,1,1,1,2
397,It is the case both that the city of Jiangyin is in China and that the city of Cangzhou is in China.,Jiangyin / China,Cangzhou / China,1,1,1,2
398,It is the case both that the city of Yongzhou is in China and that the city of Naberezhnyye Chelny is in Russia.,Yongzhou / China,Naberezhnyye Chelny / Russia,1,1,1,2
399,It is the case both that the city of Bishkek is in Kyrgyzstan and that the city of Cimahi is in Indonesia.,Bishkek / Kyrgyzstan,Cimahi / Indonesia,1,1,1,2
400,It is the case both that the city of Klang is in Malaysia and that the city of Amman is in Jordan.,Klang / Malaysia,Amman / Jordan,1,1,1,2
401,It is the case both that the city of Saint Petersburg is in Russia and that the city of Dhanbad is in India.,Saint Petersburg / Russia,Dhanbad / India,1,1,1,2
402,It is the case both that the city of Konya is in Turkey and that the city of Kakamega is in Kenya.,Konya / Turkey,Kakamega / Kenya,1,1,1,2
403,It is the case both that the city of Busan is in South Korea and that the city of Ghaziabad is in India.,Busan / South Korea,Ghaziabad / India,1,1,1,2
404,It is the case both that the city of Zaria is in Nigeria and that the city of Shihezi is in China.,Zaria / Nigeria,Shihezi / China,1,1,1,2
405,It is the case both that the city of Niamey is in Niger and that the city of Kashgar is in China.,Niamey / Niger,Kashgar / China,1,1,1,2
406,It is the case both that the city of Kampung Baru Subang is in Malaysia and that the city of Kagoshima is in Japan.,Kampung Baru Subang / Malaysia,Kagoshima / Japan,1,1,1,2
407,It is the case both that the city of Yaounde is in Cameroon and that the city of Namangan is in Uzbekistan.,Yaounde / Cameroon,Namangan / Uzbekistan,1,1,1,2
408,It is the case both that the city of Fuxin is in China and that the city of Tangier is in Morocco.,Fuxin / China,Tangier / Morocco,1,1,1,2
409,It is the case both that the city of Caracas is in Venezuela and that the city of Wroclaw is in Poland.,Caracas / Venezuela,Wroclaw / Poland,1,1,1,2
410,It is the case both that the city of Seoul is in South Korea and that the city of Shenyang is in China.,Seoul / South Korea,Shenyang / China,1,1,1,2
411,It is the case both that the city of Dortmund is in Germany and that the city of Bahawalpur is in Pakistan.,Dortmund / Germany,Bahawalpur / Pakistan,1,1,1,2
412,It is the case both that the city of Latakia is in Syria and that the city of Malatya is in Turkey.,Latakia / Syria,Malatya / Turkey,1,1,1,2
413,It is the case both that the city of Suizhou is in China and that the city of Tokyo is in Japan.,Suizhou / China,Tokyo / Japan,1,1,1,2
414,It is the case both that the city of Zaozhuang is in China and that the city of Pingliang is in China.,Zaozhuang / China,Pingliang / China,1,1,1,2
415,It is the case both that the city of Accra is in Ghana and that the city of Conakry is in Guinea.,Accra / Ghana,Conakry / Guinea,1,1,1,2
416,It is the case both that the city of Yiwu is in China and that the city of Sharjah is in the United Arab Emirates.,Yiwu / China,Sharjah / the United Arab Emirates,1,1,1,2
417,It is the case both that the city of Changwon is in South Korea and that the city of Hiroshima is in Japan.,Changwon / South Korea,Hiroshima / Japan,1,1,1,2
418,It is the case both that the city of Asansol is in India and that the city of Harbin is in China.,Asansol / India,Harbin / China,1,1,1,2
419,It is the case both that the city of Pekanbaru is in Indonesia and that the city of Gaziantep is in Turkey.,Pekanbaru / Indonesia,Gaziantep / Turkey,1,1,1,2
420,It is the case both that the city of Ebute Ikorodu is in Nigeria and that the city of Mysore is in India.,Ebute Ikorodu / Nigeria,Mysore / India,1,1,1,2
421,It is the case both that the city of Gold Coast is in Australia and that the city of Benin City is in Nigeria.,Gold Coast / Australia,Benin City / Nigeria,1,1,1,2
422,It is the case both that the city of Wanzhou is in China and that the city of Gaziantep is in Turkey.,Wanzhou / China,Gaziantep / Turkey,1,1,1,2
423,It is the case both that the city of Rostov-na-Donu is in Russia and that the city of Maracaibo is in Venezuela.,Rostov-na-Donu / Russia,Maracaibo / Venezuela,1,1,1,2
424,It is the case both that the city of Vilnius is in Lithuania and that the city of Cuttack is in India.,Vilnius / Lithuania,Cuttack / India,1,1,1,2
425,It is the case both that the city of Rajshahi is in Bangladesh and that the city of Meizhou is in China.,Rajshahi / Bangladesh,Meizhou / China,1,1,1,2
426,It is the case both that the city of Benxi is in China and that the city of Nizhniy Novgorod is in Russia.,Benxi / China,Nizhniy Novgorod / Russia,1,1,1,2
427,It is the case both that the city of Wuwei is in China and that the city of Jambi City is in Indonesia.,Wuwei / China,Jambi City / Indonesia,1,1,1,2
428,It is the case both that the city of Mar del Plata is in Argentina and that the city of Ashgabat is in Turkmenistan.,Mar del Plata / Argentina,Ashgabat / Turkmenistan,1,1,1,2
429,It is the case both that the city of Jaboatao is in Brazil and that the city of Wenzhou is in China.,Jaboatao / Brazil,Wenzhou / China,1,1,1,2
430,It is the case both that the city of Zhangjiakou is in China and that the city of Linyi is in China.,Zhangjiakou / China,Linyi / China,1,1,1,2
431,It is the case both that the city of Esenler is in Turkey and that the city of Accra is in Ghana.,Esenler / Turkey,Accra / Ghana,1,1,1,2
432,It is the case both that the city of Mexicali is in Mexico and that the city of Shah Alam is in Malaysia.,Mexicali / Mexico,Shah Alam / Malaysia,1,1,1,2
433,It is the case both that the city of Bengbu is in China and that the city of Quebec is in Canada.,Bengbu / China,Quebec / Canada,1,1,1,2
434,It is the case both that the city of Oyo is in Nigeria and that the city of San Pedro Sula is in Honduras.,Oyo / Nigeria,San Pedro Sula / Honduras,1,1,1,2
435,It is the case both that the city of Jiangyin is in China and that the city of Ganzhou is in China.,Jiangyin / China,Ganzhou / China,1,1,1,2
436,It is the case both that the city of Mysore is in India and that the city of Lipetsk is in Russia.,Mysore / India,Lipetsk / Russia,1,1,1,2
437,It is the case both that the city of Baoji is in China and that the city of Kumamoto is in Japan.,Baoji / China,Kumamoto / Japan,1,1,1,2
438,It is the case both that the city of Jalandhar is in India and that the city of Jiangmen is in China.,Jalandhar / India,Jiangmen / China,1,1,1,2
439,It is the case both that the city of Huangshi is in China and that the city of Oslo is in Norway.,Huangshi / China,Oslo / Norway,1,1,1,2
440,It is the case both that the city of Zahedan is in Iran and that the city of Hiroshima is in Japan.,Zahedan / Iran,Hiroshima / Japan,1,1,1,2
441,It is the case both that the city of Lome is in Togo and that the city of Abu Ghurayb is in Iraq.,Lome / Togo,Abu Ghurayb / Iraq,1,1,1,2
442,It is the case both that the city of Hanzhong is in China and that the city of Guatemala City is in Guatemala.,Hanzhong / China,Guatemala City / Guatemala,1,1,1,2
443,It is the case both that the city of Douala is in Cameroon and that the city of San Luis Potosi is in Mexico.,Douala / Cameroon,San Luis Potosi / Mexico,1,1,1,2
444,It is the case both that the city of Dandong is in China and that the city of Ordos is in China.,Dandong / China,Ordos / China,1,1,1,2
445,It is the case both that the city of Suwon is in South Korea and that the city of Xingtai is in China.,Suwon / South Korea,Xingtai / China,1,1,1,2
446,It is the case both that the city of Frankfurt am Main is in Germany and that the city of Brazzaville is in the Republic of the Congo.,Frankfurt am Main / Germany,Brazzaville / the Republic of the Congo,1,1,1,2
447,It is the case both that the city of Suizhou is in China and that the city of Bucharest is in Romania.,Suizhou / China,Bucharest / Romania,1,1,1,2
448,It is the case both that the city of Volgograd is in Russia and that the city of New South Memphis is in the United States.,Volgograd / Russia,New South Memphis / the United States,1,1,1,2
449,It is the case both that the city of Antananarivo is in Madagascar and that the city of Kleinzschocher is in Germany.,Antananarivo / Madagascar,Kleinzschocher / Germany,1,1,1,2
450,It is the case both that the city of Kagoshima is in Japan and that the city of Duque de Caxias is in Brazil.,Kagoshima / Japan,Duque de Caxias / Brazil,1,1,1,2
451,It is the case both that the city of Ganzhou is in China and that the city of Goeteborg is in Sweden.,Ganzhou / China,Goeteborg / Sweden,1,1,1,2
452,It is the case both that the city of Kunshan is in China and that the city of Diyarbakir is in Turkey.,Kunshan / China,Diyarbakir / Turkey,1,1,1,2
453,It is the case both that the city of Victoria de Durango is in Mexico and that the city of Lubumbashi is in the Democratic Republic of the Congo.,Victoria de Durango / Mexico,Lubumbashi / the Democratic Republic of the Congo,1,1,1,2
454,It is the case both that the city of Dalian is in China and that the city of Aguascalientes is in Mexico.,Dalian / China,Aguascalientes / Mexico,1,1,1,2
455,It is the case both that the city of Santo Domingo Este is in the Dominican Republic and that the city of Ansan-si is in South Korea.,Santo Domingo Este / the Dominican Republic,Ansan-si / South Korea,1,1,1,2
456,It is the case both that the city of Ya'an is in China and that the city of Saitama is in Japan.,Ya'an / China,Saitama / Japan,1,1,1,2
457,It is the case both that the city of Uberlandia is in Brazil and that the city of Pune is in India.,Uberlandia / Brazil,Pune / India,1,1,1,2
458,It is the case both that the city of Multan is in Pakistan and that the city of Bishkek is in Kyrgyzstan.,Multan / Pakistan,Bishkek / Kyrgyzstan,1,1,1,2
459,It is the case both that the city of Cancun is in Mexico and that the city of Khartoum is in Sudan.,Cancun / Mexico,Khartoum / Sudan,1,1,1,2
460,It is the case both that the city of Shivaji Nagar is in India and that the city of Amravati is in India.,Shivaji Nagar / India,Amravati / India,1,1,1,2
461,It is the case both that the city of Aden is in Yemen and that the city of Anshan is in China.,Aden / Yemen,Anshan / China,1,1,1,2
462,It is the case both that the city of Kotli is in Pakistan and that the city of Wuzhou is in China.,Kotli / Pakistan,Wuzhou / China,1,1,1,2
463,It is the case both that the city of Zhoushan is in China and that the city of Luancheng is in China.,Zhoushan / China,Luancheng / China,1,1,1,2
464,It is the case both that the city of Hezhou is in China and that the city of Kumasi is in Ghana.,Hezhou / China,Kumasi / Ghana,1,1,1,2
465,It is the case both that the city of Bayannur is in China and that the city of Puning is in China.,Bayannur / China,Puning / China,1,1,1,2
466,It is the case both that the city of Santiago de los Caballeros is in the Dominican Republic and that the city of Serang is in Indonesia.,Santiago de los Caballeros / the Dominican Republic,Serang / Indonesia,1,1,1,2
467,It is the case both that the city of Tiruchirappalli is in India and that the city of Zunyi is in China.,Tiruchirappalli / India,Zunyi / China,1,1,1,2
468,It is the case both that the city of Muscat is in Oman and that the city of Shah Alam is in Malaysia.,Muscat / Oman,Shah Alam / Malaysia,1,1,1,2
469,It is the case both that the city of Conakry is in Guinea and that the city of Anyang is in China.,Conakry / Guinea,Anyang / China,1,1,1,2
470,It is the case both that the city of Faridabad is in India and that the city of New Kingston is in Jamaica.,Faridabad / India,New Kingston / Jamaica,1,1,1,2
471,It is the case both that the city of Bangkok is in Thailand and that the city of Nyala is in Sudan.,Bangkok / Thailand,Nyala / Sudan,1,1,1,2
472,It is the case both that the city of Qingdao is in China and that the city of Chicago is in the United States.,Qingdao / China,Chicago / the United States,1,1,1,2
473,It is the case both that the city of Pretoria is in South Africa and that the city of Maiduguri is in Nigeria.,Pretoria / South Africa,Maiduguri / Nigeria,1,1,1,2
474,It is the case both that the city of Maiduguri is in Nigeria and that the city of Rourkela is in India.,Maiduguri / Nigeria,Rourkela / India,1,1,1,2
475,It is the case both that the city of Jiamusi is in China and that the city of San Pedro Sula is in Honduras.,Jiamusi / China,San Pedro Sula / Honduras,1,1,1,2
476,It is the case both that the city of Turin is in Italy and that the city of Antananarivo is in Madagascar.,Turin / Italy,Antananarivo / Madagascar,1,1,1,2
477,It is the case both that the city of Nanchang is in China and that the city of Linfen is in China.,Nanchang / China,Linfen / China,1,1,1,2
478,It is the case both that the city of Callao is in Peru and that the city of Turin is in Italy.,Callao / Peru,Turin / Italy,1,1,1,2
479,It is the case both that the city of Dnipro is in Ukraine and that the city of Kakamega is in Kenya.,Dnipro / Ukraine,Kakamega / Kenya,1,1,1,2
480,It is the case both that the city of Qinhuangdao is in China and that the city of Tirunelveli is in India.,Qinhuangdao / China,Tirunelveli / India,1,1,1,2
481,It is the case both that the city of Lodz is in Poland and that the city of Asansol is in India.,Lodz / Poland,Asansol / India,1,1,1,2
482,It is the case both that the city of Santiago de los Caballeros is in the Dominican Republic and that the city of Kaifeng is in China.,Santiago de los Caballeros / the Dominican Republic,Kaifeng / China,1,1,1,2
483,It is the case both that the city of Guayaquil is in Ecuador and that the city of South Tangerang is in Indonesia.,Guayaquil / Ecuador,South Tangerang / Indonesia,1,1,1,2
484,It is the case both that the city of Nouakchott is in Mauritania and that the city of Xianning is in China.,Nouakchott / Mauritania,Xianning / China,1,1,1,2
485,It is the case both that the city of Zhenjiang is in China and that the city of Recife is in Brazil.,Zhenjiang / China,Recife / Brazil,1,1,1,2
486,It is the case both that the city of Kanayannur is in India and that the city of Cotonou is in Benin.,Kanayannur / India,Cotonou / Benin,1,1,1,2
487,It is the case both that the city of Yongzhou is in China and that the city of Rahim Yar Khan is in Pakistan.,Yongzhou / China,Rahim Yar Khan / Pakistan,1,1,1,2
488,It is the case both that the city of New Kingston is in Jamaica and that the city of Tianshui is in China.,New Kingston / Jamaica,Tianshui / China,1,1,1,2
489,It is the case both that the city of Benxi is in China and that the city of Abu Ghurayb is in Iraq.,Benxi / China,Abu Ghurayb / Iraq,1,1,1,2
490,It is the case both that the city of Batam is in Indonesia and that the city of Semarang is in Indonesia.,Batam / Indonesia,Semarang / Indonesia,1,1,1,2
491,It is the case both that the city of Samarkand is in Uzbekistan and that the city of Santa Maria Chimalhuacan is in Mexico.,Samarkand / Uzbekistan,Santa Maria Chimalhuacan / Mexico,1,1,1,2
492,It is the case both that the city of Bujumbura is in Burundi and that the city of Gwalior is in India.,Bujumbura / Burundi,Gwalior / India,1,1,1,2
493,It is the case both that the city of Cotonou is in Benin and that the city of Pikine is in Senegal.,Cotonou / Benin,Pikine / Senegal,1,1,1,2
494,It is the case both that the city of Johor Bahru is in Malaysia and that the city of Zhengzhou is in China.,Johor Bahru / Malaysia,Zhengzhou / China,1,1,1,2
495,It is the case both that the city of Lipetsk is in Russia and that the city of Jiangyin is in China.,Lipetsk / Russia,Jiangyin / China,1,1,1,2
496,It is the case both that the city of Davao is in the Philippines and that the city of Khartoum is in Sudan.,Davao / the Philippines,Khartoum / Sudan,1,1,1,2
497,It is the case both that the city of Sanmenxia is in China and that the city of Sanya is in China.,Sanmenxia / China,Sanya / China,1,1,1,2
498,It is the case both that the city of Huaibei is in China and that the city of Bursa is in Turkey.,Huaibei / China,Bursa / Turkey,1,1,1,2
499,It is the case both that the city of Pietermaritzburg is in South Africa and that the city of Anqing is in China.,Pietermaritzburg / South Africa,Anqing / China,1,1,1,2
500,It is the case both that the city of Dar es Salaam is in Tanzania and that the city of Warangal is in India.,Dar es Salaam / Tanzania,Warangal / India,1,1,1,2
501,It is the case both that the city of Davao is in the Philippines and that the city of Asansol is in India.,Davao / the Philippines,Asansol / India,1,1,1,2
502,It is the case both that the city of Bhavnagar is in India and that the city of Cebu City is in the Philippines.,Bhavnagar / India,Cebu City / the Philippines,1,1,1,2
503,It is the case both that the city of Hamhung is in North Korea and that the city of Jalandhar is in India.,Hamhung / North Korea,Jalandhar / India,1,1,1,2
504,It is the case both that the city of Sanaa is in Yemen and that the city of Naucalpan de Juarez is in Mexico.,Sanaa / Yemen,Naucalpan de Juarez / Mexico,1,1,1,2
505,It is the case both that the city of Ho Chi Minh City is in Vietnam and that the city of Panshan is in China.,Ho Chi Minh City / Vietnam,Panshan / China,1,1,1,2
506,It is the case both that the city of Pingliang is in China and that the city of Wroclaw is in Poland.,Pingliang / China,Wroclaw / Poland,1,1,1,2
507,It is the case both that the city of Ebute Ikorodu is in Nigeria and that the city of Qinzhou is in China.,Ebute Ikorodu / Nigeria,Qinzhou / China,1,1,1,2
508,It is the case both that the city of Kashgar is in China and that the city of Zhaoqing is in China.,Kashgar / China,Zhaoqing / China,1,1,1,2
509,It is the case both that the city of Daqing is in China and that the city of Almaty is in Kazakhstan.,Daqing / China,Almaty / Kazakhstan,1,1,1,2
510,It is the case both that the city of Nyala is in Sudan and that the city of Maturin is in Venezuela.,Nyala / Sudan,Maturin / Venezuela,1,1,1,2
511,It is the case both that the city of Xinyang is in China and that the city of Yaroslavl is in Russia.,Xinyang / China,Yaroslavl / Russia,1,1,1,2
512,It is the case both that the city of Oyo is in Nigeria and that the city of Kirkuk is in Iraq.,Oyo / Nigeria,Kirkuk / Iraq,1,1,1,2
513,It is the case both that the city of Bekasi is in Indonesia and that the city of Xinyang is in China.,Bekasi / Indonesia,Xinyang / China,1,1,1,2
514,It is the case both that the city of Sanmenxia is in China and that the city of Kumamoto is in Japan.,Sanmenxia / China,Kumamoto / Japan,1,1,1,2
515,It is the case both that the city of Al Ahmadi is in Kuwait and that the city of Madinat an Nasr is in Egypt.,Al Ahmadi / Kuwait,Madinat an Nasr / Egypt,1,1,1,2
516,It is the case both that the city of Turin is in Italy and that the city of Taiz is in Yemen.,Turin / Italy,Taiz / Yemen,1,1,1,2
517,It is the case both that the city of Pikine is in Senegal and that the city of Nowrangapur is in India.,Pikine / Senegal,Nowrangapur / India,1,1,1,2
518,It is the case both that the city of Jaboatao is in Brazil and that the city of Shaoguan is in China.,Jaboatao / Brazil,Shaoguan / China,1,1,1,2
519,It is the case both that the city of Neijiang is in China and that the city of Binzhou is in China.,Neijiang / China,Binzhou / China,1,1,1,2
520,It is the case both that the city of Tabriz is in Iran and that the city of Jamshedpur is in India.,Tabriz / Iran,Jamshedpur / India,1,1,1,2
521,It is the case both that the city of Douala is in Cameroon and that the city of Rajshahi is in Bangladesh.,Douala / Cameroon,Rajshahi / Bangladesh,1,1,1,2
522,It is the case both that the city of Bhopal is in India and that the city of Xiamen is in China.,Bhopal / India,Xiamen / China,1,1,1,2
523,It is the case both that the city of Mexicali is in Mexico and that the city of Bishkek is in Kyrgyzstan.,Mexicali / Mexico,Bishkek / Kyrgyzstan,1,1,1,2
524,It is the case both that the city of Tonghua is in China and that the city of Niamey is in Niger.,Tonghua / China,Niamey / Niger,1,1,1,2
525,It is the case both that the city of Ciudad Guayana is in Venezuela and that the city of Bogor is in Indonesia.,Ciudad Guayana / Venezuela,Bogor / Indonesia,1,1,1,2
526,It is the case both that the city of Navi Mumbai is in India and that the city of Chelyabinsk is in Russia.,Navi Mumbai / India,Chelyabinsk / Russia,1,1,1,2
527,It is the case both that the city of Konya is in Turkey and that the city of Asansol is in India.,Konya / Turkey,Asansol / India,1,1,1,2
528,It is the case both that the city of Naberezhnyye Chelny is in Russia and that the city of Voronezh is in Russia.,Naberezhnyye Chelny / Russia,Voronezh / Russia,1,1,1,2
529,It is the case both that the city of Dnipro is in Ukraine and that the city of Rajshahi is in Bangladesh.,Dnipro / Ukraine,Rajshahi / Bangladesh,1,1,1,2
530,It is the case both that the city of Ebute Ikorodu is in Nigeria and that the city of Guayaquil is in Ecuador.,Ebute Ikorodu / Nigeria,Guayaquil / Ecuador,1,1,1,2
531,It is the case both that the city of Port Harcourt is in Nigeria and that the city of Guwahati is in India.,Port Harcourt / Nigeria,Guwahati / India,1,1,1,2
532,It is the case both that the city of Zhangjiagang is in China and that the city of Daegu is in South Korea.,Zhangjiagang / China,Daegu / South Korea,1,1,1,2
