idx,statement,subject,disjunctA_obj,disjunctB_obj,labelA,labelB,compound_label,n_parts
257,It is the case either that the city of Leipzig is in Germany or that it is in India.,Leipzig,Germany,India,1,0,1,2
258,It is the case either that the city of Konya is in China or that it is in Turkey.,Konya,China,Turkey,0,1,1,2
259,It is the case either that the city of Can Tho is in Turkey or that it is in Vietnam.,Can Tho,Turkey,Vietnam,0,1,1,2
260,It is the case either that the city of Sulaymaniyah is in Iraq or that it is in China.,Sulaymaniyah,Iraq,China,1,0,1,2
261,It is the case either that the city of Jiangyin is in China or that it is in States.,Jiangyin,China,States,1,0,1,2
262,It is the case either that the city of Iztapalapa is in Iraq or that it is in Yemen.,Iztapalapa,Iraq,Yemen,0,0,0,2
263,It is the case either that the city of Palembang is in Indonesia or that it is in Lithuania.,Palembang,Indonesia,Lithuania,1,0,1,2
264,It is the case either that the city of Ranchi is in Venezuela or that it is in China.,Ranchi,Venezuela,China,0,0,0,2
265,It is the case either that the city of Ufa is in South States or that it is in Korea.,Ufa,South States,Korea,0,0,0,2
266,It is the case either that the city of Ulan Bator is in Brazil or that it is in Mongolia.,Ulan Bator,Brazil,Mongolia,0,1,1,2
267,It is the case either that the city of Subang Jaya is in China or that it is in Germany.,Subang Jaya,China,Germany,0,0,0,2
268,It is the case either that the city of Rostov-na-Donu is in the United Arab Emirates or that it is in Togo.,Rostov-na-Donu,the United Arab Emirates,Togo,0,0,0,2
269,It is the case either that the city of Antananarivo is in Madagascar or that it is in Malawi.,Antananarivo,Madagascar,Malawi,1,0,1,2
270,It is the case either that the city of Zarqa is in Mexico or that it is in Jordan.,Zarqa,Mexico,Jordan,0,1,1,2
271,It is the case either that the city of Milwaukee is in the United States or that it is in China.,Milwaukee,the United States,China,1,0,1,2
272,It is the case either that the city of Curitiba is in China or that it is in India.,Curitiba,China,India,0,0,0,2
273,It is the case either that the city of Zhangye is in Venezuela or that it is in China.,Zhangye,Venezuela,China,0,1,0,2
274,It is the case either that the city of Da Nang is in Vietnam or that it is in China.,Da Nang,Vietnam,China,1,0,0,2
275,It is the case either that the city of Yaroslavl is in Sweden or that it is in Russia.,Yaroslavl,Sweden,Russia,0,1,1,2
276,It is the case either that the city of Indore is in China or that it is in Turkey.,Indore,China,Turkey,0,0,0,2
277,It is the case either that the city of Tlalpan is in Mexico or that it is in Nicaragua.,Tlalpan,Mexico,Nicaragua,1,0,1,2
278,It is the case either that the city of Rourkela is in Brazil or that it is in Korea.,Rourkela,Brazil,Korea,0,0,0,2
279,It is the case either that the city of Bangkok is in Myanmar or that it is in Thailand.,Bangkok,Myanmar,Thailand,0,1,1,2
280,It is the case either that the city of Enugu is in Nigeria or that it is in China.,Enugu,Nigeria,China,1,0,1,2
281,It is the case either that the city of Can Tho is in Venezuela or that it is in Gabon.,Can Tho,Venezuela,Gabon,0,0,0,2
282,It is the case either that the city of Callao is in Peru or that it is in Japan.,Callao,Peru,Japan,1,0,1,2
283,It is the case either that the city of Taiz is in Algeria or that it is in Yemen.,Taiz,Algeria,Yemen,0,1,1,2
284,It is the case either that the city of Naberezhnyye Chelny is in Morocco or that it is in Brazil.,Naberezhnyye Chelny,Morocco,Brazil,0,0,0,2
285,It is the case either that the city of Suwon is in South Korea or that it is in China.,Suwon,South Korea,China,1,0,1,2
286,It is the case either that the city of Yaounde is in Indonesia or that it is in China.,Yaounde,Indonesia,China,0,0,0,2
287,It is the case either that the city of Sapporo is in Brazil or that it is in Mexico.,Sapporo,Brazil,Mexico,0,0,0,2
288,It is the case either that the city of Nouakchott is in Mauritania or that it is in Vietnam.,Nouakchott,Mauritania,Vietnam,1,0,1,2
289,It is the case either that the city of Diyarbakir is in Colombia or that it is in Kenya.,Diyarbakir,Colombia,Kenya,0,0,0,2
290,It is the case either that the city of Malatya is in Turkey or that it is in Mozambique.,Malatya,Turkey,Mozambique,1,0,1,2
291,It is the case either that the city of Ulyanovsk is in Ukraine or that it is in China.,Ulyanovsk,Ukraine,China,0,0,0,2
292,It is the case either that the city of Madurai is in Lebanon or that it is in Burundi.,Madurai,Lebanon,Burundi,0,0,0,2
293,It is the case either that the city of Ahvaz is in Iran or that it is in India.,Ahvaz,Iran,India,1,0,1,2
294,It is the case either that the city of Bahawalpur is in China or that it is in Vietnam.,Bahawalpur,China,Vietnam,0,0,0,2
295,It is the case either that the city of Dammam is in Saudi Arabia or that it is in Republic.,Dammam,Saudi Arabia,Republic,1,0,1,2
296,It is the case either that the city of Milwaukee is in Iran or that it is in China.,Milwaukee,Iran,China,0,0,0,2
297,It is the case either that the city of Novosibirsk is in Russia or that it is in China.,Novosibirsk,Russia,China,1,0,1,2
298,It is the case either that the city of Madinat an Nasr is in India or that it is in Nicaragua.,Madinat an Nasr,India,Nicaragua,0,0,0,2
299,It is the case either that the city of Cape Town is in South Bangladesh or that it is in Africa.,Cape Town,South Bangladesh,Africa,0,0,1,2
300,It is the case either that the city of Al Ahmadi is in Iraq or that it is in Kuwait.,Al Ahmadi,Iraq,Kuwait,0,1,1,2
301,It is the case either that the city of Lyon is in China or that it is in France.,Lyon,China,France,0,1,1,2
302,It is the case either that the city of Helsinki is in Finland or that it is in Pakistan.,Helsinki,Finland,Pakistan,1,0,1,2
303,It is the case either that the city of Nashik is in India or that it is in China.,Nashik,India,China,1,0,1,2
304,It is the case either that the city of Incheon is in Russia or that it is in India.,Incheon,Russia,India,0,0,0,2
305,It is the case either that the city of Panzhihua is in China or that it is in Japan.,Panzhihua,China,Japan,1,0,1,2
306,It is the case either that the city of Yaroslavl is in Brazil or that it is in Russia.,Yaroslavl,Brazil,Russia,0,1,1,2
307,It is the case either that the city of Jiaxing is in India or that it is in Ukraine.,Jiaxing,India,Ukraine,0,0,0,2
308,It is the case either that the city of Ahvaz is in Iran or that it is in China.,Ahvaz,Iran,China,1,0,1,2
309,It is the case either that the city of Barquisimeto is in Poland or that it is in Mexico.,Barquisimeto,Poland,Mexico,0,0,0,2
310,It is the case either that the city of Luancheng is in China or that it is in Brazil.,Luancheng,China,Brazil,1,0,0,2
311,It is the case either that the city of Dehra Dun is in Iraq or that it is in China.,Dehra Dun,Iraq,China,0,0,0,2
312,It is the case either that the city of Ciudad Guayana is in Venezuela or that it is in Kenya.,Ciudad Guayana,Venezuela,Kenya,1,0,1,2
313,It is the case either that the city of Lusaka is in China or that it is in Poland.,Lusaka,China,Poland,0,0,0,2
314,It is the case either that the city of Haiphong is in Vietnam or that it is in India.,Haiphong,Vietnam,India,1,0,1,2
315,It is the case either that the city of Mersin is in Ukraine or that it is in Turkey.,Mersin,Ukraine,Turkey,0,1,1,2
316,It is the case either that the city of Tangshan is in India or that it is in Malaysia.,Tangshan,India,Malaysia,0,0,0,2
317,It is the case either that the city of Guilin is in the Dominican Republic or that it is in Korea.,Guilin,the Dominican Republic,Korea,0,0,0,2
318,It is the case either that the city of Suez is in Egypt or that it is in Philippines.,Suez,Egypt,Philippines,1,0,1,2
319,It is the case either that the city of Ufa is in South Korea or that it is in Turkey.,Ufa,South Korea,Turkey,0,0,0,2
320,It is the case either that the city of Guigang is in China or that it is in Brazil.,Guigang,China,Brazil,1,0,1,2
321,It is the case either that the city of Leon de los Aldama is in India or that it is in China.,Leon de los Aldama,India,China,0,0,0,2
322,It is the case either that the city of Rui'an is in Indonesia or that it is in China.,Rui'an,Indonesia,China,0,1,0,2
323,It is the case either that the city of Zahedan is in Iran or that it is in Russia.,Zahedan,Iran,Russia,1,0,1,2
324,It is the case either that the city of Jinan is in China or that it is in Rwanda.,Jinan,China,Rwanda,1,0,0,2
325,It is the case either that the city of Quzhou is in China or that it is in Mexico.,Quzhou,China,Mexico,1,0,1,2
326,It is the case either that the city of Kanayannur is in Saudi Arabia or that it is in China.,Kanayannur,Saudi Arabia,China,0,0,0,2
327,It is the case either that the city of Nasiriyah is in Iraq or that it is in Zimbabwe.,Nasiriyah,Iraq,Zimbabwe,1,0,1,2
328,It is the case either that the city of Baku is in Ukraine or that it is in China.,Baku,Ukraine,China,0,0,0,2
329,It is the case either that the city of Nanchang is in Philippines or that it is in China.,Nanchang,Philippines,China,0,1,1,2
330,It is the case either that the city of Herat is in States or that it is in China.,Herat,States,China,0,0,0,2
331,It is the case either that the city of Perm is in Brazil or that it is in Russia.,Perm,Brazil,Russia,0,1,1,2
332,It is the case either that the city of Sanya is in China or that it is in States.,Sanya,China,States,1,0,1,2
333,It is the case either that the city of Santo Domingo Este is in India or that it is in China.,Santo Domingo Este,India,China,0,0,0,2
334,It is the case either that the city of Bikaner is in India or that it is in States.,Bikaner,India,States,1,0,1,2
335,It is the case either that the city of Suizhou is in Ukraine or that it is in China.,Suizhou,Ukraine,China,0,1,1,2
336,It is the case either that the city of Benin City is in China or that it is in Mozambique.,Benin City,China,Mozambique,0,0,0,2
337,It is the case either that the city of Goyang-si is in China or that it is in Russia.,Goyang-si,China,Russia,0,0,0,2
338,It is the case either that the city of Rahim Yar Khan is in Pakistan or that it is in Emirates.,Rahim Yar Khan,Pakistan,Emirates,1,0,1,2
339,It is the case either that the city of Volgograd is in Japan or that it is in Nigeria.,Volgograd,Japan,Nigeria,0,0,0,2
340,It is the case either that the city of Quebec is in Canada or that it is in Bangladesh.,Quebec,Canada,Bangladesh,1,0,1,2
341,It is the case either that the city of Rui'an is in Mozambique or that it is in Indonesia.,Rui'an,Mozambique,Indonesia,0,0,0,2
342,It is the case either that the city of Quetta is in Senegal or that it is in Kenya.,Quetta,Senegal,Kenya,0,0,0,2
343,It is the case either that the city of Zaporizhzhya is in South Korea or that it is in China.,Zaporizhzhya,South Korea,China,0,0,0,2
344,It is the case either that the city of Luohe is in India or that it is in China.,Luohe,India,China,0,1,1,2
345,It is the case either that the city of N'Djamena is in India or that it is in China.,N'Djamena,India,China,0,0,0,2
346,It is the case either that the city of Kozhikode is in India or that it is in Iraq.,Kozhikode,India,Iraq,1,0,1,2
347,It is the case either that the city of Linyi is in China or that it is in Iran.,Linyi,China,Iran,1,0,1,2
348,It is the case either that the city of Arak is in India or that it is in China.,Arak,India,China,0,0,0,2
349,It is the case either that the city of Barnaul is in Russia or that it is in India.,Barnaul,Russia,India,1,0,1,2
350,It is the case either that the city of Dandong is in Kenya or that it is in China.,Dandong,Kenya,China,0,1,1,2
351,It is the case either that the city of Culiacan is in China or that it is in Mexico.,Culiacan,China,Mexico,0,1,1,2
352,It is the case either that the city of Kanpur is in India or that it is in China.,Kanpur,India,China,1,0,1,2
353,It is the case either that the city of San Miguel de Tucuman is in China or that it is in Brazil.,San Miguel de Tucuman,China,Brazil,0,0,0,2
354,It is the case either that the city of Mbuji-Mayi is in the Democratic Republic of the Iraq or that it is in Congo.,Mbuji-Mayi,the Democratic Republic of the Iraq,Congo,0,0,1,2
355,It is the case either that the city of Kermanshah is in Republic or that it is in China.,Kermanshah,Republic,China,0,0,0,2
356,It is the case either that the city of Ta'if is in Russia or that it is in Venezuela.,Ta'if,Russia,Venezuela,0,0,0,2
357,It is the case either that the city of Bouake is in China or that it is in Congo.,Bouake,China,Congo,0,0,0,2
358,It is the case either that the city of Pasig City is in Venezuela or that it is in Morocco.,Pasig City,Venezuela,Morocco,0,0,0,2
359,It is the case either that the city of Comilla is in China or that it is in Bangladesh.,Comilla,China,Bangladesh,0,1,1,2
360,It is the case either that the city of Batam is in China or that it is in Indonesia.,Batam,China,Indonesia,0,1,1,2
361,It is the case either that the city of Busan is in Malaysia or that it is in Brazil.,Busan,Malaysia,Brazil,0,0,0,2
362,It is the case either that the city of Ryazan' is in India or that it is in Russia.,Ryazan',India,Russia,0,1,1,2
363,It is the case either that the city of Sargodha is in India or that it is in China.,Sargodha,India,China,0,0,0,2
364,It is the case either that the city of Anshun is in Russia or that it is in China.,Anshun,Russia,China,0,1,1,2
365,It is the case either that the city of Santiago de los Caballeros is in India or that it is in Burundi.,Santiago de los Caballeros,India,Burundi,0,0,0,2
366,It is the case either that the city of Ningbo is in South Korea or that it is in China.,Ningbo,South Korea,China,0,1,0,2
367,It is the case either that the city of Liaocheng is in China or that it is in Algeria.,Liaocheng,China,Algeria,1,0,1,2
368,It is the case either that the city of N'Djamena is in Iraq or that it is in Chad.,N'Djamena,Iraq,Chad,0,1,1,2
369,It is the case either that the city of Seattle is in the United Arabia or that it is in States.,Seattle,the United Arabia,States,0,0,1,2
370,It is the case either that the city of Longyan is in Benin or that it is in China.,Longyan,Benin,China,0,1,0,2
371,It is the case either that the city of Suwon is in South China or that it is in Korea.,Suwon,South China,Korea,0,0,1,2
372,It is the case either that the city of Nizhniy Novgorod is in Italy or that it is in China.,Nizhniy Novgorod,Italy,China,0,0,0,2
373,It is the case either that the city of Malacca is in Malaysia or that it is in Russia.,Malacca,Malaysia,Russia,1,0,1,2
374,It is the case either that the city of Rajshahi is in Argentina or that it is in Bangladesh.,Rajshahi,Argentina,Bangladesh,0,1,1,2
375,It is the case either that the city of Barranquilla is in Philippines or that it is in Pakistan.,Barranquilla,Philippines,Pakistan,0,0,0,2
376,It is the case either that the city of Bucheon-si is in Brazil or that it is in Romania.,Bucheon-si,Brazil,Romania,0,0,0,2
377,It is the case either that the city of Tianshui is in Canada or that it is in d'Ivoire.,Tianshui,Canada,d'Ivoire,0,0,0,2
378,It is the case either that the city of Bujumbura is in China or that it is in Burundi.,Bujumbura,China,Burundi,0,1,1,2
379,It is the case either that the city of Xining is in the United Arab Emirates or that it is in Korea.,Xining,the United Arab Emirates,Korea,0,0,0,2
380,It is the case either that the city of Ahmedabad is in Morocco or that it is in India.,Ahmedabad,Morocco,India,0,1,1,2
381,It is the case either that the city of Guwahati is in India or that it is in Mexico.,Guwahati,India,Mexico,1,0,1,2
382,It is the case either that the city of Madurai is in China or that it is in India.,Madurai,China,India,0,1,1,2
383,It is the case either that the city of Yangon is in Kenya or that it is in China.,Yangon,Kenya,China,0,0,0,2
384,It is the case either that the city of Qiqihar is in India or that it is in Congo.,Qiqihar,India,Congo,0,0,0,2
385,It is the case either that the city of Chizhou is in China or that it is in India.,Chizhou,China,India,1,0,1,2
386,It is the case either that the city of Zhangzhou is in China or that it is in India.,Zhangzhou,China,India,1,0,1,2
387,It is the case either that the city of Bucharest is in India or that it is in Italy.,Bucharest,India,Italy,0,0,0,2
388,It is the case either that the city of Duesseldorf is in Germany or that it is in China.,Duesseldorf,Germany,China,1,0,1,2
389,It is the case either that the city of Anqing is in Brazil or that it is in Tajikistan.,Anqing,Brazil,Tajikistan,0,0,0,2
390,It is the case either that the city of Maturin is in Venezuela or that it is in Philippines.,Maturin,Venezuela,Philippines,1,0,1,2
391,It is the case either that the city of Tembisa is in the China or that it is in Philippines.,Tembisa,the China,Philippines,0,0,0,2
392,It is the case either that the city of Sorocaba is in Mexico or that it is in Indonesia.,Sorocaba,Mexico,Indonesia,0,0,0,2
393,It is the case either that the city of Jinan is in China or that it is in Rwanda.,Jinan,China,Rwanda,1,0,0,2
394,It is the case either that the city of Huaihua is in Africa or that it is in China.,Huaihua,Africa,China,0,1,1,2
395,It is the case either that the city of Lahore is in Mexico or that it is in China.,Lahore,Mexico,China,0,0,0,2
396,It is the case either that the city of Voronezh is in Iran or that it is in Russia.,Voronezh,Iran,Russia,0,1,1,2
397,It is the case either that the city of Madurai is in China or that it is in Burundi.,Madurai,China,Burundi,0,0,0,2
398,It is the case either that the city of Libreville is in the United Russia or that it is in States.,Libreville,the United Russia,States,0,0,0,2
399,It is the case either that the city of Lianyungang is in the Philippines or that it is in Iraq.,Lianyungang,the Philippines,Iraq,0,0,0,2
400,It is the case either that the city of Ludhiana is in India or that it is in Indonesia.,Ludhiana,India,Indonesia,1,0,1,2
401,It is the case either that the city of Goeteborg is in South Belarus or that it is in Korea.,Goeteborg,South Belarus,Korea,0,0,0,2
402,It is the case either that the city of Bogor is in South Korea or that it is in Russia.,Bogor,South Korea,Russia,0,0,0,2
403,It is the case either that the city of Guiyang is in South Germany or that it is in Korea.,Guiyang,South Germany,Korea,0,0,0,2
404,It is the case either that the city of Hamamatsu is in Indonesia or that it is in Japan.,Hamamatsu,Indonesia,Japan,0,1,1,2
405,It is the case either that the city of Wroclaw is in China or that it is in Poland.,Wroclaw,China,Poland,0,1,1,2
406,It is the case either that the city of Shijiazhuang is in Brazil or that it is in China.,Shijiazhuang,Brazil,China,0,1,1,2
407,It is the case either that the city of Zhanjiang is in India or that it is in Japan.,Zhanjiang,India,Japan,0,0,0,2
408,It is the case either that the city of Maoming is in Brazil or that it is in Iraq.,Maoming,Brazil,Iraq,0,0,0,2
409,It is the case either that the city of Rajshahi is in Bangladesh or that it is in Pakistan.,Rajshahi,Bangladesh,Pakistan,1,0,1,2
410,It is the case either that the city of Cancun is in Myanmar or that it is in China.,Cancun,Myanmar,China,0,0,0,2
411,It is the case either that the city of Dalian is in Canada or that it is in China.,Dalian,Canada,China,0,1,1,2
412,It is the case either that the city of Bauchi is in Iran or that it is in Turkey.,Bauchi,Iran,Turkey,0,0,0,2
413,It is the case either that the city of Detroit is in the United States or that it is in Brazil.,Detroit,the United States,Brazil,1,0,1,2
414,It is the case either that the city of Mississauga is in Canada or that it is in India.,Mississauga,Canada,India,1,0,1,2
415,It is the case either that the city of Thiruvananthapuram is in India or that it is in Egypt.,Thiruvananthapuram,India,Egypt,1,0,1,2
416,It is the case either that the city of Asuncion is in India or that it is in Nigeria.,Asuncion,India,Nigeria,0,0,0,2
417,It is the case either that the city of Omdurman is in Sudan or that it is in China.,Omdurman,Sudan,China,1,0,1,2
418,It is the case either that the city of Kawaguchi is in Japan or that it is in Vietnam.,Kawaguchi,Japan,Vietnam,1,0,1,2
419,It is the case either that the city of Nova Iguacu is in Brazil or that it is in Sudan.,Nova Iguacu,Brazil,Sudan,1,0,1,2
420,It is the case either that the city of Okayama is in China or that it is in Russia.,Okayama,China,Russia,0,0,0,2
421,It is the case either that the city of Khabarovsk Vtoroy is in India or that it is in Russia.,Khabarovsk Vtoroy,India,Russia,0,1,1,2
422,It is the case either that the city of Ganzhou is in South India or that it is in Korea.,Ganzhou,South India,Korea,0,0,0,2
423,It is the case either that the city of Kota Kinabalu is in Malaysia or that it is in India.,Kota Kinabalu,Malaysia,India,1,0,1,2
424,It is the case either that the city of Kuala Lumpur is in Canada or that it is in Malaysia.,Kuala Lumpur,Canada,Malaysia,0,1,1,2
425,It is the case either that the city of Munich is in China or that it is in Iraq.,Munich,China,Iraq,0,0,0,2
426,It is the case either that the city of Wroclaw is in Iran or that it is in Poland.,Wroclaw,Iran,Poland,0,1,1,2
427,It is the case either that the city of Karaj is in Iran or that it is in Philippines.,Karaj,Iran,Philippines,1,0,1,2
428,It is the case either that the city of Bhilai is in Venezuela or that it is in China.,Bhilai,Venezuela,China,0,0,0,2
429,It is the case either that the city of Kashgar is in China or that it is in Philippines.,Kashgar,China,Philippines,1,0,1,2
430,It is the case either that the city of New Kingston is in South Africa or that it is in Mexico.,New Kingston,South Africa,Mexico,0,0,0,2
431,It is the case either that the city of Huzhou is in Germany or that it is in Turkey.,Huzhou,Germany,Turkey,0,0,0,2
432,It is the case either that the city of Ulsan is in South Africa or that it is in Korea.,Ulsan,South Africa,Korea,0,0,0,2
433,It is the case either that the city of Linfen is in India or that it is in Iran.,Linfen,India,Iran,0,0,0,2
434,It is the case either that the city of Konya is in States or that it is in Russia.,Konya,States,Russia,0,0,0,2
435,It is the case either that the city of Pingliang is in Tanzania or that it is in Kyrgyzstan.,Pingliang,Tanzania,Kyrgyzstan,0,0,0,2
436,It is the case either that the city of Zhanjiang is in China or that it is in India.,Zhanjiang,China,India,1,0,0,2
437,It is the case either that the city of Barquisimeto is in Venezuela or that it is in China.,Barquisimeto,Venezuela,China,1,0,1,2
438,It is the case either that the city of Maracaibo is in Venezuela or that it is in States.,Maracaibo,Venezuela,States,1,0,1,2
439,It is the case either that the city of Makati City is in the Philippines or that it is in China.,Makati City,the Philippines,China,1,0,1,2
440,It is the case either that the city of Brasilia is in China or that it is in Brazil.,Brasilia,China,Brazil,0,1,1,2
441,It is the case either that the city of Ta'if is in Korea or that it is in Venezuela.,Ta'if,Korea,Venezuela,0,0,0,2
442,It is the case either that the city of Qom is in China or that it is in Iran.,Qom,China,Iran,0,1,1,2
443,It is the case either that the city of Panzhihua is in Sudan or that it is in Iran.,Panzhihua,Sudan,Iran,0,0,0,2
444,It is the case either that the city of Dhanbad is in India or that it is in Kenya.,Dhanbad,India,Kenya,1,0,0,2
445,It is the case either that the city of Porto Velho is in Emirates or that it is in Algeria.,Porto Velho,Emirates,Algeria,0,0,0,2
446,It is the case either that the city of Tianjin is in China or that it is in India.,Tianjin,China,India,1,0,1,2
447,It is the case either that the city of Accra is in India or that it is in China.,Accra,India,China,0,0,0,2
448,It is the case either that the city of Mar del Plata is in China or that it is in Nigeria.,Mar del Plata,China,Nigeria,0,0,0,2
449,It is the case either that the city of Linyi is in Iraq or that it is in Ukraine.,Linyi,Iraq,Ukraine,0,0,0,2
450,It is the case either that the city of Latakia is in Syria or that it is in Brazil.,Latakia,Syria,Brazil,1,0,1,2
451,It is the case either that the city of Ouagadougou is in China or that it is in Iran.,Ouagadougou,China,Iran,0,0,0,2
452,It is the case either that the city of Niamey is in Niger or that it is in Korea.,Niamey,Niger,Korea,1,0,1,2
453,It is the case either that the city of Maceio is in China or that it is in India.,Maceio,China,India,0,0,0,2
454,It is the case either that the city of Bulawayo is in China or that it is in Vietnam.,Bulawayo,China,Vietnam,0,0,0,2
455,It is the case either that the city of Lahore is in China or that it is in States.,Lahore,China,States,0,0,0,2
456,It is the case either that the city of Jiaozuo is in Bangladesh or that it is in China.,Jiaozuo,Bangladesh,China,0,1,0,2
457,It is the case either that the city of Johor Bahru is in Malaysia or that it is in China.,Johor Bahru,Malaysia,China,1,0,1,2
458,It is the case either that the city of Kampung Baru Subang is in the Philippines or that it is in China.,Kampung Baru Subang,the Philippines,China,0,0,0,2
459,It is the case either that the city of Salta is in Cameroon or that it is in Argentina.,Salta,Cameroon,Argentina,0,1,1,2
460,It is the case either that the city of Krasnodar is in South Africa or that it is in Brazil.,Krasnodar,South Africa,Brazil,0,0,0,2
461,It is the case either that the city of Jiaozhou is in Germany or that it is in China.,Jiaozhou,Germany,China,0,1,1,2
462,It is the case either that the city of Bogor is in South China or that it is in Korea.,Bogor,South China,Korea,0,0,0,2
463,It is the case either that the city of Qinzhou is in Algeria or that it is in China.,Qinzhou,Algeria,China,0,1,1,2
464,It is the case either that the city of Leipzig is in Germany or that it is in China.,Leipzig,Germany,China,1,0,1,2
465,It is the case either that the city of Juiz de Fora is in India or that it is in Brazil.,Juiz de Fora,India,Brazil,0,1,1,2
466,It is the case either that the city of Abobo is in India or that it is in Iran.,Abobo,India,Iran,0,0,0,2
467,It is the case either that the city of Tembisa is in South Africa or that it is in India.,Tembisa,South Africa,India,1,0,1,2
468,It is the case either that the city of Sanming is in Afghanistan or that it is in Bulgaria.,Sanming,Afghanistan,Bulgaria,0,0,0,2
469,It is the case either that the city of Karachi is in Japan or that it is in India.,Karachi,Japan,India,0,0,0,2
470,It is the case either that the city of Kunshan is in Korea or that it is in Russia.,Kunshan,Korea,Russia,0,0,0,2
471,It is the case either that the city of Goeteborg is in Colombia or that it is in Sweden.,Goeteborg,Colombia,Sweden,0,1,1,2
472,It is the case either that the city of Diyarbakir is in Africa or that it is in Turkey.,Diyarbakir,Africa,Turkey,0,1,1,2
473,It is the case either that the city of Jiamusi is in China or that it is in Nigeria.,Jiamusi,China,Nigeria,1,0,1,2
474,It is the case either that the city of Balikpapan is in Japan or that it is in China.,Balikpapan,Japan,China,0,0,0,2
475,It is the case either that the city of Petaling Jaya is in Bosnia and Herzegovina or that it is in Niger.,Petaling Jaya,Bosnia and Herzegovina,Niger,0,0,0,2
476,It is the case either that the city of Laiwu is in China or that it is in India.,Laiwu,China,India,1,0,1,2
477,It is the case either that the city of Juiz de Fora is in Latvia or that it is in India.,Juiz de Fora,Latvia,India,0,0,0,2
478,It is the case either that the city of Dubai is in the United States or that it is in China.,Dubai,the United States,China,0,0,0,2
479,It is the case either that the city of Mogadishu is in Iran or that it is in Haiti.,Mogadishu,Iran,Haiti,0,0,0,2
480,It is the case either that the city of Sanming is in Bulgaria or that it is in China.,Sanming,Bulgaria,China,0,1,0,2
481,It is the case either that the city of Jiaozhou is in China or that it is in Korea.,Jiaozhou,China,Korea,1,0,1,2
482,It is the case either that the city of Pontianak is in India or that it is in States.,Pontianak,India,States,0,0,0,2
483,It is the case either that the city of Kawaguchi is in Indonesia or that it is in Ecuador.,Kawaguchi,Indonesia,Ecuador,0,0,0,2
484,It is the case either that the city of Yerevan is in Philippines or that it is in Armenia.,Yerevan,Philippines,Armenia,0,1,1,2
485,It is the case either that the city of Liuzhou is in China or that it is in Kenya.,Liuzhou,China,Kenya,1,0,1,2
486,It is the case either that the city of Jambi City is in China or that it is in Indonesia.,Jambi City,China,Indonesia,0,1,1,2
487,It is the case either that the city of Jiangyin is in Brazil or that it is in China.,Jiangyin,Brazil,China,0,1,1,2
488,It is the case either that the city of Shah Alam is in Malaysia or that it is in China.,Shah Alam,Malaysia,China,1,0,1,2
489,It is the case either that the city of Dalian is in Philippines or that it is in China.,Dalian,Philippines,China,0,1,1,2
490,It is the case either that the city of Ar Raqqah is in Mexico or that it is in Iraq.,Ar Raqqah,Mexico,Iraq,0,0,0,2
491,It is the case either that the city of Shymkent is in China or that it is in Ukraine.,Shymkent,China,Ukraine,0,0,0,2
492,It is the case either that the city of Al Basrah al Qadimah is in China or that it is in India.,Al Basrah al Qadimah,China,India,0,0,0,2
493,It is the case either that the city of Mazar-e Sharif is in Afghanistan or that it is in China.,Mazar-e Sharif,Afghanistan,China,1,0,1,2
494,It is the case either that the city of Anshan is in Kenya or that it is in China.,Anshan,Kenya,China,0,1,1,2
495,It is the case either that the city of Stockholm is in Sweden or that it is in Bulgaria.,Stockholm,Sweden,Bulgaria,1,0,1,2
496,It is the case either that the city of Fes is in India or that it is in Morocco.,Fes,India,Morocco,0,1,1,2
497,It is the case either that the city of Albuquerque is in the United States or that it is in Ukraine.,Albuquerque,the United States,Ukraine,1,0,1,2
498,It is the case either that the city of Kyoto is in Arabia or that it is in China.,Kyoto,Arabia,China,0,0,0,2
499,It is the case either that the city of Sorocaba is in Brazil or that it is in India.,Sorocaba,Brazil,India,1,0,1,2
