idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
148,"It is the case both that the study of the Earth's metaphysical structure, processes, and history is called meta-geology and that Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.","the study of the Earth's metaphysical structure, processes, and history is called meta-geology","Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune",0,1,0,2
149,It is the case both that Coral reefs are made of living organisms and that the largest country in the world by area is Russia.,Coral reefs are made of living organisms,the largest country in the world by area is Russia,1,1,1,2
150,It is the case both that the study of substances and their interactions is called chemistry and that Dogs are known for being loyal pets.,the study of substances and their interactions is called chemistry,Dogs are known for being loyal pets,1,1,1,2
151,"It is the case both that the currency used in Japan is the yen and that the human heart beats approximately 100,000 times per day.",the currency used in Japan is the yen,"the human heart beats approximately 100,000 times per day",1,1,1,2
152,It is the case both that the conservation of energy principle states that energy cannot be created or destroyed and that Polar bears have white fur to camouflage in their snowy environment.,the conservation of energy principle states that energy cannot be created or destroyed,Polar bears have white fur to camouflage in their snowy environment,1,1,1,2
153,It is the case both that Atoms are the basic building blocks of matter and that the color of the sky is blue.,Atoms are the basic building blocks of matter,the color of the sky is blue,1,1,1,2
154,It is the case both that the Earth's atmosphere is composed mostly of nitrogen and oxygen and that the conservation of energy principle states that energy can be created and destroyed.,the Earth's atmosphere is composed mostly of nitrogen and oxygen,the conservation of energy principle states that energy can be created and destroyed,1,0,0,2
155,"It is the case both that Black holes are regions in space with immense gravitational pull and that the human respiratory system includes the trachea, bronchi, and lungs.",Black holes are regions in space with immense gravitational pull,"the human respiratory system includes the trachea, bronchi, and lungs",1,1,1,2
156,It is the case both that the Great Wall of China is the longest wall in the world and that Cars need gasoline or electricity to run.,the Great Wall of China is the longest wall in the world,Cars need gasoline or electricity to run,1,1,1,2
157,It is the case both that the human body has 206 bones and that the Earth is round.,the human body has 206 bones,the Earth is round,1,1,1,2
158,It is the case both that Tornadoes are rapidly rotating columns of air that can cause extensive damage and that the largest mammal on Earth is the blue whale.,Tornadoes are rapidly rotating columns of air that can cause extensive damage,the largest mammal on Earth is the blue whale,1,1,1,2
159,It is the case both that Photosynthesis is the process by which plants convert sunlight into chemical energy and that Mercury has no moons.,Photosynthesis is the process by which plants convert sunlight into chemical energy,Mercury has no moons,1,1,1,2
160,It is the case both that Ice cream is a popular dessert and that Black holes are regions in space with immense gravitational pull.,Ice cream is a popular dessert,Black holes are regions in space with immense gravitational pull,1,1,1,2
161,It is the case both that the largest carnivore in the world is the rabbit and that the Nile River is the longest river in the world.,the largest carnivore in the world is the rabbit,the Nile River is the longest river in the world,0,0,0,2
162,It is the case both that A circle has 200 degrees and that Sound travels through the air as waves.,A circle has 200 degrees,Sound travels through the air as waves,0,1,0,2
163,It is the case both that the planet Mars is named after the Roman god of war and that the alphabet consists of 26 letters.,the planet Mars is named after the Roman god of war,the alphabet consists of 26 letters,1,1,1,2
164,It is the case both that the planet Pluto has five known moons and that Photosynthesis in plants consumes oxygen as a byproduct.,the planet Pluto has five known moons,Photosynthesis in plants consumes oxygen as a byproduct,1,0,0,2
165,It is the case both that Convection is the transfer of heat through the movement of fluids or gases and that Neptune has the strongest winds in the solar system.,Convection is the transfer of heat through the movement of fluids or gases,Neptune has the strongest winds in the solar system,1,1,1,2
166,It is the case both that the planet Jupiter has the most moons in our solar system and that the Great Barrier Reef is the largest coral reef system in the world.,the planet Jupiter has the most moons in our solar system,the Great Barrier Reef is the largest coral reef system in the world,1,1,1,2
167,"It is the case both that the first successful vaccine was created by Edward Jenner in 1796 and that the speed of light is approximately 299,792,458 meters per second.",the first successful vaccine was created by Edward Jenner in 1796,"the speed of light is approximately 299,792,458 meters per second",1,1,1,2
168,"It is the case both that the respiratory system allows for the exchange of gases between the body and the environment and that the oldest known human fossils are around 300,000 years old.",the respiratory system allows for the exchange of gases between the body and the environment,"the oldest known human fossils are around 300,000 years old",1,1,1,2
169,"It is the case both that the respiratory system prevents the exchange of gases between the body and the environment and that the planet Mars is known as the Red Planet"" due to its reddish appearance."".",the respiratory system prevents the exchange of gases between the body and the environment,"the planet Mars is known as the Red Planet"" due to its reddish appearance.""",0,1,0,2
170,It is the case both that Sunflowers follow the movement of the sun across the sky and that the study of heredity and the variation of inherited characteristics is called genetics.,Sunflowers follow the movement of the sun across the sky,the study of heredity and the variation of inherited characteristics is called genetics,1,1,1,2
171,"It is the case both that the study of the universe beyond Earth's atmosphere is called astronomy and that the oldest known human fossils are around 300,000 years old.",the study of the universe beyond Earth's atmosphere is called astronomy,"the oldest known human fossils are around 300,000 years old",1,1,1,2
172,"It is the case both that Photosynthesis is the process by which plants convert darkness into chemical energy and that the Earth has four seasons: spring, summer, fall, and winter.",Photosynthesis is the process by which plants convert darkness into chemical energy,"the Earth has four seasons: spring, summer, fall, and winter",0,1,0,2
173,"It is the case both that the Statue of Liberty is located in New York City and that the three types of air vessels in the human body are arteries, veins, and capillaries.",the Statue of Liberty is located in New York City,"the three types of air vessels in the human body are arteries, veins, and capillaries",1,0,0,2
174,It is the case both that the process by which cells divide to form two identical daughter cells is called mitosis and that the planet Mars is named after the Roman god of war.,the process by which cells divide to form two identical daughter cells is called mitosis,the planet Mars is named after the Roman god of war,1,1,1,2
175,"It is the case both that the speed of light is 299,792,458 meters per second and that the freezing point of water decreases as altitude increases.","the speed of light is 299,792,458 meters per second",the freezing point of water decreases as altitude increases,1,0,0,2
176,It is the case both that Vaccines help to prevent infectious diseases and that the planet Pluto has five known moons.,Vaccines help to prevent infectious diseases,the planet Pluto has five known moons,1,1,1,2
177,It is the case both that Jupiter is mostly made of hydrogen and helium and that the planet Pluto was reclassified as a dwarf planet in 2006.,Jupiter is mostly made of hydrogen and helium,the planet Pluto was reclassified as a dwarf planet in 2006,1,1,1,2
178,It is the case both that Rainbows form when light refracts through water droplets and that A substance that can be broken down into simpler substances by chemical means is called a compound.,Rainbows form when light refracts through water droplets,A substance that can be broken down into simpler substances by chemical means is called a compound,1,0,0,2
179,It is the case both that the Krebs cycle is a series of chemical reactions that generate energy in cells and that Saturn's largest moon is Titan.,the Krebs cycle is a series of chemical reactions that generate energy in cells,Saturn's largest moon is Titan,1,1,1,2
180,It is the case both that the planet Pluto has five known moons and that the Hubble Space Telescope has provided no information about distant celestial objects.,the planet Pluto has five known moons,the Hubble Space Telescope has provided no information about distant celestial objects,1,0,0,2
181,It is the case both that Saturn has thousands of rings and that Oxygen is harmful to human breathing.,Saturn has thousands of rings,Oxygen is harmful to human breathing,1,0,0,2
182,It is the case both that Fossils provide evidence of past life on Earth and that the Nile River is the longest river in the world.,Fossils provide evidence of past life on Earth,the Nile River is the longest river in the world,1,0,1,2
183,It is the case both that the Earth's largest ocean is the Pacific Ocean and that the planet Saturn is named after the Roman god of agriculture.,the Earth's largest ocean is the Pacific Ocean,the planet Saturn is named after the Roman god of agriculture,1,1,1,2
184,It is the case both that Oxygen is harmful to human breathing and that Sound travels through the air as waves.,Oxygen is harmful to human breathing,Sound travels through the air as waves,0,1,0,2
185,It is the case both that A group of fish is called a school and that Stars appear to twinkle due to Earth's atmosphere.,A group of fish is called a school,Stars appear to twinkle due to Earth's atmosphere,1,1,1,2
186,It is the case both that Humans do not use their brains and that Photosynthesis is the process by which plants convert sunlight into chemical energy.,Humans do not use their brains,Photosynthesis is the process by which plants convert sunlight into chemical energy,0,1,0,2
187,It is the case both that the Coriolis effect influences the movement of large-scale weather systems and that Ice floats on water due to its lower density.,the Coriolis effect influences the movement of large-scale weather systems,Ice floats on water due to its lower density,1,1,1,2
188,It is the case both that the Amazon rainforest is home to minimal biodiversity and that the study of substances and their interactions is called chemistry.,the Amazon rainforest is home to minimal biodiversity,the study of substances and their interactions is called chemistry,0,1,0,2
189,It is the case both that Convection is the transfer of heat through the movement of fluids or gases and that the Roman Empire existed from 27 BC to 476 AD.,Convection is the transfer of heat through the movement of fluids or gases,the Roman Empire existed from 27 BC to 476 AD,1,1,1,2
190,It is the case both that Comets are icy celestial objects that orbit the Sun and that the largest mammal on Earth is the blue whale.,Comets are icy celestial objects that orbit the Sun,the largest mammal on Earth is the blue whale,1,1,1,2
191,It is the case both that the smallest planet in our solar system is Jupiter and that the Amazon rainforest is home to minimal biodiversity.,the smallest planet in our solar system is Jupiter,the Amazon rainforest is home to minimal biodiversity,0,0,0,2
192,"It is the case both that the Earth is round and that the carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere.",the Earth is round,"the carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere",1,1,1,2
193,It is the case both that the human body has 206 bones and that Humans have five basic senses.,the human body has 206 bones,Humans have five basic senses,1,1,1,2
194,"It is the case both that Mars has the smallest volcano, Olympus Valley and that the Roman Empire existed from 27 BC to 476 AD.","Mars has the smallest volcano, Olympus Valley",the Roman Empire existed from 27 BC to 476 AD,0,1,0,2
195,It is the case both that Ecosystems exclude living organisms and their physical environment and that the first successful vaccine was created by Edward Jenner in 1796.,Ecosystems exclude living organisms and their physical environment,the first successful vaccine was created by Edward Jenner in 1796,0,1,0,2
196,It is the case both that the human urinary system helps remove waste products from the body and that the human body is composed of about 60% water.,the human urinary system helps remove waste products from the body,the human body is composed of about 60% water,1,1,1,2
197,It is the case both that Sound travels through the air as vibrations and that Superconductors are materials that have no electrical resistance when cooled to certain temperatures.,Sound travels through the air as vibrations,Superconductors are materials that have no electrical resistance when cooled to certain temperatures,1,1,1,2
198,It is the case both that the planet Mercury is the closest planet to the sun in our solar system and that the tallest animal in the world is the elephant.,the planet Mercury is the closest planet to the sun in our solar system,the tallest animal in the world is the elephant,1,0,0,2
199,It is the case both that Ice floats on water due to its lower density and that Photosynthesis in plants consumes oxygen as a byproduct.,Ice floats on water due to its lower density,Photosynthesis in plants consumes oxygen as a byproduct,1,0,0,2
200,It is the case both that Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation and that the sun rises in the east and sets in the west.,Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation,the sun rises in the east and sets in the west,1,1,1,2
201,It is the case both that Gravity makes things fall down and that Birds can fly.,Gravity makes things fall down,Birds can fly,1,1,1,2
202,It is the case both that the tallest building in the world is the Burj Khalifa in Dubai and that the fastest land animal is the snail.,the tallest building in the world is the Burj Khalifa in Dubai,the fastest land animal is the snail,1,0,0,2
203,It is the case both that Comets are icy celestial objects that orbit the Sun and that the Earth is located in the Milky Way galaxy.,Comets are icy celestial objects that orbit the Sun,the Earth is located in the Milky Way galaxy,1,1,1,2
204,It is the case both that the process by which plants release oxygen and absorb carbon dioxide is called respiration and that the sky is often clear when it's going to rain.,the process by which plants release oxygen and absorb carbon dioxide is called respiration,the sky is often clear when it's going to rain,1,0,0,2
205,It is the case both that the study of heredity and the variation of inherited characteristics is called genetics and that the Statue of Liberty was a gift from Canada.,the study of heredity and the variation of inherited characteristics is called genetics,the Statue of Liberty was a gift from Canada,1,0,0,2
206,It is the case both that Butterflies go through a process called metamorphosis and that the two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).,Butterflies go through a process called metamorphosis,the two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus),1,1,1,2
207,It is the case both that Earthquakes are caused by the movement of tectonic plates and that the highest mountain in the world is Mount Fuji.,Earthquakes are caused by the movement of tectonic plates,the highest mountain in the world is Mount Fuji,1,0,0,2
208,It is the case both that Symbiosis is a close relationship between two species and that Sound travels through the air as light.,Symbiosis is a close relationship between two species,Sound travels through the air as light,1,0,0,2
209,It is the case both that Hybrids are the offspring of two plants or animals from different species or varieties and that Rainbows are formed when light is reflected off of dirt particles in the air.,Hybrids are the offspring of two plants or animals from different species or varieties,Rainbows are formed when light is reflected off of dirt particles in the air,1,0,0,2
210,It is the case both that the scientific name for humans is Homo sapiens and that the sun rises in the east and sets in the west.,the scientific name for humans is Homo sapiens,the sun rises in the east and sets in the west,1,1,1,2
211,It is the case both that the planet Uranus is tilted on its side and that A potato is a type of meat.,the planet Uranus is tilted on its side,A potato is a type of meat,1,0,0,2
212,"It is the case both that the human circulatory system is a closed system consisting of the heart, blood vessels, and blood and that Saturn has thousands of rings.","the human circulatory system is a closed system consisting of the heart, blood vessels, and blood",Saturn has thousands of rings,1,1,1,2
213,"It is the case both that Antibiotics are used to cause bacterial infections and that the primary colors of light are red, green, and blue.",Antibiotics are used to cause bacterial infections,"the primary colors of light are red, green, and blue",0,1,0,2
214,"It is the case both that the four fundamental forces of nature are anti-gravity, anti-electromagnetism, the weak nuclear force, and the strong nuclear force and that the human brain is the control center for the body's functions and emotions.","the four fundamental forces of nature are anti-gravity, anti-electromagnetism, the weak nuclear force, and the strong nuclear force",the human brain is the control center for the body's functions and emotions,0,1,0,2
215,It is the case both that Human digestion begins in the hand and ends in the large intestine and that the color of the sky is blue.,Human digestion begins in the hand and ends in the large intestine,the color of the sky is blue,0,1,0,2
216,"It is the case both that the largest country in the world by area is Russia and that the human reproductive system includes the ovaries, uterus, and testes.",the largest country in the world by area is Russia,"the human reproductive system includes the ovaries, uterus, and testes",1,1,1,2
217,It is the case both that the planet Earth is the only planet known to support life and that Comets are icy celestial objects that orbit the Sun.,the planet Earth is the only planet known to support life,Comets are icy celestial objects that orbit the Sun,1,1,1,2
218,It is the case both that the Earth's magnetic field is what causes compasses to point north and that the largest mammal in the world is the mouse.,the Earth's magnetic field is what causes compasses to point north,the largest mammal in the world is the mouse,1,0,0,2
219,It is the case both that the Statue of Liberty is located in New York City and that the Great Barrier Reef is the largest coral reef system in the world.,the Statue of Liberty is located in New York City,the Great Barrier Reef is the largest coral reef system in the world,1,1,1,2
220,It is the case both that the sky is often cloudy when it's going to rain and that the Great Wall of China is the longest wall in the world.,the sky is often cloudy when it's going to rain,the Great Wall of China is the longest wall in the world,1,1,1,2
221,It is the case both that the Amazon rainforest is home to immense biodiversity and that the human body has 12 pairs of ribs.,the Amazon rainforest is home to immense biodiversity,the human body has 12 pairs of ribs,1,1,1,2
222,It is the case both that Earth has one moon and that the human skeleton provides support and protection for the body.,Earth has one moon,the human skeleton provides support and protection for the body,1,1,1,2
223,It is the case both that the average body temperature of a human is 98.6 degrees Fahrenheit and that the fastest animal in the world is the turtle.,the average body temperature of a human is 98.6 degrees Fahrenheit,the fastest animal in the world is the turtle,1,0,0,2
224,It is the case both that A substance that can be broken down into simpler substances by chemical means is called a compound and that the highest point in Africa is Mount Kilimanjaro.,A substance that can be broken down into simpler substances by chemical means is called a compound,the highest point in Africa is Mount Kilimanjaro,0,1,0,2
225,It is the case both that Oxygen is harmful to human breathing and that the ozone layer exposes Earth to harmful ultraviolet radiation.,Oxygen is harmful to human breathing,the ozone layer exposes Earth to harmful ultraviolet radiation,0,0,0,2
226,It is the case both that Fossils are the preserved remains or traces of organisms that lived in the past and that the Earth is round.,Fossils are the preserved remains or traces of organisms that lived in the past,the Earth is round,1,1,1,2
227,"It is the case both that the auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field and that the three types of clouds are igneous, sedimentary, and metamorphic.","the auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field","the three types of clouds are igneous, sedimentary, and metamorphic",1,0,0,2
228,"It is the case both that the smallest planet in our solar system is Mercury and that Bananas are vegetables, not fruit.",the smallest planet in our solar system is Mercury,"Bananas are vegetables, not fruit",1,0,0,2
229,It is the case both that the atomic number of an element represents the number of electrons in its nucleus and that Cars need gasoline or electricity to run.,the atomic number of an element represents the number of electrons in its nucleus,Cars need gasoline or electricity to run,0,1,0,2
230,It is the case both that the world's largest mammal is the blue whale and that the ozone layer exposes Earth to harmful ultraviolet radiation.,the world's largest mammal is the blue whale,the ozone layer exposes Earth to harmful ultraviolet radiation,1,0,0,2
231,It is the case both that Earth has a magnetic field and that the Great Wall of China was built in the 21st century.,Earth has a magnetic field,the Great Wall of China was built in the 21st century,1,0,0,2
232,It is the case both that DNA erases genetic information in living organisms and that Ice cream is a popular dessert.,DNA erases genetic information in living organisms,Ice cream is a popular dessert,0,1,0,2
233,It is the case both that Tornadoes are rapidly rotating columns of air and that the fastest fish in the world is the goldfish.,Tornadoes are rapidly rotating columns of air,the fastest fish in the world is the goldfish,1,0,0,2
234,It is the case both that the tallest animal in the world is the penguin and that Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,the tallest animal in the world is the penguin,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures,0,0,0,2
235,It is the case both that the study of living organisms and their interactions with the environment is called biology and that the largest glacier in the world is located in Africa.,the study of living organisms and their interactions with the environment is called biology,the largest glacier in the world is located in Africa,1,0,0,2
236,It is the case both that Seasons are caused by Earth's tilt and that Cars need gasoline or electricity to run.,Seasons are caused by Earth's tilt,Cars need gasoline or electricity to run,1,1,1,2
237,It is the case both that the Mona Lisa was painted by Michelangelo and that the Earth's magnetic field is what causes compasses to point north.,the Mona Lisa was painted by Michelangelo,the Earth's magnetic field is what causes compasses to point north,0,1,0,2
238,It is the case both that the human respiratory system consists of lungs and airways and that Neptune has the strongest winds in the solar system.,the human respiratory system consists of lungs and airways,Neptune has the strongest winds in the solar system,1,1,1,2
239,It is the case both that the Pacific Ocean is the largest ocean in the world and that the study of the universe beyond Earth's atmosphere is called astronomy.,the Pacific Ocean is the largest ocean in the world,the study of the universe beyond Earth's atmosphere is called astronomy,1,1,1,2
240,It is the case both that the planet Earth is the only planet known to support life and that A group of lions is called a pride.,the planet Earth is the only planet known to support life,A group of lions is called a pride,1,1,1,2
241,"It is the case both that the first law of thermodynamics states that energy can be created and destroyed, only converted from one form to another and that Snow is cold.","the first law of thermodynamics states that energy can be created and destroyed, only converted from one form to another",Snow is cold,0,1,0,2
242,It is the case both that the human body is approximately 60% water and that Chemical reactions involve the rearrangement of atoms to form new substances.,the human body is approximately 60% water,Chemical reactions involve the rearrangement of atoms to form new substances,1,1,1,2
243,It is the case both that the human brain is the control center for the body's functions and emotions and that Sound travels through the air as waves.,the human brain is the control center for the body's functions and emotions,Sound travels through the air as waves,1,1,1,2
244,"It is the case both that Rainbows are formed when light is reflected off of dirt particles in the air and that the human body has four types of blood groups: A, B, AB, and O.",Rainbows are formed when light is reflected off of dirt particles in the air,"the human body has four types of blood groups: A, B, AB, and O",0,1,0,2
245,It is the case both that Chemical reactions involve the conservation of atoms to maintain old substances and that Fermentation is a process by which microorganisms break down complex organic compounds.,Chemical reactions involve the conservation of atoms to maintain old substances,Fermentation is a process by which microorganisms break down complex organic compounds,0,1,0,2
246,It is the case both that Magnetism is a force that neither attracts nor repels certain materials and that the planet Mercury is the closest planet to the sun in our solar system.,Magnetism is a force that neither attracts nor repels certain materials,the planet Mercury is the closest planet to the sun in our solar system,0,1,0,2
247,"It is the case both that Diamonds are the hardest substance on Earth and that Jupiter has the Great Red Spot, a giant storm.",Diamonds are the hardest substance on Earth,"Jupiter has the Great Red Spot, a giant storm",1,1,1,2
248,It is the case both that Photosynthesis is the process by which plants convert sunlight into chemical energy and that the average body temperature of a human is 98.6 degrees Fahrenheit.,Photosynthesis is the process by which plants convert sunlight into chemical energy,the average body temperature of a human is 98.6 degrees Fahrenheit,1,1,1,2
249,It is the case both that Erosion is the gradual wearing away of Earth's surface by natural processes and that Light travels slower than sound.,Erosion is the gradual wearing away of Earth's surface by natural processes,Light travels slower than sound,1,0,0,2
250,It is the case both that the ozone layer exposes Earth to harmful ultraviolet radiation and that the first Olympic Games were held in ancient Greece in 776 B.C.,the ozone layer exposes Earth to harmful ultraviolet radiation,the first Olympic Games were held in ancient Greece in 776 B.C,0,1,0,2
251,It is the case both that the human skeleton provides support and protection for the body and that the largest desert in the world is the Arctic.,the human skeleton provides support and protection for the body,the largest desert in the world is the Arctic,1,0,0,2
252,It is the case both that the human immune system helps protect the body from infections and that Antibiotics are used to treat bacterial infections.,the human immune system helps protect the body from infections,Antibiotics are used to treat bacterial infections,1,1,1,2
253,"It is the case both that the planet Uranus is tilted on its side and that the study of the Earth's physical structure, processes, and history is called geology.",the planet Uranus is tilted on its side,"the study of the Earth's physical structure, processes, and history is called geology",1,1,1,2
254,"It is the case both that the Earth's largest ocean is the Pacific Ocean and that Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",the Earth's largest ocean is the Pacific Ocean,"Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays",1,1,1,2
255,It is the case both that the study of antimatter and its interactions with dark energy is called anti-physics and that Mercury has no moons.,the study of antimatter and its interactions with dark energy is called anti-physics,Mercury has no moons,0,1,0,2
256,It is the case both that Convection is the transfer of heat through the movement of fluids or gases and that the largest canyon in the world is located in Europe.,Convection is the transfer of heat through the movement of fluids or gases,the largest canyon in the world is located in Europe,1,0,0,2
257,It is the case both that the first successful powered flight was made by the Wright Brothers in 1903 and that the tallest tree in the world is a redwood tree named Hyperion.,the first successful powered flight was made by the Wright Brothers in 1903,the tallest tree in the world is a redwood tree named Hyperion,1,1,1,2
258,It is the case both that Erosion is the gradual wearing away of Earth's surface by natural processes and that the fastest animal in the world is the snail.,Erosion is the gradual wearing away of Earth's surface by natural processes,the fastest animal in the world is the snail,1,0,0,2
259,It is the case both that the scientific name for humans is Homo sapiens and that the distance from the Earth to the sun is approximately 93 million miles.,the scientific name for humans is Homo sapiens,the distance from the Earth to the sun is approximately 93 million miles,1,1,1,2
260,It is the case both that the first animal to orbit Earth was a dog named Laika and that the speed of light is the fastest known speed in the universe.,the first animal to orbit Earth was a dog named Laika,the speed of light is the fastest known speed in the universe,1,1,1,2
261,It is the case both that the sun rises in the east and sets in the west and that Echoes are sound waves reflecting off surfaces.,the sun rises in the east and sets in the west,Echoes are sound waves reflecting off surfaces,1,1,1,2
262,"It is the case both that the speed of light is 299,792,458 meters per second and that An adult human has 32 teeth.","the speed of light is 299,792,458 meters per second",An adult human has 32 teeth,1,1,1,2
263,"It is the case both that Tides are prevented by the gravitational interactions between the Earth, Moon, and Sun and that Convection is the transfer of heat through the movement of fluids or gases.","Tides are prevented by the gravitational interactions between the Earth, Moon, and Sun",Convection is the transfer of heat through the movement of fluids or gases,0,1,0,2
264,"It is the case both that the Sun is a star and that the human nervous system includes the brain, spinal cord, and nerves.",the Sun is a star,"the human nervous system includes the brain, spinal cord, and nerves",1,1,1,2
265,It is the case both that Venus is similar in size to Earth and that Atoms are the basic building blocks of matter.,Venus is similar in size to Earth,Atoms are the basic building blocks of matter,1,1,1,2
266,It is the case both that the first animal to orbit Earth was a dog named Laika and that Sound travels through the air as vibrations.,the first animal to orbit Earth was a dog named Laika,Sound travels through the air as vibrations,1,1,1,2
267,It is the case both that the sky is blue and that the smallest unit of life is the cell.,the sky is blue,the smallest unit of life is the cell,1,1,1,2
268,"It is the case both that the three types of rocks are igneous, sedimentary, and metamorphic and that Gravity is the force that attracts objects with mass towards each other.","the three types of rocks are igneous, sedimentary, and metamorphic",Gravity is the force that attracts objects with mass towards each other,1,1,1,2
269,It is the case both that A group of wolves is called a pack and that the Earth has one moon.,A group of wolves is called a pack,the Earth has one moon,1,1,1,2
270,"It is the case both that the human body has four types of blood groups: A, B, AB, and O and that Polar bears have white fur to camouflage in their snowy environment.","the human body has four types of blood groups: A, B, AB, and O",Polar bears have white fur to camouflage in their snowy environment,1,1,1,2
271,It is the case both that the human body has 206 bones and that the only continent without any forests is South America.,the human body has 206 bones,the only continent without any forests is South America,1,0,0,2
272,It is the case both that An adult human has 32 teeth and that the Wright brothers made the first successful airplane flight.,An adult human has 32 teeth,the Wright brothers made the first successful airplane flight,1,1,1,2
273,It is the case both that Evolution occurs through the process of natural selection and that the largest ocean in the world is the Pacific Ocean.,Evolution occurs through the process of natural selection,the largest ocean in the world is the Pacific Ocean,1,1,1,2
274,It is the case both that Humans have wings and can fly and that Metamorphosis is a biological process in which an organism undergoes a significant change in form during its life cycle.,Humans have wings and can fly,Metamorphosis is a biological process in which an organism undergoes a significant change in form during its life cycle,0,1,0,2
275,It is the case both that Jupiter is mostly made of hydrogen and helium and that the fastest land animal is the cheetah.,Jupiter is mostly made of hydrogen and helium,the fastest land animal is the cheetah,1,1,1,2
276,It is the case both that Seasons are caused by Earth's tilt and that Volcanic eruptions destroy existing land.,Seasons are caused by Earth's tilt,Volcanic eruptions destroy existing land,1,0,0,2
277,It is the case both that the process of aging is influenced by both genetic and environmental factors and that the Great Wall of China is located in South America.,the process of aging is influenced by both genetic and environmental factors,the Great Wall of China is located in South America,1,0,0,2
278,"It is the case both that A human pregnancy typically lasts around 9 months and that the three main types of symbiotic relationships are mutualism, commensalism, and parasitism.",A human pregnancy typically lasts around 9 months,"the three main types of symbiotic relationships are mutualism, commensalism, and parasitism",1,1,1,2
279,It is the case both that the largest volcano in the world is located in Hawaii and that the human body is approximately 60% water.,the largest volcano in the world is located in Hawaii,the human body is approximately 60% water,0,1,0,2
280,It is the case both that the study of living organisms and their interactions with the environment is called biology and that Hybrids are the offspring of identical plants or animals from the same species or varieties.,the study of living organisms and their interactions with the environment is called biology,Hybrids are the offspring of identical plants or animals from the same species or varieties,1,0,0,2
281,It is the case both that the human liver helps filter toxins from the body and that Snow is cold.,the human liver helps filter toxins from the body,Snow is cold,1,1,1,2
282,It is the case both that Coral reefs are made of living organisms and that the study of the universe beyond Earth's atmosphere is called astronomy.,Coral reefs are made of living organisms,the study of the universe beyond Earth's atmosphere is called astronomy,1,1,1,2
283,"It is the case both that the speed of light is approximately 299,792,458 meters per second and that the fastest swimmer in the world is CÃ©sar Cielo from Brazil.","the speed of light is approximately 299,792,458 meters per second",the fastest swimmer in the world is CÃ©sar Cielo from Brazil,1,1,1,2
284,It is the case both that the smallest unit of life is the cell and that the Great Wall of China is the longest wall in the world.,the smallest unit of life is the cell,the Great Wall of China is the longest wall in the world,1,1,1,2
285,It is the case both that the human skin is the body's largest organ and that the planet Pluto has five known moons.,the human skin is the body's largest organ,the planet Pluto has five known moons,1,1,1,2
286,"It is the case both that the four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force and that the highest mountain in the world is Mount Kilimanjaro.","the four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force",the highest mountain in the world is Mount Kilimanjaro,1,0,0,2
287,It is the case both that the largest unit of life is the cell and that Rainbows are formed when light is refracted through water droplets in the air.,the largest unit of life is the cell,Rainbows are formed when light is refracted through water droplets in the air,0,1,0,2
288,"It is the case both that the Panama Canal connects the Atlantic and Pacific oceans and that the human body has four types of blood groups: A, B, AB, and O.",the Panama Canal connects the Atlantic and Pacific oceans,"the human body has four types of blood groups: A, B, AB, and O",1,1,1,2
289,It is the case both that the Roman Empire existed from 27 BC to 476 AD and that Seasons are caused by Earth's constant alignment.,the Roman Empire existed from 27 BC to 476 AD,Seasons are caused by Earth's constant alignment,1,0,0,2
290,It is the case both that Migration prevents animals from finding better resources and that the human eye can distinguish about 10 million different colors.,Migration prevents animals from finding better resources,the human eye can distinguish about 10 million different colors,0,1,0,2
291,It is the case both that Sharks are sea creatures that have a reputation for being friendly and that the Great Sphinx of Giza is an ancient statue in Egypt.,Sharks are sea creatures that have a reputation for being friendly,the Great Sphinx of Giza is an ancient statue in Egypt,0,1,0,2
292,It is the case both that Earth has multiple moons and that Earth is 71% land.,Earth has multiple moons,Earth is 71% land,0,0,0,2
293,It is the case both that the endocrine system regulates body functions through hormones and that the human heart pumps blood throughout the body.,the endocrine system regulates body functions through hormones,the human heart pumps blood throughout the body,1,1,1,2
294,It is the case both that Stars appear to twinkle due to Earth's atmosphere and that Ice cream is a popular dessert.,Stars appear to twinkle due to Earth's atmosphere,Ice cream is a popular dessert,1,1,1,2
