idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
203,It is the case both that the Spanish word 'hola' means 'hello' and that the Spanish word 'sur' means 'south'.,hola / hello,sur / south,1,1,1,2
204,It is the case both that the Spanish word 'derecho' means 'summer' and that the Spanish word 'pero' means 'but'.,derecho / summer,pero / but,0,1,0,2
205,It is the case both that the Spanish word 'primero' means 'first' and that the Spanish word 'noche' means 'night'.,primero / first,noche / night,1,1,1,2
206,It is the case both that the Spanish word 'hola' means 'hello' and that the Spanish word 'creer' means 'to fly'.,hola / hello,creer / to fly,1,0,0,2
207,It is the case both that the Spanish word 'invierno' means 'winter' and that the Spanish word 'carne' means 'meat'.,invierno / winter,carne / meat,1,1,1,2
208,It is the case both that the Spanish word 'bueno' means 'good' and that the Spanish word 'vaca' means 'cow'.,bueno / good,vaca / cow,1,1,1,2
209,It is the case both that the Spanish word 'clase' means 'class' and that the Spanish word 'abrigo' means 'coat'.,clase / class,abrigo / coat,1,1,1,2
210,It is the case both that the Spanish word 'coche' means 'car' and that the Spanish word 'carne' means 'meat'.,coche / car,carne / meat,1,1,1,2
211,It is the case both that the Spanish word 'aprender' means 'light' and that the Spanish word 'muy' means 'temperature'.,aprender / light,muy / temperature,0,0,0,2
212,It is the case both that the Spanish word 'pagar' means 'to pay' and that the Spanish word 'noche' means 'night'.,pagar / to pay,noche / night,1,1,1,2
213,It is the case both that the Spanish word 'rosa' means 'rose' and that the Spanish word 'ciudad' means 'city'.,rosa / rose,ciudad / city,1,1,1,2
214,It is the case both that the Spanish word 'dibujar' means 'to draw' and that the Spanish word 'familia' means 'family'.,dibujar / to draw,familia / family,1,1,1,2
215,It is the case both that the Spanish word 'enviar' means 'to send' and that the Spanish word 'noche' means 'night'.,enviar / to send,noche / night,1,1,1,2
216,It is the case both that the Spanish word 'pagar' means 'to pay' and that the Spanish word 'parecer' means 'to seem'.,pagar / to pay,parecer / to seem,1,1,1,2
217,It is the case both that the Spanish word 'conjunto' means 'son' and that the Spanish word 'perdido' means 'test'.,conjunto / son,perdido / test,0,0,0,2
218,It is the case both that the Spanish word 'leer' means 'to read' and that the Spanish word 'ayudar' means 'to help'.,leer / to read,ayudar / to help,1,1,1,2
219,It is the case both that the Spanish word 'llano' means 'chair' and that the Spanish word 'sencilla' means 'simple'.,llano / chair,sencilla / simple,0,1,0,2
220,It is the case both that the Spanish word 'oscuro' means 'dark' and that the Spanish word 'hueso' means 'bone'.,oscuro / dark,hueso / bone,1,1,1,2
221,It is the case both that the Spanish word 'peligro' means 'danger' and that the Spanish word 'perro' means 'dog'.,peligro / danger,perro / dog,1,1,1,2
222,It is the case both that the Spanish word 'parecer' means 'to seem' and that the Spanish word 'delgado' means 'thin'.,parecer / to seem,delgado / thin,1,1,1,2
223,It is the case both that the Spanish word 'ejemplo' means 'example' and that the Spanish word 'pintar' means 'mouth'.,ejemplo / example,pintar / mouth,1,0,0,2
224,It is the case both that the Spanish word 'ayudar' means 'to help' and that the Spanish word 'esquina' means 'corner'.,ayudar / to help,esquina / corner,1,1,1,2
225,It is the case both that the Spanish word 'esperanza' means 'hope' and that the Spanish word 'dar' means 'before'.,esperanza / hope,dar / before,1,0,0,2
226,It is the case both that the Spanish word 'preguntar' means 'to describe' and that the Spanish word 'reloj' means 'clock'.,preguntar / to describe,reloj / clock,0,1,0,2
227,It is the case both that the Spanish word 'estudiante' means 'student' and that the Spanish word 'conectar' means 'to connect'.,estudiante / student,conectar / to connect,1,1,1,2
228,It is the case both that the Spanish word 'vaca' means 'cow' and that the Spanish word 'nunca' means 'to hear'.,vaca / cow,nunca / to hear,1,0,0,2
229,It is the case both that the Spanish word 'pasar' means 'to pass' and that the Spanish word 'piel' means 'skin'.,pasar / to pass,piel / skin,1,1,1,2
230,It is the case both that the Spanish word 'oro' means 'story' and that the Spanish word 'arena' means 'sand'.,oro / story,arena / sand,0,1,0,2
231,It is the case both that the Spanish word 'planta' means 'cloud' and that the Spanish word 'nube' means 'to write'.,planta / cloud,nube / to write,0,0,0,2
232,It is the case both that the Spanish word 'industria' means 'industry' and that the Spanish word 'joven' means 'hot'.,industria / industry,joven / hot,1,0,0,2
233,It is the case both that the Spanish word 'suelo' means 'ground' and that the Spanish word 'multiplicar' means 'to multiply'.,suelo / ground,multiplicar / to multiply,1,1,1,2
234,It is the case both that the Spanish word 'clase' means 'class' and that the Spanish word 'flor' means 'market'.,clase / class,flor / market,1,0,0,2
235,It is the case both that the Spanish word 'oro' means 'story' and that the Spanish word 'temperatura' means 'hand'.,oro / story,temperatura / hand,0,0,0,2
236,It is the case both that the Spanish word 'higo' means 'fig' and that the Spanish word 'toro' means 'bull'.,higo / fig,toro / bull,1,1,1,2
237,It is the case both that the Spanish word 'industria' means 'industry' and that the Spanish word 'huevo' means 'egg'.,industria / industry,huevo / egg,1,1,1,2
238,It is the case both that the Spanish word 'caballo' means 'horse' and that the Spanish word 'desarrollar' means 'to develop'.,caballo / horse,desarrollar / to develop,1,1,1,2
239,It is the case both that the Spanish word 'palabra' means 'word' and that the Spanish word 'cantar' means 'simple'.,palabra / word,cantar / simple,1,0,0,2
240,It is the case both that the Spanish word 'tiempo' means 'market' and that the Spanish word 'fuego' means 'fire'.,tiempo / market,fuego / fire,0,1,0,2
241,It is the case both that the Spanish word 'medir' means 'to carry' and that the Spanish word 'mundo' means 'zebra'.,medir / to carry,mundo / zebra,0,0,0,2
242,It is the case both that the Spanish word 'naturaleza' means 'to buy' and that the Spanish word 'recibir' means 'time'.,naturaleza / to buy,recibir / time,0,0,0,2
243,It is the case both that the Spanish word 'adivinar' means 'war' and that the Spanish word 'tren' means 'train'.,adivinar / war,tren / train,0,1,0,2
244,It is the case both that the Spanish word 'desarrollar' means 'to develop' and that the Spanish word 'fuerza' means 'force'.,desarrollar / to develop,fuerza / force,1,1,1,2
245,It is the case both that the Spanish word 'gato' means 'cat' and that the Spanish word 'tren' means 'train'.,gato / cat,tren / train,1,1,1,2
246,It is the case both that the Spanish word 'dinero' means 'mouth' and that the Spanish word 'caminar' means 'to walk'.,dinero / mouth,caminar / to walk,0,1,0,2
247,It is the case both that the Spanish word 'esperanza' means 'hope' and that the Spanish word 'toro' means 'bull'.,esperanza / hope,toro / bull,1,1,1,2
248,It is the case both that the Spanish word 'delgado' means 'thin' and that the Spanish word 'opuesta' means 'dress'.,delgado / thin,opuesta / dress,1,0,0,2
249,It is the case both that the Spanish word 'siglo' means 'large' and that the Spanish word 'chica' means 'to eat'.,siglo / large,chica / to eat,0,0,0,2
250,It is the case both that the Spanish word 'mercado' means 'market' and that the Spanish word 'gobernar' means 'to eat'.,mercado / market,gobernar / to eat,1,0,0,2
251,It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'piel' means 'skin'.,tren / train,piel / skin,1,1,1,2
252,It is the case both that the Spanish word 'ala' means 'wing' and that the Spanish word 'granja' means 'woman'.,ala / wing,granja / woman,1,0,0,2
253,It is the case both that the Spanish word 'semilla' means 'seed' and that the Spanish word 'familia' means 'family'.,semilla / seed,familia / family,1,1,1,2
254,It is the case both that the Spanish word 'plata' means 'silver' and that the Spanish word 'nada' means 'nothing'.,plata / silver,nada / nothing,1,1,1,2
255,It is the case both that the Spanish word 'resultado' means 'result' and that the Spanish word 'famoso' means 'to believe'.,resultado / result,famoso / to believe,1,0,0,2
256,It is the case both that the Spanish word 'delgado' means 'thin' and that the Spanish word 'hombro' means 'shoulder'.,delgado / thin,hombro / shoulder,1,1,1,2
257,It is the case both that the Spanish word 'especial' means 'strong' and that the Spanish word 'de' means 'now'.,especial / strong,de / now,0,0,0,2
258,It is the case both that the Spanish word 'luchar' means 'heat' and that the Spanish word 'conejo' means 'rabbit'.,luchar / heat,conejo / rabbit,0,1,0,2
259,It is the case both that the Spanish word 'tierra' means 'land' and that the Spanish word 'cantar' means 'simple'.,tierra / land,cantar / simple,1,0,0,2
260,It is the case both that the Spanish word 'palabra' means 'word' and that the Spanish word 'oferta' means 'offer'.,palabra / word,oferta / offer,1,1,1,2
261,It is the case both that the Spanish word 'preguntar' means 'to describe' and that the Spanish word 'comer' means 'to eat'.,preguntar / to describe,comer / to eat,0,1,0,2
262,It is the case both that the Spanish word 'azul' means 'eye' and that the Spanish word 'persona' means 'person'.,azul / eye,persona / person,0,1,0,2
263,It is the case both that the Spanish word 'mar' means 'sea' and that the Spanish word 'toro' means 'bull'.,mar / sea,toro / bull,1,1,1,2
264,It is the case both that the Spanish word 'pierna' means 'leg' and that the Spanish word 'espalda' means 'back'.,pierna / leg,espalda / back,1,1,1,2
265,It is the case both that the Spanish word 'siete' means 'seven' and that the Spanish word 'vecino' means 'neighbor'.,siete / seven,vecino / neighbor,1,1,1,2
266,It is the case both that the Spanish word 'esquina' means 'corner' and that the Spanish word 'historia' means 'history'.,esquina / corner,historia / history,1,1,1,2
267,It is the case both that the Spanish word 'tierra' means 'land' and that the Spanish word 'suficiente' means 'enough'.,tierra / land,suficiente / enough,1,1,1,2
268,It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'lago' means 'month'.,tren / train,lago / month,1,0,0,2
269,It is the case both that the Spanish word 'edad' means 'clock' and that the Spanish word 'proteger' means 'dry'.,edad / clock,proteger / dry,0,0,0,2
270,It is the case both that the Spanish word 'ballena' means 'whale' and that the Spanish word 'calor' means 'dry'.,ballena / whale,calor / dry,1,0,0,2
271,It is the case both that the Spanish word 'mapa' means 'map' and that the Spanish word 'veinte' means 'twenty'.,mapa / map,veinte / twenty,1,1,1,2
272,It is the case both that the Spanish word 'agudo' means 'sharp' and that the Spanish word 'hacer' means 'lost'.,agudo / sharp,hacer / lost,1,0,0,2
273,It is the case both that the Spanish word 'vaca' means 'cow' and that the Spanish word 'oso' means 'bear'.,vaca / cow,oso / bear,1,1,1,2
274,It is the case both that the Spanish word 'tres' means 'three' and that the Spanish word 'fruta' means 'goat'.,tres / three,fruta / goat,1,0,0,2
275,It is the case both that the Spanish word 'caballo' means 'horse' and that the Spanish word 'papel' means 'paper'.,caballo / horse,papel / paper,1,1,1,2
276,It is the case both that the Spanish word 'peligro' means 'danger' and that the Spanish word 'pagar' means 'to pay'.,peligro / danger,pagar / to pay,1,1,1,2
277,It is the case both that the Spanish word 'pie' means 'lake' and that the Spanish word 'izquierda' means 'never'.,pie / lake,izquierda / never,0,0,0,2
278,It is the case both that the Spanish word 'piso' means 'set' and that the Spanish word 'carta' means 'nothing'.,piso / set,carta / nothing,0,0,0,2
279,It is the case both that the Spanish word 'rojo' means 'red' and that the Spanish word 'sencilla' means 'simple'.,rojo / red,sencilla / simple,1,1,1,2
280,It is the case both that the Spanish word 'grande' means 'large' and that the Spanish word 'peligro' means 'danger'.,grande / large,peligro / danger,1,1,1,2
281,It is the case both that the Spanish word 'estrella' means 'star' and that the Spanish word 'viejo' means 'old'.,estrella / star,viejo / old,1,1,1,2
282,It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'oso' means 'bear'.,tren / train,oso / bear,1,1,1,2
283,It is the case both that the Spanish word 'escribir' means 'to write' and that the Spanish word 'perro' means 'dog'.,escribir / to write,perro / dog,1,1,1,2
284,It is the case both that the Spanish word 'caminar' means 'to walk' and that the Spanish word 'viento' means 'wind'.,caminar / to walk,viento / wind,1,1,1,2
285,It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'hola' means 'hello'.,tren / train,hola / hello,1,1,1,2
286,It is the case both that the Spanish word 'esclavo' means 'slave' and that the Spanish word 'antes' means 'before'.,esclavo / slave,antes / before,1,1,1,2
287,It is the case both that the Spanish word 'oveja' means 'sheep' and that the Spanish word 'dar' means 'before'.,oveja / sheep,dar / before,1,0,0,2
288,It is the case both that the Spanish word 'frase' means 'paper' and that the Spanish word 'calor' means 'dry'.,frase / paper,calor / dry,0,0,0,2
289,It is the case both that the Spanish word 'toro' means 'bull' and that the Spanish word 'mapa' means 'map'.,toro / bull,mapa / map,1,1,1,2
290,It is the case both that the Spanish word 'verano' means 'to push' and that the Spanish word 'reloj' means 'clock'.,verano / to push,reloj / clock,0,1,0,2
291,It is the case both that the Spanish word 'igual' means 'to imagine' and that the Spanish word 'esposa' means 'wife'.,igual / to imagine,esposa / wife,0,1,0,2
292,It is the case both that the Spanish word 'tierra' means 'land' and that the Spanish word 'negro' means 'black'.,tierra / land,negro / black,1,1,1,2
293,It is the case both that the Spanish word 'fruta' means 'goat' and that the Spanish word 'ocupado' means 'busy'.,fruta / goat,ocupado / busy,0,1,0,2
294,It is the case both that the Spanish word 'grande' means 'large' and that the Spanish word 'industria' means 'industry'.,grande / large,industria / industry,1,1,1,2
295,It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'parte' means 'part'.,tren / train,parte / part,1,1,1,2
296,It is the case both that the Spanish word 'leer' means 'to read' and that the Spanish word 'seguro' means 'danger'.,leer / to read,seguro / danger,1,0,0,2
297,It is the case both that the Spanish word 'escribir' means 'to write' and that the Spanish word 'morir' means 'to die'.,escribir / to write,morir / to die,1,1,1,2
298,It is the case both that the Spanish word 'grasa' means 'new' and that the Spanish word 'leche' means 'glass'.,grasa / new,leche / glass,0,0,0,2
299,It is the case both that the Spanish word 'oveja' means 'sheep' and that the Spanish word 'cielo' means 'old'.,oveja / sheep,cielo / old,1,0,0,2
300,It is the case both that the Spanish word 'hermana' means 'sister' and that the Spanish word 'tierra' means 'land'.,hermana / sister,tierra / land,1,1,1,2
301,It is the case both that the Spanish word 'mezclar' means 'to mix' and that the Spanish word 'enviar' means 'to send'.,mezclar / to mix,enviar / to send,1,1,1,2
302,It is the case both that the Spanish word 'gato' means 'large' and that the Spanish word 'pero' means 'but'.,gato / large,pero / but,0,1,0,2
303,It is the case both that the Spanish word 'nombre' means 'name' and that the Spanish word 'caliente' means 'hot'.,nombre / name,caliente / hot,1,1,1,2
304,It is the case both that the Spanish word 'momento' means 'moment' and that the Spanish word 'persona' means 'person'.,momento / moment,persona / person,1,1,1,2
305,It is the case both that the Spanish word 'bueno' means 'good' and that the Spanish word 'caballo' means 'horse'.,bueno / good,caballo / horse,1,1,1,2
306,It is the case both that the Spanish word 'grupo' means 'group' and that the Spanish word 'toro' means 'bull'.,grupo / group,toro / bull,1,1,1,2
307,It is the case both that the Spanish word 'tienda' means 'insect' and that the Spanish word 'caliente' means 'hot'.,tienda / insect,caliente / hot,0,1,0,2
308,It is the case both that the Spanish word 'invierno' means 'winter' and that the Spanish word 'industria' means 'industry'.,invierno / winter,industria / industry,1,1,1,2
309,It is the case both that the Spanish word 'padre' means 'special' and that the Spanish word 'conectar' means 'to connect'.,padre / special,conectar / to connect,0,1,0,2
310,It is the case both that the Spanish word 'suelo' means 'ground' and that the Spanish word 'palabra' means 'word'.,suelo / ground,palabra / word,1,1,1,2
311,It is the case both that the Spanish word 'herramienta' means 'tool' and that the Spanish word 'tres' means 'three'.,herramienta / tool,tres / three,1,1,1,2
312,It is the case both that the Spanish word 'voz' means 'voice' and that the Spanish word 'oscuro' means 'dark'.,voz / voice,oscuro / dark,1,1,1,2
313,It is the case both that the Spanish word 'clase' means 'class' and that the Spanish word 'esperanza' means 'hope'.,clase / class,esperanza / hope,1,1,1,2
314,It is the case both that the Spanish word 'agua' means 'water' and that the Spanish word 'diez' means 'ten'.,agua / water,diez / ten,1,1,1,2
315,It is the case both that the Spanish word 'brazo' means 'arm' and that the Spanish word 'oficina' means 'direct'.,brazo / arm,oficina / direct,1,0,0,2
316,It is the case both that the Spanish word 'hierro' means 'iron' and that the Spanish word 'azul' means 'eye'.,hierro / iron,azul / eye,1,0,0,2
317,It is the case both that the Spanish word 'problema' means 'problem' and that the Spanish word 'barco' means 'hello'.,problema / problem,barco / hello,1,0,0,2
318,It is the case both that the Spanish word 'rama' means 'back' and that the Spanish word 'industria' means 'industry'.,rama / back,industria / industry,0,1,0,2
319,It is the case both that the Spanish word 'conectar' means 'to connect' and that the Spanish word 'ocupado' means 'busy'.,conectar / to connect,ocupado / busy,1,1,1,2
320,It is the case both that the Spanish word 'dar' means 'before' and that the Spanish word 'hielo' means 'ice'.,dar / before,hielo / ice,0,1,0,2
321,It is the case both that the Spanish word 'gris' means 'history' and that the Spanish word 'mil' means 'to eat'.,gris / history,mil / to eat,0,0,0,2
322,It is the case both that the Spanish word 'mientras' means 'while' and that the Spanish word 'planta' means 'cloud'.,mientras / while,planta / cloud,1,0,0,2
323,It is the case both that the Spanish word 'hola' means 'hello' and that the Spanish word 'libre' means 'free'.,hola / hello,libre / free,1,1,1,2
324,It is the case both that the Spanish word 'ahora' means 'now' and that the Spanish word 'oso' means 'bear'.,ahora / now,oso / bear,1,1,1,2
325,It is the case both that the Spanish word 'ocupado' means 'busy' and that the Spanish word 'nada' means 'nothing'.,ocupado / busy,nada / nothing,1,1,1,2
326,It is the case both that the Spanish word 'silla' means 'neighbor' and that the Spanish word 'carne' means 'meat'.,silla / neighbor,carne / meat,0,1,0,2
327,It is the case both that the Spanish word 'enemigo' means 'enemy' and that the Spanish word 'lugar' means 'place'.,enemigo / enemy,lugar / place,1,1,1,2
328,It is the case both that the Spanish word 'ayudar' means 'to help' and that the Spanish word 'rojo' means 'red'.,ayudar / to help,rojo / red,1,1,1,2
329,It is the case both that the Spanish word 'momento' means 'moment' and that the Spanish word 'negro' means 'black'.,momento / moment,negro / black,1,1,1,2
330,It is the case both that the Spanish word 'noche' means 'night' and that the Spanish word 'temprano' means 'early'.,noche / night,temprano / early,1,1,1,2
331,It is the case both that the Spanish word 'nuevo' means 'always' and that the Spanish word 'mismo' means 'to write'.,nuevo / always,mismo / to write,0,0,0,2
332,It is the case both that the Spanish word 'uno' means 'one' and that the Spanish word 'vidrio' means 'to hear'.,uno / one,vidrio / to hear,1,0,0,2
333,It is the case both that the Spanish word 'vender' means 'to sell' and that the Spanish word 'derecho' means 'summer'.,vender / to sell,derecho / summer,1,0,0,2
334,It is the case both that the Spanish word 'veinte' means 'twenty' and that the Spanish word 'vaca' means 'cow'.,veinte / twenty,vaca / cow,1,1,1,2
335,It is the case both that the Spanish word 'esposa' means 'wife' and that the Spanish word 'elegir' means 'to choose'.,esposa / wife,elegir / to choose,1,1,1,2
336,It is the case both that the Spanish word 'cocinero' means 'cook' and that the Spanish word 'cabeza' means 'head'.,cocinero / cook,cabeza / head,1,1,1,2
337,It is the case both that the Spanish word 'hermana' means 'sister' and that the Spanish word 'cruzar' means 'pig'.,hermana / sister,cruzar / pig,1,0,0,2
338,It is the case both that the Spanish word 'creer' means 'to fly' and that the Spanish word 'mercado' means 'market'.,creer / to fly,mercado / market,0,1,0,2
339,It is the case both that the Spanish word 'aceite' means 'oil' and that the Spanish word 'guardar' means 'to save'.,aceite / oil,guardar / to save,1,1,1,2
340,It is the case both that the Spanish word 'tres' means 'three' and that the Spanish word 'semilla' means 'seed'.,tres / three,semilla / seed,1,1,1,2
341,It is the case both that the Spanish word 'caliente' means 'iron' and that the Spanish word 'encontrar' means 'person'.,caliente / iron,encontrar / person,0,0,0,2
342,It is the case both that the Spanish word 'blanco' means 'to think' and that the Spanish word 'parecer' means 'to seem'.,blanco / to think,parecer / to seem,0,1,0,2
343,It is the case both that the Spanish word 'uno' means 'one' and that the Spanish word 'bueno' means 'good'.,uno / one,bueno / good,1,1,1,2
344,It is the case both that the Spanish word 'suficiente' means 'enough' and that the Spanish word 'cinco' means 'five'.,suficiente / enough,cinco / five,1,1,1,2
345,It is the case both that the Spanish word 'semana' means 'face' and that the Spanish word 'persona' means 'person'.,semana / face,persona / person,0,1,0,2
346,It is the case both that the Spanish word 'pensar' means 'to think' and that the Spanish word 'y' means 'and'.,pensar / to think,y / and,1,1,1,2
347,It is the case both that the Spanish word 'prueba' means 'test' and that the Spanish word 'grande' means 'large'.,prueba / test,grande / large,1,1,1,2
348,It is the case both that the Spanish word 'peligro' means 'danger' and that the Spanish word 'diccionario' means 'dictionary'.,peligro / danger,diccionario / dictionary,1,1,1,2
349,It is the case both that the Spanish word 'todo' means 'all' and that the Spanish word 'elegir' means 'to choose'.,todo / all,elegir / to choose,1,1,1,2
350,It is the case both that the Spanish word 'olor' means 'smell' and that the Spanish word 'sonrisa' means 'smile'.,olor / smell,sonrisa / smile,1,1,1,2
351,It is the case both that the Spanish word 'ruido' means 'noise' and that the Spanish word 'tigre' means 'cow'.,ruido / noise,tigre / cow,1,0,0,2
352,It is the case both that the Spanish word 'ahora' means 'now' and that the Spanish word 'cinco' means 'five'.,ahora / now,cinco / five,1,1,1,2
353,It is the case both that the Spanish word 'agua' means 'water' and that the Spanish word 'huevo' means 'egg'.,agua / water,huevo / egg,1,1,1,2
354,It is the case both that the Spanish word 'demasiado' means 'too' and that the Spanish word 'lento' means 'slow'.,demasiado / too,lento / slow,1,1,1,2
355,It is the case both that the Spanish word 'cabeza' means 'head' and that the Spanish word 'mar' means 'sea'.,cabeza / head,mar / sea,1,1,1,2
356,It is the case both that the Spanish word 'olor' means 'smell' and that the Spanish word 'mes' means 'month'.,olor / smell,mes / month,1,1,1,2
357,It is the case both that the Spanish word 'azul' means 'eye' and that the Spanish word 'recibir' means 'time'.,azul / eye,recibir / time,0,0,0,2
358,It is the case both that the Spanish word 'soldado' means 'soldier' and that the Spanish word 'tres' means 'three'.,soldado / soldier,tres / three,1,1,1,2
359,It is the case both that the Spanish word 'describir' means 'to die' and that the Spanish word 'describir' means 'to die'.,describir / to die,describir / to die,0,0,0,2
360,It is the case both that the Spanish word 'ahora' means 'now' and that the Spanish word 'estrella' means 'star'.,ahora / now,estrella / star,1,1,1,2
361,It is the case both that the Spanish word 'potencia' means 'power' and that the Spanish word 'cabra' means 'money'.,potencia / power,cabra / money,1,0,0,2
362,It is the case both that the Spanish word 'diccionario' means 'dictionary' and that the Spanish word 'leer' means 'to read'.,diccionario / dictionary,leer / to read,1,1,1,2
363,It is the case both that the Spanish word 'sonrisa' means 'smile' and that the Spanish word 'cabra' means 'money'.,sonrisa / smile,cabra / money,1,0,0,2
364,It is the case both that the Spanish word 'pintar' means 'mouth' and that the Spanish word 'orden' means 'old'.,pintar / mouth,orden / old,0,0,0,2
365,It is the case both that the Spanish word 'querer' means 'of' and that the Spanish word 'perro' means 'dog'.,querer / of,perro / dog,0,1,0,2
366,It is the case both that the Spanish word 'mapa' means 'map' and that the Spanish word 'ojo' means 'order'.,mapa / map,ojo / order,1,0,0,2
367,It is the case both that the Spanish word 'madre' means 'mother' and that the Spanish word 'oscuro' means 'dark'.,madre / mother,oscuro / dark,1,1,1,2
368,It is the case both that the Spanish word 'demasiado' means 'too' and that the Spanish word 'espalda' means 'back'.,demasiado / too,espalda / back,1,1,1,2
369,It is the case both that the Spanish word 'pasar' means 'to pass' and that the Spanish word 'diccionario' means 'dictionary'.,pasar / to pass,diccionario / dictionary,1,1,1,2
370,It is the case both that the Spanish word 'diez' means 'ten' and that the Spanish word 'esposa' means 'wife'.,diez / ten,esposa / wife,1,1,1,2
371,It is the case both that the Spanish word 'tener' means 'to have' and that the Spanish word 'flor' means 'market'.,tener / to have,flor / market,1,0,0,2
372,It is the case both that the Spanish word 'ejemplo' means 'example' and that the Spanish word 'espalda' means 'back'.,ejemplo / example,espalda / back,1,1,1,2
373,It is the case both that the Spanish word 'agua' means 'water' and that the Spanish word 'guiar' means 'age'.,agua / water,guiar / age,1,0,0,2
374,It is the case both that the Spanish word 'abrigo' means 'coat' and that the Spanish word 'especial' means 'strong'.,abrigo / coat,especial / strong,1,0,0,2
375,It is the case both that the Spanish word 'cerdo' means 'wave' and that the Spanish word 'lento' means 'slow'.,cerdo / wave,lento / slow,0,1,0,2
376,It is the case both that the Spanish word 'joven' means 'hot' and that the Spanish word 'pato' means 'wolf'.,joven / hot,pato / wolf,0,0,0,2
377,It is the case both that the Spanish word 'vivir' means 'sheep' and that the Spanish word 'sencilla' means 'simple'.,vivir / sheep,sencilla / simple,0,1,0,2
378,It is the case both that the Spanish word 'toro' means 'bull' and that the Spanish word 'caer' means 'to fall'.,toro / bull,caer / to fall,1,1,1,2
379,It is the case both that the Spanish word 'esperanza' means 'hope' and that the Spanish word 'seco' means 'book'.,esperanza / hope,seco / book,1,0,0,2
380,It is the case both that the Spanish word 'vender' means 'to sell' and that the Spanish word 'soldado' means 'soldier'.,vender / to sell,soldado / soldier,1,1,1,2
381,It is the case both that the Spanish word 'insecto' means 'then' and that the Spanish word 'presente' means 'present'.,insecto / then,presente / present,0,1,0,2
382,It is the case both that the Spanish word 'mes' means 'month' and that the Spanish word 'construir' means 'to build'.,mes / month,construir / to build,1,1,1,2
383,It is the case both that the Spanish word 'rojo' means 'red' and that the Spanish word 'mil' means 'to eat'.,rojo / red,mil / to eat,1,0,0,2
384,It is the case both that the Spanish word 'pierna' means 'leg' and that the Spanish word 'idioma' means 'moment'.,pierna / leg,idioma / moment,1,0,0,2
385,It is the case both that the Spanish word 'luchar' means 'heat' and that the Spanish word 'mano' means 'too'.,luchar / heat,mano / too,0,0,0,2
386,It is the case both that the Spanish word 'hierro' means 'iron' and that the Spanish word 'esclavo' means 'slave'.,hierro / iron,esclavo / slave,1,1,1,2
387,It is the case both that the Spanish word 'bebida' means 'train' and that the Spanish word 'boca' means 'mouth'.,bebida / train,boca / mouth,0,1,0,2
388,It is the case both that the Spanish word 'cuerpo' means 'body' and that the Spanish word 'todo' means 'all'.,cuerpo / body,todo / all,1,1,1,2
389,It is the case both that the Spanish word 'largo' means 'history' and that the Spanish word 'siete' means 'seven'.,largo / history,siete / seven,0,1,0,2
390,It is the case both that the Spanish word 'vaca' means 'cow' and that the Spanish word 'rama' means 'back'.,vaca / cow,rama / back,1,0,0,2
391,It is the case both that the Spanish word 'hablar' means 'to speak' and that the Spanish word 'agudo' means 'sharp'.,hablar / to speak,agudo / sharp,1,1,1,2
392,It is the case both that the Spanish word 'soldado' means 'soldier' and that the Spanish word 'jirafa' means 'giraffe'.,soldado / soldier,jirafa / giraffe,1,1,1,2
393,It is the case both that the Spanish word 'oro' means 'story' and that the Spanish word 'suave' means 'skin'.,oro / story,suave / skin,0,0,0,2
394,It is the case both that the Spanish word 'lanzar' means 'to throw' and that the Spanish word 'chica' means 'to eat'.,lanzar / to throw,chica / to eat,1,0,0,2
395,It is the case both that the Spanish word 'perdido' means 'test' and that the Spanish word 'cuerpo' means 'body'.,perdido / test,cuerpo / body,0,1,0,2
396,It is the case both that the Spanish word 'abrigo' means 'coat' and that the Spanish word 'tren' means 'train'.,abrigo / coat,tren / train,1,1,1,2
397,It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'conectar' means 'to connect'.,tren / train,conectar / to connect,1,1,1,2
398,It is the case both that the Spanish word 'fuerte' means 'dress' and that the Spanish word 'de' means 'now'.,fuerte / dress,de / now,0,0,0,2
399,It is the case both that the Spanish word 'joven' means 'hot' and that the Spanish word 'lanzar' means 'to throw'.,joven / hot,lanzar / to throw,0,1,0,2
400,It is the case both that the Spanish word 'con' means 'to speak' and that the Spanish word 'oferta' means 'offer'.,con / to speak,oferta / offer,0,1,0,2
401,It is the case both that the Spanish word 'seco' means 'book' and that the Spanish word 'mezclar' means 'to mix'.,seco / book,mezclar / to mix,0,1,0,2
402,It is the case both that the Spanish word 'tierra' means 'land' and that the Spanish word 'escuchar' means 'market'.,tierra / land,escuchar / market,1,0,0,2
403,It is the case both that the Spanish word 'fuego' means 'fire' and that the Spanish word 'grande' means 'to ask'.,fuego / fire,grande / to ask,1,0,0,2
404,It is the case both that the Spanish word 'antes' means 'before' and that the Spanish word 'ventana' means 'half'.,antes / before,ventana / half,1,0,0,2
405,It is the case both that the Spanish word 'tierra' means 'land' and that the Spanish word 'verano' means 'to push'.,tierra / land,verano / to push,1,0,0,2
406,It is the case both that the Spanish word 'rey' means 'king' and that the Spanish word 'nube' means 'to write'.,rey / king,nube / to write,1,0,0,2
