idx,statement,subject,disjunctA_obj,disjunctB_obj,labelA,labelB,compound_label,n_parts
217,It is the case either that Charles Macintosh lived in Italy or that he/she lived in the U.S.,Charles Macintosh,Italy,the U.S,0,0,0,2
218,It is the case either that Charles Francis Jenkins lived in Italy or that he/she lived in Germany.,Charles Francis Jenkins,Italy,Germany,0,0,0,2
219,It is the case either that Hans Oersted lived in Italy or that he/she lived in the U.S.,Hans Oersted,Italy,the U.S,0,0,0,2
220,It is the case either that Elihu Thomson lived in the U.S or that he/she lived in Russia.,Elihu Thomson,the U.S,Russia,1,0,1,2
221,It is the case either that Christian Huygens lived in the U.K or that he/she lived in the Netherlands.,Christian Huygens,the U.K,the Netherlands,0,1,1,2
222,It is the case either that Igor Tamm lived in Scotland or that he/she lived in the U.S.,Igor Tamm,Scotland,the U.S,0,0,0,2
223,It is the case either that John Ericsson lived in Sweden or that he/she lived in Scotland.,John Ericsson,Sweden,Scotland,1,0,1,2
224,It is the case either that Joseph Glidden lived in the U.S or that he/she lived in Germany.,Joseph Glidden,the U.S,Germany,1,0,1,2
225,It is the case either that James Starley lived in the U.S or that he/she lived in the U.K.,James Starley,the U.S,the U.K,0,1,1,2
226,It is the case either that Percy Spencer lived in the U.S or that he/she lived in Germany.,Percy Spencer,the U.S,Germany,1,0,1,2
227,It is the case either that Igor Sikorsky lived in the U.S or that he/she lived in Poland/France.,Igor Sikorsky,the U.S,Poland/France,0,0,0,2
228,It is the case either that Frank Bunker Gilbreth lived in the U.K or that he/she lived in Russia.,Frank Bunker Gilbreth,the U.K,Russia,0,0,0,2
229,It is the case either that Samuel Morse lived in the U.S or that he/she lived in England.,Samuel Morse,the U.S,England,1,0,1,2
230,It is the case either that Shinya Yamanaka lived in Germany or that he/she lived in Japan.,Shinya Yamanaka,Germany,Japan,0,1,1,2
231,It is the case either that Robert Adler lived in the U.S or that he/she lived in the U.K.,Robert Adler,the U.S,the U.K,0,0,0,2
232,It is the case either that Sir Humphry Davy lived in the U.K or that he/she lived in Germany.,Sir Humphry Davy,the U.K,Germany,1,0,1,2
233,It is the case either that Nils Bohlin lived in Sweden or that he/she lived in the U.K.,Nils Bohlin,Sweden,the U.K,1,0,1,2
234,It is the case either that Antoine Lavoisier lived in the U.K or that he/she lived in Austria.,Antoine Lavoisier,the U.K,Austria,0,0,0,2
235,It is the case either that Earle Dickson lived in the U.K or that he/she lived in the U.S.,Earle Dickson,the U.K,the U.S,0,1,1,2
236,It is the case either that Frederick McKinley Jones lived in France or that he/she lived in Japan.,Frederick McKinley Jones,France,Japan,0,0,0,2
237,It is the case either that Daniel Fahrenheit lived in the U.S or that he/she lived in Germany.,Daniel Fahrenheit,the U.S,Germany,0,0,0,2
238,It is the case either that Sir Humphry Davy lived in China or that he/she lived in the U.S.,Sir Humphry Davy,China,the U.S,0,0,0,2
239,It is the case either that Ernest Swinton lived in Japan or that he/she lived in the U.S.,Ernest Swinton,Japan,the U.S,0,0,0,2
240,It is the case either that Evangelista Torricelli lived in Finland or that he/she lived in the U.S.,Evangelista Torricelli,Finland,the U.S,0,0,0,2
241,It is the case either that Earle Dickson lived in Germany or that he/she lived in the U.S.,Earle Dickson,Germany,the U.S,0,1,1,2
242,It is the case either that Leonardo da Vinci lived in the U.S or that he/she lived in Poland/France.,Leonardo da Vinci,the U.S,Poland/France,0,0,0,2
243,It is the case either that Heinrich Göbel lived in the U.S or that he/she lived in the U.K.,Heinrich Göbel,the U.S,the U.K,0,0,0,2
244,It is the case either that Marie Curie lived in Hungary or that he/she lived in the U.S.,Marie Curie,Hungary,the U.S,0,0,0,2
245,It is the case either that Valdemar Poulsen lived in Scotland or that he/she lived in the U.S.,Valdemar Poulsen,Scotland,the U.S,0,0,0,2
246,It is the case either that Antoine Lavoisier lived in Austria or that he/she lived in the U.K.,Antoine Lavoisier,Austria,the U.K,0,0,0,2
247,It is the case either that Carlos Glidden lived in the U.S or that he/she lived in Canada.,Carlos Glidden,the U.S,Canada,1,0,1,2
248,It is the case either that Karl Landsteiner lived in the U.K or that he/she lived in Austria.,Karl Landsteiner,the U.K,Austria,0,1,1,2
249,It is the case either that Galileo Galilei lived in Russia or that he/she lived in the U.S.,Galileo Galilei,Russia,the U.S,0,0,0,2
250,It is the case either that George Washington Carver lived in the U.S or that he/she lived in Canada.,George Washington Carver,the U.S,Canada,1,0,1,2
251,It is the case either that Ralph Benjamin lived in Italy or that he/she lived in Scotland.,Ralph Benjamin,Italy,Scotland,0,0,0,2
252,It is the case either that Alec Jeffreys lived in France or that he/she lived in the U.K.,Alec Jeffreys,France,the U.K,0,1,0,2
253,It is the case either that Heinrich Göbel lived in Germany or that he/she lived in Switzerland.,Heinrich Göbel,Germany,Switzerland,1,0,1,2
254,It is the case either that Yoshiro Nakamatsu lived in the U.K or that he/she lived in the U.S.,Yoshiro Nakamatsu,the U.K,the U.S,0,0,0,2
255,It is the case either that Thomas Edison lived in Denmark or that he/she lived in the U.S.,Thomas Edison,Denmark,the U.S,0,1,1,2
256,It is the case either that Fritz Pfleumer lived in Canada/the U.S or that he/she lived in Italy.,Fritz Pfleumer,Canada/the U.S,Italy,0,0,0,2
257,It is the case either that Florence Parpart lived in the U.S or that he/she lived in the U.K.,Florence Parpart,the U.S,the U.K,1,0,1,2
258,It is the case either that Charles Francis Richter lived in Scotland or that he/she lived in the U.S.,Charles Francis Richter,Scotland,the U.S,0,1,1,2
259,It is the case either that Daniel Fahrenheit lived in Russia or that he/she lived in the U.S.,Daniel Fahrenheit,Russia,the U.S,0,0,0,2
260,It is the case either that Edwin Link lived in the U.S or that he/she lived in the U.K.,Edwin Link,the U.S,the U.K,1,0,1,2
261,It is the case either that Yvonne Brill lived in the U.S or that he/she lived in the U.K.,Yvonne Brill,the U.S,the U.K,0,0,0,2
262,It is the case either that Tim Berners-Lee lived in the U.K or that he/she lived in France.,Tim Berners-Lee,the U.K,France,1,0,1,2
263,It is the case either that Fridtjof Nansen lived in the U.S or that he/she lived in the U.K.,Fridtjof Nansen,the U.S,the U.K,0,0,0,2
264,It is the case either that Charles Goodyear lived in France or that he/she lived in the U.S.,Charles Goodyear,France,the U.S,0,1,1,2
265,It is the case either that Yoshua Bengio lived in Austria or that he/she lived in Canada.,Yoshua Bengio,Austria,Canada,0,1,1,2
266,It is the case either that Narinder Singh Kapany lived in India or that he/she lived in the U.S.,Narinder Singh Kapany,India,the U.S,1,0,1,2
267,It is the case either that Elisha Otis lived in France or that he/she lived in the U.S.,Elisha Otis,France,the U.S,0,1,1,2
268,It is the case either that Earle Dickson lived in the U.K or that he/she lived in the U.S.,Earle Dickson,the U.K,the U.S,0,1,1,2
269,It is the case either that Hans Berger lived in the U.K or that he/she lived in the U.S.,Hans Berger,the U.K,the U.S,0,0,0,2
270,It is the case either that John Wesley Hyatt lived in the U.K or that he/she lived in the U.S.,John Wesley Hyatt,the U.K,the U.S,0,1,0,2
271,It is the case either that Godfrey Hounsfield lived in Russia or that he/she lived in Denmark.,Godfrey Hounsfield,Russia,Denmark,0,0,0,2
272,It is the case either that Thomas Savery lived in the U.K or that he/she lived in the U.S.,Thomas Savery,the U.K,the U.S,1,0,1,2
273,It is the case either that Chester Carlson lived in the U.S or that he/she lived in the U.K.,Chester Carlson,the U.S,the U.K,1,0,0,2
274,It is the case either that Antoine Lavoisier lived in the U.K or that he/she lived in Austria.,Antoine Lavoisier,the U.K,Austria,0,0,0,2
275,It is the case either that Frederick Walton lived in the U.K or that he/she lived in the U.S.,Frederick Walton,the U.K,the U.S,1,0,0,2
276,It is the case either that Thomas Savery lived in the U.S or that he/she lived in the U.K.,Thomas Savery,the U.S,the U.K,0,1,1,2
277,It is the case either that Georges Claude lived in the U.S or that he/she lived in France.,Georges Claude,the U.S,France,0,1,1,2
278,It is the case either that Albert Ghiorso lived in the U.S or that he/she lived in the U.K.,Albert Ghiorso,the U.S,the U.K,1,0,1,2
279,It is the case either that Jack Kilby lived in the U.S or that he/she lived in Poland/France.,Jack Kilby,the U.S,Poland/France,1,0,1,2
280,It is the case either that Gustaf Dalén lived in the U.S or that he/she lived in Germany.,Gustaf Dalén,the U.S,Germany,0,0,0,2
281,It is the case either that Leonardo da Vinci lived in Germany or that he/she lived in Poland/France.,Leonardo da Vinci,Germany,Poland/France,0,0,0,2
282,It is the case either that Maria Telkes lived in Germany or that he/she lived in Hungary.,Maria Telkes,Germany,Hungary,0,0,0,2
283,It is the case either that David Schwarz lived in Russia or that he/she lived in Croatia.,David Schwarz,Russia,Croatia,0,1,1,2
284,It is the case either that Benjamin Rubin lived in the U.S or that he/she lived in Germany.,Benjamin Rubin,the U.S,Germany,1,0,1,2
285,It is the case either that Joseph Aspdin lived in Switzerland or that he/she lived in Italy.,Joseph Aspdin,Switzerland,Italy,0,0,0,2
286,It is the case either that Sir Sandford Fleming lived in Germany or that he/she lived in the U.S.,Sir Sandford Fleming,Germany,the U.S,0,0,0,2
287,It is the case either that Elisha Gray lived in Austria/the U.S or that he/she lived in France.,Elisha Gray,Austria/the U.S,France,0,0,0,2
288,It is the case either that Elisha Gray lived in Canada or that he/she lived in the U.S.,Elisha Gray,Canada,the U.S,0,1,1,2
289,It is the case either that James West lived in Russia or that he/she lived in the U.S.,James West,Russia,the U.S,0,1,1,2
290,It is the case either that Jacob Perkins lived in Poland/France or that he/she lived in the U.S.,Jacob Perkins,Poland/France,the U.S,0,1,1,2
291,It is the case either that Benjamin Franklin lived in the U.S or that he/she lived in the U.K.,Benjamin Franklin,the U.S,the U.K,1,0,1,2
292,It is the case either that Albert Ghiorso lived in the U.S or that he/she lived in the U.K.,Albert Ghiorso,the U.S,the U.K,1,0,0,2
293,It is the case either that Valdemar Poulsen lived in the U.S or that he/she lived in Scotland.,Valdemar Poulsen,the U.S,Scotland,0,0,0,2
294,It is the case either that Ferdinand von Zeppelin lived in the U.S or that he/she lived in France.,Ferdinand von Zeppelin,the U.S,France,0,0,0,2
295,It is the case either that Charles Macintosh lived in Italy or that he/she lived in the U.S.,Charles Macintosh,Italy,the U.S,0,0,0,2
296,It is the case either that William Sturgeon lived in Switzerland or that he/she lived in the U.K.,William Sturgeon,Switzerland,the U.K,0,1,1,2
297,It is the case either that Charles Cros lived in Canada or that he/she lived in France.,Charles Cros,Canada,France,0,1,1,2
298,It is the case either that Sir Isaac Newton lived in the U.S or that he/she lived in the U.K.,Sir Isaac Newton,the U.S,the U.K,0,1,0,2
299,It is the case either that Thomas Wedgwood lived in Finland or that he/she lived in the U.S.,Thomas Wedgwood,Finland,the U.S,0,0,0,2
300,It is the case either that Evangelista Torricelli lived in Germany or that he/she lived in the U.S.,Evangelista Torricelli,Germany,the U.S,0,0,0,2
301,It is the case either that John Logie Baird lived in Denmark or that he/she lived in Japan.,John Logie Baird,Denmark,Japan,0,0,0,2
302,It is the case either that Joseph Marie Jacquard lived in the U.S or that he/she lived in France.,Joseph Marie Jacquard,the U.S,France,0,1,1,2
303,It is the case either that Ruth Handler lived in the U.S or that he/she lived in the U.K.,Ruth Handler,the U.S,the U.K,1,0,1,2
304,It is the case either that Shinya Yamanaka lived in the U.K or that he/she lived in Japan.,Shinya Yamanaka,the U.K,Japan,0,1,1,2
305,It is the case either that Leon Theremin lived in Russia or that he/she lived in Germany.,Leon Theremin,Russia,Germany,1,0,0,2
306,It is the case either that Sergey Brin and Larry Page lived in the U.S or that he/she lived in Canada.,Sergey Brin and Larry Page,the U.S,Canada,1,0,1,2
307,It is the case either that Ada Lovelace lived in the U.S or that he/she lived in the U.K.,Ada Lovelace,the U.S,the U.K,0,1,0,2
308,It is the case either that Charles Macintosh lived in Hungary or that he/she lived in the U.S.,Charles Macintosh,Hungary,the U.S,0,0,0,2
309,It is the case either that Benjamin Holt lived in the U.K or that he/she lived in the U.S.,Benjamin Holt,the U.K,the U.S,0,1,1,2
310,It is the case either that Édouard-Léon Scott de Martinville lived in France or that he/she lived in the U.S.,Édouard-Léon Scott de Martinville,France,the U.S,1,0,1,2
311,It is the case either that Joseph Henry lived in the U.K or that he/she lived in Germany.,Joseph Henry,the U.K,Germany,0,0,0,2
312,It is the case either that Hans Berger lived in Hungary/the U.S or that he/she lived in Germany.,Hans Berger,Hungary/the U.S,Germany,0,1,1,2
313,It is the case either that Marie Curie lived in the U.S or that he/she lived in Poland/France.,Marie Curie,the U.S,Poland/France,0,1,1,2
314,It is the case either that Marie Curie lived in Hungary or that he/she lived in the U.S.,Marie Curie,Hungary,the U.S,0,0,0,2
315,It is the case either that Shinya Yamanaka lived in Japan or that he/she lived in Germany.,Shinya Yamanaka,Japan,Germany,1,0,1,2
316,It is the case either that Galileo Galilei lived in the U.K or that he/she lived in Italy.,Galileo Galilei,the U.K,Italy,0,1,1,2
317,It is the case either that Bartolomeo Cristofori lived in the U.S or that he/she lived in Germany.,Bartolomeo Cristofori,the U.S,Germany,0,0,0,2
318,It is the case either that Daniel Fahrenheit lived in Sweden or that he/she lived in Poland/Germany.,Daniel Fahrenheit,Sweden,Poland/Germany,0,1,1,2
319,It is the case either that Alfred Nobel lived in the U.K or that he/she lived in Sweden.,Alfred Nobel,the U.K,Sweden,0,1,1,2
320,It is the case either that Rudolf Diesel lived in the U.K or that he/she lived in the U.S.,Rudolf Diesel,the U.K,the U.S,0,0,0,2
321,It is the case either that Whitcomb Judson lived in China or that he/she lived in the U.S.,Whitcomb Judson,China,the U.S,0,1,1,2
322,It is the case either that John Ambrose Fleming lived in the U.S or that he/she lived in the Netherlands.,John Ambrose Fleming,the U.S,the Netherlands,0,0,0,2
323,It is the case either that Ralph H. Baer lived in the Netherlands or that he/she lived in France.,Ralph H. Baer,the Netherlands,France,0,0,0,2
324,It is the case either that Alexander Graham Bell lived in Scotland/Canada/the U.S or that he/she lived in Japan.,Alexander Graham Bell,Scotland/Canada/the U.S,Japan,1,0,1,2
325,It is the case either that John Shepherd-Barron lived in Scotland or that he/she lived in Scotland/Canada/the U.S.,John Shepherd-Barron,Scotland,Scotland/Canada/the U.S,1,0,1,2
326,It is the case either that Alec Jeffreys lived in the U.S or that he/she lived in France.,Alec Jeffreys,the U.S,France,0,0,0,2
327,It is the case either that Édouard-Léon Scott de Martinville lived in France or that he/she lived in the U.K.,Édouard-Léon Scott de Martinville,France,the U.K,1,0,1,2
328,It is the case either that Yvonne Brill lived in the U.K or that he/she lived in Canada.,Yvonne Brill,the U.K,Canada,0,1,1,2
329,It is the case either that Frederick Walton lived in Italy or that he/she lived in the U.K.,Frederick Walton,Italy,the U.K,0,1,1,2
330,It is the case either that Charles Cros lived in Canada or that he/she lived in France.,Charles Cros,Canada,France,0,1,1,2
331,It is the case either that Joseph Marie Jacquard lived in the Netherlands or that he/she lived in the U.S.,Joseph Marie Jacquard,the Netherlands,the U.S,0,0,0,2
332,It is the case either that Philo Farnsworth lived in the U.K or that he/she lived in Germany.,Philo Farnsworth,the U.K,Germany,0,0,0,2
333,It is the case either that Henry Bessemer lived in Russia or that he/she lived in the U.K.,Henry Bessemer,Russia,the U.K,0,1,1,2
334,It is the case either that John von Neumann lived in Switzerland or that he/she lived in Hungary/the U.S.,John von Neumann,Switzerland,Hungary/the U.S,0,1,1,2
335,It is the case either that Karl Landsteiner lived in the U.S or that he/she lived in the U.K.,Karl Landsteiner,the U.S,the U.K,0,0,0,2
336,It is the case either that Henry Bessemer lived in Switzerland or that he/she lived in the U.K.,Henry Bessemer,Switzerland,the U.K,0,1,1,2
337,It is the case either that Florence Parpart lived in France or that he/she lived in the U.K.,Florence Parpart,France,the U.K,0,0,0,2
338,It is the case either that Lester Wire lived in the U.S or that he/she lived in the Netherlands.,Lester Wire,the U.S,the Netherlands,1,0,1,2
339,It is the case either that Joseph Aspdin lived in Switzerland or that he/she lived in Turkey/the U.S.,Joseph Aspdin,Switzerland,Turkey/the U.S,0,0,0,2
340,It is the case either that Hans Berger lived in Hungary or that he/she lived in the U.S.,Hans Berger,Hungary,the U.S,0,0,0,2
341,It is the case either that Marie Curie lived in Poland/France or that he/she lived in Switzerland.,Marie Curie,Poland/France,Switzerland,1,0,1,2
342,It is the case either that James Clerk Maxwell lived in the Netherlands or that he/she lived in the U.K.,James Clerk Maxwell,the Netherlands,the U.K,0,1,1,2
343,It is the case either that Josephine Cochrane lived in the U.K or that he/she lived in the U.S.,Josephine Cochrane,the U.K,the U.S,0,1,1,2
344,It is the case either that Philipp Reis lived in Germany or that he/she lived in the U.S.,Philipp Reis,Germany,the U.S,1,0,1,2
345,It is the case either that George Cayley lived in the U.S or that he/she lived in Canada.,George Cayley,the U.S,Canada,0,0,0,2
346,It is the case either that Samuel Morse lived in the U.S or that he/she lived in France.,Samuel Morse,the U.S,France,1,0,1,2
347,It is the case either that Hedy Lamarr lived in the U.K or that he/she lived in Austria/the U.S.,Hedy Lamarr,the U.K,Austria/the U.S,0,1,1,2
348,It is the case either that Joseph Henry lived in the U.S or that he/she lived in the U.K.,Joseph Henry,the U.S,the U.K,1,0,1,2
349,It is the case either that William Congreve lived in France or that he/she lived in Canada.,William Congreve,France,Canada,0,0,0,2
350,It is the case either that Joseph Aspdin lived in Switzerland or that he/she lived in the U.S.,Joseph Aspdin,Switzerland,the U.S,0,0,0,2
351,It is the case either that Otis Boykin lived in the U.S or that he/she lived in Germany.,Otis Boykin,the U.S,Germany,1,0,1,2
352,It is the case either that Josephine Cochrane lived in Germany or that he/she lived in the U.S.,Josephine Cochrane,Germany,the U.S,0,1,0,2
353,It is the case either that Johannes Gutenberg lived in Germany or that he/she lived in the U.S.,Johannes Gutenberg,Germany,the U.S,1,0,1,2
354,It is the case either that Henri Giffard lived in Finland or that he/she lived in the U.S.,Henri Giffard,Finland,the U.S,0,0,0,2
355,It is the case either that Charles Cros lived in France or that he/she lived in Italy.,Charles Cros,France,Italy,1,0,1,2
356,It is the case either that William Sturgeon lived in the U.S or that he/she lived in the U.K.,William Sturgeon,the U.S,the U.K,0,1,1,2
357,It is the case either that Samuel Colt lived in the U.S or that he/she lived in the U.K.,Samuel Colt,the U.S,the U.K,1,0,1,2
358,It is the case either that Daniel Fahrenheit lived in Russia or that he/she lived in the U.S.,Daniel Fahrenheit,Russia,the U.S,0,0,0,2
359,It is the case either that R. Buckminster Fuller lived in Scotland or that he/she lived in Canada.,R. Buckminster Fuller,Scotland,Canada,0,0,0,2
360,It is the case either that John Shepherd-Barron lived in Scotland or that he/she lived in the U.S.,John Shepherd-Barron,Scotland,the U.S,1,0,1,2
361,It is the case either that Leon Theremin lived in the U.S or that he/she lived in Germany.,Leon Theremin,the U.S,Germany,0,0,0,2
362,It is the case either that John Boyd Dunlop lived in Scotland or that he/she lived in the U.S.,John Boyd Dunlop,Scotland,the U.S,1,0,1,2
363,It is the case either that John Walker lived in the U.S or that he/she lived in the U.K.,John Walker,the U.S,the U.K,0,1,1,2
364,It is the case either that Nikolai Basov lived in France or that he/she lived in the U.S.,Nikolai Basov,France,the U.S,0,0,0,2
365,It is the case either that Florence Parpart lived in the U.S or that he/she lived in Scotland.,Florence Parpart,the U.S,Scotland,1,0,1,2
366,It is the case either that László Bíró lived in Hungary or that he/she lived in Sweden.,László Bíró,Hungary,Sweden,1,0,1,2
367,It is the case either that Daniel Fahrenheit lived in Canada or that he/she lived in Poland/Germany.,Daniel Fahrenheit,Canada,Poland/Germany,0,1,1,2
368,It is the case either that Charles Wheatstone lived in the U.K or that he/she lived in Russia.,Charles Wheatstone,the U.K,Russia,1,0,1,2
369,It is the case either that Auguste and Louis Lumière lived in France or that he/she lived in the U.S.,Auguste and Louis Lumière,France,the U.S,1,0,1,2
370,It is the case either that Maria Telkes lived in Hungary/the U.S or that he/she lived in the U.K.,Maria Telkes,Hungary/the U.S,the U.K,1,0,1,2
371,It is the case either that Charles Strite lived in the U.S or that he/she lived in the U.K.,Charles Strite,the U.S,the U.K,1,0,1,2
372,It is the case either that Herbert Akroyd Stuart lived in Canada or that he/she lived in Russia.,Herbert Akroyd Stuart,Canada,Russia,0,0,0,2
373,It is the case either that Sir Frank Whittle lived in the U.K or that he/she lived in Canada.,Sir Frank Whittle,the U.K,Canada,1,0,1,2
374,It is the case either that Charles Cros lived in France or that he/she lived in the U.S.,Charles Cros,France,the U.S,1,0,1,2
375,It is the case either that Christian Huygens lived in the U.K or that he/she lived in the Netherlands.,Christian Huygens,the U.K,the Netherlands,0,1,1,2
376,It is the case either that Yoshua Bengio lived in Canada or that he/she lived in the U.S.,Yoshua Bengio,Canada,the U.S,1,0,1,2
377,It is the case either that Florence Parpart lived in the U.S or that he/she lived in the U.K.,Florence Parpart,the U.S,the U.K,1,0,0,2
378,It is the case either that Frank Bunker Gilbreth lived in Switzerland or that he/she lived in the U.S.,Frank Bunker Gilbreth,Switzerland,the U.S,0,1,1,2
379,It is the case either that Nicolas Appert lived in Germany or that he/she lived in Russia.,Nicolas Appert,Germany,Russia,0,0,0,2
380,It is the case either that Alexander Graham Bell lived in Scotland/Canada/the U.S or that he/she lived in Germany.,Alexander Graham Bell,Scotland/Canada/the U.S,Germany,1,0,1,2
381,It is the case either that Joseph Swan lived in the U.K or that he/she lived in the U.S.,Joseph Swan,the U.K,the U.S,1,0,1,2
382,It is the case either that Charles Francis Jenkins lived in the U.S or that he/she lived in Canada/the U.S.,Charles Francis Jenkins,the U.S,Canada/the U.S,1,0,1,2
383,It is the case either that Johannes Gutenberg lived in the U.S or that he/she lived in Germany.,Johannes Gutenberg,the U.S,Germany,0,1,1,2
384,It is the case either that Dr. Robert Gallo lived in the U.K or that he/she lived in the U.S.,Dr. Robert Gallo,the U.K,the U.S,0,1,1,2
385,It is the case either that Mary Walton lived in the U.S or that he/she lived in India.,Mary Walton,the U.S,India,1,0,1,2
386,It is the case either that Ralph Benjamin lived in Germany or that he/she lived in the U.K.,Ralph Benjamin,Germany,the U.K,0,1,1,2
387,It is the case either that Ferdinand Carré lived in the U.S or that he/she lived in the U.K.,Ferdinand Carré,the U.S,the U.K,0,0,0,2
388,It is the case either that Evangelista Torricelli lived in the U.S or that he/she lived in the U.K.,Evangelista Torricelli,the U.S,the U.K,0,0,0,2
389,It is the case either that Grace Hopper lived in Poland/Germany or that he/she lived in the U.S.,Grace Hopper,Poland/Germany,the U.S,0,1,1,2
390,It is the case either that Samuel Fox lived in the U.S or that he/she lived in France.,Samuel Fox,the U.S,France,0,0,0,2
391,It is the case either that Josephine Cochrane lived in the U.S or that he/she lived in Germany.,Josephine Cochrane,the U.S,Germany,1,0,1,2
392,It is the case either that Willem Einthoven lived in France or that he/she lived in Germany.,Willem Einthoven,France,Germany,0,0,0,2
393,It is the case either that Ada Lovelace lived in the U.K or that he/she lived in the U.S.,Ada Lovelace,the U.K,the U.S,1,0,1,2
394,It is the case either that Heinrich Göbel lived in Germany or that he/she lived in the U.S.,Heinrich Göbel,Germany,the U.S,1,0,1,2
395,It is the case either that Elisha Otis lived in France or that he/she lived in the U.K.,Elisha Otis,France,the U.K,0,0,0,2
396,It is the case either that John von Neumann lived in Turkey/the U.S or that he/she lived in Hungary/the U.S.,John von Neumann,Turkey/the U.S,Hungary/the U.S,0,1,1,2
397,It is the case either that Rudolf Diesel lived in the U.S or that he/she lived in Germany.,Rudolf Diesel,the U.S,Germany,0,1,0,2
398,It is the case either that Charles Francis Richter lived in Scotland or that he/she lived in the U.S.,Charles Francis Richter,Scotland,the U.S,0,1,1,2
399,It is the case either that Antoine Lavoisier lived in Italy or that he/she lived in France.,Antoine Lavoisier,Italy,France,0,1,1,2
400,It is the case either that Leon Theremin lived in Russia or that he/she lived in Hungary.,Leon Theremin,Russia,Hungary,1,0,1,2
401,It is the case either that Reginald Fessenden lived in Canada/the U.S or that he/she lived in France.,Reginald Fessenden,Canada/the U.S,France,1,0,1,2
402,It is the case either that Louis Pasteur lived in Austria or that he/she lived in the U.S.,Louis Pasteur,Austria,the U.S,0,0,0,2
403,It is the case either that Carl Wilhelm Siemens lived in the U.S or that he/she lived in the U.K.,Carl Wilhelm Siemens,the U.S,the U.K,0,0,0,2
404,It is the case either that Edwin Link lived in the U.S or that he/she lived in the U.K.,Edwin Link,the U.S,the U.K,1,0,0,2
405,It is the case either that Nicolas Appert lived in France or that he/she lived in Russia.,Nicolas Appert,France,Russia,1,0,0,2
406,It is the case either that Jean-Bernard-Léon Foucault lived in the U.S or that he/she lived in Scotland.,Jean-Bernard-Léon Foucault,the U.S,Scotland,0,0,0,2
407,It is the case either that Benjamin Rubin lived in France or that he/she lived in the U.S.,Benjamin Rubin,France,the U.S,0,1,1,2
408,It is the case either that John Boyd Dunlop lived in the U.S or that he/she lived in France.,John Boyd Dunlop,the U.S,France,0,0,0,2
409,It is the case either that Josephine Cochrane lived in Russia or that he/she lived in the U.S.,Josephine Cochrane,Russia,the U.S,0,1,1,2
410,It is the case either that Edouard Benedictus lived in the U.S or that he/she lived in France.,Edouard Benedictus,the U.S,France,0,1,1,2
411,It is the case either that Zhores Alferov lived in Russia or that he/she lived in France.,Zhores Alferov,Russia,France,1,0,1,2
412,It is the case either that Charles Tellier lived in the U.S or that he/she lived in the U.K.,Charles Tellier,the U.S,the U.K,0,0,0,2
413,It is the case either that Benjamin Holt lived in India or that he/she lived in the U.S.,Benjamin Holt,India,the U.S,0,1,1,2
414,It is the case either that Alec Jeffreys lived in the U.K or that he/she lived in the U.S.,Alec Jeffreys,the U.K,the U.S,1,0,1,2
415,It is the case either that Hans von Ohain lived in Germany or that he/she lived in Switzerland.,Hans von Ohain,Germany,Switzerland,1,0,1,2
416,It is the case either that Otis Boykin lived in Ukraine/the U.S or that he/she lived in France.,Otis Boykin,Ukraine/the U.S,France,0,0,0,2
417,It is the case either that Hans Lippershey lived in the U.S or that he/she lived in France.,Hans Lippershey,the U.S,France,0,0,0,2
418,It is the case either that Albert Ghiorso lived in Germany or that he/she lived in the U.S.,Albert Ghiorso,Germany,the U.S,0,1,1,2
419,It is the case either that Sergey Brin and Larry Page lived in the U.K or that he/she lived in the U.S.,Sergey Brin and Larry Page,the U.K,the U.S,0,1,0,2
420,It is the case either that Nikolai Basov lived in the U.S or that he/she lived in Germany.,Nikolai Basov,the U.S,Germany,0,0,0,2
421,It is the case either that Edwin Herbert Hall lived in France or that he/she lived in the U.S.,Edwin Herbert Hall,France,the U.S,0,1,1,2
422,It is the case either that Josephine Cochrane lived in the U.S or that he/she lived in Germany.,Josephine Cochrane,the U.S,Germany,1,0,0,2
423,It is the case either that Willem Einthoven lived in Ukraine/the U.S or that he/she lived in France.,Willem Einthoven,Ukraine/the U.S,France,0,0,0,2
424,It is the case either that Joseph Swan lived in the U.K or that he/she lived in the U.S.,Joseph Swan,the U.K,the U.S,1,0,1,2
425,It is the case either that Willem Einthoven lived in the U.S or that he/she lived in France.,Willem Einthoven,the U.S,France,0,0,0,2
426,It is the case either that Thomas Edison lived in the U.S or that he/she lived in Italy.,Thomas Edison,the U.S,Italy,1,0,1,2
427,It is the case either that László Bíró lived in the U.S or that he/she lived in the U.K.,László Bíró,the U.S,the U.K,0,0,0,2
428,It is the case either that Ralph H. Baer lived in France or that he/she lived in the U.S.,Ralph H. Baer,France,the U.S,0,1,1,2
429,It is the case either that Benjamin Rubin lived in the U.S or that he/she lived in Russia.,Benjamin Rubin,the U.S,Russia,1,0,1,2
430,It is the case either that Willis Carrier lived in the U.S or that he/she lived in Italy.,Willis Carrier,the U.S,Italy,1,0,0,2
431,It is the case either that Hedy Lamarr lived in Scotland or that he/she lived in Austria/the U.S.,Hedy Lamarr,Scotland,Austria/the U.S,0,1,1,2
432,It is the case either that August Horch lived in Scotland or that he/she lived in Germany.,August Horch,Scotland,Germany,0,1,1,2
433,It is the case either that Samuel Morse lived in Germany or that he/she lived in the U.S.,Samuel Morse,Germany,the U.S,0,1,0,2
